Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Sorella Labs,https://www.crunchbase.com/organization/sorella-labs,,Private,For Profit,1-10,,Seed,2024-08-20,,2022-01-01,year,Active,,,2,1,Seed,7500000,USD,7500000,7500000,USD,7500000,Seed,7500000,USD,7500000,7500000,USD,7500000,"Uniswap, Robot Ventures, Bankless Ventures, Nascent, Paradigm",5,"San Francisco Bay Area, West Coast, Western US","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other",,,,,,"Blockchain, Ethereum, Financial Services, Web3","San Francisco, California, United States",
Dermavant Sciences,https://www.crunchbase.com/organization/dermavant-sciences,,Private,For Profit,251-500,Was Acquired,Private Equity,2021-06-07,,2016-01-01,year,Active,,,1,1,M&A,160000000,USD,160000000,160000000,USD,160000000,Private Equity,160000000,USD,160000000,160000000,USD,160000000,"Marathon Asset Management, Novaquest Capital Management",2,"Greater Los Angeles Area, West Coast, Western US","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Health Care, Medical","Long Beach, California, United States",
GondolaBio,https://www.crunchbase.com/organization/gondolabio,,Private,,,,Venture - Series Unknown,2024-08-16,,,,Active,,,,1,,300000000,USD,300000000,300000000,USD,300000000,Venture - Series Unknown,300000000,USD,300000000,300000000,USD,300000000,"Sequoia Capital, Cormorant Asset Management, Frazier Life Sciences, Patient Square Capital, Aisling Capital",6,"San Francisco Bay Area, Silicon Valley, West Coast","Health Care, Manufacturing",,,,,,"Manufacturing, Pharmaceutical","Palo Alto, California, United States",
Catalera,https://www.crunchbase.com/organization/catalera,,Private,,,,Series A,2024-09-10,,,,Active,,,,1,Early Stage Venture,8000000,USD,8000000,8000000,USD,8000000,Series A,8000000,USD,8000000,8000000,USD,8000000,"S2G Ventures, Farm Credit Canada",2,,Agriculture and Farming,,,,,,"Agriculture, AgTech",,
Abercrombie & Kent,https://www.crunchbase.com/organization/abercrombie-kent,,Private,For Profit,5001-10000,Was Acquired,Debt Financing,2024-08-12,,1962-01-01,year,Active,,,,1,M&A,500000000,USD,500000000,,,,,,,,500000000,USD,500000000,Citibank,1,"Greater Chicago Area, Great Lakes, Midwestern US",Travel and Tourism,,,,,,Travel,"Downers Grove, Illinois, United States",
Mindtrip,https://www.crunchbase.com/organization/mindtrip,Growing,Private,,11-50,,Seed,2023-09-07,,2023-01-01,year,Active,,,10,1,Seed,7000000,USD,7000000,7000000,USD,7000000,Seed,7000000,USD,7000000,7000000,USD,7000000,Costanoa Ventures,1,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Travel and Tourism",,High,,,,"Artificial Intelligence (AI), Travel","San Francisco, California, United States",
Deep Fission,https://www.crunchbase.com/organization/deep-fission,,Private,,11-50,,Pre-Seed,2024-08-22,,2023-01-01,year,Active,,,,1,Seed,4000000,USD,4000000,4000000,USD,4000000,Pre-Seed,4000000,USD,4000000,4000000,USD,4000000,8VC,1,"San Francisco Bay Area, West Coast, Western US",Science and Engineering,,,,,,Nuclear,"Berkeley, California, United States",
Posh AI,https://www.crunchbase.com/organization/posh-700e,,Private,For Profit,51-100,,Series B,2024-06-12,,2018-01-01,year,Active,,,2,1,Early Stage Venture,45000000,USD,45000000,45000000,USD,45000000,Series B,45000000,USD,45000000,45000000,USD,45000000,"Canapi Ventures, Curql, TruStage Ventures",3,"Greater Boston Area, East Coast, New England","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Other, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Banking, Customer Service, FinTech, Productivity Tools","Boston, Massachusetts, United States",
Ontario Centre of Innovation,https://www.crunchbase.com/organization/oci-e51e,,Private,Non-profit,101-250,,Grant,2023-06-28,,1987-01-01,year,Active,,,,1,,50000000,USD,50000000,,,,,,,,50000000,USD,50000000,Ontario,1,Great Lakes,"Data and Analytics, Design, Health Care, Other, Social Impact",,,,,,"Hospital, Market Research, Non Profit","Toronto, Ontario, Canada",29
Sploot Veterinary Care,https://www.crunchbase.com/organization/sploot-veterinary-care,Growing,Private,For Profit,51-100,,Series A,2024-01-16,,2021-01-01,year,Active,,,2,1,Early Stage Venture,40000000,USD,40000000,40000000,USD,40000000,Series A,40000000,USD,40000000,40000000,USD,40000000,L Catterton,1,"Greater Denver Area, Western US","Community and Lifestyle, Health Care",,High,,,,"Health Care, Pet, Primary and Urgent Care, Veterinary, Wellness","Denver, Colorado, United States",
Bird Eats Bug,https://www.crunchbase.com/organization/bird-eats-bug,,Private,For Profit,1-10,Was Acquired,Pre-Seed,2021-01-14,,2020-01-01,year,Active,,,3,1,M&A,1500000,EUR,1822620,1500000,EUR,1822620,Pre-Seed,1500000,EUR,1822620,1500000,EUR,1822620,Nauta Capital,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Media and Entertainment, Other, Software, Video",,,,,,"Collaboration, Developer Tools, Productivity Tools, Video","Berlin, Berlin, Germany",
Absa,https://www.crunchbase.com/organization/absa,,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2023-10-27,Investment Bank,1991-01-01,year,Active,,,,1,,5459850000,ZAR,289820954,,,,,,,,5459850000,ZAR,289820954,African Development Bank,1,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,,,,,"Banking, Financial Services","Johannesburg, NA - South Africa, South Africa",3
ZYBER 365,https://www.crunchbase.com/organization/zyber-365,Growing,Private,For Profit,101-250,,Series A,2023-07-25,,2023-01-01,year,Active,,,2,1,Early Stage Venture,100000000,USD,100000000,100000000,USD,100000000,Series A,100000000,USD,100000000,100000000,USD,100000000,SRAM & MRAM,1,"Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Information Technology, Web3","Covent Garden, Essex, United Kingdom",
LiveView Technologies,https://www.crunchbase.com/organization/liveview-technologies,Growing,Private,For Profit,251-500,,Series B,2022-06-14,,2005-01-01,day,Active,,,1,1,Early Stage Venture,50000000,USD,50000000,50000000,USD,50000000,Series B,50000000,USD,50000000,50000000,USD,50000000,"Lead Edge Capital, Sorenson Capital, Pelion Venture Partners, The Larry H. Miller Group",4,Western US,"Information Technology, Privacy and Security, Software",,,,,,"Information Technology, Network Security, Security, Software","Orem, Utah, United States",
Black Ore Technologies,https://www.crunchbase.com/organization/black-ore-technologies,Growing,Private,For Profit,11-50,,Seed,2023-11-07,,2022-01-01,year,Active,,,2,1,Seed,60000000,USD,60000000,60000000,USD,60000000,Seed,60000000,USD,60000000,60000000,USD,60000000,"Khosla Ventures, Andreessen Horowitz, General Catalyst, Founders Fund, Oak HC/FT",15,Southern US,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Finance, Information Technology, Software","Austin, Texas, United States",
AuthenticID,https://www.crunchbase.com/organization/authenticid,Growing,Private,For Profit,101-250,,Private Equity,2021-07-22,,2001-01-01,year,Active,,,1,1,Private Equity,100000000,USD,100000000,100000000,USD,100000000,Private Equity,100000000,USD,100000000,100000000,USD,100000000,Long Ridge Equity Partners,1,"Greater Seattle Area, West Coast, Western US",Software,,,,,,Software,"Kirkland, Washington, United States",
Otto,https://www.crunchbase.com/organization/otto-7513,,Private,,1-10,,Seed,2024-08-22,,2024-01-01,year,Active,,,,1,Seed,6000000,USD,6000000,6000000,USD,6000000,Seed,6000000,USD,6000000,6000000,USD,6000000,"Madrona, Direct Travel, Couchsurfing, Aman Bhutani, John Kim",9,"Greater Seattle Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Travel and Tourism",,,,,,"Artificial Intelligence (AI), Travel, Travel Agency","Seattle, Washington, United States",
ZENSAI,https://www.crunchbase.com/organization/lms365,Growing,Private,For Profit,101-250,Made Acquisitions,Series A,2023-04-13,,2003-01-01,year,Active,,,,1,Early Stage Venture,20000000,USD,20000000,20000000,USD,20000000,Series A,20000000,USD,20000000,20000000,USD,20000000,"Blue Cloud Ventures, Kamet Capital Partners",2,"European Union (EU), Nordic Countries, Scandinavia","Education, Software",,,,,,"Corporate Training, E-Learning, EdTech, Education, SaaS, Software, Training","Århus, Midtjylland, Denmark",
Chuck E. Cheese,https://www.crunchbase.com/organization/chuck-e-cheese,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Debt Financing,2024-08-09,,1977-04-30,day,Active,,,1,1,M&A,100000000,USD,100000000,,,,,,,,100000000,USD,100000000,"JP Morgan Chase, Goldman Sachs Bank USA",2,"Dallas/Fort Worth Metroplex, Southern US","Events, Food and Beverage, Gaming, Media and Entertainment, Other, Social Impact, Sports, Travel and Tourism",,Medium,,,,"Event Management, Events, Food and Beverage, Gaming, Hospitality, Non Profit, Sports","Irving, Texas, United States",
SOLO,https://www.crunchbase.com/organization/solo-a3fb,,Private,For Profit,101-250,Made Acquisitions,Series A,2022-05-02,,2018-01-01,year,Active,,,2,1,Early Stage Venture,30000000,USD,30000000,30000000,USD,30000000,Series A,30000000,USD,30000000,30000000,USD,30000000,Bregal Sagemount,1,Western US,"Information Technology, Software",,,,,,"Document Management, Information Technology, Management Information Systems, SaaS, Software","Lehi, Utah, United States",
SquareX,https://www.crunchbase.com/organization/squarex-dca3,,Private,For Profit,11-50,,Seed,2023-05-04,,2023-03-01,month,Active,,,1,1,Seed,6000000,USD,6000000,6000000,USD,6000000,Seed,6000000,USD,6000000,6000000,USD,6000000,Sequoia South East Asia,1,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Information Technology, Privacy and Security",,,,,,Cyber Security,"Singapore, Central Region, Singapore",
Akasa Air,https://www.crunchbase.com/organization/akasa-air,Growing,Private,For Profit,1001-5000,,Undisclosed,2021-07-28,,2021-01-01,year,Active,,,9,1,,2600000000,INR,34950821,2600000000,INR,34950821,Undisclosed,2600000000,INR,34950821,2600000000,INR,34950821,Rakesh Jhunjhunwala,1,Asia-Pacific (APAC),Transportation,,Medium,,,,"Air Transportation, Transportation","Mumbai, Maharashtra, India",
Persimmon,https://www.crunchbase.com/organization/persimmon,,Private,For Profit,51-100,,Seed,2023-04-18,,2021-01-01,year,Active,,,2,1,Seed,5323629,USD,5323629,5323629,USD,5323629,Seed,5323629,USD,5323629,5323629,USD,5323629,,,"San Francisco Bay Area, West Coast, Western US","Consumer Goods, Health Care, Mobile",,,,,,"Beauty, Cosmetic Surgery, Medical, mHealth, Telehealth","Larkspur, California, United States",
Lloyd's,https://www.crunchbase.com/organization/lloyd-s,,Private,For Profit,1001-5000,,Debt Financing,2019-12-11,,1688-01-01,year,Active,,,1,1,,395000000,USD,395000000,,,,,,,,395000000,USD,395000000,,,"Europe, Middle East, and Africa (EMEA)","Financial Services, Internet Services",,,,,,"Financial Services, Insurance, Online Portals","London, England, United Kingdom",
Smart,https://www.crunchbase.com/organization/smart-2,,Private,For Profit,1-10,,Corporate Round,2023-09-14,,1994-01-01,year,Active,,,1,1,,150000000,USD,150000000,150000000,USD,150000000,Corporate Round,150000000,USD,150000000,150000000,USD,150000000,Tianqi Lithium,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Manufacturing, Sales and Marketing, Sports, Transportation",,,,,,"Brand Marketing, Car Sharing, Manufacturing, Sports","Stuttgart, Baden-Wurttemberg, Germany",
Raft,https://www.crunchbase.com/organization/raft-2599,,Private,For Profit,11-50,,Private Equity,2024-04-10,,2018-01-01,year,Active,,,1,1,Private Equity,60000000,USD,60000000,60000000,USD,60000000,Private Equity,60000000,USD,60000000,60000000,USD,60000000,Washington Harbour Partners,1,"Washington DC Metro Area, East Coast, Southern US",,,,,,,,"Reston, Virginia, United States",
ZipBio,https://www.crunchbase.com/organization/zipbio,,Private,For Profit,1-10,,Seed,2024-09-05,,2022-09-01,month,Active,,,,1,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"NFX, MoreVC",2,"Greater Seattle Area, West Coast, Western US","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Genetics, Therapeutics","Seattle, Washington, United States",
Viral Nation,https://www.crunchbase.com/organization/viralnation,Growing,Private,For Profit,101-250,Made Acquisitions,Private Equity,2022-04-12,,2014-01-01,year,Active,,,2,1,Private Equity,250000000,CAD,197854466,250000000,CAD,197854466,Private Equity,250000000,CAD,197854466,250000000,CAD,197854466,"Eldridge Industries, Maverix Private Equity",2,Great Lakes,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing",,,,,,"Advertising, Marketing, Social Media","Toronto, Ontario, Canada",
WitnessAI,https://www.crunchbase.com/organization/witnessai,,Private,For Profit,11-50,,Series A,2024-05-21,,2023-05-01,month,Active,,,2,1,Early Stage Venture,27500000,USD,27500000,27500000,USD,27500000,Series A,27500000,USD,27500000,27500000,USD,27500000,"Google Ventures, Ballistic Ventures",2,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Enterprise Software, Network Security","San Mateo, California, United States",
Sundial,https://www.crunchbase.com/organization/sundial,,Private,For Profit,11-50,,Venture - Series Unknown,2024-08-06,,2021-01-01,year,Active,,,2,1,,23348218,USD,23348218,23348218,USD,23348218,Venture - Series Unknown,23348218,USD,23348218,23348218,USD,23348218,,,"San Francisco Bay Area, Silicon Valley, West Coast","Data and Analytics, Information Technology",,,,,,"Analytics, Business Information Systems, Information Technology","Palo Alto, California, United States",
e&,https://www.crunchbase.com/organization/e-76a9,Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2023-12-06,Micro VC,1976-01-01,year,Active,,,,1,,366000000,AED,99659632,,,,,,,,366000000,AED,99659632,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Hardware, Information Technology, Professional Services",,High,,,,"Consulting, Information Technology, Telecommunications","Abu Dhabi, Abu Dhabi, United Arab Emirates",7
Navikenz,https://www.crunchbase.com/organization/navikenz,Growing,Private,For Profit,101-250,,Seed,2021-12-02,,2020-01-01,year,Active,,,2,1,Seed,300000000,INR,4001006,300000000,INR,4001006,Seed,300000000,INR,4001006,300000000,INR,4001006,"Sudip Nandy, P R Chandrasekar",2,"East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Technology, Machine Learning","Princeton, New Jersey, United States",
Entalpic,https://www.crunchbase.com/organization/entalpic,,Private,For Profit,1-10,,Seed,2024-09-04,,2024-01-01,year,Active,,,,1,Seed,8500000,USD,8500000,8500000,USD,8500000,Seed,8500000,USD,8500000,8500000,USD,8500000,"Michal Valko, Felicis, Cathay Innovation, Breega, Yoshua Bengio",9,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Chemical, Product Research","Paris, Ile-de-France, France",
Fintopio,https://www.crunchbase.com/organization/fintopio,,Private,For Profit,11-50,,Seed,2023-07-01,,2023-07-01,month,Active,,,1,1,Seed,10000000,USD,10000000,10000000,USD,10000000,Seed,10000000,USD,10000000,10000000,USD,10000000,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), FinTech, Web3","Dubai, Dubai, United Arab Emirates",
Andera Partners,https://www.crunchbase.com/organization/edmond-de-rothschild-investment-partners,,Private,For Profit,101-250,Made Acquisitions,Series A,2023-04-13,"Private Equity Firm, Venture Capital",1953-01-01,year,Active,,"Early Stage Venture, Late Stage Venture",1,1,Early Stage Venture,48500000,USD,48500000,48500000,USD,48500000,Series A,48500000,USD,48500000,48500000,USD,48500000,"Andera Partners, Cormorant Asset Management, Squarepoint Capital, Taglich Brothers, Richmond Brothers, Inc.",5,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,,,,,"Banking, Financial Services","Paris, Ile-de-France, France",198
Stork Network,https://www.crunchbase.com/organization/stork-network,,Private,,1-10,,Seed,2024-08-22,,2022-01-01,year,Active,,,,1,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"Faction, Wintermute Ventures, Lattice Fund, CMS",4,"Greater New York Area, East Coast, Northeastern US","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Web3","Brooklyn, New York, United States",
Sentient,https://www.crunchbase.com/organization/sentient-f024,,Private,,11-50,,Seed,2024-07-02,,,,Active,,,,1,Seed,85000000,USD,85000000,85000000,USD,85000000,Seed,85000000,USD,85000000,85000000,USD,85000000,"HashKey Capital, Framework Ventures, Canonical Crypto, Hack VC, Robot Ventures",25,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Software","San Francisco, California, United States",
BD,https://www.crunchbase.com/organization/bd-8a88,,Private,For Profit,10001+,Made Acquisitions,Post-IPO Equity,2023-08-02,,1897-01-01,year,Active,,,2,1,,540000000,USD,540000000,540000000,USD,540000000,Post-IPO Equity,540000000,USD,540000000,540000000,USD,540000000,Steris,1,"Greater New York Area, East Coast, Northeastern US","Health Care, Information Technology, Other",,,,,,"Health Care, Medical Device, Technical Support","Franklin Lakes, New Jersey, United States",
Carbon13,https://www.crunchbase.com/organization/carbon13,,Private,For Profit,11-50,,Seed,2023-07-18,"Accelerator, Venture Capital",2020-01-01,year,Active,,Seed,9,1,Seed,2200000,USD,2200000,2200000,USD,2200000,Seed,2200000,USD,2200000,2200000,USD,2200000,True Ventures,1,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,,,,,Venture Capital,"Cambridge, Cambridgeshire, United Kingdom",38
ITpipes,https://www.crunchbase.com/organization/itpipes,,Private,For Profit,11-50,,Private Equity,2024-08-13,,2009-01-01,year,Active,,,,1,Private Equity,20000000,USD,20000000,20000000,USD,20000000,Private Equity,20000000,USD,20000000,20000000,USD,20000000,"Trilogy Search Partners, Miramar Equity Partners",2,Western US,"Professional Services, Software",,,,,,"Environmental Consulting, Software","Albuquerque, New Mexico, United States",
Bullish Global,https://www.crunchbase.com/organization/bullish-global,,Private,For Profit,251-500,Made Acquisitions,Venture - Series Unknown,2021-05-11,,2021-01-01,year,Active,,,,1,,300000000,USD,300000000,300000000,USD,300000000,Venture - Series Unknown,300000000,USD,300000000,300000000,USD,300000000,"Galaxy Digital, Founders Fund, Nomura, Thiel Capital, Infinitas Capital",10,,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Financial Services","George Town, Midland, Cayman Islands",2
Ambrosia Biosciences,https://www.crunchbase.com/organization/ambrosia-biosciences,,Private,For Profit,1-10,,Series A,2024-08-06,,2024-01-01,year,Active,,,,1,Early Stage Venture,16000000,USD,16000000,16000000,USD,16000000,Series A,16000000,USD,16000000,16000000,USD,16000000,"BVF Partners, Boulder Ventures",2,"Greater Denver Area, Western US","Biotechnology, Health Care, Science and Engineering",,,,,,"Biopharma, Biotechnology, Health Care","Boulder, Colorado, United States",
Emversity,https://www.crunchbase.com/organization/beyond-odds,,Private,For Profit,51-100,,Seed,2023-12-19,,2023-09-13,day,Active,,,1,1,Seed,910000000,INR,10952264,910000000,INR,10952264,Seed,910000000,INR,10952264,910000000,INR,10952264,"Matrix Partners India, Alteria Capital, InnoVen Capital, Abhishek Goyal, Ramakant Sharma",13,Asia-Pacific (APAC),"Education, Professional Services, Software",,,,,,"EdTech, Education, Employment, Software, Training","Bangalore, Karnataka, India",
Luma,https://www.crunchbase.com/organization/zmurl,,Private,For Profit,1-10,,Seed,2020-12-07,,2020-03-31,day,Active,,,2,1,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,"Venrock, Maven Ventures, Progression Fund",3,"San Francisco Bay Area, West Coast, Western US","Events, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",,,,,,"Event Management, Media and Entertainment, Software, Video Conferencing","San Francisco, California, United States",
0G Labs,https://www.crunchbase.com/organization/0g-labs,Growing,Private,For Profit,11-50,,Pre-Seed,2024-03-25,,2023-01-01,year,Active,,,4,1,Seed,35000000,USD,35000000,35000000,USD,35000000,Pre-Seed,35000000,USD,35000000,35000000,USD,35000000,"Animoca Brands, Stanford University, Alumni Ventures, OKX Ventures, LongHash Ventures",44,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Internet Services, Other, Payments, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Blockchain, Cryptocurrency, Web3","San Francisco, California, United States",
Sigmoid,https://www.crunchbase.com/organization/sigmoid-analytics,Growing,Private,For Profit,501-1000,,Series B,2022-09-14,,2013-01-01,year,Active,Yes,,3,1,Early Stage Venture,12000000,USD,12000000,12000000,USD,12000000,Series B,12000000,USD,12000000,12000000,USD,12000000,Peak XV Partners,1,"San Francisco Bay Area, West Coast, Western US","Advertising, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Sales and Marketing, Science and Engineering, Software",,,,,,"Advertising, Analytics, Artificial Intelligence (AI), Big Data, Data Visualization, Database, Information Technology","San Francisco, California, United States",
YeagerAI,https://www.crunchbase.com/organization/yeagerai,,Private,For Profit,11-50,,Seed,2024-08-20,,2023-01-01,year,Active,,,3,1,Seed,7500000,USD,7500000,7500000,USD,7500000,Seed,7500000,USD,7500000,7500000,USD,7500000,"MH Ventures, Cogitent Ventures, WAGMI Ventures, Maelstrom, Arrington Capital",15,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Commerce and Shopping, Information Technology",,,,,,"Generative AI, Information Technology, Marketplace","New York, New York, United States",
Credlix,https://www.crunchbase.com/organization/credlix,,Private,For Profit,501-1000,Made Acquisitions,Corporate Round,2024-09-12,,2021-02-01,month,Active,,,1,1,,50000000,USD,50000000,50000000,USD,50000000,Corporate Round,50000000,USD,50000000,50000000,USD,50000000,Moglix,1,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Financial Services, Transportation",,,,,,"Financial Services, Supply Chain Management","Singapore, Central Region, Singapore",
Seven AI,https://www.crunchbase.com/organization/seven-ai,,Private,For Profit,11-50,,Seed,2024-06-07,,2023-01-01,year,Active,,,1,1,Seed,36000000,USD,36000000,36000000,USD,36000000,Seed,36000000,USD,36000000,36000000,USD,36000000,"CRV, Spark Capital, Greylock",3,"Greater Boston Area, East Coast, New England","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Computer, Cyber Security, Network Security, Software","Boston, Massachusetts, United States",
Noise,https://www.crunchbase.com/organization/gonoise-com,Growing,Private,For Profit,251-500,"Made Acquisitions, Was Acquired",Series A,2023-12-18,,2014-08-02,day,Active,,,2,1,M&A,829000000,INR,9972508,829000000,INR,9972508,Series A,829000000,INR,9972508,829000000,INR,9972508,Bose Ventures,1,Asia-Pacific (APAC),"Clothing and Apparel, Commerce and Shopping, Consumer Electronics, Design, Hardware, Software",,,,,,"E-Commerce, Electronics, Fashion, Retail, Shopping, Software","Gurgaon, Haryana, India",
Absorb LMS,https://www.crunchbase.com/organization/absorb-lms,Growing,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Private Equity,2017-09-06,,2003-01-01,year,Active,,,1,1,M&A,59000000,USD,59000000,59000000,USD,59000000,Private Equity,59000000,USD,59000000,59000000,USD,59000000,Silversmith Capital Partners,1,,"Education, Software",,High,,,,"Corporate Training, E-Learning, Software, Training","Calgary, Alberta, Canada",
BVNK,https://www.crunchbase.com/organization/bvnk,Growing,Private,For Profit,101-250,Made Acquisitions,Series A,2022-05-12,,2021-09-01,month,Active,,,2,1,Early Stage Venture,32799999,GBP,40029875,32799999,GBP,40029875,Series A,32799999,GBP,40029875,32799999,GBP,40029875,"Tiger Global Management, Nordstar, Avenir, Concentric, Kinled Holding",9,"Europe, Middle East, and Africa (EMEA)","Financial Services, Information Technology, Lending and Investments, Other, Software",,Medium,,,,"B2B, Banking, Enterprise Software, Financial Services, FinTech, IT Infrastructure","London, England, United Kingdom",
Goodfire,https://www.crunchbase.com/organization/goodfire-b4cb,,Private,For Profit,1-10,,Seed,2024-08-15,,2024-06-01,month,Active,,,3,1,Seed,7000000,USD,7000000,7000000,USD,7000000,Seed,7000000,USD,7000000,7000000,USD,7000000,"Menlo Ventures, Lightspeed Venture Partners, South Park Commons, Work-Bench, Mythos Ventures",7,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,Artificial Intelligence (AI),"San Francisco, California, United States",
Southern California Edison,https://www.crunchbase.com/organization/southern-california-edison,Growing,Private,For Profit,10001+,,Debt Financing,2024-09-03,,1886-01-01,year,Active,,,,1,,500000000,USD,500000000,,,,,,,,500000000,USD,500000000,,,"Greater Los Angeles Area, West Coast, Western US","Energy, Hardware, Sustainability",,High,,,,"Communications Infrastructure, Electrical Distribution, Energy, Sustainability","Rosemead, California, United States",
CellPoint Digital,https://www.crunchbase.com/organization/cellpoint-digital,Growing,Private,For Profit,101-250,,Venture - Series Unknown,2022-01-05,,2007-01-01,year,Active,,,2,1,,25000000,USD,25000000,25000000,USD,25000000,Venture - Series Unknown,25000000,USD,25000000,25000000,USD,25000000,"Souter Investments, Toscafund Asset Management, Penta Capital",3,"Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Financial Services, Information Technology, Travel and Tourism",,,,,,"E-Commerce, Financial Services, Information Technology, Travel","London, England, United Kingdom",
Unikon.ai,https://www.crunchbase.com/organization/unikon-ai,Growing,Private,,11-50,,Seed,2024-06-20,,2023-01-01,year,Active,,,3,1,Seed,160000000,INR,1914857,160000000,INR,1914857,Seed,160000000,INR,1914857,160000000,INR,1914857,"Dholakia Ventures, Gruhas, Tanmay Bhat, Nikhil Kamath, Arjun Vaidya",15,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Internet","Haryana, Haryana, India",
