Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Kion,https://www.crunchbase.com/organization/kionsoftware,,Private,For Profit,51-100,,Series A,2021-10-12,,2018-01-01,year,Active,Yes,,1,1,Early Stage Venture,9500000,USD,9500000,9500000,USD,9500000,Series A,9500000,USD,9500000,9500000,USD,9500000,"Gaingels, Blu Venture Investors, Blue Heron Capital, TDF Ventures, Early Light Ventures",5,"Greater Baltimore-Maryland Area, East Coast, Southern US","Hardware, Information Technology, Internet Services, Privacy and Security, Software",,,,,,"Cloud Infrastructure, Cloud Management, Cloud Security, Cyber Security, Information Technology, Software","Columbia, Maryland, United States",
Kaiser Permanente,https://www.crunchbase.com/organization/kaiser-permanente,,Private,Non-profit,10001+,Made Acquisitions,Grant,2018-07-17,,1945-01-01,year,Active,Yes,,2,2,,82700,USD,82700,,,,,,,,7482700,USD,7482700,,,"San Francisco Bay Area, West Coast, Western US","Health Care, Other, Social Impact",,,,,,"Health Care, Hospital, Mental Health, Non Profit, Personal Health","Oakland, California, United States",30
VideaHealth,https://www.crunchbase.com/organization/videahealth,Growing,Private,For Profit,11-50,,Series A,2022-03-31,,2018-01-01,year,Active,Yes,,1,4,Early Stage Venture,20000000,USD,20000000,20000000,USD,20000000,Series A,26500000,USD,26500000,26500000,USD,26500000,"Spark Capital, Innospark Ventures, Zetta Venture Partners, Pillar VC, MIT delta v",5,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering, Software",,,,,,"Biotechnology, Health Care, Software","Cambridge, Massachusetts, United States",
Alorica,https://www.crunchbase.com/organization/alorica,Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2023-04-20,,1999-01-01,year,Active,Yes,,1,2,,725000000,USD,725000000,2620018,USD,2620018,Venture - Series Unknown,2620018,USD,2620018,727620018,USD,727620018,Cerberus Business Finance,1,"Greater Los Angeles Area, West Coast, Western US","Administrative Services, Information Technology, Other, Professional Services, Sales and Marketing",,Medium,,,,"Call Center, Customer Service, Marketing, Outsourcing, Technical Support","Irvine, California, United States",1
Orbem,https://www.crunchbase.com/organization/orbem-ff8b,Growing,Private,For Profit,51-100,,Series A,2023-10-11,,2019-01-01,year,Active,Yes,,3,5,Early Stage Venture,30000000,EUR,31870715,30000000,EUR,31870715,Series A,35200000,EUR,36968479,39500000,EUR,41845253,"European Innovation Council, La Famiglia, 83North, The Venture Collective, Hanno Renner",16,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Technology, Sensor","Munich, Bayern, Germany",
CareRev,https://www.crunchbase.com/organization/care-revolutions,Growing,Private,For Profit,251-500,,Series A,2021-04-26,,2015-10-01,day,Active,Yes,,2,3,Early Stage Venture,50000000,USD,50000000,50000000,USD,50000000,Series A,51288000,USD,51288000,51288000,USD,51288000,"Y Combinator, Gaingels, Industry Ventures, Tribe Capital, Transformation Capital",18,"Greater Los Angeles Area, West Coast, Western US","Administrative Services, Commerce and Shopping, Health Care",,,,,,"Health Care, Human Resources, Marketplace","Los Angeles, California, United States",
Xealth,https://www.crunchbase.com/organization/xealth,Growing,Private,For Profit,51-100,,Venture - Series Unknown,2024-02-27,,2017-01-01,year,Active,Yes,,4,6,,3439328,USD,3439328,3439328,USD,3439328,Venture - Series Unknown,56939328,USD,56939328,56939328,USD,56939328,"Novartis, Cleveland Clinic, Cone Health, Christiana Care Health Systems, Threshold",23,"Greater Seattle Area, West Coast, Western US","Apps, Data and Analytics, Health Care, Information Technology, Software",$100M to $500M,,,,,"Analytics, Apps, Data Integration, Health Care, Information Technology, Therapeutics","Seattle, Washington, United States",
Finoa,https://www.crunchbase.com/organization/finoa,Growing,Private,For Profit,51-100,,Venture - Series Unknown,2024-01-09,,2018-01-01,year,Active,Yes,,2,4,,7500000,EUR,8198827,7500000,EUR,8198827,Venture - Series Unknown,34900000,EUR,40196721,34900000,EUR,40196721,"Balderton Capital, Maven 11 Capital, Middlegame Ventures, Venture Stars, coparion",7,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",,,,,,"Banking, Blockchain, Cryptocurrency, Financial Services, FinTech","Berlin, Berlin, Germany",
Votiro,https://www.crunchbase.com/organization/votiro,Growing,Private,For Profit,11-50,,Series A,2023-03-30,,2010-01-01,year,Active,Yes,,2,5,Early Stage Venture,11500000,USD,11500000,11500000,USD,11500000,Series A,24500000,USD,24500000,25500000,USD,25500000,"Senetas, Harvest Lane Asset Management, Redfield Asset Management, Divergent Group",4,"Greater New York Area, East Coast, Northeastern US","Information Technology, Privacy and Security, Software",,High,,,,"Cyber Security, Security, Software","New York, New York, United States",
NewtonX,https://www.crunchbase.com/organization/newtonx,Growing,Private,For Profit,51-100,Made Acquisitions,Series B,2021-12-08,,2016-01-01,year,Active,Yes,,3,4,Early Stage Venture,32000000,USD,32000000,32000000,USD,32000000,Series B,47000000,USD,47000000,47000000,USD,47000000,"Marbruck, Heliad Equity Partners, Third Prime, Gaingels, Xfund",16,"Greater New York Area, East Coast, Northeastern US","Data and Analytics, Design, Information Technology, Other, Professional Services",$100M to $500M,,,,,"B2B, Information Services, Information Technology, Management Consulting, Market Research","New York, New York, United States",
Daedalean,https://www.crunchbase.com/organization/daedalean-ag,Growing,Private,For Profit,101-250,,Grant,2023-04-28,,2016-08-17,day,Active,Yes,,2,7,Early Stage Venture,,,,53000000,CHF,57993216,Series B,64800000,CHF,69891544,72511531,USD,72511531,"Amino Capital, redalpine, Carthona Capital, SICTIC, Innosuisse",9,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,,,,,"Aerospace, Air Transportation, Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Machine Learning, Software","Zürich, Zurich, Switzerland",
OJO,https://www.crunchbase.com/organization/ojo-labs-inc,,Private,For Profit,251-500,Made Acquisitions,Series D,2020-06-24,,2015-02-01,month,Active,Yes,,2,4,Late Stage Venture,62500000,USD,62500000,62500000,USD,62500000,Series D,134000000,USD,134000000,134000000,USD,134000000,"Royal Bank of Canada, Realogy Holdings, RBC Capital, Breyer Capital, LiveOak Ventures",8,Southern US,"Information Technology, Real Estate, Software",$100M to $500M,,,,,"Information Technology, PropTech, Real Estate, Software","Austin, Texas, United States",
Device42,https://www.crunchbase.com/organization/device42,Growing,Private,For Profit,11-50,"Made Acquisitions, Was Acquired",Series A,2019-03-06,,2010-11-01,day,Active,Yes,,2,4,M&A,34000000,USD,34000000,34000000,USD,34000000,Series A,38505000,USD,38505000,38505000,USD,38505000,"Connecticut Innovations, New York Angels, Elm Street Ventures, LongRiver Investments, Angel Investor Forum",6,"East Coast, New England, Northeastern US","Apps, Hardware, Information Technology, Sales and Marketing, Software",,Medium,,,,"App Discovery, Data Center, DevOps, Information Technology, IT Infrastructure, Software","West Haven, Connecticut, United States",
Airtm,https://www.crunchbase.com/organization/airtm,Growing,Private,For Profit,101-250,,Series B,2021-05-25,,2015-06-06,day,Active,Yes,,5,6,Early Stage Venture,15000000,USD,15000000,15000000,USD,15000000,Series B,24700000,USD,24700000,24700000,USD,24700000,"International Finance Corporation, Tiny VC, BnkToTheFuture, Stellar Development Foundation, IGNIA",12,Latin America,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",,Medium,,,,"Banking, Blockchain, Internet, Payments, Transaction Processing","Mexico City, Distrito Federal, Mexico",
Apify,https://www.crunchbase.com/organization/apify,Growing,Private,For Profit,51-100,,Venture - Series Unknown,2024-04-15,,2015-01-01,year,Active,Yes,,2,5,,2800000,EUR,2974941,2800000,EUR,2974941,Venture - Series Unknown,3474941,USD,3474941,3486941,USD,3486941,"Y Combinator, J&T Ventures, Reflex Capital, INCOMMING ventures",4,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Information Technology, Internet Services, Software",,High,,,,"E-Commerce, Enterprise Software, Information Technology, Internet, Software","Prague, Hlavni mesto Praha, Czech Republic",
Sound Physicians,https://www.crunchbase.com/organization/sound-physicians,Growing,Private,For Profit,5001-10000,"Made Acquisitions, Was Acquired",Private Equity,2018-06-07,,2001-01-01,year,Active,Yes,,1,1,M&A,2150000000,USD,2150000000,2150000000,USD,2150000000,Private Equity,2150000000,USD,2150000000,2150000000,USD,2150000000,"Summit Partners, Silversmith Capital Partners, Revelstoke Capital Partners, Athyrium Capital Management LP",4,"Greater Seattle Area, West Coast, Western US",Health Care,,High,,,,"Emergency Medicine, Health Care, Hospital, Medical","Tacoma, Washington, United States",
Sollis Health,https://www.crunchbase.com/organization/sollis-health,Growing,Private,For Profit,251-500,,Series A,2023-06-21,,2017-01-01,year,Active,Yes,,3,4,Early Stage Venture,15000000,USD,15000000,15000000,USD,15000000,Series A,47375000,USD,47375000,47375000,USD,47375000,"Torch Capital, Arkitekt Ventures, Montage Ventures, Denali Growth Partners, Strand Equity Partners",10,"Greater New York Area, East Coast, Northeastern US",Health Care,,,,,,"Health Care, Health Diagnostics, Medical, Medical Device, Personal Health","New York, New York, United States",
Anduin,https://www.crunchbase.com/organization/anduin,,Private,For Profit,101-250,,Series B,2023-07-18,,2014-01-01,year,Active,Yes,,2,5,Early Stage Venture,15600000,USD,15600000,15600000,USD,15600000,Series B,15600000,USD,15600000,15600000,USD,15600000,"Alumni Ventures, 500 Global, 8VC, Gaingels, Page One Ventures",15,"San Francisco Bay Area, West Coast, Western US","Financial Services, Information Technology, Lending and Investments, Privacy and Security, Professional Services, Software",,,,,,"Developer Platform, E-Signature, Financial Services, FinTech, Information Technology, Legal Tech, SaaS, Software, Venture Capital","San Francisco, California, United States",
Allied Universal,https://www.crunchbase.com/organization/allied-universal,,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Private Equity,2019-09-01,,1957-01-01,year,Active,Yes,,,2,M&A,9000000000,USD,9000000000,9000000000,USD,9000000000,Private Equity,9000000000,USD,9000000000,9000000000,USD,9000000000,"Warburg Pincus, Caisse de Depot et Placement du Quebec",2,"Greater Los Angeles Area, West Coast, Western US","Information Technology, Privacy and Security, Software",,,,,,"Cyber Security, Information Technology, Security, Software","Santa Ana, California, United States",
Acquire,https://www.crunchbase.com/organization/acquire-68dc,,Private,For Profit,251-500,,Series B,2021-03-21,,2018-01-01,year,Active,Yes,,2,3,Early Stage Venture,45000000,USD,45000000,45000000,USD,45000000,Series B,56800000,USD,56800000,56800000,USD,56800000,"Base10 Partners, Tiger Global Management, S28 Capital, Fathom Capital, Quentin Nickmans",6,"San Francisco Bay Area, West Coast, Western US","Information Technology, Internet Services, Messaging and Telecommunications, Other, Professional Services, Sales and Marketing, Software",,,,,,"Customer Service, Marketing, Messaging, SaaS, Sales, Software","San Francisco, California, United States",
StreamNative,https://www.crunchbase.com/organization/streamnative,Growing,Private,For Profit,51-100,,Series A,2021-09-14,,2019-09-01,month,Active,Yes,,2,3,Early Stage Venture,23700000,USD,23700000,23700000,USD,23700000,Series A,29700000,USD,29700000,29700000,USD,29700000,"Sequoia Capital, Sequoia Capital China, Prosperity7 Ventures, Source Code Capital, Eastlink Capital",5,"San Francisco Bay Area, West Coast, Western US","Data and Analytics, Information Technology, Internet Services, Software",,,,,,"Big Data, Cloud Data Services, Enterprise Software, Open Source, Software","San Francisco, California, United States",
Percipient.ai,https://www.crunchbase.com/organization/percipient-ai,,Private,For Profit,51-100,,Series C,2021-04-23,,2017-01-01,year,Active,Yes,,3,4,Late Stage Venture,49999997,USD,49999997,49999997,USD,49999997,Series C,87199995,USD,87199995,87199995,USD,87199995,"Celesta Capital, Venrock, Valor Equity Partners, AlleyCorp, Lupa Systems",5,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Government and Military, Privacy and Security, Science and Engineering, Software",,,,,,"Analytics, Artificial Intelligence (AI), Machine Learning, National Security, Security","Santa Clara, California, United States",
DNEG,https://www.crunchbase.com/organization/double-negative,Growing,Private,For Profit,1001-5000,"Made Acquisitions, Was Acquired",Private Equity,2024-07-02,,1998-01-01,year,Active,Yes,,6,3,M&A,200000000,USD,200000000,200000000,USD,200000000,Private Equity,850000000,USD,850000000,850000000,USD,850000000,"Fairfax Financial Holdings, United Al Saqer Group, Arbor Ventures, Novator",4,"Europe, Middle East, and Africa (EMEA)","Advertising, Media and Entertainment, Sales and Marketing, Video",,,,,,"Advertising, Digital Entertainment, Film, Motion Capture","London, England, United Kingdom",
Clozd,https://www.crunchbase.com/organization/clozd,Growing,Private,For Profit,101-250,,Series A,2022-05-25,,2017-01-01,year,Active,Yes,,2,2,Early Stage Venture,52000000,USD,52000000,52000000,USD,52000000,Series A,55800000,USD,55800000,55800000,USD,55800000,"Madrona, Greycroft, Album VC",3,Western US,"Other, Professional Services, Sales and Marketing, Software",,,,,,"Management Consulting, Product Management, Sales, Software","Lehi, Utah, United States",
Secret Escapes,https://www.crunchbase.com/organization/secret-escapes,Growing,Private,For Profit,501-1000,Made Acquisitions,Venture - Series Unknown,2023-07-31,,2010-01-01,year,Active,Yes,,3,12,,31700000,EUR,34859758,31700000,EUR,34859758,Venture - Series Unknown,317844671,USD,317844671,358495078,USD,358495078,"Octopus Ventures, Google Ventures, Index Ventures, Silicon Valley Bank, Temasek Holdings",16,"Europe, Middle East, and Africa (EMEA)","Community and Lifestyle, Travel and Tourism",,,,,,"Leisure, Tourism, Travel, Travel Accommodations","London, England, United Kingdom",1
Upsolver,https://www.crunchbase.com/organization/upsolver,Growing,Private,For Profit,51-100,,Series B,2021-04-06,,2014-12-14,day,Active,Yes,,2,4,Early Stage Venture,25000000,USD,25000000,25000000,USD,25000000,Series B,42040000,USD,42040000,42040000,USD,42040000,"Scale Venture Partners, Wing Venture Capital, Jerusalem Venture Partners (JVP), Vertex Ventures US, Founders.ai",10,"San Francisco Bay Area, Silicon Valley, West Coast","Data and Analytics, Information Technology, Internet Services, Software",,,,,,"Analytics, Big Data, Cloud Data Services, Data Integration, Database","Palo Alto, California, United States",
CrateDB,https://www.crunchbase.com/organization/crate-technology,Growing,Private,For Profit,51-100,,Series A,2020-10-01,,2013-06-13,day,Active,Yes,,3,5,Early Stage Venture,14000000,USD,14000000,14000000,USD,14000000,Series A,34894793,USD,34894793,34894793,USD,34894793,"Molten Ventures, Heartcore Capital, Charlie Songhurst, Zetta Venture Partners, Dawn Capital",13,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",$50M to $100M,,,,,"Analytics, Artificial Intelligence (AI), Big Data, Cloud Computing, Database, Internet of Things, Machine Learning, Open Source, Software","Redwood City, California, United States",
Commsignia,https://www.crunchbase.com/organization/commsignia,Growing,Private,For Profit,101-250,,Series B,2023-09-05,,2012-02-26,day,Active,Yes,,2,6,Early Stage Venture,15000000,USD,15000000,15000000,USD,15000000,Series B,26000000,USD,26000000,26000000,USD,26000000,"Inventure, Samsung Catalyst Fund, Qualcomm Ventures, PortfoLion Capital Partners, Partech",12,"San Francisco Bay Area, Silicon Valley, West Coast","Hardware, Internet Services, Manufacturing, Mobile, Software, Transportation",,High,,,,"Automotive, Internet of Things, Manufacturing, Software, Wireless","Santa Clara, California, United States",
Synaptic,https://www.crunchbase.com/organization/synaptic,,Private,For Profit,101-250,,Series B,2022-05-30,,2016-01-01,year,Active,Yes,,2,1,Early Stage Venture,20000000,USD,20000000,20000000,USD,20000000,Series B,20000000,USD,20000000,20000000,USD,20000000,"Felicis, Valor Equity Partners",2,Asia-Pacific (APAC),"Data and Analytics, Financial Services, Lending and Investments, Software",,,,,,"Analytics, Business Intelligence, Finance, SaaS, Venture Capital","Gurgaon, Haryana, India",
Long-Term Stock Exchange,https://www.crunchbase.com/organization/long-term-stock-exchange,,Private,For Profit,51-100,,Series C,2022-06-28,,2015-01-01,year,Active,Yes,,2,6,Late Stage Venture,100000000,USD,100000000,100000000,USD,100000000,Series C,169356000,USD,169356000,169356000,USD,169356000,"Y Combinator, Andreessen Horowitz, Alumni Ventures, Founders Fund, Gaingels",17,"Greater New York Area, East Coast, Northeastern US","Financial Services, Lending and Investments",,,,,,"Financial Exchanges, Financial Services, FinTech, Stock Exchanges","New York, New York, United States",
Thrive Earlier Detection,https://www.crunchbase.com/organization/thrive-earlier-detection,Growing,Private,For Profit,101-250,Was Acquired,Venture - Series Unknown,2023-01-01,,2019-05-30,day,Active,Yes,,5,3,M&A,,,,,,,Venture - Series Unknown,367000000,USD,367000000,367000000,USD,367000000,"T. Rowe Price, Sands Capital Ventures, Exact Sciences, Invus, Perceptive Advisors",22,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,Medium,,,,"Biotechnology, Health Care, Health Diagnostics, Medical","Cambridge, Massachusetts, United States",
Turing Labs,https://www.crunchbase.com/organization/turing-labs-inc,Growing,Private,For Profit,1-10,,Series A,2022-01-19,,2019-01-01,year,Active,Yes,,2,5,Early Stage Venture,16500000,USD,16500000,16500000,USD,16500000,Series A,18400000,USD,18400000,18400000,USD,18400000,"Y Combinator, Insight Partners, Rebel Fund, DMZ, Moment Ventures",11,"Greater New York Area, East Coast, Northeastern US","Design, Other, Software",,,,,,"Product Design, Product Management, Software","New York, New York, United States",
Tempus Ex,https://www.crunchbase.com/organization/tempus-ex,Growing,Private,For Profit,51-100,,Series B,2021-11-01,,2019-07-23,day,Active,Yes,,1,1,Early Stage Venture,36924982,USD,36924982,36924982,USD,36924982,Series B,36924982,USD,36924982,36924982,USD,36924982,"Silver Lake, Endeavor",2,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,Medium,,,,"Artificial Intelligence (AI), Image Recognition, Information Technology, Machine Learning, Software","San Francisco, California, United States",
Avalanche Technology,https://www.crunchbase.com/organization/avalanche-technology,,Private,For Profit,51-100,,Series G,2019-05-28,,2006-01-01,year,Active,Yes,,2,9,Late Stage Venture,33000000,USD,33000000,33000000,USD,33000000,Series G,139500000,USD,139500000,140450000,USD,140450000,"Sequoia Capital, Rogers Communications, Horizon Technology Finance, Bessemer Venture Partners, Qualcomm Ventures",10,"San Francisco Bay Area, Silicon Valley, West Coast","Consumer Electronics, Hardware, Information Technology",$100M to $500M,,,,,"Computer, Flash Storage, Information Technology","Fremont, California, United States",
Citcon,https://www.crunchbase.com/organization/citcon-2,,Private,For Profit,51-100,,Private Equity,2023-01-01,,2016-01-01,year,Active,Yes,,1,6,Private Equity,,,,,,,Private Equity,48000000,USD,48000000,48000000,USD,48000000,"Espresso Capital, Sierra Ventures, Cota Capital, Race Capital, Norwest Venture Partners",16,"San Francisco Bay Area, Silicon Valley, West Coast","Financial Services, Mobile, Payments, Sales and Marketing, Software, Travel and Tourism",,,,,,"Financial Services, FinTech, Marketing, Mobile Payments, Travel","Santa Clara, California, United States",
EX.CO,https://www.crunchbase.com/organization/playbuzz,Growing,Private,For Profit,101-250,Made Acquisitions,Series C,2017-09-27,,2012-01-01,year,Active,Yes,,3,5,Late Stage Venture,35000000,USD,35000000,35000000,USD,35000000,Series C,65720000,USD,65720000,65720000,USD,65720000,"The Walt Disney Company, Viola Ventures, 83North, Firstime Venture Capital, Saban Capital Group",10,"Greater New York Area, East Coast, Northeastern US","Advertising, Sales and Marketing",$100M to $500M,,,,,"Advertising, Content Marketing, Marketing, Video Advertising","New York, New York, United States",
Wholesail,https://www.crunchbase.com/organization/wholesail,,Private,For Profit,1-10,,Venture - Series Unknown,2022-01-04,,2018-01-01,day,Active,Yes,,3,3,,22585494,USD,22585494,22585494,USD,22585494,Venture - Series Unknown,22585494,USD,22585494,22585494,USD,22585494,"Quiet Capital, Rose Park Advisors",2,"San Francisco Bay Area, West Coast, Western US","Financial Services, Internet Services, Payments, Software",,,,,,"FinTech, Internet, Payments, Software","San Francisco, California, United States",
Canary Wharf Group,https://www.crunchbase.com/organization/canary-wharf-group,Growing,Private,For Profit,501-1000,,Private Equity,2023-10-25,,2001-01-01,year,Active,Yes,,1,3,Private Equity,300000000,GBP,363071293,300000000,GBP,363071293,Private Equity,300000000,GBP,363071293,400000000,GBP,484095057,"Brookfield Asset Management, Qatar Investment Authority, Cain International",3,"Europe, Middle East, and Africa (EMEA)",Real Estate,,High,,,,"Property Development, Property Management, Real Estate","London, England, United Kingdom",
Ayla Networks,https://www.crunchbase.com/organization/ayla-networks,Growing,Private,For Profit,101-250,,Venture - Series Unknown,2021-12-06,,2010-01-01,year,Active,Yes,,4,6,,20000000,USD,20000000,20000000,USD,20000000,Venture - Series Unknown,144400000,USD,144400000,144400000,USD,144400000,"Cisco, International Finance Corporation, Crosslink Capital, Cisco Investments, Mitsui & Co",18,"San Francisco Bay Area, Silicon Valley, West Coast","Internet Services, Software",$100M to $500M,,,,,"Internet of Things, SaaS, Software","Milpitas, California, United States",
Dream Sports,https://www.crunchbase.com/organization/dream-sports,Growing,Private,For Profit,501-1000,Made Acquisitions,Secondary Market,2021-03-24,,2008-01-01,year,Active,Yes,,2,2,,400000000,USD,400000000,,,,Undisclosed,,,,400000000,USD,400000000,"TCV, Tiger Global Management, Steadview Capital, TPG Growth, Chrys Capital",7,Asia-Pacific (APAC),"Gaming, Sports",,High,,,,"Fantasy Sports, Sports","Mumbai, Maharashtra, India",1
Act-On Software,https://www.crunchbase.com/organization/act-on-software,Growing,Private,For Profit,101-250,Made Acquisitions,Venture - Series Unknown,2021-03-18,,2008-01-01,year,Active,Yes,,2,9,,20000000,USD,20000000,20000000,USD,20000000,Venture - Series Unknown,93500000,USD,93500000,93500000,USD,93500000,"Cisco, TCV, Trinity Ventures, Norwest Venture Partners, U.S. Venture Partners",10,"West Coast, Western US","Sales and Marketing, Software",$100M to $500M,,,,,"Digital Marketing, Enterprise Software, Marketing Automation, SaaS","Portland, Oregon, United States",
yello,https://www.crunchbase.com/organization/yello,,Private,For Profit,101-250,Made Acquisitions,Venture - Series Unknown,2021-07-27,,2008-08-01,day,Active,Yes,,2,5,,43154759,USD,43154759,43154759,USD,43154759,Venture - Series Unknown,89354759,USD,89354759,89354759,USD,89354759,"JMI Equity, First Analysis, The Argentum Group, Argentum",4,"Greater Chicago Area, Great Lakes, Midwestern US","Information Technology, Mobile, Professional Services, Sales and Marketing, Software",$100M to $500M,,,,,"CRM, Mobile, Recruiting, SaaS, Software","Chicago, Illinois, United States",
Ramp,https://www.crunchbase.com/organization/ramp-financial,,Private,For Profit,501-1000,Made Acquisitions,Series D,2024-04-17,,2019-03-01,month,Active,Yes,,3,10,Late Stage Venture,150000000,USD,150000000,150000000,USD,150000000,Series D,1117000000,USD,1117000000,1817000000,USD,1817000000,"Citi, Stripe, Khosla Ventures, Thrive Capital, General Catalyst",53,"Greater New York Area, East Coast, Northeastern US",Financial Services,,,,,,"Finance, Financial Services, FinTech","New York, New York, United States",6
Swoogo,https://www.crunchbase.com/organization/swoogo,Growing,Private,For Profit,51-100,,Venture - Series Unknown,2024-02-06,,2015-12-01,day,Active,Yes,,2,4,,,,,,,,Venture - Series Unknown,20000000,USD,20000000,20450000,USD,20450000,"Bain Capital, Lighter Capital, CIBC Innovation Banking, Relay Investments",4,"Greater Los Angeles Area, West Coast, Western US","Events, Media and Entertainment, Mobile, Software",,,,,,"Enterprise Software, Events, Mobile, Software","Los Angeles, California, United States",
Clinc,https://www.crunchbase.com/organization/clinc-3,,Private,For Profit,51-100,,Series B,2019-05-20,,2015-07-13,day,Active,Yes,,4,6,Early Stage Venture,52000000,USD,52000000,52000000,USD,52000000,Series B,59750000,USD,59750000,60725000,USD,60725000,"Insight Partners, Drive Capital, National Science Foundation, DFJ Growth, Hyde Park Venture Partners",7,"Great Lakes, Midwestern US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",$100M to $500M,,,,,"Artificial Intelligence (AI), Machine Learning, Software","Ann Arbor, Michigan, United States",
Puppet,https://www.crunchbase.com/organization/puppet-labs,,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Debt Financing,2020-07-16,,2005-01-01,year,Active,Yes,,2,8,M&A,40000000,USD,40000000,42000000,USD,42000000,Series F,127500000,USD,127500000,189500000,USD,189500000,"BlackRock, Cisco, Google Ventures, Employee Stock Option Fund, Kleiner Perkins",13,"West Coast, Western US","Data and Analytics, Hardware, Information Technology, Software",$500M to $1B,,,,,"Application Performance Management, Data Center Automation, Information Services, Information Technology, IT Infrastructure, Software","Portland, Oregon, United States",
Infinite Composites,https://www.crunchbase.com/organization/infinite-composites-technologies,Growing,Private,For Profit,11-50,,Debt Financing,2024-01-09,,2010-10-01,day,Active,Yes,,2,18,Seed,,,,503884,USD,503884,Seed,2123884,USD,2123884,3939058,USD,3939058,"Techstars, Leonid Capital Partners, Creative Destruction Lab (CDL), VentureWell, National Science Foundation",15,Southern US,"Energy, Government and Military, Hardware, Manufacturing, Natural Resources, Science and Engineering, Transportation",,High,,,,"Aerospace, Energy, Government, Industrial Manufacturing, Manufacturing, Oil and Gas, Satellite Communication, Space Travel, Transportation","Tulsa, Oklahoma, United States",
SplashLearn,https://www.crunchbase.com/organization/studypad-splash-math,,Private,For Profit,251-500,,Series C,2021-02-09,,2010-01-01,year,Active,Yes,,4,2,Late Stage Venture,18000000,USD,18000000,18000000,USD,18000000,Series C,25000000,USD,25000000,25000000,USD,25000000,"Accel, Owl Ventures",2,"San Francisco Bay Area, West Coast, Western US","Apps, Education, Mobile, Software",,,,,,"E-Learning, EdTech, Education, Mobile Apps","San Francisco, California, United States",
Wire,https://www.crunchbase.com/organization/wire,,Private,For Profit,51-100,,Series C,2022-08-12,,2012-01-01,year,Active,Yes,,3,4,Late Stage Venture,24000000,EUR,24630112,24000000,EUR,24630112,Series C,60080112,USD,60080112,60080112,USD,60080112,"Marbruck, One Way Ventures, Elysium Venture Capital, Cipio Partners, UVC Partners",7,"Europe, Middle East, and Africa (EMEA)","Apps, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Privacy and Security, Software",,,,,,"Apps, Collaboration, Cyber Security, Messaging, Mobile Apps, Security","Zug, Zug, Switzerland",
aCommerce,https://www.crunchbase.com/organization/acommerce,,Private,For Profit,501-1000,,Series D,2020-01-14,,2013-01-01,year,Active,Yes,,2,8,Late Stage Venture,15000000,USD,15000000,15000000,USD,15000000,Series D,118800000,USD,118800000,118800000,USD,118800000,"Kohlberg Kravis Roberts, MDI Ventures, NTT DoCoMo, CyberAgent Capital, NTT DOCOMO Ventures",16,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Commerce and Shopping, Information Technology, Internet Services, Transportation",,,,,,"E-Commerce, Information Technology, Internet, Logistics","Bangkok, Krung Thep, Thailand",1
