Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
DJI,https://www.crunchbase.com/organization/dji,,Private,For Profit,10001+,Made Acquisitions,Secondary Market,2023-03-01,,2006-11-06,day,Active,Yes,,1,4,Private Equity,2800000,USD,2800000,,,,Private Equity,105000000,USD,105000000,107800000,USD,107800000,"Accel, Sequoia Capital China, Victor Koch, Lighthouse Capital Management, Aeternam Stella",5,Asia-Pacific (APAC),"Consumer Electronics, Consumer Goods, Content and Publishing, Hardware, Manufacturing, Media and Entertainment, Mobile, Science and Engineering",,,,,,"Aerospace, Consumer Electronics, Drones, Manufacturing, Photography, Wireless","Shenzhen, Guangdong, China",6
Cherry,https://www.crunchbase.com/organization/cherry-4954,,Private,For Profit,101-250,,Series B,2022-09-21,,2017-01-01,year,Active,Yes,,2,7,Early Stage Venture,44000000,USD,44000000,44000000,USD,44000000,Series B,44000000,USD,44000000,94000000,USD,94000000,"Cross River Bank, DCM Ventures, Inertia Ventures, CSC Upshot, Village Global",7,"San Francisco Bay Area, West Coast, Western US","Commerce and Shopping, Financial Services",,,,,,"E-Commerce, Financial Services","San Francisco, California, United States",
impact.com,https://www.crunchbase.com/organization/impact-martech,Growing,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2022-04-27,,2008-01-01,year,Active,Yes,,6,6,Private Equity,100000000,USD,100000000,100000000,USD,100000000,Private Equity,361400000,USD,361400000,361400000,USD,361400000,"PSG Equity, Silversmith Capital Partners, Providence Equity Partners, Redpoint, Qatar Investment Authority",8,"West Coast, Western US","Other, Professional Services, Sales and Marketing, Software",,,,,,"Business Development, Collaboration, Digital Marketing, SaaS","Santa Barbara, California, United States",
Sure,https://www.crunchbase.com/organization/sure-inc,,Private,For Profit,251-500,,Series C,2021-10-05,,2015-10-01,day,Active,Yes,,2,5,Late Stage Venture,100000000,USD,100000000,100000000,USD,100000000,Series C,123100000,USD,123100000,123100000,USD,123100000,"Menlo Ventures, Kinnevik, ff Venture Capital, AAF Management Ltd., Declaration Partners",22,"Greater New York Area, East Coast, Northeastern US",Financial Services,$500M to $1B,,,,,"Financial Services, FinTech, Insurance, InsurTech","New York, New York, United States",
Well,https://www.crunchbase.com/organization/well-dot,,Private,For Profit,51-100,,Series B,2022-04-08,,2019-01-15,day,Active,Yes,,2,6,Early Stage Venture,,,,,,,Series B,122824967,USD,122824967,136824967,USD,136824967,"General Catalyst, John Doerr, Valeas Capital Partners, Mosaic Health Solutions, Powers Capital, LLC",7,"Research Triangle, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Health Care, mHealth, Wellness","Chapel Hill, North Carolina, United States",
Hayden AI,https://www.crunchbase.com/organization/hayden-technologies-331a,Growing,Private,For Profit,101-250,,Series C,2024-07-10,,2019-01-01,year,Active,Yes,,4,9,Late Stage Venture,90000000,USD,90000000,90000000,USD,90000000,Series C,168800000,USD,168800000,193407440,USD,193407440,"Alumni Ventures, Autotech Ventures, Global Brain Corporation, FJ Labs, Propel(X)",21,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Government and Military, Hardware, Information Technology, Navigation and Mapping, Science and Engineering, Software",,High,,,,"Analytics, Artificial Intelligence (AI), Big Data, Computer Vision, Geospatial, GovTech, Machine Learning","San Francisco, California, United States",
Wealthsimple,https://www.crunchbase.com/organization/wealthsimple,Growing,Private,For Profit,501-1000,Made Acquisitions,Private Equity,2021-05-03,,2014-01-01,day,Active,Yes,,4,9,Private Equity,750000000,CAD,610774054,750000000,CAD,610774054,Private Equity,1130900000,CAD,900409434,1130900000,CAD,900409434,"Dragoneer Investment Group, Inovia Capital, TCV, ICONIQ Growth, Meritech Capital Partners",30,Great Lakes,"Financial Services, Lending and Investments",,High,,,,"Finance, Financial Services, FinTech, Impact Investing, Personal Finance, Wealth Management","Toronto, Ontario, Canada",
Formo,https://www.crunchbase.com/organization/formo-bio,Growing,Private,For Profit,51-100,,Series B,2024-09-09,,2018-01-01,year,Active,Yes,,2,7,Early Stage Venture,61000000,USD,61000000,61000000,USD,61000000,Series B,115308272,USD,115308272,115308272,USD,115308272,"Indiposa Investments, Lowercarbon Capital, The Nature Conservancy, Merck, Woodline Partners",21,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Biotechnology, Food and Beverage, Science and Engineering",,High,,,,"Biotechnology, Food and Beverage, Life Science","Berlin, Berlin, Germany",
Wealthfront,https://www.crunchbase.com/organization/wealthfront,Growing,Private,For Profit,251-500,Made Acquisitions,Convertible Note,2022-09-02,,2008-01-01,year,Active,Yes,,2,7,Late Stage Venture,69700000,USD,69700000,75000000,USD,75000000,Series E,204500000,USD,204500000,274200000,USD,274200000,"UBS, Dragoneer Investment Group, Index Ventures, Benchmark, Ribbit Capital",39,"San Francisco Bay Area, Silicon Valley, West Coast",Financial Services,,High,,,,"Finance, Financial Services, FinTech, Personal Finance, Wealth Management","Palo Alto, California, United States",
Metropolis,https://www.crunchbase.com/organization/metropolis-db86,,Private,For Profit,501-1000,Made Acquisitions,Series C,2023-10-05,,2017-09-01,month,Active,Yes,,4,5,Late Stage Venture,1050000000,USD,1050000000,1050000000,USD,1050000000,Series C,1278000000,USD,1278000000,1928000000,USD,1928000000,"Dragoneer Investment Group, Karman Ventures (fka Moving Capital), 01 Advisors, Temasek Holdings, BDT & MSD Partners",24,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Machine Learning, Real Estate","New York, New York, United States",
Nasuni,https://www.crunchbase.com/organization/nasuni,Growing,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Venture - Series Unknown,2022-03-24,,2009-04-01,day,Active,Yes,,2,13,M&A,60000000,USD,60000000,60000000,USD,60000000,Venture - Series Unknown,223500000,USD,223500000,247000000,USD,247000000,"Sixth Street, Goldman Sachs, Titanium Ventures, GS Growth, Dell Technologies Capital",12,"Greater Boston Area, East Coast, New England","Hardware, Information Technology, Internet Services, Software",,High,,,,"Cloud Data Services, Data Storage, Enterprise Software, File Sharing, Information Technology","Boston, Massachusetts, United States",
Liberis,https://www.crunchbase.com/organization/liberis-group,Growing,Private,For Profit,101-250,,Debt Financing,2023-12-06,,2007-01-01,year,Active,Yes,,2,8,,89000000,GBP,111764817,34000000,GBP,45141033,Venture - Series Unknown,66000000,GBP,87202464,448500000,GBP,558088006,"FTV Capital, Silicon Valley Bank, HSBC Innovation Banking, Blenheim Chalcot, Barclays Bank",12,"West Coast, Western US","Financial Services, Software",,Medium,,,,"Financial Services, FinTech, Software","White City, Oregon, United States",
TravelPerk,https://www.crunchbase.com/organization/travelperk,Growing,Private,For Profit,1001-5000,Made Acquisitions,Debt Financing,2024-06-17,,2015-01-01,day,Active,Yes,,3,12,Late Stage Venture,125000000,EUR,134168685,95000000,EUR,103146735,Series D,529969410,USD,529969410,664138095,USD,664138095,"Blue Owl, General Catalyst, Greyhound Capital, Heartcore Capital, Spark Capital",31,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Events, Media and Entertainment, Software, Travel and Tourism",,High,,,,"Business Travel, SaaS, Software, Ticketing, Travel","Barcelona, Catalonia, Spain",
Onfido,https://www.crunchbase.com/organization/onfido,Growing,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Series D,2020-04-15,,2012-01-01,year,Active,Yes,,3,13,M&A,100000000,USD,100000000,100000000,USD,100000000,Series D,182117808,USD,182117808,182136505,USD,182136505,"Eurazeo, Augmentum Fintech, SBI Investment, M12 - Microsoft's Venture Fund, Plug and Play",37,"Europe, Middle East, and Africa (EMEA)","Financial Services, Information Technology, Payments, Privacy and Security, Software",,Medium,,,,"FinTech, Fraud Detection, Identity Management, Information Technology, Software","London, England, United Kingdom",
CMR Surgical,https://www.crunchbase.com/organization/cmr-surgical,Growing,Private,For Profit,501-1000,,Series D,2023-09-20,,2014-01-27,day,Active,Yes,,3,6,Late Stage Venture,133000000,GBP,163948774,133000000,GBP,163948774,Series D,1138629847,USD,1138629847,1138629847,USD,1138629847,"GE Healthcare, Tencent, Cambridge Innovation Capital, Lightrock, Ally Bridge Group",15,"Europe, Middle East, and Africa (EMEA)","Hardware, Health Care, Science and Engineering, Software",,High,,,,"Health Care, Medical Device, Robotics","Cambridge, Cambridgeshire, United Kingdom",
Mayo Clinic,https://www.crunchbase.com/organization/mayoclinic,Growing,Private,Non-profit,10001+,,Grant,2023-07-26,,1919-01-01,year,Active,Yes,,7,7,,,,,,,,,,,,386100000,USD,386100000,"National Institutes of Health, American Heart Association, U.S. Department of Defense, Jay Alix",4,"Great Lakes, Midwestern US","Biotechnology, Health Care, Science and Engineering",,Medium,,,,"Biotechnology, Health Care, Hospital, Medical, Wellness","Rochester, Minnesota, United States",86
Aqua Security,https://www.crunchbase.com/organization/aquasecurity,Growing,Private,For Profit,501-1000,Made Acquisitions,Series E,2024-01-03,,2015-01-01,year,Active,Yes,,3,8,Late Stage Venture,60000000,USD,60000000,60000000,USD,60000000,Series E,325000000,USD,325000000,325000000,USD,325000000,"M12 - Microsoft's Venture Fund, Insight Partners, Lightspeed Venture Partners, Evolution Equity Partners, StepStone Group",11,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Hardware, Information Technology, Privacy and Security, Software",,High,,,,"Cloud Security, Cyber Security, Security, Virtualization","Ramat Gan, Tel Aviv, Israel",
Open,https://www.crunchbase.com/organization/open-inc,,Private,For Profit,11-50,,Series A,2022-06-25,,2018-01-01,year,Active,Yes,,2,4,Early Stage Venture,,,,,,,Series A,14390000,USD,14390000,14390000,USD,14390000,"Quiet Capital, Founders Fund, Everywhere Ventures, Susa Ventures, Aglaé Ventures",10,"San Francisco Bay Area, West Coast, Western US","Health Care, Sports",,,,,,"Fitness, Health Care, Wellness","San Francisco, California, United States",
Scienaptic,https://www.crunchbase.com/organization/scienaptic-systems,Growing,Private,For Profit,101-250,,Venture - Series Unknown,2024-09-09,,2014-01-01,year,Active,Yes,,1,5,,,,,,,,Venture - Series Unknown,8950000,USD,8950000,8950000,USD,8950000,"ELGA Credit Union, Pramod Bhasin, CoVantage Credit Union, Credit Union of Colorado, 4Front Credit Union",9,"Greater New York Area, East Coast, Northeastern US","Data and Analytics, Information Technology",,,,,,"Analytics, Information Services, Information Technology","New York, New York, United States",
Red Canary,https://www.crunchbase.com/organization/red-canary,Growing,Private,For Profit,251-500,,Series C,2021-02-17,,2014-04-04,day,Active,Yes,,3,5,Late Stage Venture,81000000,USD,81000000,81000000,USD,81000000,Series C,129850010,USD,129850010,129850010,USD,129850010,"Summit Partners, Service Provider Capital, Noro-Moseley Partners, Legion Capital, Access Venture Partners",5,"Greater Denver Area, Western US","Information Technology, Privacy and Security",,High,,,,"Cyber Security, Network Security, Security","Denver, Colorado, United States",
GrowSari,https://www.crunchbase.com/organization/growsari,Growing,Private,For Profit,251-500,,Venture - Series Unknown,2024-08-05,,2016-01-01,year,Active,Yes,,4,6,,5000000,USD,5000000,5000000,USD,5000000,Venture - Series Unknown,96500000,USD,96500000,96500000,USD,96500000,"Tencent, International Finance Corporation, Kohlberg Kravis Roberts, Wavemaker Partners, Saison Capital",13,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Commerce and Shopping, Other",,High,,,,"B2B, E-Commerce, Retail","Pasig, Rizal, Philippines",
Aircall,https://www.crunchbase.com/organization/aircall,Growing,Private,For Profit,501-1000,,Series D,2023-02-23,,2014-06-01,day,Active,Yes,,2,10,Late Stage Venture,12000000,USD,12000000,12000000,USD,12000000,Series D,237550000,USD,237550000,237550000,USD,237550000,"500 Global, Goldman Sachs, Molten Ventures, Hexa, FJ Labs",30,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Administrative Services, Apps, Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software",,,,,,"Analytics, Call Center, Cloud Data Services, CRM, Enterprise Applications, SaaS, Software, Telecommunications, VoIP","Paris, Ile-de-France, France",
Untether AI,https://www.crunchbase.com/organization/untether-ai,Growing,Private,For Profit,101-250,,Series B,2021-07-20,,2018-02-01,month,Active,Yes,,3,5,Early Stage Venture,125000000,USD,125000000,125000000,USD,125000000,Series B,152000000,USD,152000000,152000000,USD,152000000,"Creative Destruction Lab (CDL), Intel Capital, Radical Ventures, CPP Investments, Tracker Capital Management",5,Great Lakes,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Semiconductor, Software","Toronto, Ontario, Canada",
Capacity,https://www.crunchbase.com/organization/capacityai,,Private,For Profit,51-100,Made Acquisitions,Series C,2022-01-19,,2017-01-02,day,Active,Yes,,2,5,Late Stage Venture,27000000,USD,27000000,27000000,USD,27000000,Series C,61500000,USD,61500000,61500000,USD,61500000,"Rice Park Capital Management, Equity.com, David Karandish, TMC Emerging Technology Fund",4,Midwestern US,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software",$10M to $50M,,,,,"Artificial Intelligence (AI), Customer Service, Information Services, Machine Learning, Natural Language Processing, SaaS, Software","Saint Louis, Missouri, United States",
Regrow Ag,https://www.crunchbase.com/organization/flurosat,Growing,Private,For Profit,101-250,Made Acquisitions,Series B,2022-05-24,,2016-11-13,day,Active,Yes,,2,7,Early Stage Venture,38000000,USD,38000000,38000000,USD,38000000,Series B,59398931,USD,59398931,63576581,USD,63576581,"Artesian VC, M12 - Microsoft's Venture Fund, Airtree Ventures, Cargill, Main Sequence Ventures",19,"Greater Boston Area, East Coast, New England",Agriculture and Farming,,,,,,"Agriculture, AgTech, Farming","Durham, New Hampshire, United States",
Genesis Therapeutics,https://www.crunchbase.com/organization/genesis-therapeutics,Growing,Private,For Profit,11-50,,Series B,2023-08-21,,2019-11-01,month,Active,Yes,,2,5,Early Stage Venture,200000000,USD,200000000,200000000,USD,200000000,Series B,256100000,USD,256100000,256100000,USD,256100000,"BlackRock, Fidelity, Andreessen Horowitz, Menlo Ventures, Ulu Ventures",17,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Biotechnology, Information Technology","South San Francisco, California, United States",
Signifyd,https://www.crunchbase.com/organization/signifyd,Growing,Private,For Profit,501-1000,,Series E,2021-04-15,,2011-08-01,month,Active,Yes,,2,7,Late Stage Venture,205000000,USD,205000000,205000000,USD,205000000,Series E,409000000,USD,409000000,409000000,USD,409000000,"Andreessen Horowitz, Menlo Ventures, CPP Investments, Neuberger Berman, FIS",25,"San Francisco Bay Area, Silicon Valley, West Coast","Commerce and Shopping, Financial Services, Information Technology, Payments, Privacy and Security, Software",$1B to $10B,,,,,"Cyber Security, E-Commerce, Enterprise Software, Financial Services, FinTech, Fraud Detection, SaaS, Software","San Jose, California, United States",
At-Bay,https://www.crunchbase.com/organization/at-bay,Growing,Private,For Profit,251-500,Made Acquisitions,Venture - Series Unknown,2022-09-02,,2016-09-01,month,Active,Yes,,4,8,,3745707,USD,3745707,3745707,USD,3745707,Venture - Series Unknown,295745707,USD,295745707,295745707,USD,295745707,"Khosla Ventures, M12 - Microsoft's Venture Fund, Lightspeed Venture Partners, Munich Re Ventures, Acrew Capital",14,"San Francisco Bay Area, Silicon Valley, West Coast","Financial Services, Information Technology, Privacy and Security",,,,,,"Cyber Security, Finance, Financial Services, Insurance, InsurTech","Mountain View, California, United States",
Postscript,https://www.crunchbase.com/organization/postscript,,Private,For Profit,251-500,,Series C,2022-06-15,,2018-01-01,year,Active,Yes,,3,4,Late Stage Venture,65000000,USD,65000000,65000000,USD,65000000,Series C,106200000,USD,106200000,106200000,USD,106200000,"Y Combinator, Twilio, 1984 Ventures, Greylock, 01 Advisors",24,"Greater Phoenix Area, Western US","Advertising, Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing, Software",,,,,,"Advertising, E-Commerce, Enterprise, Sales Automation, SMS","Scottsdale, Arizona, United States",
Sikich,https://www.crunchbase.com/organization/sikich,Growing,Private,For Profit,501-1000,Made Acquisitions,Private Equity,2024-05-09,,1982-01-01,year,Active,Yes,,1,1,Private Equity,250000000,USD,250000000,250000000,USD,250000000,Private Equity,250000000,USD,250000000,250000000,USD,250000000,Bain Capital,1,"Greater Chicago Area, Great Lakes, Midwestern US","Financial Services, Media and Entertainment, Professional Services",,High,,,,"Accounting, Advice, Business Development","Naperville, Illinois, United States",
Carnegie Mellon University,https://www.crunchbase.com/organization/carnegie-mellon-university,,Private,,5001-10000,,Grant,2024-08-29,University Program,1900-01-01,year,Active,Yes,,1,18,Seed,50000,USD,50000,,,,Seed,,,,492628337,USD,492628337,"eBPF Foundation, US Department of Energy, Innovation Works, National Science Foundation, Yahoo",12,"Great Lakes, Northeastern US","Education, Other",,,,,,"Education, Higher Education, Universities","Pittsburgh, Pennsylvania, United States",20
Mentimeter,https://www.crunchbase.com/organization/mentimeter,Growing,Private,For Profit,251-500,,Secondary Market,2024-08-15,,2014-05-01,day,Active,Yes,,3,5,Late Stage Venture,727000000,SEK,68941450,42000000,USD,42000000,Series C,42625000,USD,42625000,111566450,USD,111566450,"500 Global, GP Bullhound, Alfvén & Didrikson, Creades AB, Bure Equity AB",7,"European Union (EU), Nordic Countries, Scandinavia","Other, Software",,,,,,"B2B, Collaboration, Presentation Software, SaaS, Software","Stockholm, Stockholms Lan, Sweden",
Cobalt,https://www.crunchbase.com/organization/cobalt-io,,Private,For Profit,251-500,,Series B,2020-08-20,,2013-07-01,month,Active,Yes,,4,7,Early Stage Venture,29000000,USD,29000000,29000000,USD,29000000,Series B,36500000,USD,36500000,36970000,USD,36970000,"Boost VC, Alchemist Accelerator, Plug and Play, Scott Belsky, Draper Associates",22,"Greater Boston Area, East Coast, New England","Apps, Information Technology, Privacy and Security, Software",$100M to $500M,,,,,"Cloud Security, Enterprise Applications, Penetration Testing, SaaS, Security","Boston, Massachusetts, United States",
Contrast Security,https://www.crunchbase.com/organization/contrast-security,Growing,Private,For Profit,251-500,Made Acquisitions,Series E,2021-11-09,,2014-01-01,year,Active,Yes,,2,5,Late Stage Venture,150000000,USD,150000000,150000000,USD,150000000,Series E,269000000,USD,269000000,269000000,USD,269000000,"Warburg Pincus, General Catalyst, M12 - Microsoft's Venture Fund, AXA Venture Partners, Liberty Strategic Capital",10,"San Francisco Bay Area, Silicon Valley, West Coast","Apps, Information Technology, Privacy and Security, Software",$500M to $1B,,,,,"Cloud Security, Cyber Security, Developer Tools, Enterprise Applications, Security, Software","Los Altos, California, United States",
Revl,https://www.crunchbase.com/organization/revl,,Private,For Profit,11-50,,Series A,2020-02-25,,2015-01-01,month,Active,Yes,,3,5,Early Stage Venture,8800000,USD,8800000,8800000,USD,8800000,Series A,17450000,USD,17450000,17450000,USD,17450000,"Y Combinator, Venture Builders, Audi, Bill Tai, Nimble Ventures",18,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software, Video",$50M to $100M,,,,,"Artificial Intelligence (AI), Consumer Electronics, Hardware, Machine Learning, Motion Capture, Robotics, Software, Video, Wearables","San Francisco, California, United States",
Qualia,https://www.crunchbase.com/organization/qualia-labs-inc,,Private,For Profit,251-500,Made Acquisitions,Series A,2022-07-01,,2015-01-01,year,Active,Yes,,3,6,Early Stage Venture,,,,,,,Series A,160000000,USD,160000000,160000000,USD,160000000,"Menlo Ventures, 8VC, Tiger Global Management, Clocktower Technology Ventures, Human Capital",11,"San Francisco Bay Area, West Coast, Western US","Financial Services, Real Estate, Software",$1B to $10B,,,,,"FinTech, Property Management, PropTech, Real Estate, Software","San Francisco, California, United States",
EBANX,https://www.crunchbase.com/organization/ebanx,Growing,Private,For Profit,501-1000,Made Acquisitions,Series B,2021-06-15,,2012-02-01,month,Active,Yes,,3,3,Early Stage Venture,430000000,USD,430000000,430000000,USD,430000000,Series B,460000000,USD,460000000,460000000,USD,460000000,"FTV Capital, Endeavor Catalyst, Advent International, Bossanova Investimentos",4,Latin America,"Commerce and Shopping, Financial Services, Payments",,Medium,,,,"E-Commerce, Financial Services, FinTech, Payments","Curitiba, Parana, Brazil",3
