Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
RATP Dev London,https://www.crunchbase.com/organization/ratp-dev-london,,Private,For Profit,101-250,,Private Equity,1994-01-01,,2011-01-01,year,Active,,,,1,Private Equity,26000000,GBP,43121964,26000000,GBP,43121964,Private Equity,26000000,GBP,43121964,26000000,GBP,43121964,Montagu,1,"Europe, Middle East, and Africa (EMEA)",Transportation,,,,,,"Fleet Management, Public Transportation, Transportation","Twickenham, Richmond upon Thames, United Kingdom",
EXELL,https://www.crunchbase.com/organization/exell,,Private,For Profit,251-500,,Series A,1994-01-01,,1991-01-01,year,Active,,,,1,Early Stage Venture,1000000,USD,1000000,1000000,USD,1000000,Series A,1000000,USD,1000000,1000000,USD,1000000,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Software",,,,,,"E-Commerce, Retail, Software","Brussels, Brussels Hoofdstedelijk Gewest, Belgium",
ThermoSpectra,https://www.crunchbase.com/organization/thermospectra,,Private,For Profit,,,Seed,1994-01-01,,,,Active,,,,1,Seed,,,,,,,Seed,,,,,,,Venrock,1,"Greater Boston Area, East Coast, New England","Design, Manufacturing",,,,,,"Machinery Manufacturing, Manufacturing, Product Design","Franklin, Massachusetts, United States",
Infotainment Telepictures,https://www.crunchbase.com/organization/infotainment-telepictures,,Private,For Profit,1-10,Was Acquired,Seed,1994-01-05,,1994-01-01,year,Active,,,,1,M&A,1000000,USD,1000000,1000000,USD,1000000,Seed,1000000,USD,1000000,1000000,USD,1000000,Jovan Hutton Pulitzer,1,"Dallas/Fort Worth Metroplex, Southern US","Information Technology, Internet Services, Media and Entertainment, Other",,,,,,"Digital Entertainment, Digital Media, Internet, Media and Entertainment, Technical Support","Dallas, Texas, United States",
Hong Kong Finance (International) Company Limited,https://www.crunchbase.com/organization/hong-kong-finance-international-company-limited,,Private,For Profit,251-500,,Debt Financing,1994-01-25,,1994-01-25,day,Active,,,1,1,,5000000000,HKD,643458823,,,,,,,,5000000000,HKD,643458823,HSBC China,1,Asia-Pacific (APAC),"Financial Services, Information Technology",,,,,,"Finance, Financial Services, Information and Communications Technology (ICT), Information Technology","Hong Kong, Hong Kong Island, Hong Kong",
Twist-Ems,https://www.crunchbase.com/organization/twist-ems,,Private,For Profit,11-50,,Venture - Series Unknown,1994-02-01,,1939-01-01,year,Active,,,,1,,,,,,,,Venture - Series Unknown,,,,,,,Marwit,1,"Greater Los Angeles Area, West Coast, Western US","Administrative Services, Food and Beverage, Manufacturing",,,,,,"Grocery, Manufacturing, Packaging Services","Fullerton, California, United States",
Viewpoint Digital,https://www.crunchbase.com/organization/viewpoint-digital,,Private,For Profit,1-10,Was Acquired,Venture - Series Unknown,1994-02-12,,1988-01-01,year,Active,,,1,2,M&A,13000000,USD,13000000,13000000,USD,13000000,Venture - Series Unknown,15000000,USD,15000000,15000000,USD,15000000,"Intel, Kleiner Perkins, Hummer Winblad Venture Partners, Motorola Solutions Venture Capital",4,"Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Design, Hardware, Software",,,,,,"Computer, Graphic Design, Software","Huddersfield, Kirklees, United Kingdom",
ACsports.com,https://www.crunchbase.com/organization/acsports-com,,Private,For Profit,51-100,,Seed,1994-03-07,,1993-01-01,day,Active,,,,1,Seed,1000000,USD,1000000,1000000,USD,1000000,Seed,1000000,USD,1000000,1000000,USD,1000000,Alexander Thorn,1,,"Commerce and Shopping, Gaming, Internet Services",,,,,,"E-Commerce, Gaming, Internet","Vancouver, British Columbia, Canada",
Taxi Ads,https://www.crunchbase.com/organization/taxi-ads,,Private,For Profit,,,Debt Financing,1994-03-31,,2015-08-01,month,Active,,,,1,,,,,,,,,,,,,,,Advantage Capital,1,Southern US,"Advertising, Sales and Marketing, Transportation",,,,,,"Advertising, Marketing, Taxi Service","New Orleans, Louisiana, United States",
A+ Network,https://www.crunchbase.com/organization/a-network,,Private,For Profit,11-50,Was Acquired,Private Equity,1994-04-14,,1989-01-01,year,Active,,,,1,M&A,,,,,,,Private Equity,,,,,,,Summit Partners,1,Southern US,"Hardware, Other",,,,,,"Communications Infrastructure, Service Industry, Telecommunications","Nashville, Tennessee, United States",
RM Construction of Louisiana,https://www.crunchbase.com/organization/rm-construction-of-louisiana,,Private,For Profit,1-10,,Debt Financing,1994-05-31,,1998-01-01,year,Active,,,,1,,,,,,,,,,,,,,,Advantage Capital,1,"West Coast, Western US","Information Technology, Other, Real Estate, Software",,,,,,"Construction, Contact Management, Service Industry","La, California, United States",
RAV Antivirus,https://www.crunchbase.com/organization/rav-antivirus-2,,Private,For Profit,51-100,Was Acquired,Seed,1994-07-01,,1994-01-01,year,Active,,,1,1,M&A,100000,USD,100000,100000,USD,100000,Seed,100000,USD,100000,100000,USD,100000,Gecad Ventures,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Internet Services, Privacy and Security",,,,,,"Internet, Security","Bucharest, Bucuresti, Romania",
RMX Transportation Services,https://www.crunchbase.com/organization/rmx-transportation-services,,Private,For Profit,,,Debt Financing,1994-07-31,,,,Active,,,,1,,,,,,,,,,,,,,,Advantage Capital,1,,,,,,,,,,
Galileo Technology,https://www.crunchbase.com/organization/galileo-technology,,Private,For Profit,1-10,Was Acquired,Series A,1994-08-01,,1993-01-01,year,Closed,,,1,1,M&A,4500000,USD,4500000,4500000,USD,4500000,Series A,4500000,USD,4500000,4500000,USD,4500000,Jerusalem Global Ventures,1,"San Francisco Bay Area, Silicon Valley, West Coast","Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Software",,,,,,"Electronics, Embedded Systems, Manufacturing, Semiconductor","San Jose, California, United States",1
Warsaw Distribution Center,https://www.crunchbase.com/organization/warsaw-distribution-center,,Private,For Profit,101-250,,Private Equity,1994-08-01,,,,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Advent International,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,"Warsaw, Mazowieckie, Poland",
Saaol Health,https://www.crunchbase.com/organization/saaol-heart-centre,,Private,For Profit,1001-5000,,Pre-Seed,1994-08-12,,1994-08-12,day,Active,,,4,1,Seed,100000,INR,2351,100000,INR,2351,Pre-Seed,100000,INR,2351,100000,INR,2351,,,Asia-Pacific (APAC),"Health Care, Professional Services",,,,,,"Business Development, Health Care, Medical","New Delhi, Delhi, India",
Dragon Systems,https://www.crunchbase.com/organization/dragon-systems,,Private,For Profit,51-100,,Series B,1994-08-25,,,,Active,,,,1,Early Stage Venture,,,,,,,Series B,,,,,,,,,,Software,,,,,,Software,,
Vision Express Group,https://www.crunchbase.com/organization/vision-express-group-limited,,Private,For Profit,5001-10000,Made Acquisitions,Private Equity,1994-09-01,,1994-06-16,day,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Advent International,1,"Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Consumer Goods, Health Care",,,,,,"Eyewear, Health Care, Retail","Nottingham, Nottingham, United Kingdom",
Esat Telecom,https://www.crunchbase.com/organization/esat-telecom,,Private,For Profit,,,Private Equity,1994-09-01,,,,Active,,,1,1,Private Equity,10000000,USD,10000000,10000000,USD,10000000,Private Equity,10000000,USD,10000000,10000000,USD,10000000,Advent International,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Hardware,,,,,,Telecommunications,"Dublin, Dublin, Ireland",
Healthcall Group Ltd.,https://www.crunchbase.com/organization/healthcall-group-ltd,,Private,For Profit,,,Private Equity,1994-09-01,,1989-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Epiris,1,"Europe, Middle East, and Africa (EMEA)",Health Care,,,,,,Health Care,"Milton Keynes, Milton Keynes, United Kingdom",
MECON Associates,https://www.crunchbase.com/organization/mecon-associates,,Private,For Profit,10001+,,Private Equity,1994-09-12,,1983-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Summit Partners,1,"San Francisco Bay Area, West Coast, Western US","Health Care, Information Technology",,,,,,"Health Care, Hospital, Information Services","San Ramon, California, United States",
COMPS.com,https://www.crunchbase.com/organization/comps-com,,Private,For Profit,1001-5000,Was Acquired,Private Equity,1994-10-10,,1982-01-01,year,Closed,,,,1,M&A,,,,,,,Private Equity,,,,,,,Summit Partners,1,"Greater San Diego Area, West Coast, Western US",Real Estate,,,,,,Real Estate,"San Diego, California, United States",
Focus Enhancements,https://www.crunchbase.com/organization/focus-enhancements,,Private,For Profit,101-250,Made Acquisitions,Debt Financing,1994-11-01,,1992-01-01,year,Closed,,,1,1,,2500000,USD,2500000,,,,,,,,2500000,USD,2500000,,,"San Francisco Bay Area, Silicon Valley, West Coast","Commerce and Shopping, Consumer Electronics, Hardware, Media and Entertainment, Software, Video",,,,,,"Computer, Retail Technology, Video","Sunnyvale, California, United States",
"Electric Classifieds, Inc.",https://www.crunchbase.com/organization/electric-classifieds-inc,,Private,For Profit,,,Angel,1994-11-01,,1993-01-01,year,Closed,,,1,1,Seed,1500000,USD,1500000,1500000,USD,1500000,Angel,1500000,USD,1500000,1500000,USD,1500000,Canaan Partners,1,"San Francisco Bay Area, West Coast, Western US",Commerce and Shopping,,,,,,Classifieds,"San Francisco, California, United States",
JPE Inc,https://www.crunchbase.com/organization/jpe-inc,,Private,For Profit,,,Venture - Series Unknown,1994-11-01,,,,Closed,,,,1,,50000000,USD,50000000,50000000,USD,50000000,Venture - Series Unknown,50000000,USD,50000000,50000000,USD,50000000,,,"Greater Detroit Area, Great Lakes, Midwestern US","Manufacturing, Transportation",,,,,,"Automotive, Manufacturing, Transportation","Auburn Hills, Michigan, United States",
Software Artistry,https://www.crunchbase.com/organization/software-artistry,,Private,For Profit,101-250,Was Acquired,Private Equity,1994-11-15,,1988-01-01,year,Closed,,,,1,M&A,,,,,,,Private Equity,,,,,,,Summit Partners,1,"Great Lakes, Midwestern US","Privacy and Security, Software",,,,,,"Security, Software","Indianapolis, Indiana, United States",
Shower Technology,https://www.crunchbase.com/organization/shower-technology,,Private,For Profit,,,Grant,1994-11-15,,,,Active,,,,1,,29690,USD,29690,,,,,,,,29690,USD,29690,NYSERDA,1,,Information Technology,,,,,,Information Technology,,
DCM Hyundai,https://www.crunchbase.com/organization/dcm-hyundai,,Private,For Profit,101-250,,Private Equity,1994-12-01,,1993-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Actis,1,Asia-Pacific (APAC),"Consumer Goods, Manufacturing",,,,,,"Consumer Goods, Manufacturing","Faridabad, Haryana, India",
NBHZCQ,https://www.crunchbase.com/organization/nbhzcq,,Private,For Profit,1-10,,Angel,1994-12-28,,1994-12-28,day,Active,,,,1,Seed,3000000,CNY,362757,3000000,CNY,362757,Angel,3000000,CNY,362757,3000000,CNY,362757,Ningbo Industrial Investment Group,1,Asia-Pacific (APAC),"Manufacturing, Other, Transportation",,,,,,"Automotive, Manufacturing, Service Industry","Ningbo, Zhejiang, China",
RHEA Group,https://www.crunchbase.com/organization/rhea-group,Growing,Private,For Profit,501-1000,,Venture - Series Unknown,1995-01-01,,1992-01-01,year,Active,,,,1,,,,,,,,Venture - Series Unknown,,,,,,,McLean Watson Venture Capital,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Other, Privacy and Security",,,,,,"Cyber Security, Security, Service Industry","Wavre, Brabant Wallon, Belgium",
Total Safety,https://www.crunchbase.com/organization/total-safety,,Private,For Profit,1001-5000,"Made Acquisitions, Was Acquired",Private Equity,1995-01-01,,1994-01-01,year,Active,,,1,1,M&A,,,,,,,Private Equity,,,,,,,TGF Management,1,"Greater Houston Area, Southern US","Data and Analytics, Hardware, Information Technology, Other, Privacy and Security, Professional Services, Software, Transportation",,,,,,"Analytics, Automotive, Compliance, Information Technology, Real Time, Security, Software, Telecommunications, Transportation","Houston, Texas, United States",
Exactly.com,https://www.crunchbase.com/organization/exactly-com,Growing,Private,For Profit,51-100,,Private Equity,1995-01-01,,2019-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,3i Group,1,"Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Financial Services, Information Technology, Payments, Software",,,,,,"E-Commerce, Financial Services, Information Technology, Payments, Software, Transaction Processing","Saint Albans, Hertford, United Kingdom",
Cerulean,https://www.crunchbase.com/organization/cerulean-2,,Private,For Profit,51-100,Was Acquired,Venture - Series Unknown,1995-01-01,,1984-01-01,year,Active,,,1,1,M&A,,,,,,,Venture - Series Unknown,,,,,,,Sigma Prime Ventures,1,"Europe, Middle East, and Africa (EMEA)","Consumer Goods, Data and Analytics, Food and Beverage, Manufacturing, Science and Engineering",,,,,,"Advanced Materials, Manufacturing, Test and Measurement, Tobacco","Milton Keynes, Milton Keynes, United Kingdom",
INTRINsec,https://www.crunchbase.com/organization/intrinsec,,Private,For Profit,101-250,,Seed,1995-01-01,,1995-01-01,year,Active,,,5,1,Seed,,,,,,,Seed,,,,,,,Philippe Langlois,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Privacy and Security",,,,,,"Cloud Security, Cyber Security, Network Security","Nanterre, Ile-de-France, France",
TM Group,https://www.crunchbase.com/organization/tm-group,,Private,For Profit,251-500,"Made Acquisitions, Was Acquired",Private Equity,1995-01-01,,1999-01-01,year,Active,,,,1,M&A,173000000,GBP,286926913,173000000,GBP,286926913,Private Equity,173000000,GBP,286926913,173000000,GBP,286926913,"Montagu, Electra Private Equity",2,"Europe, Middle East, and Africa (EMEA)","Information Technology, Professional Services, Real Estate",,,,,,"Information Technology, Property Management, Risk Management","Swindon, Wiltshire, United Kingdom",
Impact Clean Power Technology,https://www.crunchbase.com/organization/impact-clean-power-technology,,Private,For Profit,251-500,,Undisclosed,1995-01-01,,2005-01-01,year,Active,,,,1,,,,,,,,Undisclosed,,,,,,,Warsaw Equity Group,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Energy, Manufacturing, Sustainability",,,,,,"Clean Energy, Energy, Energy Management, Energy Storage, Manufacturing","Warsaw, Mazowieckie, Poland",
Per-Se Technologies,https://www.crunchbase.com/organization/per-se-technologies,,Private,For Profit,11-50,Was Acquired,Venture - Series Unknown,1995-01-01,,1985-01-01,year,Closed,,,,1,M&A,,,,,,,Venture - Series Unknown,,,,,,,Boston Millennia Partners,1,"Greater Atlanta Area, East Coast, Southern US",Health Care,,,,,,Health Care,"Alpharetta, Georgia, United States",
Triangle Pharmaceuticals,https://www.crunchbase.com/organization/triangle-pharmaceuticals,,Private,For Profit,101-250,Was Acquired,Pre-Seed,1995-01-01,,1995-01-01,year,Active,,,1,1,M&A,,,,,,,Pre-Seed,,,,,,,"SV Health Investors, Venrock",2,"Research Triangle, East Coast, Southern US","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Health Care, Medical","Durham, North Carolina, United States",
Cooperl,https://www.crunchbase.com/organization/cooperl,,Private,For Profit,5001-10000,,Private Equity,1995-01-01,,1966-01-01,year,Active,,,,1,Private Equity,700000000,EUR,820137900,700000000,EUR,820137900,Private Equity,700000000,EUR,820137900,700000000,EUR,820137900,Unigrains,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Agriculture and Farming, Food and Beverage",,,,,,"Agriculture, Food and Beverage, Livestock","Lamballe, Bretagne, France",
Sporting Index,https://www.crunchbase.com/organization/sporting-index,,Private,For Profit,101-250,Was Acquired,Private Equity,1995-01-01,,1991-01-01,year,Active,,,,1,M&A,,,,,,,Private Equity,,,,,,,Epiris,1,"Europe, Middle East, and Africa (EMEA)","Internet Services, Sports",,,,,,"Internet, Sports","London, England, United Kingdom",
"Telex Communications, Inc",https://www.crunchbase.com/organization/telex-communications-inc,,Private,For Profit,1-10,Was Acquired,Private Equity,1995-01-01,,1927-01-01,day,Active,,,,1,M&A,,,,,,,Private Equity,,,,,,,Norwest Equity Partners (NEP),1,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US","Hardware, Manufacturing",,,,,,"Manufacturing, Telecommunications","Burnsville, Minnesota, United States",
Heller,https://www.crunchbase.com/organization/heller,,Private,For Profit,1001-5000,,Private Equity,1995-01-01,,1894-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,BWK,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Manufacturing,,,,,,Manufacturing,"Nürtingen, Baden-Wurttemberg, Germany",
InSoft,https://www.crunchbase.com/organization/insoft-3c31,,Private,For Profit,,Was Acquired,Venture - Series Unknown,1995-01-01,,1992-01-01,year,Active,,,,1,M&A,,,,,,,Venture - Series Unknown,,,,,,,New Enterprise Associates,1,"Great Lakes, Northeastern US","Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",,,,,,"Digital Media, Information Technology, Software, Video Conferencing","Mechanicsburg, Pennsylvania, United States",
Timberman Denmark,https://www.crunchbase.com/organization/timberman-denmark,,Private,For Profit,11-50,,Private Equity,1995-01-01,,2001-02-01,day,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Industri Udvikling A/S,1,"European Union (EU), Nordic Countries, Scandinavia","Real Estate, Sales and Marketing",,,,,,"Building Material, Construction, Marketing","Hadsund, Nordjylland, Denmark",
Smartwares,https://www.crunchbase.com/organization/smartwares,,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,1995-01-01,,1995-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,NPM Capital,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Consumer Goods, Design, Food and Beverage, Other, Real Estate",,,,,,"Consumer, Consumer Goods, E-Commerce, Food and Beverage, Home Decor, Product Design, Retail","Duiven, Gelderland, The Netherlands",
Dazel,https://www.crunchbase.com/organization/dazel,,Private,For Profit,,Was Acquired,Venture - Series Unknown,1995-01-01,,1991-01-01,year,Active,,,,1,M&A,,,,,,,Venture - Series Unknown,,,,,,,Sigma Prime Ventures,1,,Software,,,,,,File Sharing,,
FKK Corporation,https://www.crunchbase.com/organization/fkk-corporation,,Private,For Profit,51-100,,Undisclosed,1995-01-01,,1954-02-01,day,Active,,,,1,,106314,USD,106314,106314,USD,106314,Undisclosed,106314,USD,106314,106314,USD,106314,,,Asia-Pacific (APAC),"Hardware, Software",,,,,,"Hardware, Lighting, Software","Kyoto-shi, Kyoto, Japan",
AneuRx,https://www.crunchbase.com/organization/aneurx,,Private,For Profit,,,Venture - Series Unknown,1995-01-01,,1993-01-01,year,Active,,,,1,,,,,,,,Venture - Series Unknown,,,,,,,"New Enterprise Associates, Morgenthaler Ventures",2,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Health Care,,,,,,"Health Care, Medical, Medical Device, Therapeutics","Minneapolis, Minnesota, United States",
CTC Distribution Services,https://www.crunchbase.com/organization/ctc-distribution-services,,Private,For Profit,11-50,Was Acquired,Private Equity,1995-01-01,,1982-01-01,year,Active,,,,1,M&A,,,,,,,Private Equity,,,,,,,Norwest Equity Partners (NEP),1,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Administrative Services,,,,,,Delivery,"Minneapolis, Minnesota, United States",
Applicare Medical Imaging,https://www.crunchbase.com/organization/applicare-medical-imaging,,Private,For Profit,11-50,Was Acquired,Private Equity,1995-01-01,,1987-01-01,year,Active,,,,1,M&A,,,,,,,Private Equity,,,,,,,Holland Capital,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Health Care,,,,,,"Health Care, Telehealth","Zeist, Utrecht, The Netherlands",
Precision Tube Holding,https://www.crunchbase.com/organization/precision-tube-holding,,Private,For Profit,1-10,,Private Equity,1995-01-01,,1994-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Norwest Equity Partners (NEP),1,"Greater Houston Area, Southern US",Manufacturing,,,,,,Manufacturing,"Houston, Texas, United States",
Milestones Grill and Bar,https://www.crunchbase.com/organization/milestones-grill-and-bar,,Private,For Profit,1001-5000,,Private Equity,1995-01-01,,1989-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Serruya Private Equity,1,Great Lakes,,,,,,,,"Toronto, Ontario, Canada",
CyberMedia,https://www.crunchbase.com/organization/cybermedia-fcc2,,Private,For Profit,,Was Acquired,Venture - Series Unknown,1995-01-01,,1991-01-01,year,Closed,,,,1,M&A,,,,,,,Venture - Series Unknown,,,,,,,New Enterprise Associates,1,"Greater Los Angeles Area, West Coast, Western US","Consumer Electronics, Hardware, Information Technology, Software",,,,,,"Computer, Information Technology, Software","Santa Monica, California, United States",
Disetronic Holding AG,https://www.crunchbase.com/organization/disetronic-holding-ag,,Private,For Profit,,Was Acquired,Venture - Series Unknown,1995-01-01,,1984-01-01,year,Active,,,,1,M&A,,,,,,,Venture - Series Unknown,,,,,,,Capvis,1,"Europe, Middle East, and Africa (EMEA)","Health Care, Manufacturing",,,,,,"Health Care, Manufacturing","Burgdorf, Bern, Switzerland",
Calder Colours (Ashby) Ltd,https://www.crunchbase.com/organization/calder-colours-ashby-ltd,,Private,For Profit,1-10,,Private Equity,1995-01-01,,1926-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,3i Group,1,"Europe, Middle East, and Africa (EMEA)",Manufacturing,,,,,,Manufacturing,"London, England, United Kingdom",
Negotium Technologies,https://www.crunchbase.com/organization/negotium-technologies,,Private,For Profit,51-100,,Venture - Series Unknown,1995-01-01,,1992-01-01,year,Active,,,,1,,,,,,,,Venture - Series Unknown,,,,,,,Capital croissance PME,1,,"Hardware, Information Technology, Software",,,,,,"Information Technology, Software, Telecommunications","Montreal, Quebec, Canada",
Tivoli Systems,https://www.crunchbase.com/organization/tivoli-systems,,Private,For Profit,1-10,"Made Acquisitions, Was Acquired",Venture - Series Unknown,1995-01-01,,1989-01-01,year,Active,,,,1,M&A,,,,,,,Venture - Series Unknown,,,,,,,Silverton Partners,1,"Greater New York Area, East Coast, Northeastern US","Consumer Electronics, Hardware, Information Technology, Software",,,,,,"Computer, Information Technology, Software","New York, New York, United States",
Argencard,https://www.crunchbase.com/organization/argencard,,Private,For Profit,,Was Acquired,Private Equity,1995-01-01,,,,Active,,,,1,M&A,,,,,,,Private Equity,,,,,,,Northwood Ventures,1,Latin America,Manufacturing,,,,,,Manufacturing,"Buenos Aires, Distrito Federal, Argentina",
C-Beck Group,https://www.crunchbase.com/organization/c-beck-group,,Private,For Profit,,,Private Equity,1995-01-01,,,,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,3i Group,1,"Europe, Middle East, and Africa (EMEA)",Commerce and Shopping,,,,,,Retail,"London, England, United Kingdom",
Cannon Avent,https://www.crunchbase.com/organization/cannon-avent,,Private,For Profit,501-1000,,Private Equity,1995-01-01,,1936-01-01,year,Closed,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,3i Group,1,"Europe, Middle East, and Africa (EMEA)",Consumer Goods,,,,,,Consumer Goods,"London, England, United Kingdom",
Packaged Ice,https://www.crunchbase.com/organization/packaged-ice,,Private,For Profit,,,Private Equity,1995-01-01,,,,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Norwest Equity Partners (NEP),1,"Greater Houston Area, Southern US",Food and Beverage,,,,,,Food and Beverage,"Houston, Texas, United States",
Econocom Ermestel SL,https://www.crunchbase.com/organization/econocom-ermestel-sl,,Private,For Profit,51-100,Was Acquired,Seed,1995-01-05,,1992-01-01,year,Active,,,1,1,M&A,200000,USD,200000,200000,USD,200000,Seed,200000,USD,200000,200000,USD,200000,Pedro Tortosa,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Professional Services, Software",,,,,,"Consulting, Information Technology, Software","Madrid, Madrid, Spain",
inTime Systems,https://www.crunchbase.com/organization/intime-systems-oracle,,Private,For Profit,251-500,Was Acquired,Series A,1995-01-10,,1995-01-01,year,Active,,,1,1,M&A,8000000,USD,8000000,8000000,USD,8000000,Series A,8000000,USD,8000000,8000000,USD,8000000,,,"Greater Miami Area, East Coast, Southern US",Software,,,,,,"Enterprise Software, Productivity Tools","West Palm Beach, Florida, United States",
Record Masters,https://www.crunchbase.com/organization/record-masters,,Private,For Profit,,,Private Equity,1995-02-01,,1995-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Keystone Capital,1,"Greater Chicago Area, Great Lakes, Midwestern US",Health Care,,,,,,"Electronic Health Record (EHR), Health Care","Northbrook, Illinois, United States",
Energy Management & Research Associates (EMRA),https://www.crunchbase.com/organization/energy-management-research-associates-emra,,Private,For Profit,1-10,,Grant,1995-02-28,,1991-01-01,year,Active,,,,1,,78217,USD,78217,,,,,,,,78217,USD,78217,NYSERDA,1,"Greater New York Area, East Coast, Northeastern US","Energy, Professional Services, Sustainability",,,,,,"Consulting, Energy, Renewable Energy","East Meadow, New York, United States",
LeCroy,https://www.crunchbase.com/organization/lecroy-corporation,,Private,For Profit,251-500,"Made Acquisitions, Was Acquired",Private Equity,1995-03-01,,1964-01-01,year,Active,,,1,1,M&A,,,,,,,Private Equity,,,,,,,Advent International,1,Asia-Pacific (APAC),"Consumer Electronics, Data and Analytics, Hardware, Manufacturing",,,,,,"Electronics, Manufacturing, Test and Measurement","Bangalore, Karnataka, India",
Scorpio,https://www.crunchbase.com/organization/scorpio,,Private,For Profit,101-250,Was Acquired,Venture - Series Unknown,1995-03-01,,1993-01-01,year,Active,,,,1,M&A,,,,,,,Venture - Series Unknown,,,,,,,Jerusalem Venture Partners (JVP),1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Consumer Electronics, Data and Analytics, Hardware, Information Technology, Internet Services, Manufacturing, Software",,,,,,"Computer, Data Integration, Information Technology, Internet, Manufacturing","Tel Aviv, Tel Aviv, Israel",
TradeTech Consulting,https://www.crunchbase.com/organization/tradetech-consulting,,Private,For Profit,51-100,Was Acquired,Seed,1995-03-03,,1998-01-01,year,Closed,,,2,1,M&A,,,,,,,Seed,,,,,,,"Peter Dahlgren, Roland Nilsson",2,"European Union (EU), Nordic Countries, Scandinavia","Financial Services, Professional Services",,,,,,"Consulting, Financial Services","Stockholm, Stockholms Lan, Sweden",
Rehab Management Services,https://www.crunchbase.com/organization/rehab-management-services,,Private,For Profit,,Was Acquired,Private Equity,1995-03-07,,1976-01-01,year,Active,,,,1,M&A,,,,,,,Private Equity,,,,,,,Summit Partners,1,"East Coast, Southern US",Health Care,,,,,,"Health Care, Medical, Rehabilitation","Lakeland, Florida, United States",
Wilmar Industries,https://www.crunchbase.com/organization/wilmar-industries,Growing,Private,For Profit,,Made Acquisitions,Private Equity,1995-03-10,,1977-01-01,year,Active,,,,1,Private Equity,,,,,,,Private Equity,,,,,,,Summit Partners,1,"Greater Philadelphia Area, East Coast, Northeastern US","Apps, Commerce and Shopping, Mobile, Professional Services, Software",,High,,,,"Business Development, E-Commerce, Mobile Apps, Shopping","Moorestown, New Jersey, United States",
