Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
CareMessage,https://www.crunchbase.com/organization/caremessage,,Private,Non-profit,101-250,,Grant,2020-07-15,,2012-05-25,day,Active,,,3,5,Early Stage Venture,250000,USD,250000,12000000,USD,12000000,Series B,19120000,USD,19120000,19370000,USD,19370000,"Y Combinator, Google.org, The Draper Richards Kaplan Foundation",3,"San Francisco Bay Area, West Coast, Western US","Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Mobile",,,,,,"Health Care, Hospital, Messaging, mHealth","San Francisco, California, United States",
Cedars Sinai,https://www.crunchbase.com/organization/cedars-sinai-medical-centerr,Growing,Private,Non-profit,10001+,,Grant,2023-12-01,,1902-01-01,year,Active,,,1,6,,10000,USD,10000,,,,,,,,63310000,USD,63310000,"National Heart, Lung and Blood Institute, California HealthCare Foundation, American Academy of Orthopaedic Surgeons, The Ray Charles Foundation, The Kao Family Foundation",5,"Greater Los Angeles Area, West Coast, Western US","Community and Lifestyle, Health Care, Other, Social Impact",,Medium,,,,"Communities, Health Care, Medical, Non Profit","Los Angeles, California, United States",21
Launch NY,https://www.crunchbase.com/organization/launch-ny,,Private,Non-profit,1-10,,Grant,2023-04-10,"Entrepreneurship Program, Venture Capital",2012-01-01,year,Active,,Seed,1,8,,500000,USD,500000,,,,,,,,9243000,USD,9243000,"JP Morgan Chase, US Department of Commerce, Economic Development Administation, Community Development Financial Institutions Fund, Ralph C. Wilson, Jr. Foundation",4,"Great Lakes, East Coast, Northeastern US","Community and Lifestyle, Other, Social Impact",,,,,,"Non Profit, Social Entrepreneurship","Buffalo, New York, United States",175
SingularityNET,https://www.crunchbase.com/organization/singularitynet,,Private,Non-profit,51-100,,Venture - Series Unknown,2022-05-19,,2017-01-01,year,Active,,,3,6,,23600000,EUR,24967680,23600000,EUR,24967680,Venture - Series Unknown,65967680,USD,65967680,65967680,USD,65967680,"Zeroth.AI, Fundamental Labs, Kosmos Ventures, LDA Capital, Alpha Transform Holdings",6,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Blockchain, Computer, Information Technology, Machine Learning, Marketplace, Software","Amsterdam, Noord-Holland, The Netherlands",
IIMA Ventures,https://www.crunchbase.com/organization/ciie-iim-ahmedabad,Growing,Private,Non-profit,101-250,,,,"Accelerator, Co-Working Space, Entrepreneurship Program, Incubator, Startup Competition, Venture Capital",2007-01-01,year,Active,,"Early Stage Venture, Grant, Seed, Venture",1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Education, Financial Services, Lending and Investments",,Medium,,,,"Education, Financial Services, Funding Platform, Incubators, Venture Capital","Ahmedabad, Gujarat, India",128
Kaiser Permanente,https://www.crunchbase.com/organization/kaiser-permanente,,Private,Non-profit,10001+,Made Acquisitions,Grant,2018-07-17,,1945-01-01,year,Active,Yes,,2,2,,82700,USD,82700,,,,,,,,7482700,USD,7482700,,,"San Francisco Bay Area, West Coast, Western US","Health Care, Other, Social Impact",,,,,,"Health Care, Hospital, Mental Health, Non Profit, Personal Health","Oakland, California, United States",30
Wellcome Trust,https://www.crunchbase.com/organization/wellcome-trust,,Private,Non-profit,1001-5000,,Debt Financing,2018-01-31,"Government Office, Venture Capital",1936-01-01,year,Active,,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",2,1,,750000000,GBP,1064933995,,,,,,,,750000000,GBP,1064933995,,,"Europe, Middle East, and Africa (EMEA)","Biotechnology, Health Care, Other, Science and Engineering, Social Impact",,,,,,"Biotechnology, Health Care, Medical, Non Profit","London, England, United Kingdom",120
American Cancer Society,https://www.crunchbase.com/organization/american-cancer-society,,Private,Non-profit,5001-10000,,Grant,2024-08-27,Government Office,1913-05-22,day,Active,,,,9,,645000,USD,645000,,,,,,,,2685000,USD,2685000,"Humana, Blue Cross and Blue Shield of Texas, The Milliken & Company Charitable Foundation, Adtalem Global Education, EG America",9,"Greater Atlanta Area, East Coast, Southern US","Government and Military, Health Care, Other, Social Impact",,,,,,"Government, Health Care, Medical, Non Profit","Atlanta, Georgia, United States",5
Celo,https://www.crunchbase.com/organization/celo-3846,,Private,Non-profit,51-100,Made Acquisitions,Pre-Seed,2022-11-20,,2018-01-01,year,Active,,,4,7,Seed,,,,,,,Pre-Seed,66500000,USD,66500000,66500000,USD,66500000,"Andreessen Horowitz, General Catalyst, Polychain, DWF Labs, a16z crypto",31,"San Francisco Bay Area, West Coast, Western US","Blockchain and Cryptocurrency, Financial Services, Other, Payments",,,,,,"Blockchain, Finance, Financial Services, FinTech, Payments","San Francisco, California, United States",9
Classy,https://www.crunchbase.com/organization/stayclassy-org,,Private,Non-profit,251-500,"Made Acquisitions, Was Acquired",Series D,2021-06-25,,2006-05-15,day,Active,,,4,7,M&A,,,,,,,Series D,183500000,USD,183500000,183500000,USD,183500000,"JMI Equity, Norwest Venture Partners, Salesforce Ventures, Bullpen Capital, Rethink Impact",18,"Greater San Diego Area, West Coast, Western US","Events, Financial Services, Media and Entertainment, Other, Social Impact, Software",$500M to $1B,,,,,"Crowdfunding, Events, Non Profit, Software","San Diego, California, United States",
Khan Academy,https://www.crunchbase.com/organization/khan-academy,Growing,Private,Non-profit,101-250,Made Acquisitions,Series A,2022-01-01,,2006-01-01,year,Active,Yes,,2,6,Early Stage Venture,10000,USD,10000,10000,USD,10000,Series A,10000,USD,10000,16210000,USD,16210000,"Omidyar Network, Amgen Foundation",2,"Greater New York Area, East Coast, Northeastern US","Apps, Education, Internet Services, Software",,,,,,"Apps, E-Learning, Education, Internet","Port Washington, New York, United States",
Square Insurance Brokers,https://www.crunchbase.com/organization/square-insurance-brokers-pvt-ltd,Growing,Private,Non-profit,101-250,,Seed,2024-08-01,,2017-04-01,day,Active,,,1,2,Seed,250000000,INR,2987101,250000000,INR,2987101,Seed,1080000000,INR,12973416,1080000000,INR,12973416,"Recur Club, Negen Capital Services, Bizdateup Technologies, Yogesh Chaudhary, Prashant Kothari",5,Asia-Pacific (APAC),Financial Services,,,,,,"Commercial Insurance, Financial Services, Health Insurance, InsurTech, Life Insurance","Jaipur, Rajasthan, India",
Education Cannot Wait,https://www.crunchbase.com/organization/education-cannot-wait,Growing,Private,Non-profit,11-50,,Grant,2024-07-24,,2016-01-01,year,Active,,,,6,,8000000,USD,8000000,200000000,EUR,226470045,Undisclosed,200000000,EUR,226470045,285425336,USD,285425336,"Government of France, United Nations High Commissioner for Refugees, UNICEF - New York, RET International, Save the Children Uganda",5,"Greater New York Area, East Coast, Northeastern US","Education, Software",,,,,,"EdTech, Education, Personal Development, Skill Assessment","New York, New York, United States",4
CODELCO,https://www.crunchbase.com/organization/codelco,Not Growing,Private,Non-profit,5001-10000,,Debt Financing,2024-05-23,,1971-01-01,year,Active,,,1,2,,532000000,USD,532000000,,,,,,,,2532000000,USD,2532000000,Credit Agricole CIB,1,Latin America,Natural Resources,,High,,,,"Mining, Mining Technology, Precious Metals","Santiago, Region Metropolitana, Chile",
buildspace,https://www.crunchbase.com/organization/buildspace,,Private,Non-profit,1-10,,Seed,2022-03-15,,2019-01-01,year,Active,,,2,3,Seed,10000000,USD,10000000,10000000,USD,10000000,Seed,10000000,USD,10000000,10000000,USD,10000000,"Andreessen Horowitz, Y Combinator, Orange DAO, Protocol Labs, Goodwater Capital",13,"San Francisco Bay Area, West Coast, Western US","Blockchain and Cryptocurrency, Education, Information Technology, Internet Services, Software",,,,,,"E-Learning, Education, Information Technology, Software, Training, Web3","San Francisco, California, United States",
Arkifi,https://www.crunchbase.com/organization/arkifi,Growing,Private,Non-profit,11-50,,Seed,2023-08-21,,2023-01-01,year,Active,,,3,1,Seed,9000000,USD,9000000,9000000,USD,9000000,Seed,9000000,USD,9000000,9000000,USD,9000000,"Khosla Ventures, Soma Capital, Correlation Ventures, Network.VC, Nyca Partners",11,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Finance, Financial Services","Palo Alto, California, United States",
Cardano Foundation,https://www.crunchbase.com/organization/cardano-foundation,Growing,Private,Non-profit,11-50,,Initial Coin Offering,2018-01-01,,2015-01-01,year,Active,,,2,4,,10000,USD,10000,10000,USD,10000,Initial Coin Offering,62246134,USD,62246134,62246134,USD,62246134,"Bit.co, JaMes Sowers, MKT",3,"Europe, Middle East, and Africa (EMEA)","Apps, Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Other, Payments, Software",,,,,,"Application Performance Management, Bitcoin, Blockchain, Consumer Applications, Cryptocurrency, Developer APIs, Finance, Open Source","Zug, Zug, Switzerland",4
Northwood Space,https://www.crunchbase.com/organization/northwood-space,Growing,Private,Non-profit,1-10,,Seed,2024-02-19,,2023-01-01,year,Active,,,3,2,Seed,6300000,USD,6300000,6300000,USD,6300000,Seed,6300000,USD,6300000,6400000,USD,6400000,"Andreessen Horowitz, Founders Fund, Long Journey Ventures, BoxGroup, Harvard Innovation Labs",7,"Greater Boston Area, East Coast, New England",Hardware,,High,,,,Satellite Communication,"Allston, Massachusetts, United States",
Endeavor,https://www.crunchbase.com/organization/endeavor,,Private,Non-profit,251-500,,Undisclosed,2020-05-21,"Entrepreneurship Program, Venture Capital",1997-01-01,year,Active,,,3,2,,,,,,,,Undisclosed,130000000,USD,130000000,130000000,USD,130000000,"Nour Nouf, Swicorp",2,"Greater New York Area, East Coast, Northeastern US","Financial Services, Lending and Investments, Other, Social Impact",,,,,,"FinTech, Non Profit, Venture Capital","New York, New York, United States",45
First Street Foundation,https://www.crunchbase.com/organization/first-street-foundation,,Private,Non-profit,11-50,,Venture - Series Unknown,2024-03-11,,2016-01-01,year,Active,,,1,1,,55499981,USD,55499981,55499981,USD,55499981,Venture - Series Unknown,55499981,USD,55499981,55499981,USD,55499981,Congruent Ventures,1,"Greater New York Area, East Coast, Northeastern US","Other, Professional Services, Real Estate, Social Impact",,,,,,"Environmental Consulting, Non Profit, Real Estate","Brooklyn, New York, United States",
RTI International,https://www.crunchbase.com/organization/research-triangle,,Private,Non-profit,1001-5000,Made Acquisitions,Grant,2024-08-21,,1958-01-01,year,Active,,,1,8,,,,,,,,,,,,17259929,USD,17259929,"U.S. Environmental Protection Agency, US Department of Energy, National Institute of Standards and Technology, NCATS, Ascendium Education Group",5,"Research Triangle, East Coast, Southern US","Education, Government and Military, Other, Professional Services, Social Impact",,,,,,"Consulting, Education, Government, Non Profit","Raleigh, North Carolina, United States",10
CDA Foundation,https://www.crunchbase.com/organization/cda-foundation,Growing,Private,Non-profit,11-50,,Grant,2023-07-20,,2012-01-01,year,Active,,,,1,,8000000,USD,8000000,,,,,,,,8000000,USD,8000000,Gilead Sciences,1,"Greater Denver Area, Western US","Health Care, Other, Social Impact",,,,,,"Medical, Non Profit","Lafayette, Colorado, United States",24
Upsolve,https://www.crunchbase.com/organization/prudence-lasb,,Private,Non-profit,11-50,,Grant,2024-09-04,,2016-01-01,year,Active,,,2,7,,4249901,USD,4249901,125000,USD,125000,Venture - Series Unknown,275000,USD,275000,4524901,USD,4524901,"Y Combinator, Harvard University, Bill & Melinda Gates Foundation, New Media Ventures, Breyer Labs",9,"Greater New York Area, East Coast, Northeastern US","Financial Services, Other, Professional Services, Social Impact",,,,,,"Finance, Financial Services, FinTech, Legal, Non Profit","Brooklyn, New York, United States",
Mitacs,https://www.crunchbase.com/organization/mitacs,Growing,Private,Non-profit,251-500,,Grant,2023-12-06,,1999-01-01,year,Active,,,4,2,,38100000,USD,38100000,,,,,,,,39500000,USD,39500000,"Innovation, Science and Economic Development Canada, Canada's Ocean Supercluster",2,,"Education, Information Technology, Other, Social Impact",,High,,,,"Information Technology, Non Profit, Training","Vancouver, British Columbia, Canada",29
NFWF,https://www.crunchbase.com/organization/nfwf,Growing,Private,Non-profit,101-250,,Grant,2024-08-07,,1984-01-01,year,Active,,,,3,,,,,,,,,,,,30000000,USD,30000000,"International Paper, Salesforce, Bezos Earth Fund",3,"Washington DC Metro Area, Southern US","Other, Social Impact, Sustainability",,Medium,,,,"Association, Non Profit, Wildlife Conservation","Washington, District of Columbia, United States",30
Anoma,https://www.crunchbase.com/organization/anoma,,Private,Non-profit,11-50,,Series C,2023-05-31,,2021-01-01,year,Active,,,3,4,Late Stage Venture,25000000,USD,25000000,25000000,USD,25000000,Series C,57750000,USD,57750000,57750000,USD,57750000,"Polychain, CMS Holdings, MH Ventures, NGC Ventures, 2Shares",40,"Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Information Technology, Other, Software",,,,,,"Blockchain, Information Technology, Open Source","Zug, Zug, Switzerland",1
Centech,https://www.crunchbase.com/organization/centech,,Private,Non-profit,11-50,,Grant,2019-02-11,"Accelerator, Entrepreneurship Program, University Program",1996-01-01,year,Active,,"Grant, Non Equity Assistance",,1,,625000,USD,625000,,,,,,,,625000,USD,625000,Ministry of Economy and Innovation,1,,"Hardware, Health Care, Science and Engineering, Sustainability, Transportation",,,,,,"Aerospace, CleanTech, Logistics, Medical Device, Semiconductor, Supply Chain Management, Telecommunications, Transportation","Montréal, Quebec, Canada",106
Battelle,https://www.crunchbase.com/organization/battelle-memorial-institute,Growing,Private,Non-profit,10001+,Made Acquisitions,Grant,2023-11-08,,1923-01-01,year,Active,,,1,2,,6100000,USD,6100000,,,,,,,,422100000,USD,422100000,"National Science Foundation, Biomedical Advanced Research and Development Authority (BARDA)",2,"Great Lakes, Midwestern US","Biotechnology, Science and Engineering",,Medium,,,,Biotechnology,"Columbus, Ohio, United States",6
St Jude Children’s Research Hospital,https://www.crunchbase.com/organization/st-jude-children-s-research-hospital,Growing,Private,Non-profit,1001-5000,,Grant,2024-08-12,,1962-01-01,year,Active,,,1,9,,500000,USD,500000,,,,,,,,60496954,USD,60496954,"AbbVie, National Cancer Institute, Mr Gatti's Pizza, Jordan Spieth Family Foundation, The Links",8,Southern US,"Biotechnology, Health Care, Other, Science and Engineering, Social Impact",,High,,,,"Biotechnology, Charity, Health Care, Health Diagnostics, Hospital, Medical, Non Profit","Memphis, Tennessee, United States",
Evergreen Climate Innovations,https://www.crunchbase.com/organization/clean-energy-trust-2,Growing,Private,Non-profit,1-10,,Grant,2023-11-09,Venture Capital,2010-01-01,year,Active,,"Early Stage Venture, Seed",3,2,,750000,USD,750000,,,,,,,,1049703,USD,1049703,"US Department of Commerce, Economic Development Administation",1,"Greater Chicago Area, Great Lakes, Midwestern US","Energy, Financial Services, Lending and Investments, Sustainability",,,,,,"Clean Energy, CleanTech, Impact Investing, Renewable Energy","Chicago, Illinois, United States",45
Lifespan,https://www.crunchbase.com/organization/lifespan-8f77,,Private,Non-profit,10001+,Made Acquisitions,Grant,2021-11-09,,1994-01-01,year,Active,,,,1,,10000000,USD,10000000,,,,,,,,10000000,USD,10000000,Papitto Opportunity Connection,1,"East Coast, New England, Northeastern US",Health Care,,,,,,"Emergency Medicine, Health Care, Hospital","Providence, Rhode Island, United States",
Children’s Hospital Los Angeles,https://www.crunchbase.com/organization/children-s-hospital-los-angeles,Growing,Private,Non-profit,5001-10000,,Grant,2024-08-28,,1901-04-01,day,Active,,,1,8,,400000,USD,400000,,,,,,,,39400000,USD,39400000,"California Institute for Regenerative Medicine, State of California, Hearst Foundations, Hollywood Foreign Press Association, Hyundai Hope On Wheels",6,"Greater Los Angeles Area, West Coast, Western US",Health Care,,,,,,Health Care,"Los Angeles, California, United States",
Jobs for the Future,https://www.crunchbase.com/organization/jobs-for-the-future,Growing,Private,Non-profit,251-500,Made Acquisitions,Grant,2024-07-22,,1983-01-01,year,Active,,,,7,,25000000,USD,25000000,,,,,,,,66500000,USD,66500000,"US Department of Commerce, Economic Development Administation, U.S. Department of Education, U.S. Department of Labor, American Student Assistance, GitLab Foundation",5,"Greater Boston Area, East Coast, New England","Other, Social Impact",,High,,,,Non Profit,"Boston, Massachusetts, United States",4
Brilliant Planet,https://www.crunchbase.com/organization/brilliant-planet,Growing,Private,Non-profit,11-50,,Series A,2022-04-06,,2013-01-01,year,Active,,,2,4,Early Stage Venture,12000000,USD,12000000,12000000,USD,12000000,Series A,20200000,USD,20200000,26700000,USD,26700000,"Innovate UK, Union Square Ventures, Toyota Ventures, Grantham Foundation, S2G Ventures",11,"Europe, Middle East, and Africa (EMEA)",Sustainability,,,,,,"Carbon Capture, CleanTech","London, England, United Kingdom",
Hackensack Meridian Health,https://www.crunchbase.com/organization/hackensack-meridian-health,,Private,Non-profit,10001+,Made Acquisitions,Grant,2023-11-21,,2016-01-01,year,Active,Yes,,1,3,,,,,,,,,,,,36300000,USD,36300000,"National Institutes of Health, Baldrick's Foundation",2,"Greater New York Area, East Coast, Northeastern US",Health Care,,,,,,"Assisted Living, Health Care, Health Diagnostics, Hospital, Medical","Edison, New Jersey, United States",5
