Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
University of Wisconsin-Madison,https://www.crunchbase.com/organization/university-of-wisconsin-madison,,Private,Non-profit,10001+,,Grant,2024-06-26,,1848-01-01,year,Active,,,,12,,1305965,USD,1305965,,,,,,,,22212310,USD,22212310,"US Department of Commerce, Economic Development Administation, U.S. Environmental Protection Agency, National Institute of Food and Agriculture, National Science Foundation, American Medical Association",7,"Great Lakes, Midwestern US","Education, Other",,,,,,"Education, Universities","Madison, Wisconsin, United States",
Regents of the University of California,https://www.crunchbase.com/organization/regents-of-the-university-of-california,Growing,Private,Non-profit,10001+,,Grant,2023-08-16,Government Office,1868-01-01,year,Active,,,,8,,,,,,,,,,,,1167838,USD,1167838,"US Department of Energy, Parkinson's Foundation, Maddie's Fund, Hyundai Hope On Wheels",4,"San Francisco Bay Area, West Coast, Western US",Government and Military,,Medium,,,,Government,"Oakland, California, United States",4
Crisis Text Line,https://www.crunchbase.com/organization/crisis-text-line,Growing,Private,Non-profit,51-100,,Series B,2016-06-15,,2012-01-01,year,Active,,,1,2,Early Stage Venture,23800000,USD,23800000,23800000,USD,23800000,Series B,30800000,USD,30800000,30800000,USD,30800000,"Greylock, Omidyar Network, The Draper Richards Kaplan Foundation, Ballmer Group, Melinda Gates",5,"Greater New York Area, East Coast, Northeastern US","Information Technology, Internet Services, Messaging and Telecommunications, Other, Social Impact",,High,,,,"Information Technology, Messaging, Non Profit","New York, New York, United States",
AWS,https://www.crunchbase.com/organization/american-world-services,,Private,Non-profit,1-10,,,,,1993-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Washington DC Metro Area, Southern US","Media and Entertainment, Professional Services, Sales and Marketing",,,,,,"Advice, Business Development, Marketing","Washington, District of Columbia, United States",
Innosphere Ventures,https://www.crunchbase.com/organization/rocky-mountain-innosphere,,Private,Non-profit,11-50,,Grant,2024-03-21,"Accelerator, Incubator, Venture Capital",1998-01-01,year,Active,,"Debt, Early Stage Venture, Seed",,2,,1400000,USD,1400000,,,,,,,,3400000,USD,3400000,"US Department of Commerce, Economic Development Administation, Colorado Office of Economic Development and International Trade",2,Western US,"Energy, Financial Services, Health Care, Other, Real Estate, Sustainability, Transportation",,,,,,"B2B, Clean Energy, FinTech, Medical, Smart Cities, Transportation","Fort Collins, Colorado, United States",8
SBP,https://www.crunchbase.com/organization/sbp-99b7,,Private,Non-profit,,,Grant,2023-12-14,,2006-01-01,year,Active,,,,1,,100000,USD,100000,,,,,,,,100000,USD,100000,CITGO Petroleum Corporation,1,Southern US,"Other, Social Impact",,,,,,"Charity, Non Profit, Social Impact","New Orleans, Louisiana, United States",
Coalition for Green Capital,https://www.crunchbase.com/organization/coalition-for-green-capital,Growing,Private,Non-profit,1-10,,Grant,2024-04-04,,2009-01-01,year,Active,,,,1,,5000000000,USD,5000000000,,,,,,,,5000000000,USD,5000000000,U.S. Environmental Protection Agency,1,"Washington DC Metro Area, Southern US","Energy, Real Estate, Sustainability",,High,,,,"Energy, Energy Efficiency, Green Building","Washington, District of Columbia, United States",
SAUDI EXPATRIATES,https://www.crunchbase.com/organization/saudi-expatriates,Growing,Private,Non-profit,1-10,,,,,2014-09-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Content and Publishing, Media and Entertainment, Other",,,,,,"Association, News, Social News","Jeddah, Makkah, Saudi Arabia",
North East Automotive Alliance,https://www.crunchbase.com/organization/north-east-automotive-alliance,,Private,Non-profit,1-10,,Grant,2024-08-29,,2015-03-01,month,Active,,,,1,,3300000,GBP,4344483,,,,,,,,3300000,GBP,4344483,"Sunderland City Council, South Tyneside Council",2,"Europe, Middle East, and Africa (EMEA)","Community and Lifestyle, Manufacturing, Other, Social Impact, Transportation",,,,,,"Automotive, Communities, Industrial, Non Profit","Sunderland, Sunderland, United Kingdom",
Cincinnati Children’s,https://www.crunchbase.com/organization/cincinnati-childrens,Growing,Private,Non-profit,10001+,,Grant,2024-03-12,,1883-01-01,year,Active,,,,3,,2600000,USD,2600000,,,,,,,,15600000,USD,15600000,"National Institutes of Health, Leducq Foundation, Farmer Family Foundation",3,"Great Lakes, Midwestern US",Health Care,,Medium,,,,Health Care,"Cincinnati, Ohio, United States",13
XPRIZE,https://www.crunchbase.com/organization/x-prize-foundation,,Private,Non-profit,51-100,,Grant,2018-10-23,Accelerator,1995-01-01,year,Active,,Non Equity Assistance,1,1,,1750000,USD,1750000,,,,,,,,1750000,USD,1750000,,,"Greater Los Angeles Area, West Coast, Western US","Education, Other, Professional Services, Social Impact",,,,,,"Education, Innovation Management, Non Profit","Culver City, California, United States",23
Care Ring,https://www.crunchbase.com/organization/care-ring,Growing,Private,Non-profit,51-100,,Grant,2024-08-14,,1955-01-01,year,Active,,,,1,,350000,USD,350000,,,,,,,,350000,USD,350000,SECU Foundation,1,"East Coast, Southern US","Health Care, Other, Social Impact",,High,,,,"Health Care, Non Profit, Wellness","Charlotte, North Carolina, United States",
Community Health Network,https://www.crunchbase.com/organization/community-health-network,,Private,Non-profit,5001-10000,,Venture - Series Unknown,2023-11-16,,1976-01-01,year,Active,,,,6,,2076375,USD,2076375,2076375,USD,2076375,Venture - Series Unknown,10442665,USD,10442665,12942665,USD,12942665,North Central Health Services,1,"Great Lakes, Midwestern US","Community and Lifestyle, Health Care",,,,,,"Communities, Health Care, Hospital","Indianapolis, Indiana, United States",
Multidisciplinary Association for Psychedelic Studies,https://www.crunchbase.com/organization/maps-2,Growing,Private,Non-profit,101-250,,Undisclosed,2023-03-01,,1986-01-01,year,Active,,,1,4,,,,,,,,Undisclosed,,,,12979050,USD,12979050,"Wisdom Ventures, WPSS.bio",2,"San Francisco Bay Area, West Coast, Western US","Community and Lifestyle, Food and Beverage, Health Care, Other, Social Impact",,Medium,,,,"Association, Cannabis, Non Profit","Santa Cruz, California, United States",
Next AI,https://www.crunchbase.com/organization/nextai,,Private,Non-profit,11-50,,Venture - Series Unknown,2017-01-25,Accelerator,2016-01-01,year,Active,,"Convertible Note, Crowdfunding, Debt, Early Stage Venture, Grant, Private Equity, Seed, Venture",1,1,,5150000,USD,5150000,5150000,USD,5150000,Venture - Series Unknown,5150000,USD,5150000,5150000,USD,5150000,"Scotiabank, Magna International, BDC Venture Capital, RBC Capital",4,,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Information Technology, Other, Science and Engineering, Social Impact, Software",,,,,,"Artificial Intelligence (AI), Hardware, Information Technology, Machine Learning, Non Profit, Software, Training","Montréal, Quebec, Canada",89
American Forest Foundation,https://www.crunchbase.com/organization/american-forest-foundation,Growing,Private,Non-profit,101-250,Made Acquisitions,Grant,2024-08-07,,1981-01-01,year,Active,,,,2,,,,,,,,,,,,35000000,USD,35000000,"U.S. Department of Agriculture, International Paper",2,"Washington DC Metro Area, Southern US",Professional Services,,,,,,Environmental Consulting,"Washington, District of Columbia, United States",
Project HOPE,https://www.crunchbase.com/organization/project-hope,Growing,Private,Non-profit,501-1000,,Grant,2022-07-15,,1958-01-01,year,Active,,,1,2,,150000,USD,150000,,,,,,,,8950000,USD,8950000,"Health Resources and Services Administration, Kimberly-Clark Foundation",2,"Washington DC Metro Area, East Coast, Southern US","Community and Lifestyle, Health Care, Other, Social Impact",,Medium,,,,"Health Care, Humanitarian, Medical, Non Profit","Millwood, Virginia, United States",
VOC Automotive,https://www.crunchbase.com/organization/voc-automotive,Growing,Private,Non-profit,11-50,,Corporate Round,2024-06-21,,2019-10-19,day,Active,,,2,3,,15000000,INR,179469,15000000,INR,179469,Corporate Round,903940,USD,903940,903940,USD,903940,Corporate Warranties,1,Asia-Pacific (APAC),"Financial Services, Lending and Investments, Transportation",,High,,,,"Automotive, Trading Platform","Bengaluru, Karnataka, India",
Feeding America,https://www.crunchbase.com/organization/feeding-america,Growing,Private,Non-profit,251-500,,Grant,2023-06-30,,1979-01-01,year,Active,,,1,4,,,,,,,,,,,,15125000,USD,15125000,"Bank of America, Paychex, Elevance Health Foundation",3,"Greater Chicago Area, Great Lakes, Midwestern US","Other, Social Impact",,High,,,,Non Profit,"Chicago, Illinois, United States",1
wasted*,https://www.crunchbase.com/organization/wasted-426f,,Private,Non-profit,1-10,,Pre-Seed,2023-05-30,,2020-01-01,year,Active,,,3,3,Seed,,,,,,,Pre-Seed,13197480,USD,13197480,13197480,USD,13197480,"Collaborative Fund, High Street Partners, Day One Ventures, Third Sphere, Divergent Capital",8,"New England, Northeastern US",Sustainability,,,,,,"Organic, Sustainability, Waste Management","Burlington, Vermont, United States",
MXC,https://www.crunchbase.com/organization/mxc-foundation,Growing,Private,Non-profit,11-50,,Venture - Series Unknown,2024-02-26,,2016-01-01,year,Active,,,2,4,,10000000,USD,10000000,10000000,USD,10000000,Venture - Series Unknown,36350660,USD,36350660,36350660,USD,36350660,"IOSG Ventures, DWF Labs, Czhang's Digital Investment, JDI Ventures, Node Capital",6,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Software",,,,,,"Association, Cryptocurrency, Information Services, Information Technology, Software","Berlin, Berlin, Germany",
4-H,https://www.crunchbase.com/organization/4-h,Growing,Private,Non-profit,101-250,,Grant,2022-03-01,,1976-01-01,year,Active,,,1,2,,15000,USD,15000,,,,,,,,6015000,USD,6015000,"Spectrum, Google.org",2,"Washington DC Metro Area, East Coast, Southern US","Consumer Electronics, Education, Hardware, Other, Social Impact",,,,,,"Computer, Education, Non Profit","Chevy Chase, Maryland, United States",
Founders Pledge,https://www.crunchbase.com/organization/founders-pledge,Growing,Private,Non-profit,51-100,,Grant,2019-12-27,,2013-06-01,day,Active,,,4,5,,2622461,USD,2622461,,,,,,,,9415538,USD,9415538,"NEON Adventures, Jaan Tallinn, Blaine Vess, Christian Angermayer, Open Philanthropy",12,"Europe, Middle East, and Africa (EMEA)","Community and Lifestyle, Financial Services, Other, Social Impact",,,,,,"Charity, Communities, Financial Services, Non Profit, Social Entrepreneurship","London, England, United Kingdom",1
Thurgood Marshall College Fund,https://www.crunchbase.com/organization/thurgood-marshall-college-fund,,Private,Non-profit,11-50,,Grant,2023-10-09,,1987-01-01,year,Active,,,1,4,,5000000,USD,5000000,,,,,,,,14250000,USD,14250000,"Google, The Boeing Company, J.M. Huber Corporation",3,"Washington DC Metro Area, Southern US","Education, Software",,,,,,"E-Learning, Education, Higher Education","Washington, District of Columbia, United States",
Benefits Data Trust,https://www.crunchbase.com/organization/benefits-data-trust,Growing,Private,Non-profit,251-500,,Grant,2024-03-28,,2005-01-01,year,Active,,,1,3,,,,,,,,,,,,8000000,USD,8000000,"Mastercard, Google.org, Patrick J. McGovern Foundation, Rockefeller Foundation",4,"Greater Philadelphia Area, Great Lakes, Northeastern US","Other, Social Impact",,,,,,Non Profit,"Philadelphia, Pennsylvania, United States",
BetterWorld,https://www.crunchbase.com/organization/better-world-d84e,,Private,Non-profit,11-50,,Venture - Series Unknown,2024-05-21,,2013-09-13,day,Active,,,2,2,,7349999,USD,7349999,7349999,USD,7349999,Venture - Series Unknown,9349996,USD,9349996,9349996,USD,9349996,,,"East Coast, Southern US","Information Technology, Other, Social Impact, Software",,,,,,"Information Technology, Non Profit, Software","Charlottesville, Virginia, United States",
Signal Foundation,https://www.crunchbase.com/organization/signal-foundation,,Private,Non-profit,11-50,,Angel,2018-02-21,,2018-01-10,day,Active,,,2,1,Seed,50000000,USD,50000000,50000000,USD,50000000,Angel,50000000,USD,50000000,50000000,USD,50000000,Brian Acton,1,"San Francisco Bay Area, Silicon Valley, West Coast","Community and Lifestyle, Other, Social Impact",,,,,,"Communities, Non Profit","Mountain View, California, United States",
TechPoint,https://www.crunchbase.com/organization/techpoint,,Private,Non-profit,51-100,,Grant,2022-02-10,,1999-01-01,year,Active,,,1,5,,,,,2450000,USD,2450000,Venture - Series Unknown,8115000,USD,8115000,13815000,USD,13815000,"Elevate Ventures, Lilly Endowment",2,"Great Lakes, Midwestern US","Apps, Education, Hardware, Internet Services, Mobile, Software",,,,,,"Apps, Cloud Computing, EdTech, Education, Enterprise Software, Hardware, Mobile","Indianapolis, Indiana, United States",
Alberta Machine Intelligence Institute,https://www.crunchbase.com/organization/alberta-machine-intelligence-institute,Growing,Private,Non-profit,51-100,,Grant,2024-05-23,,2002-01-01,year,Active,,,2,4,,3125000,CAD,2275566,,,,,,,,38375566,USD,38375566,"Alberta Innovates, Google.org, Prairies Economic Development Canada, Government of Alberta",4,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), EdTech, Machine Learning","Edmonton, Alberta, Canada",
Itheum,https://www.crunchbase.com/organization/itheum,Growing,Private,Non-profit,11-50,,Seed,2022-03-17,,2017-03-01,day,Active,,,2,4,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,5975000,USD,5975000,5975000,USD,5975000,"ZBS CAPITAL, Morningstar Ventures, Elrond, Mechanism Capital, Skynet EGLD Capital",10,"Asia-Pacific (APAC), Australasia","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Health Care, Internet Services, Media and Entertainment, Other, Science and Engineering, Software",,,,,,"Analytics, Artificial Intelligence (AI), Big Data, Blockchain, Metaverse, Pharmaceutical, Web3","Sydney, New South Wales, Australia",
Vesta,https://www.crunchbase.com/organization/project-vesta,,Private,Non-profit,11-50,,Seed,2022-11-01,,2019-01-01,year,Active,,,3,2,Seed,,,,,,,Seed,,,,1600000,USD,1600000,"Elemental Excelerator, Additional Ventures",2,"San Francisco Bay Area, West Coast, Western US","Energy, Professional Services, Sustainability",,,,,,"Energy Storage, Environmental Consulting, Renewable Energy","San Francisco, California, United States",
Public Policy,https://www.crunchbase.com/organization/public-policy-holding,Growing,Private,Non-profit,11-50,Made Acquisitions,Venture - Series Unknown,2024-06-21,,2014-01-01,year,Active,,,1,7,,2902748,USD,2902748,2902748,USD,2902748,Venture - Series Unknown,16846079,USD,16846079,16846079,USD,16846079,,,"Washington DC Metro Area, Southern US","Government and Military, Sales and Marketing",,,,,,"Government, Public Relations","Washington, District of Columbia, United States",
Youth Business International,https://www.crunchbase.com/organization/youth-business-international,Growing,Private,Non-profit,11-50,,Grant,2018-10-02,,2008-01-01,year,Active,,,,1,,6000000,USD,6000000,,,,,,,,6000000,USD,6000000,Accenture,1,"Europe, Middle East, and Africa (EMEA)","Community and Lifestyle, Education, Internet Services, Media and Entertainment, Other, Professional Services, Social Impact",,,,,,"Association, Communities, Consulting, Education, Non Profit, Social Media","London, England, United Kingdom",1
UMOS,https://www.crunchbase.com/organization/umos,Growing,Private,Non-profit,1001-5000,,Grant,2023-02-24,,1965-01-01,year,Active,,,,2,,5100000,USD,5100000,,,,,,,,61986475,USD,61986475,"U.S. Department of Agriculture, Howard G. Buffett Foundation",2,"Great Lakes, Midwestern US","Health Care, Other, Social Impact",,,,,,"Health Care, Non Profit, Service Industry","Milwaukee, Wisconsin, United States",
Beyond12,https://www.crunchbase.com/organization/beyond12,,Private,Non-profit,11-50,Made Acquisitions,Grant,2016-02-26,,2009-01-01,year,Active,,,1,1,,250000,USD,250000,,,,,,,,250000,USD,250000,Google.org,1,"San Francisco Bay Area, West Coast, Western US","Education, Other, Social Impact",,,,,,"Association, Education, Non Profit, Training, Underserved Children","San Francisco, California, United States",
LifeArc,https://www.crunchbase.com/organization/lifearc,Growing,Private,Non-profit,251-500,,Grant,2023-01-24,Venture Capital,1992-01-01,year,Active,,Early Stage Venture,1,1,,1000000,EUR,1089003,,,,,,,,1000000,EUR,1089003,University College London (UCL),1,"Europe, Middle East, and Africa (EMEA)","Biotechnology, Health Care, Science and Engineering",,High,,,,"Biotechnology, Health Care, Medical","London, England, United Kingdom",15
Goodwill Industries of Arkansas,https://www.crunchbase.com/organization/goodwill-industries-of-arkansas,Growing,Private,Non-profit,10001+,,Grant,2024-08-26,,1927-01-01,year,Active,,,,2,,499950,USD,499950,,,,,,,,1249923,USD,1249923,"Arkansas department of human services, U.S. Department of Justice",2,Southern US,"Education, Other, Social Impact",,Medium,,,,"Non Profit, Training","Little Rock, Arkansas, United States",
PT SMI,https://www.crunchbase.com/organization/pt-sarana-multi-infrastruktur,Growing,Private,Non-profit,251-500,,Debt Financing,2023-09-13,,2009-01-01,year,Active,,,,1,,10650000000000,IDR,693303288,,,,,,,,10650000000000,IDR,693303288,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Financial Services, Government and Military, Other",,High,,,,"Financial Services, Government, Infrastructure","Jakarta, Jakarta Raya, Indonesia",
Source Network,https://www.crunchbase.com/organization/source-network-e79c,Growing,Private,Non-profit,11-50,,Seed,2023-11-30,,2021-01-01,year,Active,,,2,3,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,8000000,USD,8000000,8000000,USD,8000000,,,,"Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Internet Services, Other, Privacy and Security, Software",,Medium,,,,"Blockchain, Cyber Security, Data Management, Database, Developer Platform, Developer Tools, Privacy, Security, Software, Web3",,
New York Genome Center,https://www.crunchbase.com/organization/new-york-genome-center,,Private,Non-profit,101-250,,Grant,2019-05-23,,2011-01-01,year,Active,,,1,3,,125000000,USD,125000000,,,,,,,,131000000,USD,131000000,"Alfred P. Sloan Foundation, Simons Foundation, The Carson Family Charitable Trust",3,"Greater New York Area, East Coast, Northeastern US","Biotechnology, Health Care",,,,,,Genetics,"New York, New York, United States",1
Equinox,https://www.crunchbase.com/organization/equinox-c37e,,Private,Non-profit,101-250,,Grant,2023-02-15,,1947-01-01,year,Active,,,,1,,2194900,USD,2194900,,,,,,,,2194900,USD,2194900,New York State,1,"East Coast, Northeastern US","Community and Lifestyle, Other, Social Impact",,,,,,"Charity, Communities, Non Profit, Social","Albany, New York, United States",
"Department for Science, Innovation and Technology (DSIT)",https://www.crunchbase.com/organization/department-for-science-innovation-and-technology-dsit,Growing,Private,Non-profit,11-50,,Grant,2023-03-06,Government Office,2023-02-01,month,Active,,,,1,,370000000,GBP,444935611,,,,,,,,370000000,GBP,444935611,,,"Europe, Middle East, and Africa (EMEA)",Government and Military,,Medium,,,,Government,"London, England, United Kingdom",17
Ana G. Méndez University,https://www.crunchbase.com/organization/ana-g-méndez-university,,Private,Non-profit,1001-5000,,Grant,2024-08-01,,1949-01-01,year,Active,,,1,1,,6000000,USD,6000000,,,,,,,,6000000,USD,6000000,Sygnus Capital,1,Latin America,"Education, Other, Science and Engineering",,,,,,"Education, Higher Education, STEM Education, Universities","San Juan, NA - Puerto Rico, Puerto Rico",
Israel Innovation Authority,https://www.crunchbase.com/organization/israel-innovation-authority,Not Growing,Private,Non-profit,51-100,,,,Government Office,1965-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Government and Military, Information Technology",,High,,,,"Government, GovTech, Information Technology","Jerusalem, Yerushalayim, Israel",154
Risk Labs,https://www.crunchbase.com/organization/risk-labs,,Private,Non-profit,11-50,,Venture - Series Unknown,2020-07-29,,2017-01-01,year,Active,,,1,2,,,,,,,,Venture - Series Unknown,4000000,USD,4000000,4000000,USD,4000000,"Blockchain Capital, BoxGroup, Dragonfly, Two Sigma Ventures, Bain Capital Crypto",8,Great Lakes,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",,,,,,"Cryptocurrency, Finance","Ottawa, Ontario, Canada",
Methodist Le Bonheur Healthcare,https://www.crunchbase.com/organization/methodist,Growing,Private,Non-profit,10001+,,Grant,2021-07-01,,1918-01-01,year,Active,,,1,1,,1000000,USD,1000000,,,,,,,,1000000,USD,1000000,Health Resources and Services Administration,1,Southern US,Health Care,,,,,,"Health Care, Health Diagnostics, Hospital, Medical, Personal Health, Wellness","Memphis, Tennessee, United States",
ORIGYN Foundation,https://www.crunchbase.com/organization/origyn-foundation,Growing,Private,Non-profit,11-50,,Venture - Series Unknown,2021-11-23,,2020-01-01,year,Active,,,3,1,,20000000,USD,20000000,20000000,USD,20000000,Venture - Series Unknown,20000000,USD,20000000,20000000,USD,20000000,"Polychain, Ruttenberg Gordon Investments, Paris Hilton, Vectr, Carter Reum",7,"Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Information Technology, Other",,,,,,"Blockchain, Information Technology","Neuchâtel, Neuchatel, Switzerland",
Chinese Hospital,https://www.crunchbase.com/organization/chinese-hospital,Growing,Private,Non-profit,251-500,,Debt Financing,2022-01-27,,1925-01-01,year,Active,,,,1,,103000000,USD,103000000,,,,,,,,103000000,USD,103000000,Poppy Bank,1,"San Francisco Bay Area, West Coast, Western US","Health Care, Other, Social Impact",,High,,,,"Health Care, Hospital, Non Profit","San Francisco, California, United States",
Water.org,https://www.crunchbase.com/organization/water-org,Growing,Private,Non-profit,51-100,,Grant,2024-03-21,,1990-01-01,year,Active,,,2,4,,2100000,USD,2100000,,,,,,,,17250000,USD,17250000,"Cargill, Bezos Earth Fund, Kimberly-Clark Foundation",3,Midwestern US,"Community and Lifestyle, Financial Services, Natural Resources, Other, Social Impact",,High,,,,"Association, Communities, Finance, Non Profit, Water","Kansas City, Missouri, United States",
MCNC Ventures,https://www.crunchbase.com/organization/mcnc-ventures,,Private,Non-profit,101-250,,Grant,2023-06-16,Venture Capital,1980-01-01,year,Active,,,,1,,11200000,USD,11200000,,,,,,,,11200000,USD,11200000,National Telecommunications and Information Administration,1,"Research Triangle, East Coast, Southern US","Information Technology, Internet Services, Software",,,,,,"Cloud Computing, Information Technology, Web Hosting","Durham, North Carolina, United States",3
Luna Foundation Guard,https://www.crunchbase.com/organization/luna-foundation-guard,,Private,Non-profit,1-10,,Initial Coin Offering,2022-02-22,,2022-01-01,month,Active,,,,1,,1000000000,USD,1000000000,1000000000,USD,1000000000,Initial Coin Offering,1000000000,USD,1000000000,1000000000,USD,1000000000,"GSR, Three Arrows Capital, Jump Crypto, Tribe Capital, DeFiance Capital",6,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency","Singapore, Central Region, Singapore",
Vanderbilt University Medical Center,https://www.crunchbase.com/organization/vanderbilt-university-medical-center-bc37,Growing,Private,Non-profit,10001+,,Grant,2023-11-08,,1925-01-01,year,Active,,,,2,,,,,,,,,,,,7000000,USD,7000000,"Gordon and Betty Moore Foundation, Patient-Centered Outcomes Research Institute",2,Southern US,"Education, Health Care, Other",,Medium,,,,"Cosmetic Surgery, Education, Health Care, Medical, Universities","Nashville, Tennessee, United States",
Nigerian Ports Authority,https://www.crunchbase.com/organization/nigerian-ports-authority,,Private,Non-profit,11-50,,Debt Financing,2024-04-17,,1954-01-01,year,Active,,,,1,,700000000,USD,700000000,,,,,,,,700000000,USD,700000000,Citibank,1,"Europe, Middle East, and Africa (EMEA)","Government and Military, Transportation",,,,,,"Government, Ports and Harbors, Transportation","Lagos, Lagos, Nigeria",
Blue Federal Credit Union,https://www.crunchbase.com/organization/blue-federal-credit-union,Growing,Private,Non-profit,101-250,Made Acquisitions,Debt Financing,2024-01-02,,1951-01-01,day,Active,,,,1,,15000000,USD,15000000,,,,,,,,15000000,USD,15000000,,,Western US,"Financial Services, Lending and Investments",,Medium,,,,"Banking, Financial Services, Insurance","Cheyenne, Wyoming, United States",
Year Up,https://www.crunchbase.com/organization/year-up,,Private,Non-profit,251-500,,Grant,2024-06-26,,2000-01-01,year,Active,,,1,13,,,,,,,,,,,,10865000,USD,10865000,"AbbVie, Pluralsight, Nike, Salesforce, Google.org",8,"Greater Boston Area, East Coast, New England","Education, Other, Social Impact",,,,,,"Education, Non Profit, Training","Boston, Massachusetts, United States",
Communitech,https://www.crunchbase.com/organization/communitech,Growing,Private,Non-profit,51-100,Made Acquisitions,Seed,2016-07-21,Accelerator,1997-01-01,year,Active,,"Grant, Seed",3,1,Seed,1200000,USD,1200000,1200000,USD,1200000,Seed,1200000,USD,1200000,1200000,USD,1200000,,,Great Lakes,"Information Technology, Other, Social Impact",,High,,,,"Information Technology, Non Profit","Kitchener, Ontario, Canada",14
The Brookings Institution,https://www.crunchbase.com/organization/the-brookings-institution,Growing,Private,Non-profit,251-500,,Grant,2023-12-20,,1916-01-01,year,Active,,,2,3,,500000,USD,500000,,,,,,,,3690856,USD,3690856,"Patrick J. McGovern Foundation, Alfred P. Sloan Foundation",2,"Washington DC Metro Area, Southern US","Education, Government and Military, Other, Sales and Marketing, Social Impact",,,,,,"Education, Non Profit, Politics, Public Relations, Training","Washington, District of Columbia, United States",
Children's Healthcare Of Atlanta,https://www.crunchbase.com/organization/childrens-healthcare-of-atlanta,Growing,Private,Non-profit,5001-10000,,Grant,2023-08-25,,1997-01-01,year,Active,,,1,9,,115533,USD,115533,1491000,USD,1491000,Venture - Series Unknown,4333681,USD,4333681,4749214,USD,4749214,Hyundai Hope On Wheels,1,"Greater Atlanta Area, East Coast, Southern US","Community and Lifestyle, Health Care, Other, Social Impact",,Medium,,,,"Children, Health Care, Non Profit","Atlanta, Georgia, United States",
Communities Unlimited,https://www.crunchbase.com/organization/communities-unlimited,,Private,Non-profit,101-250,,Grant,2024-08-22,,1976-01-01,year,Active,,,,2,,92500,USD,92500,,,,,,,,1515353,USD,1515353,"Federal Home Loan Bank of Dallas, Community Development Financial Institutions Fund",2,Southern US,"Community and Lifestyle, Media and Entertainment, Other, Social Impact",,,,,,"Advice, Charity, Communities, Non Profit, Social Impact","Fayetteville, Arkansas, United States",
AltaOne Federal Credit Union,https://www.crunchbase.com/organization/altaone-federal-credit-union,Growing,Private,Non-profit,251-500,,Debt Financing,2024-07-01,,1947-01-01,year,Active,,,,2,,9500000,USD,9500000,,,,,,,,11978839,USD,11978839,Community Development Financial Institutions Fund,1,"West Coast, Western US","Financial Services, Lending and Investments, Other, Social Impact",,,,,,"Credit, Finance, Financial Services, Non Profit","Ridgecrest, California, United States",
SAFE,https://www.crunchbase.com/organization/safe-4fdc,,Private,Non-profit,101-250,,Grant,2024-06-14,,1984-01-01,year,Active,,,,1,,850000,USD,850000,,,,,,,,850000,USD,850000,Federal Home Loan Bank of Dallas,1,Southern US,"Community and Lifestyle, Health Care, Other, Social Impact",,,,,,"Children, Family, Non Profit, Wellness","Austin, Texas, United States",
Raasa Karts,https://www.crunchbase.com/organization/raasa-karts,,Private,Non-profit,1-10,,Pre-Seed,2022-09-17,,2022-03-01,day,Active,,,,1,Seed,75000,USD,75000,75000,USD,75000,Pre-Seed,75000,USD,75000,75000,USD,75000,Anupam Mittal,1,Asia-Pacific (APAC),"Apps, Design, Mobile, Software",,,,,,"Enterprise Resource Planning (ERP), Mobile Apps, Software, Web Design","Ghaziabad, Uttar Pradesh, India",
