Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
CAF,https://www.crunchbase.com/organization/caf-7431,,Private,For Profit,251-500,,Angel,2022-07-22,,2019-01-01,year,Active,,,,2,Seed,80000000,BRL,14551275,80000000,BRL,14551275,Angel,160000000,BRL,29098578,160000000,BRL,29098578,"Kevin Efrusy, Parallax Ventures, James ‘Jim’ Peck, Andrew Prozes, Andre Edelbrock",7,Latin America,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Other, Payments, Privacy and Security, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Cyber Security, Fraud Detection, Information Services, Information Technology, Professional Services, Security","Rio Grande Do Sul, Rio Grande do Sul, Brazil",
Oneflow,https://www.crunchbase.com/organization/oneflow,,Private,For Profit,101-250,,Angel,2020-01-23,,2012-01-01,year,Active,,,3,5,Seed,20000000,SEK,2098272,20000000,SEK,2098272,Angel,5620986,USD,5620986,5620986,USD,5620986,"Spintop Ventures, Bengt Nilsson, Johan Borendal, Mattias Ståhlgren, Lars Appelstål",5,"European Union (EU), Nordic Countries, Scandinavia","Administrative Services, Information Technology, Internet Services, Privacy and Security, Sales and Marketing, Software",,,,,,"Contact Management, E-Signature, Human Resources, Internet, SaaS, Sales, Software","Stockholm, Stockholms Lan, Sweden",
Heat,https://www.crunchbase.com/organization/heat-7fa2,,Private,For Profit,11-50,,Angel,2022-01-17,,2019-01-01,year,Active,,,3,2,Seed,5000000,USD,5000000,5000000,USD,5000000,Angel,5000000,USD,5000000,5000000,USD,5000000,"Antler, LVMH Luxury Ventures, Material V, Oliver Merkel, Michael Mitterlehner",8,"Europe, Middle East, and Africa (EMEA)","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",,,,,,"Consumer Goods, E-Commerce, Fashion, Retail, Shopping","London, England, United Kingdom",
hBits,https://www.crunchbase.com/organization/hbits,Growing,Private,For Profit,11-50,,Angel,2022-09-10,,2018-01-01,day,Active,,,2,3,Seed,200000000,INR,2510763,200000000,INR,2510763,Angel,200000000,INR,2510763,200000000,INR,2510763,"Arjun Vaidya, peercheque, Snow Leopard Technology Ventures, InCred Capital, Aakrit Vaish",15,Asia-Pacific (APAC),Real Estate,,Medium,,,,"Property Management, Real Estate","Mumbai, Maharashtra, India",
Feeld,https://www.crunchbase.com/organization/feeld,,Private,For Profit,51-100,,Angel,2015-10-18,,2014-01-01,year,Active,,,2,2,Seed,500000,USD,500000,500000,USD,500000,Angel,550555,USD,550555,550555,USD,550555,Haatch,1,"Europe, Middle East, and Africa (EMEA)","Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Platforms, Software",,,,,,"Dating, iOS, Mobile, Social Media, Software","London, England, United Kingdom",
OneBalance,https://www.crunchbase.com/organization/onebalance,,Private,For Profit,11-50,,Angel,2024-08-26,,2024-01-01,year,Active,,,3,1,Seed,5000000,USD,5000000,5000000,USD,5000000,Angel,5000000,USD,5000000,5000000,USD,5000000,"Nick Pai, cobie .., izebel eth, Harith Kamarul, Kevin Pang",22,,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Internet","George Town, Midland, Cayman Islands",
Supergoop,https://www.crunchbase.com/organization/supergoop,Growing,Private,For Profit,101-250,Was Acquired,Angel,2022-05-26,,2007-01-01,year,Active,,,1,7,M&A,,,,,,,Angel,6500000,USD,6500000,6500000,USD,6500000,"CircleUp, Elizabeth Street Ventures, Encore Consumer Capital, Cult Capital, Green Park & Golf Ventures",14,Southern US,"Consumer Goods, Health Care, Other",,,,,,"Beauty, Consumer, Cosmetics, Personal Health","San Antonio, Texas, United States",
HydroX AI,https://www.crunchbase.com/organization/hydrox-ai,Growing,Private,For Profit,1-10,,Angel,2023-11-06,,2023-01-01,year,Active,,,,1,Seed,4000000,USD,4000000,4000000,USD,4000000,Angel,4000000,USD,4000000,4000000,USD,4000000,"Qi Lu, Vitalbridge Capital, Atom Capital",3,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Cyber Security, Security","Palo Alto, California, United States",
Perpay,https://www.crunchbase.com/organization/perpay-inc,Growing,Private,For Profit,11-50,,Angel,2015-06-17,,2014-04-21,day,Active,,,3,2,Seed,2000000,USD,2000000,2000000,USD,2000000,Angel,2500000,USD,2500000,2500000,USD,2500000,,,"Greater Philadelphia Area, Great Lakes, Northeastern US","Financial Services, Payments",,,,,,"Finance, Financial Services, FinTech, Payments","Philadelphia, Pennsylvania, United States",
Timly.com,https://www.crunchbase.com/organization/timly,,Private,For Profit,11-50,,Angel,2021-11-09,,2020-04-17,day,Active,,,3,1,Seed,500000,CHF,548847,500000,CHF,548847,Angel,500000,CHF,548847,500000,CHF,548847,,,"Europe, Middle East, and Africa (EMEA)","Information Technology, Software",,,,,,"Information Technology, SaaS, Software","Zürich, Zurich, Switzerland",
Rivergame,https://www.crunchbase.com/organization/rivergame,,Private,For Profit,101-250,,Angel,2018-07-18,,2018-05-22,day,Active,,,1,1,Seed,3000000,CNY,446522,3000000,CNY,446522,Angel,3000000,CNY,446522,3000000,CNY,446522,Elex Technology,1,Asia-Pacific (APAC),"Gaming, Media and Entertainment",,,,,,"Gaming, Media and Entertainment, Video Games","Beijing, Beijing, China",
Vessel,https://www.crunchbase.com/organization/vesselhealth,,Private,For Profit,51-100,,Angel,2022-10-12,,2017-06-01,month,Active,,,4,8,Seed,1541347,USD,1541347,1541347,USD,1541347,Angel,22822347,USD,22822347,23022347,USD,23022347,"City Light Capital, Ben Franklin Technology Partners of Northeastern Pennsylvania, Centre Street Partners, Monogram Capital Partners, Boulder Food Group ('BFG')",20,"Greater San Diego Area, West Coast, Western US","Health Care, Mobile, Sports",,,,,,"Fitness, Health Care, mHealth, Wellness","San Diego, California, United States",
tEQuitable,https://www.crunchbase.com/organization/tequitable,,Private,For Profit,1-10,,Angel,2018-06-28,,2017-01-01,year,Active,,,2,4,Seed,,,,,,,Angel,2005000,USD,2005000,2005000,USD,2005000,"Y Combinator, Ulu Ventures, Kapor Capital, Motley Fool Ventures, Aspect Ventures",10,"San Francisco Bay Area, West Coast, Western US","Administrative Services, Health Care, Internet Services",,,,,,"Human Resources, Internet, Wellness","Oakland, California, United States",
Canvas,https://www.crunchbase.com/organization/canvas-7127,,Private,For Profit,1-10,,Angel,2022-01-28,,2020-01-01,year,Active,,,3,3,Seed,2000000,USD,2000000,2000000,USD,2000000,Angel,4200000,USD,4200000,4200000,USD,4200000,"Sequoia Capital, Abstract Ventures, Jack Altman, Scott Belsky, Kevin Hartz",47,"San Francisco Bay Area, West Coast, Western US","Data and Analytics, Design, Information Technology, Software",,,,,,"Analytics, Business Intelligence, Data Visualization, Software","San Francisco, California, United States",
Anteraja,https://www.crunchbase.com/organization/anteraja,Growing,Private,For Profit,5001-10000,,Angel,2022-04-14,,2019-01-01,year,Active,,,1,2,Seed,70550000000,IDR,4904772,70550000000,IDR,4904772,Angel,35904772,USD,35904772,35904772,USD,35904772,"International Finance Corporation, Garibaldi Thohir",2,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Transportation,,High,,,,"Delivery Service, Freight Service, Logistics, Shipping","Setiabudi, Jakarta Raya, Indonesia",
Fanvue,https://www.crunchbase.com/organization/fanvue,Growing,Private,For Profit,11-50,,Angel,2021-04-15,,2020-01-01,year,Active,,,2,1,Seed,1000000,USD,1000000,1000000,USD,1000000,Angel,1000000,USD,1000000,1000000,USD,1000000,,,"Europe, Middle East, and Africa (EMEA)","Advertising, Media and Entertainment, Video",,,,,,"Advertising Platforms, Content Creators, Film Production","London, England, United Kingdom",
Mindverse,https://www.crunchbase.com/organization/mindverse-0ce1,,Private,For Profit,11-50,,Angel,2022-06-08,,2022-01-01,month,Active,,,,1,Seed,7000000,USD,7000000,7000000,USD,7000000,Angel,7000000,USD,7000000,7000000,USD,7000000,"Sequoia Capital China, K2VC, Linear Venture",3,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Machine Learning, Software","Singapore, Central Region, Singapore",
Wecasa,https://www.crunchbase.com/organization/wecasa,,Private,For Profit,51-100,,Angel,2022-10-03,,2016-01-01,year,Active,,,4,4,Seed,150000,EUR,147504,150000,EUR,147504,Angel,24417110,USD,24417110,24417110,USD,24417110,"Serena, Isai, Blisce, Financiere Saint James, Pierre Kosciusko-Morizet",6,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Apps, Internet Services, Mobile, Real Estate, Software",,,,,,"Home Services, Internet, Mobile Apps","Paris, Ile-de-France, France",
Rencore,https://www.crunchbase.com/organization/rencore,Growing,Private,For Profit,51-100,,Angel,2024-03-20,,2015-04-14,day,Active,,,2,5,Seed,,,,,,,Angel,14689201,USD,14689201,14689201,USD,14689201,"Capnamic Ventures, Flixfounders, UVC Partners, New Forge, Christian Dahlen",8,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Apps, Information Technology, Internet Services, Privacy and Security, Professional Services, Software",,,,,,"Cloud Management, Cloud Security, Compliance, Enterprise Applications, Information Technology, Risk Management, SaaS, Software","Munich, Bayern, Germany",
Gentrace,https://www.crunchbase.com/organization/gentrace,,Private,For Profit,1-10,,Angel,2023-12-13,,2020-04-01,day,Active,,,3,3,Seed,250000,USD,250000,250000,USD,250000,Angel,6250000,USD,6250000,6250000,USD,6250000,,,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Developer Platform, Developer Tools, Generative AI, Infrastructure, Software","San Francisco, California, United States",
Simplicity,https://www.crunchbase.com/organization/simplicity-1ce6,,Private,For Profit,1-10,,Angel,2022-07-28,,2020-07-01,month,Active,,,2,3,Seed,,,,,,,Angel,9700000,USD,9700000,9700000,USD,9700000,"Venture to Future Fund, Zero One Hundred, D- Nice",3,"San Francisco Bay Area, West Coast, Western US","Apps, Information Technology, Internet Services, Platforms, Real Estate, Software",,,,,,"Apps, Information Technology, Internet of Things, Operating Systems, SaaS, Smart Cities","San Francisco, California, United States",
Juleo,https://www.crunchbase.com/organization/juleo,,Private,For Profit,11-50,,Angel,2024-08-05,,2023-01-01,year,Active,,,2,1,Seed,2500000,USD,2500000,2500000,USD,2500000,Angel,2500000,USD,2500000,2500000,USD,2500000,"Kunal Shah, Ramakant Sharma, Harsh Jain, Ruchi Deepak, Leo Puri",6,Asia-Pacific (APAC),"Information Technology, Internet Services",,,,,,"Information Technology, Internet","New Delhi, Delhi, India",
ZigPay,https://www.crunchbase.com/organization/zig-pay,,Private,For Profit,11-50,Made Acquisitions,Angel,2021-08-31,,2016-10-14,day,Active,,,4,2,Seed,40000000,BRL,7765785,40000000,BRL,7765785,Angel,40000000,BRL,7765785,40000000,BRL,7765785,"Edgard Corona, Unblock Ventures, Diogo Corona",3,Latin America,"Apps, Financial Services, Mobile, Payments, Software",,,,,,"Apps, Finance, FinTech, Mobile Payments, Payments","São Paulo, Sao Paulo, Brazil",
Umba,https://www.crunchbase.com/organization/umba,Growing,Private,For Profit,51-100,Made Acquisitions,Angel,2024-02-01,,2019-05-06,day,Active,,,2,5,Seed,,,,,,,Angel,17000000,USD,17000000,17000000,USD,17000000,"Everywhere Ventures, Costanoa Ventures, Ludlow Ventures, Tom Blomfield, Lux Capital",19,"Europe, Middle East, and Africa (EMEA)","Apps, Financial Services, Mobile, Other, Software",,Medium,,,,"Emerging Markets, Financial Services, FinTech, Mobile Apps","Nairobi, Nairobi Area, Kenya",
Galaxy Bot,https://www.crunchbase.com/organization/galaxy-bot,,Private,For Profit,,,Angel,2024-06-21,,,,Active,,,,2,Seed,700000000,CNY,96406782,700000000,CNY,96406782,Angel,700000000,CNY,96406782,700000000,CNY,96406782,"Meituan, Qiming Venture Partners, Iflytek, BlueRun Ventures, Matrix Partners China",10,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,,,,"Intelligent Systems, Manufacturing, Robotics","Beijing, Beijing, China",
Callmatic,https://www.crunchbase.com/organization/callmatic,,Private,,1-10,,Angel,2024-08-21,,,,Active,,,,1,Seed,8380000,INR,99871,8380000,INR,99871,Angel,8380000,INR,99871,8380000,INR,99871,"Abhishek Agarwal, Gaurav Nemade, Vineet Chirania, Sumit Gupta, Abhishek Jain",13,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Services","Bengaluru, Karnataka, India",
STAN A.I.,https://www.crunchbase.com/organization/stan-a-i,,Private,For Profit,11-50,,Angel,2021-03-09,,2019-01-01,year,Active,,,2,2,Seed,500000,USD,500000,500000,USD,500000,Angel,515000,USD,515000,515000,USD,515000,ventureLAB,1,Great Lakes,"Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Real Estate, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Mobile Apps, Property Management, Real Estate, Software","Toronto, Ontario, Canada",
EventBeep,https://www.crunchbase.com/organization/eventbeep,,Private,For Profit,11-50,,Angel,2022-01-07,,2017-01-01,day,Active,,,6,2,Seed,3000000,INR,40414,3000000,INR,40414,Angel,3000000,INR,40414,3000000,INR,40414,"Peyush Bansal, SucSEED Indovation, Aman Gupta, UIncept, Ashneer seth Grover",6,Asia-Pacific (APAC),"Events, Internet Services, Media and Entertainment",,,,,,"Events, Internet, Online Portals","Pune, Maharashtra, India",
GIBots,https://www.crunchbase.com/organization/gibots,Growing,Private,For Profit,11-50,,Angel,2023-02-28,,2019-08-10,day,Active,,,1,1,Seed,41300000,INR,499784,41300000,INR,499784,Angel,41300000,INR,499784,41300000,INR,499784,"Subramaniam Ramadorai, Neeraj Srivastava",2,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning, Robotics, Software","Pune, Maharashtra, India",
Pluckk,https://www.crunchbase.com/organization/pluckk,Growing,Private,For Profit,11-50,Made Acquisitions,Angel,2023-08-10,,2021-01-01,year,Active,,,,2,Seed,,,,,,,Angel,5000000,USD,5000000,5000000,USD,5000000,"Exponentia Ventures, Kareena Kapoor Khan",2,Asia-Pacific (APAC),"Commerce and Shopping, Food and Beverage",,High,,,,"Food and Beverage, Fruit, Retail","Mahalaxmi, Maharashtra, India",
peerspree,https://www.crunchbase.com/organization/peerspree,,Private,For Profit,1-10,,Angel,2024-03-30,,2024-02-01,day,Active,,,1,2,Seed,400000,USD,400000,400000,USD,400000,Angel,800000,USD,800000,800000,USD,800000,,,"Greater New York Area, East Coast, Northeastern US","Hardware, Media and Entertainment, Software, Video",,,,,,"Hardware, Software, TV","New York, New York, United States",
SoulUp,https://www.crunchbase.com/organization/soulup,,Private,For Profit,11-50,,Angel,2023-03-12,,2021-01-01,year,Active,,,2,1,Seed,50000000,INR,609866,50000000,INR,609866,Angel,50000000,INR,609866,50000000,INR,609866,Namita Thapar,1,Asia-Pacific (APAC),Health Care,,,,,,"Health Care, Mental Health","Bengaluru, Karnataka, India",
Nethermind,https://www.crunchbase.com/organization/nethermind,Growing,Private,For Profit,101-250,,Angel,2020-04-28,,2017-08-10,day,Active,,,1,3,Seed,72500,GBP,90151,72500,GBP,90151,Angel,72500,GBP,90151,190151,USD,190151,,,"Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Developer APIs, Ethereum, Financial Services, FinTech, Retail","London, England, United Kingdom",
Hitchat AI,https://www.crunchbase.com/organization/hitchat-ai,,Private,For Profit,1-10,,Angel,2024-08-28,,2024-01-01,year,Active,,,,1,Seed,25000000,CZK,1117272,25000000,CZK,1117272,Angel,25000000,CZK,1117272,25000000,CZK,1117272,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Apps, Community and Lifestyle, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Mobile, Software",,,,,,"Digital Entertainment, Messaging, Mobile Apps, Social","Prague, Hlavni mesto Praha, Czech Republic",
A Pup Above,https://www.crunchbase.com/organization/a-pup-above,Growing,Private,For Profit,11-50,,Angel,2023-04-26,,2019-01-01,year,Active,,,2,1,Seed,5938911,USD,5938911,5938911,USD,5938911,Angel,5938911,USD,5938911,5938911,USD,5938911,"Marriott Family Office, Javier Marriott, Ruth Marriott",3,Southern US,"Community and Lifestyle, Food and Beverage, Transportation",,,,,,"Food and Beverage, Food Delivery, Pet","Austin, Texas, United States",
Avo,https://www.crunchbase.com/organization/avo-9a0c,,Private,For Profit,11-50,,Angel,2021-01-01,,2017-01-01,year,Active,,,3,4,Seed,,,,,,,Angel,4450000,USD,4450000,4450000,USD,4450000,"Y Combinator, Notable Capital, Heavybit, Crowberry Capital, Backbone Angels",9,"Greater Los Angeles Area, West Coast, Western US","Data and Analytics, Events, Hardware, Media and Entertainment, Software",,,,,,"Analytics, Big Data, Business Intelligence, Data Storage, Database, Developer APIs, Developer Tools, Enterprise Software, Events, SaaS","Walnut, California, United States",
Atoms,https://www.crunchbase.com/organization/atoms,,Private,For Profit,251-500,,Angel,2020-01-01,,2018-01-01,year,Active,,,2,2,Seed,,,,,,,Angel,8100000,USD,8100000,8100000,USD,8100000,"Kleiner Perkins, Shrug Capital, Evolution VC Partners, Audrey Capital, Initialized Capital",11,"Greater New York Area, East Coast, Northeastern US","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",,,,,,"E-Commerce, Fashion, Retail, Shoes","Brooklyn, New York, United States",
Siftery,https://www.crunchbase.com/organization/siftery,,Private,For Profit,11-50,Was Acquired,Angel,2016-03-01,,2012-01-01,year,Closed,,,2,4,M&A,,,,,,,Angel,4000000,USD,4000000,4050000,USD,4050000,"500 Global, Founders Fund, 8VC, Felicis, DNX Ventures",60,"San Francisco Bay Area, West Coast, Western US","Information Technology, Internet Services, Software",,,,,,"Information Technology, Internet, Software","San Francisco, California, United States",
bSafe,https://www.crunchbase.com/organization/bsafe,Growing,Private,For Profit,11-50,Was Acquired,Angel,2018-10-21,,2007-01-01,year,Active,,,3,6,M&A,10000000,NOK,1215584,10000000,NOK,1215584,Angel,5420584,USD,5420584,5420584,USD,5420584,"Sparebanken Vest, Trond Riiber Knudsen, HolbergFondene",3,"Greater Philadelphia Area, Great Lakes, Northeastern US","Data and Analytics, Internet Services, Mobile, Navigation and Mapping, Software",,,,,,"Location Based Services, Mobile, Software","Philadelphia, Pennsylvania, United States",
Keyhole,https://www.crunchbase.com/organization/keyhole,Growing,Private,For Profit,1-10,,Angel,2021-09-12,,2019-03-01,day,Active,,,3,3,Seed,5000000,DKK,794205,5000000,DKK,794205,Angel,8500000,DKK,1320683,11500000,DKK,1796070,Nordic Guarantee,1,"European Union (EU), Nordic Countries, Scandinavia","Financial Services, Information Technology, Real Estate",,High,,,,"FinTech, Information Technology, InsurTech, Rental Property","Copenhagen, Hovedstaden, Denmark",
PlusDental,https://www.crunchbase.com/organization/sunshine-smile,Growing,Private,For Profit,251-500,Was Acquired,Angel,2021-08-31,,2017-01-01,year,Active,Yes,,3,7,M&A,,,,,,,Angel,77000000,EUR,88038178,77000000,EUR,88038178,"HV Capital, Lakestar, Mario Götze, Kreos Capital, Saarbruecker 21",12,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Health Care,,Medium,,,,"Dental, Health Care","Berlin, Berlin, Germany",
Qidi Technology,https://www.crunchbase.com/organization/qidi-technology-co,Growing,Private,For Profit,,,Angel,2022-09-16,,2014-01-01,year,Active,,,,1,Seed,100000000,CNY,14318852,100000000,CNY,14318852,Angel,100000000,CNY,14318852,100000000,CNY,14318852,"Meridian Capital Asia, Matrix Partners China, Joy Capital",3,Asia-Pacific (APAC),"Hardware, Information Technology, Manufacturing, Software",,,,,,"3D Printing, 3D Technology, Information Technology","Ruian, Zhejiang, China",
Fuego,https://www.crunchbase.com/organization/fuego-8b48,,Private,For Profit,11-50,,Angel,2024-01-09,,2019-01-01,year,Active,,,1,6,Seed,2500000,USD,2500000,2500000,USD,2500000,Angel,5670000,USD,5670000,5670000,USD,5670000,"Dorm Room Fund, New World Angels, Robin Hood Ventures",3,"Greater Miami Area, East Coast, Southern US","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",,,,,,"Consumer Goods, E-Commerce, Fashion, Retail, Shoes","Miami, Florida, United States",
