Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
​The Venue at Lenoir City,https://www.crunchbase.com/organization/the-venue-at-lenoir-city,,Private,For Profit,11-50,,,,,2017-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Southern US,"Community and Lifestyle, Content and Publishing, Events, Media and Entertainment, Real Estate",,,,,,"Coworking, Photography, Real Estate, Wedding","Lenoir City, Tennessee, United States",
​The Stor-Con Company,https://www.crunchbase.com/organization/the-stor-con-company,,Private,For Profit,1-10,,,,,1977-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Houston Area, Southern US","Administrative Services, Hardware, Media and Entertainment, Other, Software, Video",,,,,,"3D Technology, Animation, Commercial, Project Management","Houston, Texas, United States",
​The Mount Continuing Care Community,https://www.crunchbase.com/organization/the-mount-continuing-care-community,,Private,Non-profit,,,Grant,2023-05-30,,,,Active,,,,1,,,,,,,,,,,,,,,Employment and Social Development Canada (ESDC),1,,"Community and Lifestyle, Education, Health Care",,,,,,"Child Care, Children, Primary Education","Charlottetown, Prince Edward Island, Canada",
​The Gang Enforcement Company,https://www.crunchbase.com/organization/the-gang-enforcement-company,,Private,For Profit,1-10,,,,,2009-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US","Education, Professional Services",,,,,,"Consulting, Training","Orlando, Florida, United States",
​The Dignity in Direction Group,https://www.crunchbase.com/organization/the-dignity-in-direction-group,,Private,Non-profit,1-10,,,,,2010-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Houston Area, Southern US","Education, Internet Services, Professional Services",,,,,,"Consulting, Education, Employment, Online Portals","Houston, Texas, United States",
​The Art Appraisal Firm,https://www.crunchbase.com/organization/the-art-appraisal-firm,,Private,For Profit,1-10,,,,,1999-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Philadelphia Area, Great Lakes, Northeastern US","Information Technology, Media and Entertainment, Professional Services, Software",,,,,,"Advice, Art, Document Management, Risk Management","Elkins Park, Pennsylvania, United States",
​The Arc of Wayne,https://www.crunchbase.com/organization/the-arc-of-wayne,,Private,Non-profit,11-50,,,,,1964-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Northeastern US","Community and Lifestyle, Health Care, Other, Social Impact",,,,,,"Communities, Health Care, Non Profit","Newark, New York, United States",
​Tech Capacity,https://www.crunchbase.com/organization/tech-capacity,,Private,For Profit,1-10,,,,,2018-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Education, Information Technology, Software",,,,,,"Education, Information Technology, SaaS, Software","Kuala Lumpur, Kuala Lumpur, Malaysia",
​TakTosh Co.,https://www.crunchbase.com/organization/taktosh-co,,Private,For Profit,,,,,,2020-10-01,month,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), E-Learning, Education, Training","Nishinomiya, Toyama, Japan",
​T-Hangers,https://www.crunchbase.com/organization/t-hangers,,Private,For Profit,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Southern US,"Consumer Goods, Design, Manufacturing",,,,,,"Consumer Goods, Manufacturing, Product Design","Hondo, Texas, United States",
​Sutter Buttes Real Estate,https://www.crunchbase.com/organization/sutter-buttes-real-estate,,Private,For Profit,1-10,,,,,2005-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"West Coast, Western US","Financial Services, Real Estate",,,,,,"Finance, Real Estate, Residential","Yuba City, California, United States",
​Surrey Quality Care,https://www.crunchbase.com/organization/surrey-quality-care,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Health Care, Real Estate",,,,,,"Health Care, Home Health Care, Home Services","Harley, Surrey, United Kingdom",
​SuperCooler Technologies,https://www.crunchbase.com/organization/supercooler-technologies,,Private,For Profit,,,,,,2012-04-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"East Coast, Southern US",,,,,,,,"Maitland, Florida, United States",
​Sunrise ​Farms,https://www.crunchbase.com/organization/sunrise-farms-a5f4,,Private,For Profit,11-50,,,,,1992-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"Great Lakes, Midwestern US","Education, Events, Health Care, Media and Entertainment",,,,,,"Events, Therapeutics, Training","Saint Anne, Illinois, United States",
​Sungura,https://www.crunchbase.com/organization/sungura,,Private,For Profit,,,,,,2011-04-11,day,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Gaming, Media and Entertainment",,,,,,"Digital Entertainment, Media and Entertainment, Online Games","Tokyo, Tokyo, Japan",
​Summit Records Management,https://www.crunchbase.com/organization/summit-records-management,,Private,For Profit,11-50,,,,,1990-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, New England, Northeastern US","Information Technology, Professional Services, Software",,,,,,"Document Management, Management Consulting, Management Information Systems","Nashua, New Hampshire, United States",
​Sturges Electronics,https://www.crunchbase.com/organization/sturges-electronics,,Private,For Profit,11-50,,,,,1978-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Northeastern US","Commerce and Shopping, Consumer Electronics, Hardware, Manufacturing",,,,,,"Electronics, Manufacturing, Wholesale","Dryden, New York, United States",
​STC Traffic,https://www.crunchbase.com/organization/stc-traffic,,Private,For Profit,11-50,,,,,2007-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater San Diego Area, West Coast, Western US","Science and Engineering, Transportation",,,,,,"Civil Engineering, Transportation","Carlsbad, California, United States",
​SR Group Holdings,https://www.crunchbase.com/organization/sr-group-holdings,,Private,For Profit,11-50,,,,,2012-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"Asia-Pacific (APAC), Australasia",Financial Services,,,,,,"Financial Services, Insurance, Wealth Management","Sydney, New South Wales, Australia",
​Splenkid,https://www.crunchbase.com/organization/splenkid,,Private,For Profit,,,Pre-Seed,2018-01-01,,2018-01-01,year,Closed,,,,1,Seed,,,,,,,Pre-Seed,,,,,,,,,,"Apps, Internet Services, Mobile, Software",,,,,,"Mobile Apps, Productivity Tools, Social Network",,
​Specialized Delivery Service,https://www.crunchbase.com/organization/specialized-delivery-service,,Private,For Profit,11-50,,,,,2015-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Phoenix Area, Western US","Administrative Services, Transportation",,,,,,"Courier Service, Delivery Service, Logistics, Transportation","Scottsdale, Arizona, United States",
​Special Olympics Louisiana,https://www.crunchbase.com/organization/special-olympics-louisiana,,Private,Non-profit,11-50,,,,,1968-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Southern US,"Other, Social Impact, Sports",,,,,,"Non Profit, Outdoors, Sports","Covington, Louisiana, United States",
​Special Kids,https://www.crunchbase.com/organization/special-kids-5b22,,Private,Non-profit,11-50,,,,,1990-01-01,year,Active,,,2,,,,,,,,,,,,,,,,,,"Greater Houston Area, Southern US","Health Care, Other, Social Impact",,,,,,"Child Care, Non Profit, Social Impact","Pearland, Texas, United States",
​SPB,https://www.crunchbase.com/organization/screen-profiling,,Private,For Profit,1-10,,,,,2015-02-02,day,Active,,,,,,,,,,,,,,,,,,,,,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Advertising, Media and Entertainment, Sales and Marketing, Video",,,,,,"Advertising, Animation, Outdoor Advertising","Bergen, Hordaland, Norway",
​Southernbrook,https://www.crunchbase.com/organization/southernbrook,,Private,For Profit,11-50,,,,,1982-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)",Real Estate,,,,,,"Property Management, Real Estate, Residential","Chichester, West Sussex, United Kingdom",
​Solidworx Engineering,https://www.crunchbase.com/organization/solidworx-engineering,,Private,For Profit,11-50,,,,,2008-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Manufacturing, Science and Engineering",,,,,,"3D Printing, Manufacturing, Mechanical Engineering","Pretoria, NA - South Africa, South Africa",
​skyline Corporate Communications Group,https://www.crunchbase.com/organization/skyline-corporate-communications-group,,Private,For Profit,11-50,,,,,2018-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US","Advertising, Sales and Marketing",,,,,,Advertising,"New York, New York, United States",
​Skyline Advisors,https://www.crunchbase.com/organization/skyline-advisors,,Private,For Profit,1-10,,,,,2005-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Midwestern US,"Financial Services, Lending and Investments, Real Estate",,,,,,"Banking, Real Estate","Omaha, Nebraska, United States",
​SimVS,https://www.crunchbase.com/organization/simvs,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Northeastern US","Health Care, Manufacturing",,,,,,"Health Care, Health Diagnostics, Manufacturing, Medical Device","Glenmont, New York, United States",
​Silloway Networks,https://www.crunchbase.com/organization/silloway-networks,,Private,For Profit,11-50,,,,,2004-07-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"New England, Northeastern US","Information Technology, Privacy and Security",,,,,,"Cloud Security, Cyber Security, Information Technology","Rutland, Vermont, United States",
​Signature CPA's,https://www.crunchbase.com/organization/signature-cpa-s,,Private,For Profit,,,,,,1944-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Community and Lifestyle, Financial Services, Other, Professional Services",,,,,,"Accounting, Consulting, Financial Services, Retirement","El Cerrito, California, United States",
​SG Labs,https://www.crunchbase.com/organization/sg-labs,,Private,For Profit,1-10,,,,,2007-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Great Lakes, Midwestern US","Consumer Goods, Design, Professional Services",,,,,,"Consulting, Product Design, Toys","O'fallon, Illinois, United States",
​Seymour Biotech Company,https://www.crunchbase.com/organization/seymour-biotech-company,,Private,For Profit,11-50,,,,,1987-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Washington DC Metro Area, East Coast, Southern US","Agriculture and Farming, Manufacturing",,,,,,"Agriculture, Manufacturing","College Park, Maryland, United States",
​Service Desk,https://www.crunchbase.com/organization/service-desk-507f,,Private,For Profit,51-100,,,,,2009-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US","Information Technology, Real Estate, Software",,,,,,"Information Technology, Real Estate, Software","Sarasota, Florida, United States",
​Security Solutions,https://www.crunchbase.com/organization/security-solutions-47ce,,Private,For Profit,11-50,,,,,1991-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US","Manufacturing, Privacy and Security, Professional Services",,,,,,"Industrial, Management Consulting, Manufacturing, Security","Los Alamitos, California, United States",
​Secure E-waste management,https://www.crunchbase.com/organization/secure-e-waste-management,Growing,Private,For Profit,11-50,,,,,2015-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, Inland Empire, West Coast","Consumer Electronics, Hardware, Sustainability",,High,,,,"Electronics, Recycling, Waste Management","Chino, California, United States",
​Second Family,https://www.crunchbase.com/organization/second-family,,Private,Non-profit,101-250,,,,,1994-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Washington DC Metro Area, East Coast, Southern US","Community and Lifestyle, Health Care, Other, Social Impact",,,,,,"Charity, Child Care, Children, Non Profit","Lanham, Maryland, United States",
​SCA Environmental,https://www.crunchbase.com/organization/sca-environmental,,Private,For Profit,1-10,,,,,1992-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Professional Services,,,,,,Environmental Consulting,"San Francisco, California, United States",
​Route Seven Automotive,https://www.crunchbase.com/organization/route-seven-automotive,,Private,For Profit,,,,,,2019-10-17,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Manufacturing, Professional Services, Transportation",,,,,,"Automotive, Consulting, Manufacturing","Kyoto, Kyoto, Japan",
​Rocmaura,https://www.crunchbase.com/organization/rocmaura,,Private,Non-profit,11-50,,,,,1972-12-16,day,Active,,,,,,,,,,,,,,,,,,,,,,"Community and Lifestyle, Health Care",,,,,,"Communities, Health Care, Nursing and Residential Care","Saint John, New Brunswick, Canada",
​RJR Consulting,https://www.crunchbase.com/organization/rjr-consulting,,Private,For Profit,1-10,,,,,2002-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Great Lakes, Midwestern US","Administrative Services, Biotechnology, Professional Services, Science and Engineering",,,,,,"Consulting, Document Preparation, Life Science","New Albany, Ohio, United States",
​Rise Buy,https://www.crunchbase.com/organization/rise-buy,,Private,For Profit,,,,,,2019-05-01,day,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Education, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Education, Social Recruiting, Training","Minato, Chiba, Japan",
​Rife Machine USA,https://www.crunchbase.com/organization/rife-machine-usa,,Private,For Profit,251-500,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Southern US,,,,,,,,"California, Kentucky, United States",
​ReNu Life,https://www.crunchbase.com/organization/renu-life,,Private,For Profit,101-250,,,,,1998-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US",Health Care,,,,,,"Health Care, Hospital, Medical, Rehabilitation","Goldsboro, North Carolina, United States",
​Regenics,https://www.crunchbase.com/organization/regenics-452e,,Private,For Profit,11-50,,,,,2019-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US","Food and Beverage, Health Care",,,,,,"Dietary Supplements, Health Care, Wellness","Tarzana, California, United States",
​Redman Fleet Services,https://www.crunchbase.com/organization/redman-fleet-services,,Private,For Profit,51-100,,,,,1977-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Washington DC Metro Area, East Coast, Southern US",Transportation,,,,,,"Automotive, Fleet Management, Transportation","Alexandria, Virginia, United States",
​Red Bridge Consulting Group,https://www.crunchbase.com/organization/red-bridge-consulting-group,,Private,For Profit,11-50,,,,,2009-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US","Administrative Services, Professional Services",,,,,,"Consulting, Recruiting, Staffing Agency","Charlotte, North Carolina, United States",
​Reacta Biotech,https://www.crunchbase.com/organization/reacta-biotech,,Private,For Profit,1-10,,Venture - Series Unknown,2021-07-14,,2013-06-01,day,Active,,,2,3,,2900000,GBP,4018390,2900000,GBP,4018390,Venture - Series Unknown,4150000,GBP,5556091,4150000,GBP,5556091,"Development Bank of Wales, Praetura Ventures, Perscitus LLP, Acceleris Capital, Jon Moulton’s family office",6,"Europe, Middle East, and Africa (EMEA)","Health Care, Manufacturing",,,,,,"Manufacturing, Pharmaceutical","Manchester, Manchester, United Kingdom",
​RCC & Associates,https://www.crunchbase.com/organization/rcc-associates-3b34,,Private,For Profit,1-10,,,,,2002-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Atlanta Area, East Coast, Southern US","Financial Services, Professional Services",,,,,,"Accounting, Finance, Financial Services, Insurance","Stockbridge, Georgia, United States",
​Quality Automotive Services,https://www.crunchbase.com/organization/quality-automotive-services,,Private,For Profit,,Was Acquired,,,,2001-01-01,year,Active,,,,,M&A,,,,,,,,,,,,,,,,"East Coast, Southern US","Energy, Natural Resources",,,,,,Oil and Gas,"Charlotte, North Carolina, United States",
​Quadrant Consulting,https://www.crunchbase.com/organization/quadrant-consulting,,Private,For Profit,11-50,,,,,1995-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,Western US,"Data and Analytics, Professional Services, Science and Engineering",,,,,,"Civil Engineering, Consulting, Test and Measurement","Boise, Idaho, United States",
​Qoom Networks,https://www.crunchbase.com/organization/qoom-networks,,Private,For Profit,,,Seed,2020-01-11,,,,Active,,,,1,Seed,,,,,,,Seed,,,,,,,Strong Ventures,1,Asia-Pacific (APAC),"Internet Services, Media and Entertainment, Video",,,,,,"Broadcasting, Media and Entertainment, Online Portals","Seocho, Seoul-t'ukpyolsi, South Korea",
​Prisma Group,https://www.crunchbase.com/organization/prisma-group-40b7,,Private,For Profit,1-10,,,,,2011-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Research Triangle, East Coast, Southern US","Education, Professional Services",,,,,,"Business Development, Consulting, Recruiting, Training","Raleigh, North Carolina, United States",
​Prime Irrigation,https://www.crunchbase.com/organization/prime-irrigation,,Private,For Profit,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Agriculture and Farming, Commerce and Shopping, Real Estate",,,,,,"Agriculture, Landscaping, Retail","Darsham, Suffolk, United Kingdom",
​Prescott Investor Services,https://www.crunchbase.com/organization/prescott-investor-services,,Private,For Profit,,,,,,1989-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Western US,"Financial Services, Other",,,,,,"Asset Management, Financial Services, Professional Services, Wealth Management","Prescott, Arizona, United States",
​Portal,https://www.crunchbase.com/organization/portal-64eb,,Private,Non-profit,11-50,,,,,1965-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"Great Lakes, Midwestern US","Other, Social Impact, Sports",,,,,,"Non Profit, Recreation, Service Industry","Grafton, Wisconsin, United States",
​Pocket Shot,https://www.crunchbase.com/organization/pocket-shot,,Private,For Profit,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Greater Atlanta Area, East Coast, Southern US",Commerce and Shopping,,,,,,"E-Commerce, Retail","Marietta, Georgia, United States",
​Pict Offshore,https://www.crunchbase.com/organization/pict-offshore,,Private,For Profit,11-50,,,,,2019-04-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Manufacturing",,,,,,"Industrial, Wholesale","Inverkeithing, Fife, United Kingdom",
​Pauley Equipment Company,https://www.crunchbase.com/organization/pauley-equipment,,Private,For Profit,11-50,,,,,1983-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater San Diego Area, West Coast, Western US","Commerce and Shopping, Other, Transportation",,,,,,"Automotive, Commercial, Rental","Vista, California, United States",
​Pathways Transition Programs,https://www.crunchbase.com/organization/pathways-transition-programs,,Private,For Profit,51-100,,,,,1991-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Atlanta Area, East Coast, Southern US",Health Care,,,,,,"Health Care, Mental Health","Decatur, Georgia, United States",
​Pamlico Animal Hospital,https://www.crunchbase.com/organization/pamlico-animal-hospital,,Private,For Profit,11-50,,,,,1978-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US",Health Care,,,,,,"Health Care, Hospital, Medical, Veterinary","Washington, North Carolina, United States",
​Palooka,https://www.crunchbase.com/organization/palooka,,Private,For Profit,1-10,,,,,2011-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Houston Area, Southern US","Commerce and Shopping, Content and Publishing, Media and Entertainment, Other",,,,,,"Books, E-Commerce, Publishing, Subscription Service","Missouri City, Texas, United States",
​Pacific Alpine Guides,https://www.crunchbase.com/organization/pacific-alpine-guides,,Private,For Profit,11-50,,,,,2011-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"West Coast, Western US","Sports, Travel and Tourism",,,,,,"Adventure Travel, Outdoors, Skiing, Sports","Winthrop, Washington, United States",
​P. Winther Jespersen,https://www.crunchbase.com/organization/p-winther-jespersen,,Private,For Profit,51-100,,,,,1945-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia","Manufacturing, Natural Resources, Real Estate, Science and Engineering",,,,,,"Construction, Mechanical Engineering, Timber, Wood Processing","Copenhagen, Hovedstaden, Denmark",
​Oxford Vacmedix,https://www.crunchbase.com/organization/oxford-vacmedix,,Private,For Profit,1-10,,Series A,2018-03-06,,2012-01-01,year,Active,,,1,2,Early Stage Venture,12500000,USD,12500000,12500000,USD,12500000,Series A,12500000,USD,12500000,12500000,USD,12500000,"Oxford University Innovation, Cancer Rop",2,"Europe, Middle East, and Africa (EMEA)",Health Care,,,,,,"Health Care, Pharmaceutical, Therapeutics","Oxford, Oxfordshire, United Kingdom",
​Overlake Dentistry,https://www.crunchbase.com/organization/overlake-dentistry,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Greater Seattle Area, West Coast, Western US",Health Care,,,,,,"Dental, Health Care, Personal Health","Redmond, Washington, United States",
​Outside Works,https://www.crunchbase.com/organization/outside-works,,Private,For Profit,11-50,,,,,2006-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Administrative Services, Professional Services, Real Estate, Sports",,,,,,"Building Maintenance, Consulting, Facilities Support Services, Outdoors","Gondomar, Porto, Portugal",
​Origo,https://www.crunchbase.com/organization/origo-74c1,,Private,For Profit,11-50,,,,,2015-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US","Apps, Financial Services, Media and Entertainment, Software",,,,,,"Apps, Digital Media, Finance, Financial Services, Media and Entertainment","New York, New York, United States",
​Ordnance Test Solutions,https://www.crunchbase.com/organization/ordnance-test-solutions,,Private,For Profit,11-50,,,,,2004-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Government and Military, Information Technology, Manufacturing, Professional Services",,,,,,"Consulting, Industrial, Military","Hexham, Northumberland, United Kingdom",
​Orange Square,https://www.crunchbase.com/organization/orange-square-2370,,Private,For Profit,11-50,,Corporate Round,2024-07-11,,2013-01-01,year,Active,,,,2,,,,,,,,Corporate Round,10000000000,KRW,7433748,10000000000,KRW,7433748,"Korea Investment Partners, Mirae Asset Venture Investment, IMM Investment, JYP, Now IB",5,Asia-Pacific (APAC),"Apps, Financial Services, Mobile, Payments, Software",,,,,,"Apps, Financial Services, FinTech, Mobile Payments, Prepaid Cards","Seoul, Seoul-t'ukpyolsi, South Korea",
​On the Live,https://www.crunchbase.com/organization/on-the-live,,Private,For Profit,,,,,,2020-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Education, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software, Video",,,,,,"E-Learning, Education, Video, Video Conferencing","Seoul, Seoul-t'ukpyolsi, South Korea",
​Omega Company,https://www.crunchbase.com/organization/omega-company,,Private,For Profit,251-500,,,,,1981-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Consumer Electronics, Hardware, Manufacturing",,,,,,"Electronics, Lighting, Manufacturing","Riyadh, Ar Riyad, Saudi Arabia",
​Ohbot,https://www.crunchbase.com/organization/ohbot,,Private,For Profit,1-10,,,,,2015-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Education, Hardware, Information Technology, Manufacturing, Science and Engineering, Software",,,,,,"Education, Information Technology, Manufacturing, Robotics","Gloucester, Gloucestershire, United Kingdom",
​Oakdene Capital,https://www.crunchbase.com/organization/oakdene-capital,,Private,For Profit,1-10,,,,,2019-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Philadelphia Area, Great Lakes, Northeastern US","Financial Services, Lending and Investments, Real Estate",,,,,,"Financial Services, Real Estate, Real Estate Investment, Venture Capital","Philadelphia, Pennsylvania, United States",
​O48 Property Management,https://www.crunchbase.com/organization/o48-property-management,,Private,For Profit,51-100,,,,,,,Active,,,2,,,,,,,,,,,,,,,,,,"Greater Phoenix Area, Western US","Financial Services, Professional Services, Real Estate",,,,,,"Consulting, Property Management, Real Estate, Real Estate Investment, Residential","Mesa, Arizona, United States",
​O2 Mining,https://www.crunchbase.com/organization/o2-mining,,Private,For Profit,51-100,,,,,2013-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Natural Resources, Professional Services",,,,,,"Consulting, Mining, Mining Technology","Ulaanbaatar, Ulaanbaatar, Mongolia",
​O-ride,https://www.crunchbase.com/organization/o-ride,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Commerce and Shopping, Community and Lifestyle, Travel and Tourism",,,,,,"Leisure, Rental, Travel","Singapore, Central Region, Singapore",
​NTS TECHNOLOGIES,https://www.crunchbase.com/organization/nts-technologies,,Private,For Profit,11-50,,,,,1993-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Hardware, Information Technology, Internet Services, Messaging and Telecommunications",,,,,,"Internet, Telecommunications, VoIP","Kowloon City, Kowloon, Hong Kong",
​North Country Press,https://www.crunchbase.com/organization/north-country-press,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, New England, Northeastern US","Content and Publishing, Media and Entertainment, Sales and Marketing",,,,,,"Publishing, Sales","Unity, Maine, United States",
​North Central Fabricators,https://www.crunchbase.com/organization/north-central-fabricators,,Private,For Profit,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US","Design, Manufacturing, Other, Real Estate",,,,,,"Commercial, Foundries, Heating, Ventilation, and Air Conditioning (HVAC), Manufacturing, Product Design","Braham, Minnesota, United States",
​NoriSpace,https://www.crunchbase.com/organization/norispace,,Private,For Profit,11-50,,,,,2020-06-01,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Consulting, Information Technology","Seoul, Seoul-t'ukpyolsi, South Korea",
​Noble Savages Marketing,https://www.crunchbase.com/organization/noble-savages-marketing,,Private,For Profit,1-10,,,,,2014-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Southern US,"Internet Services, Sales and Marketing",,,,,,"Brand Marketing, Marketing, SEO","Austin, Texas, United States",
​No Bull Radio Network,https://www.crunchbase.com/organization/no-bull-radio-network,,Private,For Profit,1-10,,,,,2016-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Southern US,"Content and Publishing, Internet Services, Media and Entertainment, Music and Audio, Video",,,,,,"Broadcasting, Media and Entertainment, Music, Music Streaming, News","Karnes City, Texas, United States",
​New Columbus Co.,https://www.crunchbase.com/organization/new-columbus-co,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Events, Information Technology, Media and Entertainment, Other, Professional Services, Sales and Marketing, Software",,,,,,"Consulting, Events, Marketing, SNS, Technical Support","Kanagawa, Fukushima, Japan",
