Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
TerraPower,https://www.crunchbase.com/organization/terrapower,Growing,Private,For Profit,501-1000,,Series A,2022-08-15,,2006-01-01,year,Active,,,1,4,Early Stage Venture,750000000,USD,750000000,750000000,USD,750000000,Series A,750000000,USD,750000000,758550000,USD,758550000,"US Department of Energy, SK Group, CRV, Hedonova, Bill Gates",6,"Greater Seattle Area, West Coast, Western US","Energy, Science and Engineering, Sustainability",,Medium,,,,"Clean Energy, CleanTech, Energy, Nuclear","Bellevue, Washington, United States",
AVAIO Capital,https://www.crunchbase.com/organization/avaio-capital,,Private,For Profit,11-50,,Undisclosed,2019-01-28,,2019-01-01,month,Active,,,,1,,750000000,USD,750000000,750000000,USD,750000000,Undisclosed,750000000,USD,750000000,750000000,USD,750000000,,,"Greater New York Area, East Coast, Northeastern US","Financial Services, Real Estate",,,,,,"Construction, Financial Services, Real Estate, Real Estate Investment","New York, New York, United States",
Nice Tuan,https://www.crunchbase.com/organization/nice-tuan,,Private,For Profit,1-10,,Series D,2021-03-31,,2018-06-01,month,Closed,,,1,8,Late Stage Venture,750000000,USD,750000000,750000000,USD,750000000,Series D,1298610000,USD,1298610000,1298610000,USD,1298610000,"Alibaba Group, Qiming Venture Partners, CICC, Dragoneer Investment Group, CDH Investments",22,Asia-Pacific (APAC),"Commerce and Shopping, Consumer Goods, Food and Beverage, Transportation",,,,,,"Consumer Goods, E-Commerce, Food and Beverage, Warehousing","Beijing, Beijing, China",1
Moda Midstream,https://www.crunchbase.com/organization/moda-midstream,Growing,Private,For Profit,11-50,Was Acquired,Private Equity,2015-03-17,,2015-01-01,year,Active,,,3,1,M&A,750000000,USD,750000000,750000000,USD,750000000,Private Equity,750000000,USD,750000000,750000000,USD,750000000,EnCap Flatrock Midstream,1,"Greater Houston Area, Southern US","Energy, Manufacturing, Natural Resources, Transportation",,High,,,,"Energy, Energy Storage, Industrial, Logistics, Manufacturing, Oil and Gas","Houston, Texas, United States",
Suning Smart Life,https://www.crunchbase.com/organization/suning-smart-life,,Private,For Profit,501-1000,,Undisclosed,2019-05-20,,2018-01-01,year,Active,,,1,1,,750000000,USD,750000000,750000000,USD,750000000,Undisclosed,750000000,USD,750000000,750000000,USD,750000000,Suning Investment,1,Asia-Pacific (APAC),"Commerce and Shopping, Food and Beverage",,,,,,"Food and Beverage, Retail, Wholesale","Nanjing, Jiangsu, China",
Delta Hydrocarbons,https://www.crunchbase.com/organization/delta-hydrocarbons,,Private,For Profit,251-500,,Private Equity,2007-03-23,,2004-01-01,year,Active,,,,1,Private Equity,750000000,USD,750000000,750000000,USD,750000000,Private Equity,750000000,USD,750000000,750000000,USD,750000000,"3i Group, Upstream Ventures, Dyas BV",3,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Energy, Information Technology, Manufacturing, Natural Resources, Other, Science and Engineering",,,,,,"Advanced Materials, Energy, Oil and Gas, Technical Support","Utrecht, Utrecht, The Netherlands",
Airtable,https://www.crunchbase.com/organization/airtable,,Private,For Profit,501-1000,Made Acquisitions,Secondary Market,2022-07-01,,2013-01-01,year,Active,,,3,10,Late Stage Venture,,,,735000000,USD,735000000,Series F,1352600000,USD,1352600000,1352600000,USD,1352600000,"Thrive Capital, Silver Lake, Greenoaks, Franklin Templeton, T. Rowe Price",52,"San Francisco Bay Area, West Coast, Western US","Data and Analytics, Software",$10B+,,,,,"Database, Developer Tools, SaaS, Software","San Francisco, California, United States",1
Fenway Sports Group,https://www.crunchbase.com/organization/fenway-sports-group,Growing,Private,For Profit,11-50,,Private Equity,2021-03-31,,2001-01-01,year,Active,,,3,1,Private Equity,735000000,USD,735000000,735000000,USD,735000000,Private Equity,735000000,USD,735000000,735000000,USD,735000000,"LeBron James, RedBird Capital Partners, Maverick Carter, Sam Kennedy, Paul Wachter",5,"Greater Boston Area, East Coast, New England","Gaming, Sports",,Medium,,,,"eSports, Fantasy Sports, Sports","Boston, Massachusetts, United States",3
Vodafone AG & Co. KG,https://www.crunchbase.com/organization/arcor-2,,Private,For Profit,10001+,,Private Equity,2008-06-19,,1996-01-01,year,Active,,,,1,Private Equity,474000000,EUR,734495406,474000000,EUR,734495406,Private Equity,474000000,EUR,734495406,474000000,EUR,734495406,Vodafone,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Hardware,,,,,,Telecommunications,"Eschborn, Hessen, Germany",
Sichuan Airlines Group,https://www.crunchbase.com/organization/sichuan-airlines-group,Growing,Private,For Profit,10001+,,Corporate Round,2023-01-06,,2002-08-28,day,Active,,,,1,,5000000000,CNY,731154493,5000000000,CNY,731154493,Corporate Round,5000000000,CNY,731154493,5000000000,CNY,731154493,Wuliangye Yibin,1,Asia-Pacific (APAC),"Science and Engineering, Transportation",,,,,,"Aerospace, Air Transportation, Transportation","Sichuan, Gansu, China",
Forte,https://www.crunchbase.com/organization/forte-e22c,,Private,For Profit,101-250,Made Acquisitions,Series B,2021-11-12,,2019-02-01,month,Active,,,4,4,Early Stage Venture,725000000,USD,725000000,725000000,USD,725000000,Series B,910000000,USD,910000000,910000000,USD,910000000,"Animoca Brands, Andreessen Horowitz, Warner Music Group, Overwolf, Tiger Global Management",31,"San Francisco Bay Area, West Coast, Western US","Blockchain and Cryptocurrency, Gaming, Other, Software, Sports",,,,,,"Blockchain, Developer Platform, eSports, Gaming, Video Games","San Francisco, California, United States",5
Acrisure,https://www.crunchbase.com/organization/acrisure,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Debt Financing,2024-06-05,,2005-01-01,year,Active,,,2,8,M&A,1600000000,USD,1600000000,725000000,USD,725000000,Private Equity,6199000000,USD,6199000000,8724000000,USD,8724000000,"Partners Group, Abu Dhabi Investment Authority, Blackstone Group, BDT & MSD Partners, Guggenheim Investments",10,"Great Lakes, Midwestern US",Financial Services,,Medium,,,,"Financial Services, Insurance, InsurTech","Grand Rapids, Michigan, United States",
BlueHalo,https://www.crunchbase.com/organization/bluehalo-0cfe,,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2024-03-18,,2020-01-01,year,Active,,,1,1,Private Equity,723160139,USD,723160139,723160139,USD,723160139,Private Equity,723160139,USD,723160139,723160139,USD,723160139,,,"Washington DC Metro Area, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Government and Military, Hardware, Information Technology, Science and Engineering",,,,,,"Intelligent Systems, Military, Satellite Communication","Arlington, Virginia, United States",
Radiology Partners,https://www.crunchbase.com/organization/radiology-partners,,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2024-02-22,,2012-01-01,year,Active,,,2,8,Private Equity,720000000,USD,720000000,720000000,USD,720000000,Private Equity,1982095717,USD,1982095717,1982095717,USD,1982095717,"New Enterprise Associates, Future Fund, Starr Investment Holdings",3,"Greater Los Angeles Area, West Coast, Western US",Health Care,,,,,,"Health Care, Health Diagnostics, Hospital","El Segundo, California, United States",
Qontigo,https://www.crunchbase.com/organization/qontigo,Growing,Private,For Profit,501-1000,,Private Equity,2019-09-13,,2019-01-01,year,Active,,,1,1,Private Equity,720000000,USD,720000000,720000000,USD,720000000,Private Equity,720000000,USD,720000000,720000000,USD,720000000,General Atlantic,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Professional Services",,,,,,"Finance, Financial Services, Risk Management","Eschborn, Hessen, Germany",
Cricket Valley Energy Center,https://www.crunchbase.com/organization/cricket-valley-energy-center,,Private,For Profit,1001-5000,,Private Equity,2017-01-24,,2009-01-01,year,Active,,,,1,Private Equity,709000000,USD,709000000,709000000,USD,709000000,Private Equity,709000000,USD,709000000,709000000,USD,709000000,"BlackRock, TIAA, JERA, Development Bank of Japan",4,"Greater New York Area, East Coast, Northeastern US","Energy, Sustainability",,,,,,"Energy, Renewable Energy","Dover Plains, New York, United States",
Voyah,https://www.crunchbase.com/organization/voyah,Growing,Private,For Profit,1001-5000,,Series A,2022-11-18,,2019-04-01,month,Active,,,,1,Early Stage Venture,5000000000,CNY,702266918,5000000000,CNY,702266918,Series A,5000000000,CNY,702266918,5000000000,CNY,702266918,"Bank of China, Sunwoda Electronic, Industrial and Commercial Bank of China, Ganfeng Lithium, BOCOM International",10,Asia-Pacific (APAC),"Manufacturing, Transportation",,,,,,"Autonomous Vehicles, Electric Vehicle, Manufacturing","Wuhan, Hubei, China",
Lytx,https://www.crunchbase.com/organization/lytx-inc,Growing,Private,For Profit,501-1000,Was Acquired,Convertible Note,2018-12-01,,1998-02-01,day,Active,,,1,9,M&A,,,,700000000,USD,700000000,Private Equity,769000000,USD,769000000,769000000,USD,769000000,"Menlo Ventures, Insight Partners, JMI Equity, PSP Investments, HarbourVest Partners",13,"Greater San Diego Area, West Coast, Western US","Education, Media and Entertainment, Transportation, Video",,,,,,"Corporate Training, Fleet Management, Logistics, Transportation, Video","San Diego, California, United States",
Greenko Group,https://www.crunchbase.com/organization/greenko-group,Growing,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2023-03-02,,2004-01-01,year,Active,,,2,15,Private Equity,700000000,USD,700000000,700000000,USD,700000000,Private Equity,3777915878,USD,3777915878,6712752897,USD,6712752897,"Power Finance Corporation, JP Morgan, Deutsche Bank, Abu Dhabi Investment Authority, GIC",12,Asia-Pacific (APAC),"Energy, Natural Resources, Sustainability",,High,,,,"Clean Energy, Energy, Hydroelectric, Wind Energy","Hyderabad, Andhra Pradesh, India",
4Paradigm,https://www.crunchbase.com/organization/4paradigm,,Private,For Profit,1001-5000,,Series D,2021-01-22,,2014-01-01,year,Active,,,5,6,Late Stage Venture,700000000,USD,700000000,700000000,USD,700000000,Series D,1075261565,USD,1075261565,1075261565,USD,1075261565,"Cisco, Goldman Sachs, Sequoia Capital China, Mubadala, Bank of China",42,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Services, Machine Learning, Software","Beijing, Beijing, China",4
Fanatics,https://www.crunchbase.com/organization/fanatics,,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Private Equity,2022-12-06,,2002-01-01,year,Active,Yes,,6,11,M&A,700000000,USD,700000000,700000000,USD,700000000,Private Equity,4824999955,USD,4824999955,4899999955,USD,4899999955,"BlackRock, Alibaba Group, Fidelity, Bank of America, Andreessen Horowitz",27,"East Coast, Southern US","Commerce and Shopping, Manufacturing, Sports",,,,,,"eSports, Manufacturing, Retail, Sporting Goods, Sports","Jacksonville, Florida, United States",
STX Entertainment,https://www.crunchbase.com/organization/stx-entertainment,,Private,For Profit,51-100,"Made Acquisitions, Was Acquired",Private Equity,2019-03-11,,2014-03-01,month,Active,,,2,3,M&A,700000000,USD,700000000,700000000,USD,700000000,Private Equity,720000000,USD,720000000,720000000,USD,720000000,"TPG, Tencent, PCCW, Liberty Global, DNS Capital",9,"Greater Los Angeles Area, West Coast, Western US","Media and Entertainment, Music and Audio, Video",,,,,,"Digital Entertainment, Film Distribution, Film Production, Music, TV Production","Burbank, California, United States",
Wonder,https://www.crunchbase.com/organization/wonder-4,,Private,For Profit,1001-5000,Made Acquisitions,Venture - Series Unknown,2024-03-19,,2018-01-01,year,Active,,,2,5,,700000000,USD,700000000,700000000,USD,700000000,Venture - Series Unknown,1550000000,USD,1550000000,1650000000,USD,1650000000,"General Catalyst, Yieldstreet, Accel, Google Ventures, New Enterprise Associates",20,"Greater New York Area, East Coast, Northeastern US","Commerce and Shopping, Food and Beverage, Other, Transportation",$1M to $10M,,,,,"Consumer, E-Commerce, Food and Beverage, Food Delivery, Restaurants","New York, New York, United States",
Peregrine Energy,https://www.crunchbase.com/organization/peregrine-energy,Growing,Private,For Profit,11-50,,Private Equity,2023-08-29,,2022-01-01,year,Active,,,1,2,Private Equity,700000000,USD,700000000,700000000,USD,700000000,Private Equity,700000000,USD,700000000,700000000,USD,700000000,AB CarVal Investors,1,"Greater Denver Area, Western US","Energy, Manufacturing, Professional Services",,High,,,,"Consulting, Energy, Manufacturing","Boulder, Colorado, United States",
REEF,https://www.crunchbase.com/organization/reef-technology,,Private,For Profit,10001+,Made Acquisitions,Private Equity,2020-11-03,,2013-01-01,year,Active,,,4,3,Private Equity,700000000,USD,700000000,700000000,USD,700000000,Private Equity,1501900000,USD,1501900000,1501900000,USD,1501900000,"SoftBank, Oaktree Capital Management, Mubadala Capital Ventures, Target Global, SoftBank Vision Fund",7,"Greater Miami Area, East Coast, Southern US","Apps, Commerce and Shopping, Food and Beverage, Internet Services, Software, Transportation",,,,,,"Apps, E-Commerce Platforms, Food Delivery, Last Mile Transportation, Parking","Miami, Florida, United States",2
Kavak,https://www.crunchbase.com/organization/kavak,,Private,For Profit,1001-5000,Made Acquisitions,Debt Financing,2022-09-15,,2016-01-01,year,Active,,,3,7,Late Stage Venture,810000000,USD,810000000,700000000,USD,700000000,Series E,1583250000,USD,1583250000,2393250000,USD,2393250000,"HSBC, SoftBank, General Catalyst, Goldman Sachs, Greenoaks",28,Latin America,"Commerce and Shopping, Internet Services, Transportation",,,,,,"Automotive, E-Commerce, E-Commerce Platforms, Online Portals","Mexico City, Distrito Federal, Mexico",1
Southern Water,https://www.crunchbase.com/organization/southern-water,,Private,For Profit,1001-5000,Was Acquired,Private Equity,2023-08-11,,1989-01-01,year,Active,,,,1,M&A,550000000,GBP,698169780,550000000,GBP,698169780,Private Equity,550000000,GBP,698169780,550000000,GBP,698169780,Macquarie Asset Management,1,"Europe, Middle East, and Africa (EMEA)","Natural Resources, Other, Sustainability",,,,,,"Commercial, Water, Water Purification","Worthing, West Sussex, United Kingdom",
MediaPro,https://www.crunchbase.com/organization/mediapro-de33,,Private,For Profit,5001-10000,"Made Acquisitions, Was Acquired",Venture - Series Unknown,2021-11-23,,1994-01-01,year,Active,,,4,1,M&A,620000000,EUR,697282622,620000000,EUR,697282622,Venture - Series Unknown,620000000,EUR,697282622,620000000,EUR,697282622,Orient Capital,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Media and Entertainment, Video",,,,,,"Film Production, Information Technology, Media and Entertainment","Barcelona, Catalonia, Spain",
BGL Group,https://www.crunchbase.com/organization/bgl-group-peterborough-united-kingdom,,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2017-11-01,,1991-01-01,year,Active,,,1,1,Private Equity,525000000,GBP,695968948,525000000,GBP,695968948,Private Equity,525000000,GBP,695968948,525000000,GBP,695968948,CPP Investments,1,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,,,,,"Finance, Financial Exchanges, Financial Services, FinTech, Insurance, Wealth Management","Peterborough, Peterborough, United Kingdom",
Huakong Power,https://www.crunchbase.com/organization/huakong-power,,Private,For Profit,,,Venture - Series Unknown,2024-03-26,,2020-01-01,year,Active,,,,1,,5000000000,CNY,692645490,5000000000,CNY,692645490,Venture - Series Unknown,5000000000,CNY,692645490,5000000000,CNY,692645490,"Tamarace, Qingwang Capital",2,Asia-Pacific (APAC),"Energy, Manufacturing, Natural Resources, Sustainability",,,,,,"Energy, Energy Storage, Manufacturing, Wind Energy","Guangzhou, Guangdong, China",
Hozon,https://www.crunchbase.com/organization/hozon,Growing,Private,For Profit,1001-5000,Made Acquisitions,Venture - Series Unknown,2024-04-15,,2014-01-01,year,Active,,,,11,,5000000000,CNY,690798563,5000000000,CNY,690798563,Venture - Series Unknown,26252000000,CNY,3851259080,26372000000,CNY,3868470784,"Contemporary Amperex Technology, Qihoo 360 Technology, BAIC BluePark, Shenzhen Capital Group, Hongli Zhihui Group",19,Asia-Pacific (APAC),"Manufacturing, Transportation",,Medium,,,,"Automotive, Electric Vehicle, Manufacturing","Shanghai, Shanghai, China",
Coda Payments,https://www.crunchbase.com/organization/coda-payments,Growing,Private,For Profit,251-500,Made Acquisitions,Series C,2022-04-11,,2011-01-01,year,Active,,,2,8,Late Stage Venture,690000000,USD,690000000,690000000,USD,690000000,Series C,715200000,USD,715200000,715250000,USD,715250000,"MDI Ventures, Insight Partners, CyberAgent Capital, GIC, Golden Gate Ventures",14,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Financial Services, Gaming, Media and Entertainment, Mobile, Payments",,High,,,,"Digital Entertainment, Digital Media, FinTech, Gaming, Mobile, Payments","Singapore, Central Region, Singapore",
Hefei Gas,https://www.crunchbase.com/organization/hefei-gas,,Private,For Profit,51-100,,Private Equity,2022-07-13,,1995-01-01,year,Active,,,,1,Private Equity,4634000000,CNY,689716761,4634000000,CNY,689716761,Private Equity,4634000000,CNY,689716761,4634000000,CNY,689716761,China Resources Gas Group,1,Asia-Pacific (APAC),"Energy, Manufacturing, Natural Resources, Science and Engineering",,,,,,"Chemical, Manufacturing, Oil and Gas","Hefei, Anhui, China",
Metro Pacific Hospital Holdings,https://www.crunchbase.com/organization/metro-pacific-hospital-holdings,,Private,For Profit,10001+,Made Acquisitions,Private Equity,2019-10-15,,2007-01-01,year,Active,,,,1,Private Equity,685000000,USD,685000000,685000000,USD,685000000,Private Equity,685000000,USD,685000000,685000000,USD,685000000,"Kohlberg Kravis Roberts, GIC",2,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Health Care,,,,,,"Health Care, Hospital","Makati, Manila, Philippines",
Shandong Hengsheng Graphite Technology,https://www.crunchbase.com/organization/shandong-hengsheng-graphite-technology,,Private,,501-1000,,Venture - Series Unknown,2023-09-26,,2014-01-01,year,Active,,,,1,,5000000000,CNY,683835497,5000000000,CNY,683835497,Venture - Series Unknown,5000000000,CNY,683835497,5000000000,CNY,683835497,"Galaxy Venture Capital, Kaiyuan Securities, Enlight Growth Partners, Orient Securities Capital Investment, Grinm Semiconductor Materials Co.",6,Asia-Pacific (APAC),Manufacturing,,,,,,"Machinery Manufacturing, Manufacturing","Jining, Shandong, China",
Naver Financial Corp.,https://www.crunchbase.com/organization/naver-financial-corp,Growing,Private,For Profit,101-250,,Corporate Round,2019-12-13,,2019-11-01,month,Active,,,1,1,,800000000000,KRW,681053931,800000000000,KRW,681053931,Corporate Round,800000000000,KRW,681053931,800000000000,KRW,681053931,Mirae Asset Securities,1,Asia-Pacific (APAC),Financial Services,,Medium,,,,Financial Services,"Seongnam, Kyonggi-do, South Korea",5
Sorare,https://www.crunchbase.com/organization/sorare,Growing,Private,For Profit,101-250,,Series B,2021-09-20,,2018-12-01,day,Active,,,2,4,Early Stage Venture,680000000,USD,680000000,680000000,USD,680000000,Series B,739245791,USD,739245791,739245791,USD,739245791,"SoftBank, Eurazeo, Accel, Bessemer Venture Partners, Seedcamp",48,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Financial Services, Gaming, Other, Payments, Software, Sports",,,,,,"Blockchain, Cryptocurrency, Fantasy Sports, Gaming, Soccer","Paris, Ile-de-France, France",
SambaNova Systems,https://www.crunchbase.com/organization/sambanova-systems,Growing,Private,For Profit,251-500,,Secondary Market,2023-10-01,,2017-01-01,year,Active,,,3,7,Late Stage Venture,,,,676000000,USD,676000000,Series D,1141254686,USD,1141254686,1141254686,USD,1141254686,"BlackRock, Google Ventures, IPOSharks, Intel Capital, GIC",11,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",$1B to $10B,,,,,"Analytics, Artificial Intelligence (AI), Machine Learning, Semiconductor, Software","Palo Alto, California, United States",
The Boring Company,https://www.crunchbase.com/organization/the-boring-company,Growing,Private,For Profit,51-100,,Secondary Market,2023-10-23,,2016-12-17,day,Active,,,1,4,Late Stage Venture,,,,675000000,USD,675000000,Series C,908000000,USD,908000000,908000000,USD,908000000,"Sequoia Capital, K5 Global, Founders Fund, 8VC, DFJ Growth",11,Southern US,"Other, Real Estate, Transportation",$1B to $10B,High,,,,"Construction, Infrastructure, Transportation","Pflugerville, Texas, United States",
Figure,https://www.crunchbase.com/organization/figure-b5dc,,Private,For Profit,11-50,,Series B,2024-02-24,,2022-01-01,year,Active,,,1,5,Early Stage Venture,675000000,USD,675000000,675000000,USD,675000000,Series B,854000000,USD,854000000,854000000,USD,854000000,"NVIDIA, OpenAI, Microsoft, Intel Capital, FJ Labs",34,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Machinery Manufacturing, Manufacturing, Robotics","Sunnyvale, California, United States",
Samsung Bioepis,https://www.crunchbase.com/organization/samsung-bioepis,Growing,Private,For Profit,501-1000,Was Acquired,Venture - Series Unknown,2018-06-28,,2012-01-01,year,Active,,,,1,M&A,748600000000,KRW,667534598,748600000000,KRW,667534598,Venture - Series Unknown,748600000000,KRW,667534598,748600000000,KRW,667534598,Biogen,1,Asia-Pacific (APAC),"Biotechnology, Health Care, Science and Engineering",,High,,,,"Biotechnology, Pharmaceutical","Incheon, Inch'on-jikhalsi, South Korea",
Modern Tech,https://www.crunchbase.com/organization/modern-tech,,Private,For Profit,11-50,,Initial Coin Offering,2018-04-13,,,,Closed,,,,1,,660000000,USD,660000000,660000000,USD,660000000,Initial Coin Offering,660000000,USD,660000000,660000000,USD,660000000,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Finance, Financial Services","Ho Chi Minh City, NA - Vietnam, Vietnam",
Botamedi,https://www.crunchbase.com/organization/botamedi,,Private,For Profit,11-50,,Series B,2022-03-23,,2001-02-06,day,Active,,,,1,Early Stage Venture,802200000000,KRW,657751330,802200000000,KRW,657751330,Series B,802200000000,KRW,657751330,802200000000,KRW,657751330,DWS Group,1,Asia-Pacific (APAC),"Health Care, Science and Engineering",,,,,,"Health Care, Marine Technology, Pharmaceutical","Gangneung, Kangwon-do, South Korea",
Culligan International,https://www.crunchbase.com/organization/culligan-international,,Private,For Profit,5001-10000,"Made Acquisitions, Was Acquired",Undisclosed,2020-03-30,,1936-01-01,year,Active,,,1,2,M&A,656800000,USD,656800000,656800000,USD,656800000,Undisclosed,656800000,USD,656800000,1156800000,USD,1156800000,"Royal Bank of Canada, Bank of America, Ares Capital Corporation, PSP Investments, RBC Capital Markets",8,"Great Lakes, Midwestern US","Manufacturing, Natural Resources, Other, Sustainability",,,,,,"Manufacturing, Service Industry, Water, Water Purification","Rosamond, Illinois, United States",
Greensill Capital,https://www.crunchbase.com/organization/greensill-capital,,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2019-10-28,,2011-01-01,year,Closed,,,2,3,Private Equity,655000000,USD,655000000,655000000,USD,655000000,Private Equity,1705000000,USD,1705000000,1705000000,USD,1705000000,"General Atlantic, SoftBank Vision Fund",2,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,,,,,"Commercial Lending, Finance, Financial Services, FinTech, Lending","London, England, United Kingdom",1
FajarPaper,https://www.crunchbase.com/organization/fajarpaper,,Private,For Profit,,Was Acquired,Corporate Round,2024-08-30,,1988-01-01,year,Active,,,,1,M&A,652400000,USD,652400000,652400000,USD,652400000,Corporate Round,652400000,USD,652400000,652400000,USD,652400000,SCG Packaging,1,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Manufacturing,,,,,,Manufacturing,"Jakarta Pusat, Jakarta Raya, Indonesia",
Emeritus,https://www.crunchbase.com/organization/emeritus-institute-of-management,,Private,For Profit,1001-5000,,Debt Financing,2022-03-08,,2015-01-01,year,Active,,,2,3,Late Stage Venture,350000000,USD,350000000,650000000,USD,650000000,Series E,690000000,USD,690000000,1040000000,USD,1040000000,"Peak XV Partners, CPP Investments, Bertelsmann India Investments",3,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Education, Professional Services, Software",,,,,,"Career Planning, EdTech, Education, Training","Singapore, Central Region, Singapore",
Pine Gate Renewables,https://www.crunchbase.com/organization/pine-gate-renewables,Growing,Private,For Profit,251-500,,Private Equity,2024-04-29,,2014-01-01,year,Active,,,1,4,Private Equity,650000000,USD,650000000,650000000,USD,650000000,Private Equity,1170000000,USD,1170000000,1670000000,USD,1670000000,"Generate Capital, HESTA, Healthcare of Ontario Pension Plan (HOOPP), New Energy Capital, MMA Energy Capital",5,"East Coast, Southern US","Energy, Natural Resources, Sustainability",$50M to $100M,High,,,,"Energy, Energy Management, Energy Storage, Renewable Energy, Solar","Asheville, North Carolina, United States",1
AlphaSense,https://www.crunchbase.com/organization/alphasense,,Private,For Profit,1001-5000,Made Acquisitions,Series F,2024-06-11,,2008-01-01,year,Active,,,2,12,Late Stage Venture,650000000,USD,650000000,650000000,USD,650000000,Series F,1390000347,USD,1390000347,1420053806,USD,1420053806,"Citi, BlackRock, Morgan Stanley, Bank of America, Blue Owl",32,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Science and Engineering, Software",$1B to $10B,,,,,"Analytics, Artificial Intelligence (AI), Machine Learning, Market Research, SaaS, Search Engine","New York, New York, United States",
SFCC,https://www.crunchbase.com/organization/sfcc,,Private,For Profit,11-50,,Series B,2022-12-09,,2016-04-08,day,Active,,,,4,Early Stage Venture,4500000000,CNY,646756159,4500000000,CNY,646756159,Series B,5583000000,CNY,816788839,5583000000,CNY,816788839,"SPIC, Hongtai Capital Holdings, ABC International, Chengtong Mixed Reform, National Green Development Fund",11,Asia-Pacific (APAC),"Biotechnology, Energy, Manufacturing, Science and Engineering",,,,,,"Biotechnology, Energy, Fuel, Manufacturing","Shenzhen, Guangdong, China",
SPIC,https://www.crunchbase.com/organization/spic,,Private,For Profit,10001+,Made Acquisitions,Series B,2022-12-08,Government Office,2015-05-01,month,Active,,,,1,Early Stage Venture,4500000000,CNY,645865029,4500000000,CNY,645865029,Series B,4500000000,CNY,645865029,4500000000,CNY,645865029,"Hony Capital, Yingke Capital, China Development Bank Capital, Chengtong Mixed Reform, China Cinda Asset Management",9,Asia-Pacific (APAC),"Energy, Real Estate, Sustainability",,,,,,"Construction, Energy, Hydroelectric, Smart Building","Beijing, Beijing, China",20
Climeworks,https://www.crunchbase.com/organization/climeworks,Growing,Private,For Profit,251-500,,Private Equity,2022-04-05,,2009-01-01,year,Active,,,2,8,Private Equity,600000000,CHF,645389606,600000000,CHF,645389606,Private Equity,733600000,CHF,784093846,733630000,CHF,784122928,"Partners Group, Baillie Gifford, Swiss Re, Venture Kick, Global Founders Capital",11,"Europe, Middle East, and Africa (EMEA)","Science and Engineering, Sustainability",,High,,,,"Carbon Capture, CleanTech, Environmental Engineering, GreenTech","Zürich, Zurich, Switzerland",
Christian Louboutin,https://www.crunchbase.com/organization/christian-louboutin,Growing,Private,For Profit,5001-10000,,Private Equity,2021-03-08,,1992-01-01,year,Active,,,1,1,Private Equity,541000000,EUR,641134274,541000000,EUR,641134274,Private Equity,541000000,EUR,641134274,541000000,EUR,641134274,EXOR N.V.,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Commerce and Shopping,,High,,,,E-Commerce,"Paris, Ile-de-France, France",
