Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
xAI,https://www.crunchbase.com/organization/xai,Growing,Private,For Profit,11-50,,Series B,2024-05-26,,2023-07-12,day,Active,,,5,3,Early Stage Venture,6000000000,USD,6000000000,6000000000,USD,6000000000,Series B,6384679312,USD,6384679312,6384679312,USD,6384679312,"Fidelity, Andreessen Horowitz, Sequoia Capital, Kingdom Holding Company, X (formerly Twitter)",17,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning","Burlingame, California, United States",
WebGo,https://www.crunchbase.com/organization/webgo,,Private,For Profit,11-50,,Undisclosed,2020-01-31,,2019-01-16,day,Closed,,,,1,,5734800000,USD,5734800000,5734800000,USD,5734800000,Undisclosed,5734800000,USD,5734800000,5734800000,USD,5734800000,,,"Greater New York Area, East Coast, Northeastern US","Design, Information Technology, Internet Services, Software",,,,,,"Information Technology, Internet, Software, Web Design","New York, New York, United States",
Waymo,https://www.crunchbase.com/organization/waymo,Growing,Private,For Profit,1001-5000,Made Acquisitions,Corporate Round,2024-07-23,,2009-01-17,day,Active,,,2,4,,5000000000,USD,5000000000,5000000000,USD,5000000000,Corporate Round,10500000000,USD,10500000000,10500000000,USD,10500000000,"Fidelity, Andreessen Horowitz, CPP Investments, Silver Lake, Alphabet",12,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,Medium,,,,"Artificial Intelligence (AI), Automotive, Sensor, Software, Transportation","Mountain View, California, United States",
Epplament Energy,https://www.crunchbase.com/organization/epplament-energy,,Private,For Profit,11-50,,Undisclosed,2008-04-05,,2005-01-15,day,Closed,,,,1,,4500000000,USD,4500000000,4500000000,USD,4500000000,Undisclosed,4500000000,USD,4500000000,4500000000,USD,4500000000,,,"Greater Houston Area, Southern US","Energy, Natural Resources, Sustainability",,,,,,"Energy, Renewable Energy, Wind Energy","Houston, Texas, United States",
Reliance Jio,https://www.crunchbase.com/organization/reliance-jio-infocomm-ltd-234,Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2023-10-03,,2007-01-01,year,Active,,,1,16,,166400000000,INR,1999338200,337370000000,INR,4489237314,Corporate Round,20049235082,USD,20049235082,28361990389,USD,28361990389,"Citi, HSBC, Standard Chartered Bank, Scotiabank, HDFC Bank",48,Asia-Pacific (APAC),"Apps, Consumer Electronics, Hardware, Information Technology, Internet Services, Software",,High,,,,"Apps, Consumer Electronics, Electronics, Information Services, Information Technology, Internet, Telecommunications","Mumbai, Maharashtra, India",3
PSG,https://www.crunchbase.com/organization/psg,,Private,For Profit,251-500,,Private Equity,2023-12-07,,1970-01-01,year,Active,,,3,1,Private Equity,4320000000,USD,4320000000,4320000000,USD,4320000000,Private Equity,4320000000,USD,4320000000,4320000000,USD,4320000000,Arctos Sports Partners,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Education, Sports",,,,,,"Sports, Sports Leagues and Teams, Training","Paris, Ile-de-France, France",
Independent Vetcare,https://www.crunchbase.com/organization/independent-vetcare-dba-pet-drugs-online,,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Private Equity,2021-02-10,,2011-01-01,year,Active,,,,2,M&A,3500000000,EUR,4241560506,3500000000,EUR,4241560506,Private Equity,3500000000,EUR,4241560506,3500000000,EUR,4241560506,"CPP Investments, Silver Lake, Nestle",3,"Europe, Middle East, and Africa (EMEA)",Health Care,,,,,,"Health Care, Pharmaceutical, Veterinary","Bath, Bath and North East Somerset, United Kingdom",
IVC Evidensia,https://www.crunchbase.com/organization/ivc-evidensia,Growing,Private,For Profit,10001+,Made Acquisitions,Private Equity,2021-02-09,,2019-01-01,year,Active,,,,1,Private Equity,3500000000,EUR,4241123631,3500000000,EUR,4241123631,Private Equity,3500000000,EUR,4241123631,3500000000,EUR,4241123631,"Silver Lake, EQT, Nestle",3,"Europe, Middle East, and Africa (EMEA)","Community and Lifestyle, Health Care, Other, Social Impact",,,,,,"Health Care, Hospital, Non Profit, Pet, Veterinary","Bristol, Bristol, City of, United Kingdom",
Ramcharan,https://www.crunchbase.com/organization/ramcharan,,Private,For Profit,51-100,,Private Equity,2021-12-01,,1966-02-01,day,Active,,,,1,Private Equity,310000000000,INR,4132332923,310000000000,INR,4132332923,Private Equity,310000000000,INR,4132332923,310000000000,INR,4132332923,TFCC International,1,Asia-Pacific (APAC),"Data and Analytics, Design, Education, Manufacturing, Science and Engineering",,,,,,"Chemical, Education, Manufacturing, Product Research, Usability Testing","Chennai, Tamil Nadu, India",
Alibaba Bendi Shenghuo Fuwu Gongsi,https://www.crunchbase.com/organization/alibaba-bendi-shenghuo-fuwu-gonsi,,Private,For Profit,,,Private Equity,2018-11-08,,2018-10-12,day,Active,,,,1,Private Equity,4000000000,USD,4000000000,4000000000,USD,4000000000,Private Equity,4000000000,USD,4000000000,4000000000,USD,4000000000,"Ant Group, Alibaba Group, Primavera Capital Group, SoftBank Vision Fund",4,Asia-Pacific (APAC),"Commerce and Shopping, Food and Beverage, Other, Professional Services, Transportation",,,,,,"Customer Service, Delivery Service, E-Commerce, Food Delivery, Restaurants, Service Industry","Beijing, Beijing, China",
ADNOC Oil Pipelines,https://www.crunchbase.com/organization/adnoc-oil-pipelines,,Private,,,,Secondary Market,2024-04-03,,,,Active,,,,2,Private Equity,,,,4000000000,USD,4000000000,Private Equity,4000000000,USD,4000000000,4000000000,USD,4000000000,"BlackRock, Kohlberg Kravis Roberts, Lunate",3,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",,,,,,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",
Ligado Networks,https://www.crunchbase.com/organization/lightsquared,Growing,Private,For Profit,101-250,,Corporate Round,2020-10-23,,1985-01-01,year,Active,,,1,3,,3850000000,USD,3850000000,3850000000,USD,3850000000,Corporate Round,4215000000,USD,4215000000,4215000000,USD,4215000000,"JP Morgan Chase, Harbinger Capital Partners, Spectrum Assets",3,"Washington DC Metro Area, East Coast, Southern US","Hardware, Mobile",,,,,,"Mobile, Telecommunications, Wireless","Reston, Virginia, United States",
Lotte Group,https://www.crunchbase.com/organization/lotte-group,Growing,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2023-04-07,,1967-03-24,day,Active,,,1,1,Private Equity,3800000000,USD,3800000000,3800000000,USD,3800000000,Private Equity,3800000000,USD,3800000000,3800000000,USD,3800000000,"Woori Bank, Shinhan Bank, KB Kookmin Bank, KEB Hana Bank",4,Asia-Pacific (APAC),"Commerce and Shopping, Food and Beverage, Real Estate, Travel and Tourism",,Medium,,,,"Confectionery, Construction, Food Processing, Hotel, Retail","Seoul, Seoul-t'ukpyolsi, South Korea",9
Danske Commodities,https://www.crunchbase.com/organization/danske-commodities,Not Growing,Private,For Profit,501-1000,Was Acquired,Corporate Round,2022-12-21,,2004-01-01,year,Active,,,1,1,M&A,3500000000,EUR,3712818772,3500000000,EUR,3712818772,Corporate Round,3500000000,EUR,3712818772,3500000000,EUR,3712818772,Equinor,1,"European Union (EU), Nordic Countries, Scandinavia","Energy, Natural Resources, Professional Services, Sustainability",,High,,,,"Energy, Oil and Gas, Renewable Energy, Risk Management, Solar","Aarhus, Midtjylland, Denmark",
BrightSpeed,https://www.crunchbase.com/organization/brightspeed-llc,Growing,Private,For Profit,1001-5000,,Private Equity,2024-08-13,,2021-01-01,year,Active,,,2,4,Private Equity,3700000000,USD,3700000000,3700000000,USD,3700000000,Private Equity,4200000000,USD,4200000000,4234500000,USD,4234500000,"Apollo, Mubadala, North Carolina Department of Information Technology, N.C. Division of Broadband & Digital Equity",4,"East Coast, Southern US","Hardware, Internet Services, Mobile",,High,,,,"Internet, Telecommunications, Wireless","Charlotte, North Carolina, United States",
Tenglong Holding Group,https://www.crunchbase.com/organization/tenglong-holding-group,Growing,Private,For Profit,501-1000,,Series A,2019-12-02,,2015-01-01,day,Active,,,1,1,Early Stage Venture,3700000000,USD,3700000000,3700000000,USD,3700000000,Series A,3700000000,USD,3700000000,3700000000,USD,3700000000,"Morgan Stanley Venture Partners, Huaneng Invesco WLR Investment Consulting, Nanshan Capital, Haitong Hengxin International Leasing",4,Asia-Pacific (APAC),"Hardware, Information Technology, Software",,,,,,"Data Center, Data Storage","Beijing, Beijing, China",
Slovensky plynarensky priemysel,https://www.crunchbase.com/organization/slovensky-plynarensky-priemysel,,Private,For Profit,501-1000,,Corporate Round,2013-01-16,,1988-01-01,year,Active,,,,1,,2600000000,EUR,3453813874,2600000000,EUR,3453813874,Corporate Round,2600000000,EUR,3453813874,2600000000,EUR,3453813874,Energeticky a Prumyslovy Holding,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Energy, Hardware, Natural Resources",,,,,,"Electronics, Energy, Oil and Gas","Bratislava, Bratislava, Slovakia (Slovak Republic)",
Vivescia,https://www.crunchbase.com/organization/vivescia,,Private,For Profit,5001-10000,,Private Equity,2014-01-01,,2012-01-01,year,Active,,,,1,Private Equity,2500000000,EUR,3438936186,2500000000,EUR,3438936186,Private Equity,2500000000,EUR,3438936186,2500000000,EUR,3438936186,Unigrains,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Agriculture and Farming, Food and Beverage",,,,,,"Agriculture, Farming, Food and Beverage","Reims, Champagne-Ardenne, France",
Cainiao Logistics,https://www.crunchbase.com/organization/cainiao-logistics,Growing,Private,For Profit,10001+,Was Acquired,Corporate Round,2019-11-08,,2013-05-28,day,Active,,,1,2,M&A,3330000000,USD,3330000000,3330000000,USD,3330000000,Corporate Round,4870592296,USD,4870592296,4870592296,USD,4870592296,"Alibaba Group, GIC, Primavera Capital Group, Khazanah Nasional, Temasek Holdings",6,Asia-Pacific (APAC),"Administrative Services, Transportation",,,,,,"Delivery, Delivery Service, Logistics, Supply Chain Management","Hangzhou, Zhejiang, China",17
Liga de Futbol Profesional,https://www.crunchbase.com/organization/liga-de-futbol-profesional,Growing,Private,For Profit,501-1000,,Private Equity,2021-08-04,,1984-01-01,year,Active,,,1,1,Private Equity,2700000000,EUR,3196261085,2700000000,EUR,3196261085,Private Equity,2700000000,EUR,3196261085,2700000000,EUR,3196261085,CVC Capital Partners,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Sports,,,,,,Sports,"Madrid, Madrid, Spain",
COFCO Fortune,https://www.crunchbase.com/organization/cofco-fortune,,Private,For Profit,,,Private Equity,2023-01-17,,,,Active,,,,1,Private Equity,21000000000,CNY,3100134339,21000000000,CNY,3100134339,Private Equity,21000000000,CNY,3100134339,21000000000,CNY,3100134339,"China Chengtong Holding Group, Temasek Holdings, Affirma Capital, China Structural Reform Fund, China Investment Corporation",9,Asia-Pacific (APAC),"Commerce and Shopping, Consumer Goods, Food and Beverage",,,,,,"Consumer Goods, Food Processing, Retail","Beijing, Beijing, China",
OYO LIFE,https://www.crunchbase.com/organization/oyo-life,,Private,For Profit,101-250,,Undisclosed,2018-10-30,,2018-07-31,day,Active,,,,1,,3040000000,USD,3040000000,3040000000,USD,3040000000,Undisclosed,3040000000,USD,3040000000,3040000000,USD,3040000000,"OYO, Z Holdings",2,Asia-Pacific (APAC),Real Estate,,,,,,Real Estate,"Tokyo, Tokyo, Japan",
Altos Labs,https://www.crunchbase.com/organization/altos-labs,Growing,Private,For Profit,251-500,,Series A,2021-01-01,,2021-04-15,day,Active,,,3,1,Early Stage Venture,3000000000,USD,3000000000,3000000000,USD,3000000000,Series A,3000000000,USD,3000000000,3000000000,USD,3000000000,ARCH Venture Partners,1,"San Francisco Bay Area, West Coast, Western US","Biotechnology, Health Care, Science and Engineering",,High,,,,"Biopharma, Biotechnology, Health Care, Health Diagnostics, Medical","San Francisco, California, United States",
Compass Datacenters,https://www.crunchbase.com/organization/compass-datacenters,Growing,Private,For Profit,101-250,Made Acquisitions,Debt Financing,2023-06-28,,2011-01-01,year,Active,,,1,6,Private Equity,1100000000,USD,1100000000,3000000000,USD,3000000000,Private Equity,3045000000,USD,3045000000,4235000000,USD,4235000000,"Brookfield Infrastructure Partners, CIT Group, Raymond James, RedBird Capital Partners, Ontario Teachers' Pension Plan",7,"Dallas/Fort Worth Metroplex, Southern US","Information Technology, Internet Services, Real Estate, Software",$100M to $500M,Medium,,,,"Construction, Information Technology, Software, Web Hosting","Dallas, Texas, United States",
Energent,https://www.crunchbase.com/organization/energent-l-p,,Private,For Profit,11-50,,Undisclosed,2016-01-15,,2016-01-01,year,Active,,,1,1,,2900000000,USD,2900000000,2900000000,USD,2900000000,Undisclosed,2900000000,USD,2900000000,2900000000,USD,2900000000,,,"Dallas/Fort Worth Metroplex, Southern US","Energy, Financial Services, Health Care, Manufacturing, Real Estate, Sustainability, Transportation",,,,,,"Energy, Financial Services, Health Care, Manufacturing, Real Estate, Renewable Energy, Transportation","Fort Worth, Texas, United States",
ICEFALL TOPCO,https://www.crunchbase.com/organization/icefall-topco,,Private,,,,Private Equity,2024-01-26,,2023-01-01,year,Closed,,,,1,Private Equity,2887692312,USD,2887692312,2887692312,USD,2887692312,Private Equity,2887692312,USD,2887692312,2887692312,USD,2887692312,,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,"San Francisco, California, United States",
RT-Mart,https://www.crunchbase.com/organization/rt-mart,,Private,For Profit,5001-10000,Was Acquired,Corporate Round,2017-11-20,,1996-01-01,day,Active,,,,1,M&A,2880000000,USD,2880000000,2880000000,USD,2880000000,Corporate Round,2880000000,USD,2880000000,2880000000,USD,2880000000,"Alibaba Group, Hwabao Trust",2,Asia-Pacific (APAC),"Food and Beverage, Other, Professional Services",,,,,,"Customer Service, Food and Beverage, Service Industry","Taipei, T'ai-pei, Taiwan",1
Vantage Data Centers,https://www.crunchbase.com/organization/vantage-data-centers,Growing,Private,For Profit,1001-5000,"Made Acquisitions, Was Acquired",Debt Financing,2024-07-24,,2010-04-01,day,Active,,,,22,M&A,75000000,USD,75000000,2800000000,USD,2800000000,Private Equity,14239943008,USD,14239943008,24716818829,USD,24716818829,"Ares Management, Silver Lake, Wells Fargo, Caisse de Depot et Placement du Quebec, DigitalBridge Group",15,"Greater Denver Area, Western US","Hardware, Information Technology, Other",,High,,,,"Data Center, Information Technology, Technical Support","Denver, Colorado, United States",
Migros Virtual Market,https://www.crunchbase.com/organization/migros-ticaret-as,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Debt Financing,2019-12-23,,1954-01-01,year,Active,,,1,2,M&A,30800000,TRY,5178211,2300000000,EUR,2770553593,Corporate Round,2300000000,EUR,2770553593,2775731804,USD,2775731804,"European Bank for Reconstruction and Development, Anadolu Grubu",2,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Commerce and Shopping,,High,,,,Retail,"Istanbul, Istanbul, Turkey",1
KIOXIA,https://www.crunchbase.com/organization/kioxia,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Private Equity,2019-06-17,,2017-04-01,day,Active,,,,2,M&A,300000000000,JPY,2763599870,300000000000,JPY,2763599870,Private Equity,400000000000,JPY,3687174102,400000000000,JPY,3687174102,"Sumitomo Mitsui Banking Corporation, MUFG Bank, Mizuho Bank, Development Bank of Japan",4,Asia-Pacific (APAC),"Hardware, Information Technology, Internet Services, Manufacturing, Software",,High,,,,"Data Storage, Hardware, Information Technology, Internet, Manufacturing","Tokyo, Tokyo, Japan",2
GAC Aion New Energy Automobile,https://www.crunchbase.com/organization/gac-aion-new-energy-automobile,Growing,Private,For Profit,,,Series A,2022-10-21,,2017-07-28,day,Active,,,,1,Early Stage Venture,18300000000,CNY,2526298352,18300000000,CNY,2526298352,Series A,18300000000,CNY,2526298352,18300000000,CNY,2526298352,"Shenzhen Capital Group, China Structural Reform Fund, Yingke Capital, Guangzhou Automobile Group, GoldStone Investment",8,Asia-Pacific (APAC),"Energy, Manufacturing, Sustainability, Transportation",,Medium,,,,"Automotive, Clean Energy, Electric Vehicle, Manufacturing","Guangzhou, Guangdong, China",
"Avangrid Renewables, LLC",https://www.crunchbase.com/organization/iberdrola-renewables,,Private,For Profit,5001-10000,,Private Equity,2024-03-09,,2008-01-01,year,Active,,,,1,Private Equity,2500000000,USD,2500000000,2500000000,USD,2500000000,Private Equity,2500000000,USD,2500000000,2500000000,USD,2500000000,Iberdrola,1,"West Coast, Western US","Energy, Government and Military, Sustainability",,,,,,"Energy, Energy Efficiency, Energy Storage, Government, Renewable Energy","Portland, Oregon, United States",
QGC,https://www.crunchbase.com/organization/qgc,Growing,Private,For Profit,5001-10000,Was Acquired,Private Equity,2020-12-21,,2014-01-01,year,Active,,,,1,M&A,2500000000,USD,2500000000,2500000000,USD,2500000000,Private Equity,2500000000,USD,2500000000,2500000000,USD,2500000000,Global Infrastructure Partners,1,"Asia-Pacific (APAC), Australasia","Energy, Manufacturing, Natural Resources",,,,,,"Energy, Industrial, Oil and Gas","Brisbane, Queensland, Australia",
OSRAM,https://www.crunchbase.com/organization/osram-89fd,Not Growing,Private,For Profit,10001+,,Undisclosed,2023-12-13,,1956-01-01,year,Active,,,1,1,,2250000000,EUR,2448595812,2250000000,EUR,2448595812,Undisclosed,2250000000,EUR,2448595812,2250000000,EUR,2448595812,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Transportation",,High,,,,"Automotive, Electronics, Manufacturing, Semiconductor","München, Bayern, Germany",
Advanced,https://www.crunchbase.com/organization/advanced-computer-software,,Private,For Profit,1001-5000,"Made Acquisitions, Was Acquired",Private Equity,2019-08-13,,1983-01-01,year,Active,,,1,1,M&A,2000000000,GBP,2412615082,2000000000,GBP,2412615082,Private Equity,2000000000,GBP,2412615082,2000000000,GBP,2412615082,BC Partners,1,"Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Data and Analytics, Financial Services, Hardware, Health Care, Information Technology, Other, Professional Services, Sales and Marketing, Software",,,,,,"Business Intelligence, Computer, Consulting, CRM, Enterprise, Finance, Health Care, Information Technology, Software","Birmingham, Birmingham, United Kingdom",
New Pluto Global,https://www.crunchbase.com/organization/new-pluto-global,,Private,,,Made Acquisitions,Private Equity,2024-07-07,,,,Active,,,,1,Private Equity,2400000000,USD,2400000000,2400000000,USD,2400000000,Private Equity,2400000000,USD,2400000000,2400000000,USD,2400000000,"RedBird Capital Partners, David Ellison",2,"Greater New York Area, East Coast, Northeastern US",Media and Entertainment,,,,,,"Content, Content Creators","New York, New York, United States",
China Huarong,https://www.crunchbase.com/organization/china-huarong,,Private,For Profit,101-250,,Private Equity,2014-09-04,Private Equity Firm,1999-11-01,day,Active,,,,1,Private Equity,2400000000,USD,2400000000,2400000000,USD,2400000000,Private Equity,2400000000,USD,2400000000,2400000000,USD,2400000000,Warburg Pincus,1,Asia-Pacific (APAC),Financial Services,,,,,,"Asset Management, Finance, Financial Services","Beijing, Beijing, China",5
Tunisie Télécom,https://www.crunchbase.com/organization/tunisie-télécom,,Private,For Profit,10001+,Made Acquisitions,Secondary Market,2017-11-28,,1995-01-01,year,Active,,,,2,Private Equity,,,,2250000000,USD,2250000000,Private Equity,2250000000,USD,2250000000,2250000000,USD,2250000000,"Abraaj Group, Emirates International Telecommunications",2,"Middle East and North Africa (MENA), North Africa, Europe, Middle East, and Africa (EMEA)","Hardware, Internet Services",,,,,,"Internet, Telecommunications","Tunis, Tunis, Tunisia",
Sound Physicians,https://www.crunchbase.com/organization/sound-physicians,Growing,Private,For Profit,5001-10000,"Made Acquisitions, Was Acquired",Private Equity,2018-06-07,,2001-01-01,year,Active,Yes,,1,1,M&A,2150000000,USD,2150000000,2150000000,USD,2150000000,Private Equity,2150000000,USD,2150000000,2150000000,USD,2150000000,"Summit Partners, Silversmith Capital Partners, Revelstoke Capital Partners, Athyrium Capital Management LP",4,"Greater Seattle Area, West Coast, Western US",Health Care,,High,,,,"Emergency Medicine, Health Care, Hospital, Medical","Tacoma, Washington, United States",
ByteDance,https://www.crunchbase.com/organization/bytedance,Growing,Private,For Profit,10001+,Made Acquisitions,Secondary Market,2023-03-15,,2012-03-01,month,Active,,,1,13,Private Equity,100000000,USD,100000000,2000000000,USD,2000000000,Private Equity,8105000000,USD,8105000000,9505000000,USD,9505000000,"Morgan Stanley, G42, Sequoia Capital, CPP Investments, Goldman Sachs",38,Asia-Pacific (APAC),"Data and Analytics, Information Technology, Internet Services, Media and Entertainment",,High,,,,"Content, Data Mining, Internet, Social Media","Beijing, Beijing, China",67
Shein,https://www.crunchbase.com/organization/shein-b79e,Growing,Private,For Profit,10001+,Made Acquisitions,Private Equity,2023-05-17,,2008-02-01,day,Active,,,2,7,Private Equity,2000000000,USD,2000000000,2000000000,USD,2000000000,Private Equity,4053426604,USD,4053426604,4053426604,USD,4053426604,"Sequoia Capital China, Mubadala, Tiger Global Management, General Atlantic, IDG Capital",7,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Clothing and Apparel, Commerce and Shopping, Design",,High,,,,"Apparel, E-Commerce, Fashion, Marketplace","Singapore, Central Region, Singapore",3
