Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Candid Health,https://www.crunchbase.com/organization/candid-health,,Private,For Profit,11-50,,Series B,2024-09-11,,2019-07-01,month,Active,,,2,3,Early Stage Venture,29000000,USD,29000000,29000000,USD,29000000,Series B,47300000,USD,47300000,47300000,USD,47300000,"Y Combinator, First Round Capital, 8VC, BoxGroup, Snowpoint Ventures",5,"San Francisco Bay Area, West Coast, Western US","Health Care, Software",,,,,,"Health Care, Medical, Software","San Francisco, California, United States",
FlexiLoans,https://www.crunchbase.com/organization/flexiloans,Growing,Private,For Profit,251-500,Made Acquisitions,Series C,2024-09-11,,2016-01-01,year,Active,Yes,,4,9,Late Stage Venture,2900000000,INR,34538132,2900000000,INR,34538132,Series C,97756081,USD,97756081,182926732,USD,182926732,"JM Financial, Accion, Nuveen, a TIAA company, Financial Institutions, Fasanara Capital",15,Asia-Pacific (APAC),"Financial Services, Information Technology, Lending and Investments, Payments",,High,,,,"Banking, Financial Services, FinTech, Information Technology, Lending, Payments, Venture Capital","Mumbai, Maharashtra, India",
BioVersys,https://www.crunchbase.com/organization/bioversys-ag,Growing,Private,For Profit,1-10,,Venture - Series Unknown,2024-09-11,,2008-01-01,year,Active,,,1,15,,5170000,CHF,6128192,5170000,CHF,6128192,Venture - Series Unknown,76670000,CHF,82166912,119404161,USD,119404161,"European Investment Bank, Venture Kick, GoBeyond, GSK, Business Angels Switzerland (BAS)",11,"Europe, Middle East, and Africa (EMEA)","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Pharmaceutical","Basel, Basel-Stadt, Switzerland",
Solasta Bio,https://www.crunchbase.com/organization/solasta-bio,Growing,Private,For Profit,11-50,,Series A,2024-09-11,,2020-01-01,year,Active,,,,6,Early Stage Venture,14000000,USD,14000000,14000000,USD,14000000,Series A,20717773,USD,20717773,21717773,USD,21717773,"Future Planet Capital, Corteva Agriscience, UPL, Scottish Enterprise, Forbion Capital Partners",15,"Europe, Middle East, and Africa (EMEA)","Biotechnology, Science and Engineering",,High,,,,Biotechnology,"Glasgow, Glasgow City, United Kingdom",
PanTera,https://www.crunchbase.com/organization/pantera-fe3f,,Private,For Profit,11-50,,Series A,2024-09-11,,2022-01-01,year,Active,,,1,2,Early Stage Venture,100200000,EUR,110652330,100200000,EUR,110652330,Series A,100200000,EUR,110652330,134000000,EUR,147978166,"Eurazeo, PMV, EQT Life Sciences, Kurma Partners, KBC",10,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Health Care, Manufacturing",,,,,,"Manufacturing, Pharmaceutical","Mol, Antwerpen, Belgium",
Willo,https://www.crunchbase.com/organization/willo-video,,Private,For Profit,11-50,,Undisclosed,2024-09-11,,2018-02-01,day,Active,,,2,6,,2400000,USD,2400000,2400000,USD,2400000,Undisclosed,5440253,USD,5440253,5466662,USD,5466662,"Scottish Enterprise, 1818 Venture Capital, Unbundled VC, Keith MacDonald, Peter Bauer",8,"Europe, Middle East, and Africa (EMEA)","Education, Professional Services, Software",,,,,,"Recruiting, SaaS, Skill Assessment, Software","Glasgow, Glasgow City, United Kingdom",
Radiant Biotherapeutics,https://www.crunchbase.com/organization/radiant-biotherapeutics,Growing,Private,For Profit,1-10,,Series A,2024-09-11,,2020-01-01,year,Active,,,,4,Early Stage Venture,35000000,USD,35000000,35000000,USD,35000000,Series A,43000000,USD,43000000,45100000,USD,45100000,"Abrdn, Bill & Melinda Gates Foundation, Alexandria Venture Investments, BDC Capital Corporation, Toronto Innovation Acceleration Partners",9,Great Lakes,"Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Therapeutics","Toronto, Ontario, Canada",
Spectrawave,https://www.crunchbase.com/organization/spectrawave,Growing,Private,For Profit,1-10,,Series B,2024-09-11,,2017-01-01,year,Active,,,1,3,Early Stage Venture,50000000,USD,50000000,50000000,USD,50000000,Series B,79597066,USD,79597066,79597066,USD,79597066,"Deerfield, SV Health Investors, Heartcore Capital, S3 Ventures, Johnson & Johnson Innovation – JJDC",8,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device, Therapeutics","Waltham, Massachusetts, United States",
Syantra,https://www.crunchbase.com/organization/syantra,Growing,Private,For Profit,11-50,,Series A,2024-09-11,,2016-01-01,year,Active,,,,5,Early Stage Venture,4900000,CAD,3601675,4900000,CAD,3601675,Series A,10401675,USD,10401675,10401675,USD,10401675,"Canaccord Genuity Group, UCeed, Alberta Innovates, Plug and Play, Thin Air Labs",9,,"Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Health Care, Medical","Calgary, Alberta, Canada",
XFutuRestyle Technology,https://www.crunchbase.com/organization/xfuturestyle-technology,,Private,For Profit,1-10,,Product Crowdfunding,2024-09-11,,2024-02-09,day,Active,,,1,1,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Professional Services, Sales and Marketing, Science and Engineering, Software",,,,,,"Art, Artificial Intelligence (AI), Creative Agency, Digital Media, Generative AI, Innovation Management, Machine Learning, Marketing, Software","San Francisco, California, United States",
Starhive,https://www.crunchbase.com/organization/starhive,,Private,For Profit,11-50,,Seed,2024-09-11,,2022-01-01,year,Active,,,2,1,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,node.vc,1,"European Union (EU), Nordic Countries, Scandinavia","Data and Analytics, Software",,,,,,"Data Management, Database, Software","Stockholm, Stockholms Lan, Sweden",
hc1,https://www.crunchbase.com/organization/hc1-com,Growing,Private,For Profit,51-100,,Venture - Series Unknown,2024-09-11,,2011-01-01,year,Active,,,1,10,,6500000,USD,6500000,6500000,USD,6500000,Venture - Series Unknown,50794000,USD,50794000,55794000,USD,55794000,"Elevate Ventures, Health Cloud Capital, SCM Specialty Finance Opportunities Fund",3,"Great Lakes, Midwestern US","Biotechnology, Health Care, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software",$100M to $500M,High,,,,"Biotechnology, Cloud Computing, CRM, Health Care, Hospital, Internet","Indianapolis, Indiana, United States",
Twin Science & Robotics,https://www.crunchbase.com/organization/twin-science,,Private,For Profit,11-50,,Venture - Series Unknown,2024-09-11,,2017-10-02,day,Active,,,4,5,,1250000,GBP,1637154,1250000,GBP,1637154,Venture - Series Unknown,4105030,USD,4105030,5641183,USD,5641183,"APY Ventures, Soulmates Ventures, Pamir Gelenbe, Orhan Ayanlar, Onur Canlıtepe",10,"Europe, Middle East, and Africa (EMEA)","Apps, Education, Gaming, Hardware, Science and Engineering, Software",,,,,,"Apps, EdTech, Education, Gaming, Robotics, Software, STEM Education","London, England, United Kingdom",
Paymob,https://www.crunchbase.com/organization/paymob,Growing,Private,For Profit,501-1000,,Series B,2024-09-11,,2015-03-01,month,Active,,,3,5,Early Stage Venture,22000000,USD,22000000,22000000,USD,22000000,Series B,90500000,USD,90500000,90500000,USD,90500000,"Global Ventures, FMO, PayPal Ventures, Endeavor Catalyst, CDC Group",14,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Financial Services, Mobile, Payments, Software",,,,,,"Financial Services, FinTech, Mobile Payments, Payments","Cairo, Al Qahirah, Egypt",
Shem Creek Capital,https://www.crunchbase.com/organization/shem-creek-capital,,Private,For Profit,1-10,,Private Equity,2024-09-11,,2008-03-01,month,Active,,,1,1,Private Equity,5000000,USD,5000000,5000000,USD,5000000,Private Equity,5000000,USD,5000000,5000000,USD,5000000,Sachem Capital,1,"Greater Boston Area, East Coast, New England","Financial Services, Real Estate",,,,,,"Commercial Real Estate, Finance, Property Development, Real Estate","Wellesley, Massachusetts, United States",
Always Friday,https://www.crunchbase.com/organization/always-friday-60c8,,Private,For Profit,1-10,,Angel,2024-09-11,,2024-01-15,day,Active,,,,1,Seed,50000,EUR,55177,50000,EUR,55177,Angel,50000,EUR,55177,50000,EUR,55177,,,,"Administrative Services, Commerce and Shopping, Events, Media and Entertainment, Software, Travel and Tourism",,,,,,"Events, Human Resources, Marketplace, SaaS, Software, Travel",,
Huma,https://www.crunchbase.com/organization/huma-5949,,Private,For Profit,1-10,Made Acquisitions,Initial Coin Offering,2024-09-11,,2022-04-01,month,Active,,,3,6,,28000000,USD,28000000,28000000,USD,28000000,Initial Coin Offering,54600000,USD,54600000,54600000,USD,54600000,"Circle, Robot Ventures, HashKey Capital, İşbank, Stellar Development Foundation",13,"San Francisco Bay Area, West Coast, Western US","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",,,,,,"Blockchain, Credit, Finance, Lending","San Francisco, California, United States",
Vind AI,https://www.crunchbase.com/organization/vind-ai,,Private,For Profit,11-50,,Seed,2024-09-11,,2022-01-01,year,Active,,,3,1,Seed,3000000,EUR,3312944,3000000,EUR,3312944,Seed,3000000,EUR,3312944,3000000,EUR,3312944,"Norrsken VC, Arkwright X",2,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Energy, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Energy, Real Time, Software","Oslo, Oslo, Norway",
New Zealand Retail Property,https://www.crunchbase.com/organization/new-zealand-retail-property,,Private,For Profit,11-50,,Debt Financing,2024-09-11,,1992-01-01,year,Active,,,1,1,,235000000,USD,235000000,,,,,,,,235000000,USD,235000000,"BlackRock, Nomura, Tor Investment Management",3,"Asia-Pacific (APAC), Australasia","Financial Services, Real Estate",,,,,,"Commercial Real Estate, Property Management, Real Estate, Real Estate Investment","Westlake, Auckland, New Zealand",
REXIAL,https://www.crunchbase.com/organization/rexial,,Private,For Profit,1-10,,Seed,2024-09-11,,2023-04-14,day,Active,,,2,2,Seed,424460,USD,424460,424460,USD,424460,Seed,424460,USD,424460,424460,USD,424460,Nordic Impact Funds,1,"Europe, Middle East, and Africa (EMEA)","Financial Services, Software",,,,,,"Finance, Software","Kampala, Kampala, Uganda",
Redwood Software,https://www.crunchbase.com/organization/redwood-software,Growing,Private,For Profit,251-500,"Made Acquisitions, Was Acquired",Private Equity,2024-09-10,,1993-01-01,year,Active,,,1,2,M&A,,,,,,,Private Equity,315000000,EUR,382542927,315000000,EUR,382542927,"Warburg Pincus, Turn/River Capital",2,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Software,,,,,,"Enterprise Software, Software, Web Development","Houten, Utrecht, The Netherlands",
AppsForBharat,https://www.crunchbase.com/organization/appsforbharat,Growing,Private,For Profit,101-250,,Series B,2024-09-10,,2020-01-01,year,Active,,,1,5,Early Stage Venture,1511000000,INR,17992945,1511000000,INR,17992945,Series B,32192945,USD,32192945,41692945,USD,41692945,"Susquehanna Venture Capital, Elevation Capital, Matrix Partners India, Mirae Asset, Trell",23,Asia-Pacific (APAC),"Apps, Information Technology, Internet Services, Mobile, Software",,,,,,"Apps, Information Technology, Internet, Mobile Apps, Software","Bangalore, Karnataka, India",
Smartcat,https://www.crunchbase.com/organization/smartcat,,Private,For Profit,101-250,,Series C,2024-09-10,,2016-01-01,year,Active,,,1,5,Late Stage Venture,43000000,USD,43000000,43000000,USD,43000000,Series C,71920767,USD,71920767,71920767,USD,71920767,"FJ Labs, Left Lane Capital, Matrix, AltaIR Capital, Redseed",9,"Greater Boston Area, East Coast, New England","Information Technology, Software",$10M to $50M,,,,,"Information Technology, Software","Cambridge, Massachusetts, United States",
PastPay,https://www.crunchbase.com/organization/pastpay,,Private,For Profit,1-10,,Series A,2024-09-10,,2019-03-01,month,Active,,,2,7,Early Stage Venture,12000000,EUR,13243805,12000000,EUR,13243805,Series A,13280000,EUR,14724515,17080000,EUR,18806194,"Mark Ransford, Jared Schrieber, Platina Partners, Advance Global Capital, BnL Start Partners",12,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Other, Payments",,,,,,"B2B, Financial Services, FinTech, Payments","Budapest, Budapest, Hungary",
Qualifyze,https://www.crunchbase.com/organization/chemsqure,Growing,Private,For Profit,101-250,,Series B,2024-09-10,,2019-01-01,year,Active,,,2,5,Early Stage Venture,54000000,USD,54000000,54000000,USD,54000000,Series B,85678355,USD,85678355,85678355,USD,85678355,"Insight Partners, HV Capital, Cherry Ventures, HarbourVest Partners, APX",10,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Biotechnology, Data and Analytics, Professional Services, Science and Engineering, Transportation",,High,,,,"Analytics, Life Science, Risk Management, Supply Chain Management","Frankfurt, Hessen, Germany",
ZUS Coffee,https://www.crunchbase.com/organization/zus-coffee,Growing,Private,For Profit,1001-5000,,Venture - Series Unknown,2024-09-10,,2019-01-01,year,Active,,,2,1,,250000000,MYR,57603687,250000000,MYR,57603687,Venture - Series Unknown,250000000,MYR,57603687,250000000,MYR,57603687,"KWAP, KV Asia Capital, Fastrata Buana (Kapal Api Group)",3,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Food and Beverage, Transportation",,Medium,,,,"Coffee, Food and Beverage, Food Delivery","Petaling, Kuala Lumpur, Malaysia",
Pieces,https://www.crunchbase.com/organization/pieces-tech,,Private,For Profit,101-250,Made Acquisitions,Venture - Series Unknown,2024-09-10,,2015-01-01,year,Active,,,1,5,,25000000,USD,25000000,25000000,USD,25000000,Venture - Series Unknown,86475000,USD,86475000,86475000,USD,86475000,"PCCI, Concord Health Partners, Rittenhouse Ventures, OSF Ventures, Tribeca Early Stage Partners",10,"Dallas/Fort Worth Metroplex, Southern US","Artificial Intelligence (AI), Data and Analytics, Health Care, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Enterprise Software, Health Care, Hospital, Machine Learning, Real Time","Irving, Texas, United States",
Spare,https://www.crunchbase.com/organization/spare-labs,,Private,For Profit,101-250,,Series B,2024-09-10,,2015-11-03,day,Active,,,3,7,Early Stage Venture,42000000,CAD,30961806,42000000,CAD,30961806,Series B,60868535,USD,60868535,66868535,USD,66868535,"Inovia Capital, CIBC Innovation Banking, Translink Capital, Ridge Ventures, Japan Airlines (JAL)",12,,"Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software, Transportation",,,,,,"Artificial Intelligence (AI), Mobile Apps, Software, Transportation","Vancouver, British Columbia, Canada",
Forterra,https://www.crunchbase.com/organization/rrai,Not Growing,Private,For Profit,251-500,,Series B,2024-09-10,,2002-01-01,year,Active,,,1,2,Early Stage Venture,75000000,USD,75000000,75000000,USD,75000000,Series B,75000000,USD,75000000,75000000,USD,75000000,"XYZ Venture Capital, Moore Strategic Ventures, Enlightenment Capital, Crescent Cove Advisors, Four More Capital",7,"Washington DC Metro Area, East Coast, Southern US","Government and Military, Information Technology, Transportation",,High,,,,"Automotive, Autonomous Vehicles, Military","Clarksburg, Maryland, United States",
Glean,https://www.crunchbase.com/organization/scio-technologies,,Private,For Profit,501-1000,,Series E,2024-09-10,,2019-01-01,year,Active,,,4,5,Late Stage Venture,260000000,USD,260000000,260000000,USD,260000000,Series E,618200000,USD,618200000,618200000,USD,618200000,"Citi, General Catalyst, Sequoia Capital, Lightspeed Venture Partners, Kleiner Perkins",19,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Generative AI, Machine Learning, SaaS, Search Engine","Palo Alto, California, United States",
Track3D,https://www.crunchbase.com/organization/constructn-ai,,Private,For Profit,11-50,,Seed,2024-09-10,,2022-01-01,month,Active,,,4,2,Seed,4300000,USD,4300000,4300000,USD,4300000,Seed,4300000,USD,4300000,4300000,USD,4300000,"Shadow Ventures, Endiya Partners, Monta Vista Capital",3,"San Francisco Bay Area, Silicon Valley, West Coast","Apps, Real Estate, Software",,,,,,"Apps, Construction, Software","Milpitas, California, United States",
Versana,https://www.crunchbase.com/organization/versana,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2024-09-10,,2021-01-01,year,Active,,,1,2,,26000000,USD,26000000,26000000,USD,26000000,Venture - Series Unknown,66000000,USD,66000000,66000000,USD,66000000,"Citi, Morgan Stanley, Bank of America, JP Morgan Chase, U.S. Bancorp",9,"Greater New York Area, East Coast, Northeastern US","Data and Analytics, Financial Services, Information Technology, Professional Services, Software",,,,,,"Consulting, Data Integration, Finance, Financial Services","New York, New York, United States",
Aifleet,https://www.crunchbase.com/organization/the-ai-fleet-inc,,Private,For Profit,101-250,,Venture - Series Unknown,2024-09-10,,2020-04-01,month,Active,,,2,5,,,,,,,,Venture - Series Unknown,39100000,USD,39100000,39100000,USD,39100000,"Obvious Ventures, Compound, Ibex Investors, Tom Williams, Volvo Group Venture Capital",5,Southern US,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,,,,"Artificial Intelligence (AI), Fleet Management, Supply Chain Management, Transportation","Austin, Texas, United States",
Cellino,https://www.crunchbase.com/organization/cellino-biotech,Growing,Private,For Profit,11-50,,Grant,2024-09-10,,2017-01-01,year,Active,,,4,6,Early Stage Venture,25000000,USD,25000000,80000000,USD,80000000,Series A,97500002,USD,97500002,122500002,USD,122500002,"Khosla Ventures, The Engine, 8VC, Felicis, Leaps by Bayer",8,"Greater Boston Area, East Coast, New England","Biotechnology, Design, Science and Engineering",,,,,,"Biotechnology, Nanotechnology, Product Design","Cambridge, Massachusetts, United States",
Darkhive,https://www.crunchbase.com/organization/darkhive,Growing,Private,For Profit,1-10,,Series A,2024-09-10,,2021-01-01,year,Active,,,2,3,Early Stage Venture,21000000,USD,21000000,21000000,USD,21000000,Series A,25000000,USD,25000000,26100000,USD,26100000,"Capital Factory, Crosslink Capital, RTX Ventures, Ten Eleven Ventures, Stellar Ventures",7,Southern US,"Government and Military, Hardware, Information Technology, Science and Engineering, Software",,Medium,,,,"Military, Public Safety, Robotics","San Antonio, Texas, United States",
Neurona Therapeutics,https://www.crunchbase.com/organization/neuron-therapeutics,Growing,Private,For Profit,11-50,,Grant,2024-09-10,,2008-04-01,month,Active,,,2,11,Late Stage Venture,3800000,USD,3800000,120000000,USD,120000000,Series E,310763942,USD,310763942,324113942,USD,324113942,"National Institutes of Health, South Carolina Research Authority, Cormorant Asset Management, Alexandria Venture Investments, Euclidean Capital",21,"San Francisco Bay Area, West Coast, Western US","Biotechnology, Health Care, Science and Engineering",$100M to $500M,High,,,,"Biotechnology, Health Care, Therapeutics","San Francisco, California, United States",
