Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Societal,https://www.crunchbase.com/organization/societal-store,,Private,For Profit,1-10,,Product Crowdfunding,2020-03-24,,2019-03-04,day,Active,,,1,1,,353,GBP,416,,,,,,,,353,GBP,416,,,"Europe, Middle East, and Africa (EMEA)","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",,,,,,"Fashion, Retail, Shoes","Bedford, Bedfordshire, United Kingdom",
Teamhood,https://www.crunchbase.com/organization/teamhood-2f2a,,Private,For Profit,1-10,,Pre-Seed,2019-09-01,,2019-05-01,day,Active,,,2,1,Seed,400,EUR,440,400,EUR,440,Pre-Seed,400,EUR,440,400,EUR,440,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Software,,,,,,"SaaS, Software","Vilnius, Vilniaus Apskritis, Lithuania",
Keycoa,https://www.crunchbase.com/organization/keycoa,,Private,For Profit,1-10,,Pre-Seed,2021-04-01,,2021-01-01,year,Active,,,2,1,Seed,6500000,IDR,448,6500000,IDR,448,Pre-Seed,6500000,IDR,448,6500000,IDR,448,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Commerce and Shopping, Education, Gaming, Media and Entertainment",,,,,,"Edutainment, Gaming, Retail","Bandung, Jawa Barat, Indonesia",
Mall95store,https://www.crunchbase.com/organization/mall95store,,Private,For Profit,51-100,,Pre-Seed,2023-06-17,"Corporate Venture Capital, Private Equity Firm, Startup Competition",2023-04-20,day,Active,,"Private Equity, Secondary Market",1,2,Seed,40000,INR,488,40000,INR,488,Pre-Seed,116579,INR,1533,116579,INR,1533,"Mall95store, Dipesh Patel",2,Asia-Pacific (APAC),"Commerce and Shopping, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing",,,,,,"E-Commerce, E-Commerce Platforms, Photography, Social Media Marketing","Nawada, Bihar, India",1
Adaral,https://www.crunchbase.com/organization/adaral,,Private,For Profit,1-10,,Pre-Seed,2022-05-01,,,,Active,,,1,1,Seed,470,EUR,495,470,EUR,495,Pre-Seed,470,EUR,495,470,EUR,495,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Professional Services, Software",,,,,,"Accounting, SaaS, Software","Madrid, Madrid, Spain",
BeneTalk,https://www.crunchbase.com/organization/respira,,Private,For Profit,1-10,,Grant,2020-10-12,,2016-01-01,year,Active,,,2,4,Seed,380,GBP,496,350000,GBP,452743,Seed,497484,USD,497484,497980,USD,497980,"Innovate UK, Microsoft, Social Tech Trust, EIT Health, Henley Business Angels",5,"Europe, Middle East, and Africa (EMEA)","Health Care, Media and Entertainment, Music and Audio, Software",,,,,,"Audio, Health Care, Software","London, England, United Kingdom",
Aurigen Capital,https://www.crunchbase.com/organization/aurigen-capital,,Private,For Profit,51-100,Was Acquired,Private Equity,2007-11-26,,2007-01-01,year,Active,,,,1,M&A,500,CAD,506,500,CAD,506,Private Equity,500,CAD,506,500,CAD,506,"Pine Brook Partners, EdgeStone Partners, Soros Capital Management, Englefield Capital",4,Great Lakes,Financial Services,,,,,,"Financial Services, Insurance","Toronto, Ontario, Canada",
HexaBox,https://www.crunchbase.com/organization/hexabox,,Private,For Profit,1-10,,Angel,2023-04-14,,2023-04-14,day,Active,,,1,1,Seed,10000,TRY,516,10000,TRY,516,Angel,10000,TRY,516,10000,TRY,516,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Hardware, Professional Services, Real Estate, Science and Engineering, Software",,,,,,"Embedded Systems, Risk Management, Smart Cities","Ankara, Ankara, Turkey",
Baterfly,https://www.crunchbase.com/organization/baterfly,,Private,For Profit,1-10,,Grant,2019-09-19,,2019-01-01,year,Active,,,1,1,,486,EUR,537,,,,,,,,486,EUR,537,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Hardware, Software",,,,,,"Consumer Electronics, Software","Valencia, Comunidad Valenciana, Spain",
FloresNuevas.com,https://www.crunchbase.com/organization/floresnuevas-com,,Private,For Profit,1-10,,Grant,2019-09-19,,2013-01-01,year,Active,,,1,1,,486,EUR,537,,,,,,,,486,EUR,537,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Commerce and Shopping,,,,,,"E-Commerce, Retail","L'eliana, Comunidad Valenciana, Spain",
Abrebox,https://www.crunchbase.com/organization/abrebox,,Private,For Profit,1-10,,Grant,2019-10-24,,2017-01-01,year,Active,,,1,1,,486,EUR,540,,,,,,,,486,EUR,540,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Hardware, Manufacturing",,,,,,"Consumer Electronics, Manufacturing","Valencia, Comunidad Valenciana, Spain",
Octexworld Group Of Companies,https://www.crunchbase.com/organization/octexworld-group-of-companies,,Private,For Profit,11-50,,Pre-Seed,2023-07-31,,2022-01-01,year,Active,,,1,2,Seed,45000,INR,547,45000,INR,547,Pre-Seed,245000,INR,2981,245000,INR,2981,Debajit Paul,,Asia-Pacific (APAC),Media and Entertainment,,,,,,Digital Media,"Rangia, Assam, India",
EduKare,https://www.crunchbase.com/organization/edukare,Growing,Private,For Profit,1-10,Was Acquired,Pre-Seed,2019-12-01,,2016-01-28,day,Active,,,2,1,M&A,40000,INR,557,40000,INR,557,Pre-Seed,40000,INR,557,40000,INR,557,,,,"Education, Software",,,,,,"E-Learning, EdTech, Education",,
Transgenia,https://www.crunchbase.com/organization/transgenia,,Private,For Profit,1-10,,Pre-Seed,2017-08-03,,2017-08-03,day,Active,,,,1,Seed,10000,MXN,560,10000,MXN,560,Pre-Seed,10000,MXN,560,10000,MXN,560,,,Latin America,"Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Internet Services, Other, Science and Engineering, Software",,,,,,"Blockchain, Cloud Computing, Data Integration, Enterprise Resource Planning (ERP), Information Technology, Internet of Things, Quantum Computing, Software","Ecatepec De Morelos, Mexico, Mexico",
Labs64 NetLicensing,https://www.crunchbase.com/organization/labs64,,Private,For Profit,1-10,,Corporate Round,2020-01-01,,2015-01-01,year,Active,,,2,6,,500,EUR,561,500,EUR,561,Corporate Round,1770500,EUR,1973913,1770500,EUR,1973913,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Software",,,,,,"Enterprise Software, Information Services, Information Technology, SaaS, Software","Munich, Bayern, Germany",
The Salvimet Project,https://www.crunchbase.com/organization/the-salvimet-project,,Private,For Profit,1-10,Was Acquired,Grant,2022-03-07,,2020-02-02,day,Active,,,2,1,M&A,50000,BDT,583,,,,,,,,50000,BDT,583,,,Asia-Pacific (APAC),"Agriculture and Farming, Health Care",,,,,,"AgTech, Medical, Wellness","Dhaka, Dhaka, Bangladesh",
QOLAC,https://www.crunchbase.com/organization/qolac,,Private,For Profit,1-10,,Private Equity,2020-12-21,,2010-12-01,month,Active,,,1,1,Private Equity,50000,BDT,590,50000,BDT,590,Private Equity,50000,BDT,590,50000,BDT,590,Atikur Tushar,1,Asia-Pacific (APAC),"Education, Health Care",,,,,,"Education, Health Care","Dhaka, Dhaka, Bangladesh",
2UP digital company,https://www.crunchbase.com/organization/2up-digital-company,,Private,For Profit,11-50,,Seed,2019-09-03,,2016-01-01,day,Active,,,,1,Seed,40000,RUB,599,40000,RUB,599,Seed,40000,RUB,599,40000,RUB,599,Internet Initiatives Development Fund (IIDF),1,"Europe, Middle East, and Africa (EMEA)",Information Technology,,,,,,Information Technology,"Rostov, Rostov, Russian Federation",
All Hardware,https://www.crunchbase.com/organization/all-hardware,,Private,For Profit,,,Seed,2019-09-01,,,,Active,,,,1,Seed,40000,RUB,599,40000,RUB,599,Seed,40000,RUB,599,40000,RUB,599,Internet Initiatives Development Fund (IIDF),1,"Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Hardware, Manufacturing",,,,,,"Electronics, Hardware, Manufacturing","Moscow, Moscow City, Russian Federation",
Securade.ai,https://www.crunchbase.com/organization/securade-ai,,Private,For Profit,,,Grant,2024-03-01,,2022-01-01,year,Active,,,1,1,,50000,INR,604,,,,,,,,50000,INR,604,Startup Mahakumbh,1,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Technology, Public Safety, Software","Singapore, Central Region, Singapore",
BITBUILDERS TECHNOLOGIES PVT LTD,https://www.crunchbase.com/organization/codify-fb72,,Private,For Profit,11-50,,Pre-Seed,2023-01-01,,2022-09-17,day,Active,,,1,1,Seed,50000,INR,604,50000,INR,604,Pre-Seed,50000,INR,604,50000,INR,604,,,Asia-Pacific (APAC),"Design, Information Technology, Software",,,,,,"Information Technology, Software, Web Design, Web Development","Farrukhabad, Uttar Pradesh, India",
Kutanam,https://www.crunchbase.com/organization/kutanam,,Private,For Profit,1-10,,Seed,2019-12-05,,2019-07-01,day,Active,,,1,1,Seed,8500000,IDR,608,8500000,IDR,608,Seed,8500000,IDR,608,8500000,IDR,608,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Agriculture and Farming, Food and Beverage",,,,,,"Agriculture, Farming, Organic Food","Tenggarong, Kalimantan Timur, Indonesia",
DriverShaab,https://www.crunchbase.com/organization/drivershaab,,Private,For Profit,11-50,,Grant,2023-06-29,,2018-01-01,year,Active,,,2,2,,50000,INR,609,,,,Venture - Series Unknown,,,,50000,INR,609,"Maruti Suzuki Mail powered by GHV Accelerator, IIM Calcutta Innovation Park",2,Asia-Pacific (APAC),"Apps, Mobile, Software, Transportation",,,,,,"Apps, Mobile Apps, Transportation","Kolkata, West Bengal, India",
ANIMAGTICS TECHNOLOGIES PRIVATE LIMITED,https://www.crunchbase.com/organization/animagtics-technologies-private-limited,,Private,For Profit,1-10,,Debt Financing,2023-07-20,,2020-09-22,day,Active,,,1,2,,50000,INR,609,,,,,,,,3609,USD,3609,,,Asia-Pacific (APAC),"Energy, Manufacturing, Science and Engineering, Sustainability",,,,,,"Clean Energy, Energy Storage, Industrial Automation, Mechanical Engineering, Renewable Energy","Mumbai, Maharashtra, India",
OiHelp,https://www.crunchbase.com/organization/oihelp,,Private,For Profit,1-10,,Grant,2023-06-29,,,,Active,,,,1,,50000,INR,609,,,,,,,,50000,INR,609,Maruti Suzuki Mail powered by GHV Accelerator,1,Asia-Pacific (APAC),Transportation,,,,,,Delivery Service,"Tura, Meghalaya, India",
Backyard Creators,https://www.crunchbase.com/organization/backyard-creators,,Private,For Profit,1-10,,Grant,2023-06-29,,2020-01-01,year,Active,,,,1,,50000,INR,609,,,,,,,,50000,INR,609,Maruti Suzuki Mail powered by GHV Accelerator,1,Asia-Pacific (APAC),"Consumer Electronics, Hardware",,,,,,"Computer, Electronics","Madurai, Tamil Nadu, India",
Route2Jute,https://www.crunchbase.com/organization/route2jute,,Private,For Profit,,,Grant,2023-06-29,,,,Active,,,,1,,50000,INR,609,,,,,,,,50000,INR,609,Maruti Suzuki Mail powered by GHV Accelerator,1,Asia-Pacific (APAC),"Commerce and Shopping, Design, Manufacturing",,,,,,"Manufacturing, Product Design, Retail","Kolkata, West Bengal, India",
Fooboxx,https://www.crunchbase.com/organization/fooboxx,,Private,For Profit,1-10,,Grant,2022-06-28,,2021-01-01,year,Active,,,2,3,,500,GBP,609,,,,,,,,3000,GBP,3901,"Santander UK, Enterprise Bath",2,"Europe, Middle East, and Africa (EMEA)","Food and Beverage, Other, Transportation",,,,,,"Food Delivery, Recipes, Service Industry","Bath, Bath and North East Somerset, United Kingdom",
Hopun Innovations,https://www.crunchbase.com/organization/hopun-innovations,,Private,For Profit,,,Grant,2023-06-29,,,,Active,,,,1,,50000,INR,609,,,,,,,,50000,INR,609,Maruti Suzuki Mail powered by GHV Accelerator,1,,Transportation,,,,,,Automotive,,
Salutem Ridegear,https://www.crunchbase.com/organization/salutem-ridegear,,Private,For Profit,,,Grant,2023-06-29,,2017-01-01,year,Active,,,,1,,50000,INR,609,,,,,,,,50000,INR,609,Maruti Suzuki Mail powered by GHV Accelerator,1,Asia-Pacific (APAC),"Manufacturing, Sports",,,,,,"Diving, Manufacturing","New Delhi, Delhi, India",
A33 Studio,https://www.crunchbase.com/organization/a33-studio,,Private,For Profit,1-10,,Seed,2014-12-09,,2014-08-08,day,Closed,,,,1,Seed,700000,KRW,631,700000,KRW,631,Seed,700000,KRW,631,700000,KRW,631,Kakao Ventures,1,Asia-Pacific (APAC),"Gaming, Hardware, Internet Services, Mobile, Science and Engineering, Software",,,,,,"Gaming, Internet, Mobile, Online Games, Robotics, Software, Web Development","Seongnam, Kyonggi-do, South Korea",
LikWiik,https://www.crunchbase.com/organization/likwiik,,Private,Non-profit,1-10,,Pre-Seed,2022-05-21,,2021-07-01,month,Closed,,,1,1,Seed,50000,INR,643,50000,INR,643,Pre-Seed,50000,INR,643,50000,INR,643,,,Asia-Pacific (APAC),"Information Technology, Internet Services, Media and Entertainment",,,,,,"Information Technology, Internet, Social Media","Amritsar, Punjab, India",
Drum Talk TV,https://www.crunchbase.com/organization/drum-talk-tv,,Private,For Profit,1-10,,Product Crowdfunding,2019-10-25,,2013-01-01,day,Active,,,1,1,,46573,INR,657,,,,,,,,46573,INR,657,,,Western US,Media and Entertainment,,,,,,Media and Entertainment,"Las Vegas, Nevada, United States",
Hi Digital Media Labs,https://www.crunchbase.com/organization/smart-digipay,,Private,For Profit,51-100,Was Acquired,Pre-Seed,2022-04-09,,2020-04-05,day,Active,,,1,1,M&A,50000,INR,659,50000,INR,659,Pre-Seed,50000,INR,659,50000,INR,659,,,,"Design, Sales and Marketing, Software",,,,,,"Digital Marketing, Graphic Design, Product Design, Web Design, Web Development",,
Mintbook,https://www.crunchbase.com/organization/mintbook,,Private,For Profit,11-50,,Seed,2019-09-12,,2013-12-30,day,Active,,,2,1,Seed,50000,INR,704,50000,INR,704,Seed,50000,INR,704,50000,INR,704,Edupreneur Village Fund,1,Asia-Pacific (APAC),"Education, Internet Services, Media and Entertainment, Software",,,,,,"Content, EdTech, Education, Internet of Things, Software","Bangalore, Karnataka, India",
Waterloo Health Network,https://www.crunchbase.com/organization/waterloo-health-network,,Private,For Profit,1-10,,Pre-Seed,2019-01-02,,2019-01-02,day,Active,,,1,1,Seed,1000,CAD,734,1000,CAD,734,Pre-Seed,1000,CAD,734,1000,CAD,734,,,Great Lakes,"Health Care, Information Technology",,,,,,"Health Care, Information Technology","Kitchener, Ontario, Canada",
Covesting,https://www.crunchbase.com/organization/covesting,,Private,For Profit,11-50,,Initial Coin Offering,2017-10-20,,2017-10-20,day,Active,,,2,1,,20000,ETB,736,20000,ETB,736,Initial Coin Offering,20000,ETB,736,20000,ETB,736,,,"Europe, Middle East, and Africa (EMEA)","Education, Financial Services, Lending and Investments, Software",,,,,,"Education, Finance, Financial Services, FinTech, Software, Trading Platform","Gibraltar, Gibraltar, Gibraltar",
TransTRACK.ID,https://www.crunchbase.com/organization/transtrack-id,Growing,Private,For Profit,51-100,,Series A,2024-08-29,,2019-04-15,day,Active,,,1,4,Early Stage Venture,12000000,IDR,776,12000000,IDR,776,Series A,2703059,USD,2703059,2703059,USD,2703059,"Bintang Delapan, Eurazeo, AppWorks, Cocoon Capital, Accelerating Asia",12,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Internet Services, Transportation",,,,,,"Internet of Things, Logistics","Dki Jakarta, Jakarta Raya, Indonesia",
Crabler,https://www.crunchbase.com/organization/crabler,,Private,For Profit,1-10,,Seed,2019-11-01,,1994-01-27,day,Active,,,,1,Seed,50000,RUB,787,50000,RUB,787,Seed,50000,RUB,787,50000,RUB,787,,,"Europe, Middle East, and Africa (EMEA)","Financial Services, Mobile, Payments, Software",,,,,,"Mobile Payments, Payments","Moscow, Moscow City, Russian Federation",
OCXCI SAS,https://www.crunchbase.com/organization/ocxci-sas,,Private,For Profit,1-10,,Seed,2022-05-15,,2021-04-01,day,Active,,,,1,Seed,3593016,COP,875,3593016,COP,875,Seed,3593016,COP,875,3593016,COP,875,,,Latin America,"Other, Professional Services, Software",,,,,,"Customer Service, Professional Services, Software","Medellín, Antioquia, Colombia",
Selfomy,https://www.crunchbase.com/organization/selfomy,,Private,For Profit,11-50,,Pre-Seed,2017-12-01,,2013-10-20,day,Active,,,2,2,Seed,20000000,VND,880,20000000,VND,880,Pre-Seed,21875000,VND,963,21875000,VND,963,Nga Le,1,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Education, Information Technology, Software",,,,,,"EdTech, Education, Information Technology","Ho Chi Minh City, NA - Vietnam, Vietnam",
Bonealive,https://www.crunchbase.com/organization/bonealive,,Private,For Profit,1-10,,Grant,2019-09-01,,2017-01-01,year,Active,,,,1,,810,EUR,890,,,,,,,,810,EUR,890,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,"Valencia, Comunidad Valenciana, Spain",
Kolotrip,https://www.crunchbase.com/organization/kolotrip,,Private,For Profit,1-10,,Grant,2019-09-19,,2017-01-01,year,Active,,,1,1,,810,EUR,895,,,,,,,,810,EUR,895,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Commerce and Shopping,,,,,,Rental,"Valencia, Comunidad Valenciana, Spain",
Paviado,https://www.crunchbase.com/organization/paviado,,Private,For Profit,1-10,,Grant,2019-09-19,,2019-01-01,year,Active,,,2,1,,810,EUR,895,,,,,,,,810,EUR,895,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Sales and Marketing, Software",,,,,,"Marketing, Software","Valencia, Comunidad Valenciana, Spain",
Serenmind,https://www.crunchbase.com/organization/serenmind,,Private,For Profit,1-10,,Grant,2019-09-19,,2018-01-01,year,Active,,,1,1,,810,EUR,895,,,,,,,,810,EUR,895,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Health Care,,,,,,"Health Care, Wellness","Valencia, Comunidad Valenciana, Spain",
Falcon SPM,https://www.crunchbase.com/organization/falcon-spm,,Private,For Profit,1-10,,Grant,2019-09-19,,2018-01-01,year,Active,,,1,1,,810,EUR,895,,,,,,,,810,EUR,895,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Data and Analytics, Software",,,,,,"Analytics, Software","Valencia, Comunidad Valenciana, Spain",
Awends,https://www.crunchbase.com/organization/awends,,Private,For Profit,1-10,,Grant,2019-09-19,,2018-01-01,year,Active,,,2,1,,810,EUR,895,,,,,,,,810,EUR,895,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Apps, Software",,,,,,Apps,"Valencia, Comunidad Valenciana, Spain",
Ouh Lo Là,https://www.crunchbase.com/organization/ouh-lo-là,,Private,For Profit,1-10,,Grant,2019-09-19,,2019-01-01,year,Active,,,1,1,,810,EUR,895,,,,,,,,810,EUR,895,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Clothing and Apparel, Commerce and Shopping, Design",,,,,,"E-Commerce, Fashion","Madrid, Madrid, Spain",
FocusONCare,https://www.crunchbase.com/organization/focusoncare,,Private,For Profit,251-500,,Grant,2014-03-01,,2014-01-01,day,Active,,,,1,,1000,CAD,903,,,,,,,,1000,CAD,903,Velocity,1,Great Lakes,"Apps, Biotechnology, Health Care, Mobile, Science and Engineering, Software",,,,,,"Apps, Biotechnology, Health Care, Mobile Apps","Kitchener, Ontario, Canada",
NewAllergy Technologies,https://www.crunchbase.com/organization/newallergy-technologies,,Private,For Profit,,,Grant,2014-03-01,,2014-01-01,day,Active,,,,1,,1000,CAD,903,,,,,,,,1000,CAD,903,Velocity,1,,Health Care,,,,,,Health Care,,
Saytrip,https://www.crunchbase.com/organization/saytrip,,Private,For Profit,1-10,,Grant,2019-01-14,,2019-01-01,year,Active,,,2,1,,810,EUR,929,,,,,,,,810,EUR,929,Lanzadera Accelerator,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Community and Lifestyle, Travel and Tourism",,,,,,"Leisure, Tourism, Travel","Valencia, Comunidad Valenciana, Spain",
Rubfy,https://www.crunchbase.com/organization/rubfy,,Private,For Profit,1-10,,Angel,2021-09-24,,2021-01-05,day,Active,,,2,2,Seed,5000,BRL,937,5000,BRL,937,Angel,20000,BRL,3669,20000,BRL,3669,Ronald Leandro,1,Latin America,"Information Technology, Internet Services, Software",,,,,,"Cloud Computing, Information Technology, Internet, Software, Web Hosting","São Paulo, Sao Paulo, Brazil",
Nuprego Tecnologia,https://www.crunchbase.com/organization/nuprego-tecnologia,,Private,,1-10,,Seed,2023-01-01,,2022-09-24,day,Active,,,,1,Seed,5000,BRL,946,5000,BRL,946,Seed,5000,BRL,946,5000,BRL,946,FCJ Venture Builder,1,,"Software, Transportation",,,,,,"Automotive, Software",,
Enolej,https://www.crunchbase.com/organization/enolej,,Private,Non-profit,10001+,,Undisclosed,2023-01-20,,1905-09-01,day,Active,,,1,1,,100000,BDT,947,100000,BDT,947,Undisclosed,100000,BDT,947,100000,BDT,947,,,Asia-Pacific (APAC),"Education, Information Technology, Software",,,,,,"EdTech, Education, Information Technology","Mymensingh, Dhaka, Bangladesh",
St. Raphael’s Catholic Primary School,https://www.crunchbase.com/organization/st-raphael-s-catholic-primary-school,,Private,For Profit,11-50,,Grant,2023-05-10,,,,Active,,,,1,,750,GBP,947,,,,,,,,750,GBP,947,First TransPennine Express,1,"Europe, Middle East, and Africa (EMEA)",Education,,,,,,"Education, Primary Education","Stalybridge, Tameside, United Kingdom",
Klugit Energy,https://www.crunchbase.com/organization/klugit-energy,,Private,For Profit,1-10,,Seed,2021-02-15,,2018-11-16,day,Active,,,2,2,Seed,100000,JPY,949,100000,JPY,949,Seed,100000,JPY,949,100000,JPY,949,"EIT InnoEnergy, Portugal Ventures",2,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Natural Resources, Real Estate, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Smart Home, Water","Aveiro, Aveiro, Portugal",
Flow,https://www.crunchbase.com/organization/flow-11,,Private,For Profit,11-50,,Seed,2013-07-01,,2012-09-01,day,Active,,,1,1,Seed,1000,CAD,952,1000,CAD,952,Seed,1000,CAD,952,1000,CAD,952,,,Great Lakes,"Education, Hardware, Information Technology, Sales and Marketing, Science and Engineering, Software",,,,,,"CRM, Education, Information Technology, Robotics","Waterloo, Ontario, Canada",
Helois,https://www.crunchbase.com/organization/helois,,Private,For Profit,11-50,,Grant,2013-11-01,,2013-09-01,day,Active,,,,1,,1000,CAD,958,,,,,,,,1000,CAD,958,Velocity,1,,"Consumer Electronics, Hardware, Information Technology, Science and Engineering, Software",,,,,,"Information Technology, Robotics, Software, Wearables",,
Maavi Services,https://www.crunchbase.com/organization/maavi-services,,Private,For Profit,1-10,,Pre-Seed,2023-10-03,,2023-03-14,day,Active,,,,1,Seed,80000,INR,961,80000,INR,961,Pre-Seed,80000,INR,961,80000,INR,961,,,Asia-Pacific (APAC),,,,,,,,"Chennai, Tamil Nadu, India",
Clutch,https://www.crunchbase.com/organization/clutch-664e,,Private,For Profit,1-10,,Pre-Seed,2021-09-27,,2021-01-01,year,Active,,,2,1,Seed,825,EUR,965,825,EUR,965,Pre-Seed,825,EUR,965,825,EUR,965,"PSV, David Helgason, Crowberry Capital, Heini Zachariassen",4,"European Union (EU), Nordic Countries, Scandinavia","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Sports",,,,,,"Artificial Intelligence (AI), Software, Sports","Copenhagen, Hovedstaden, Denmark",
uIntuition,https://www.crunchbase.com/organization/uintuition,,Private,For Profit,101-250,,Grant,2013-03-01,,2013-01-01,day,Closed,,,,1,,1000,CAD,973,,,,,,,,1000,CAD,973,Velocity,1,Great Lakes,Education,,,,,,Education,"Waterloo, Ontario, Canada",
Second Screen,https://www.crunchbase.com/organization/second-screen,,Private,For Profit,,,Grant,2013-03-01,,2012-11-01,day,Active,,,,1,,1000,CAD,973,,,,,,,,1000,CAD,973,Velocity,1,,"Apps, Software",,,,,,Apps,,
Unlockly,https://www.crunchbase.com/organization/unlockly,,Private,For Profit,1-10,,Grant,2012-07-01,,2012-01-04,day,Closed,,,,1,,1000,CAD,981,,,,,,,,1000,CAD,981,Velocity,1,Great Lakes,"Apps, Mobile, Software",,,,,,"Apps, Mobile, Mobile Apps","Waterloo, Ontario, Canada",
Followup,https://www.crunchbase.com/organization/followup-3,,Private,For Profit,,,Grant,2012-07-01,,2012-01-01,day,Active,,,,1,,1000,CAD,981,,,,,,,,1000,CAD,981,Velocity,1,Great Lakes,"Apps, Mobile, Software",,,,,,"Apps, Mobile, Mobile Apps","Waterloo, Ontario, Canada",
Mixturam,https://www.crunchbase.com/organization/mixturam,,Private,For Profit,1-10,,Pre-Seed,2013-05-17,,2013-05-09,day,Closed,,,,1,Seed,20000,CZK,987,20000,CZK,987,Pre-Seed,20000,CZK,987,20000,CZK,987,eClub Prague,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Food and Beverage, Health Care",,,,,,"Dietary Supplements, Health Care","Prague, Hlavni mesto Praha, Czech Republic",
Biggs Museum of American Art,https://www.crunchbase.com/organization/biggs-museum-of-american-art,,Private,,11-50,,Grant,2024-03-06,,1983-01-01,year,Active,,,1,1,,10000,MAD,998,,,,,,,,10000,MAD,998,The National Endowment for the Arts,1,"East Coast, Southern US","Education, Media and Entertainment, Travel and Tourism",,,,,,"Art, Education, Museums and Historical Sites","Dover, Delaware, United States",
Noloco,https://www.crunchbase.com/organization/noloco,,Private,For Profit,1-10,,Seed,2024-08-28,,2021-01-01,year,Active,,,2,7,Seed,1000,USD,1000,1000,USD,1000,Seed,1526000,USD,1526000,1526000,USD,1526000,"Y Combinator, Team Ignite Ventures, Anamcara Capital, Unpopular Ventures, Zinal Growth",12,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Data and Analytics, Hardware, Software",,,,,,"Big Data, Computer, Software","Dublin, Dublin, Ireland",
Parachute Health,https://www.crunchbase.com/organization/parachute-health,Growing,Private,For Profit,101-250,,Undisclosed,2019-12-31,,2015-01-01,year,Active,,,1,4,,1000,USD,1000,1000,USD,1000,Undisclosed,15400999,USD,15400999,15400999,USD,15400999,"Alumni Ventures, Harley Miller, Loeb Holding Corporation, Jason Fiedler, GNYHA Ventures",8,"Greater New York Area, East Coast, Northeastern US","Health Care, Software",$10M to $50M,,,,,"Health Care, Medical, Software","Manhattan, New York, United States",
