Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Stork Network,https://www.crunchbase.com/organization/stork-network,,Private,,1-10,,Seed,2024-08-22,,2022-01-01,year,Active,,,,1,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"Wintermute Ventures, Lattice Fund, Faction, CMS",4,"Greater New York Area, East Coast, Northeastern US","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Web3","Brooklyn, New York, United States",
Mented Cosmetics,https://www.crunchbase.com/organization/mented-cosmetics,Growing,Private,For Profit,1-10,Was Acquired,Series A,2022-01-17,,2017-01-01,year,Active,,,2,5,M&A,5000000,USD,5000000,5000000,USD,5000000,Series A,9000000,USD,9000000,9000000,USD,9000000,"CircleUp, BAM Ventures, Blue Collective, Corazon Capital, Pipeline Angels",11,"Greater New York Area, East Coast, Northeastern US",Consumer Goods,,Medium,,,,"Beauty, Cosmetics","New York, New York, United States",
Shaped,https://www.crunchbase.com/organization/shaped-2177,,Private,For Profit,1-10,,Series A,2024-07-17,,2021-01-01,year,Active,,,3,2,Early Stage Venture,8000000,USD,8000000,8000000,USD,8000000,Series A,10000000,USD,10000000,10000000,USD,10000000,"Y Combinator, Susa Ventures, Global Founders Capital, Liquid 2 Ventures, Madrona",10,"Greater New York Area, East Coast, Northeastern US",Software,,,,,,"Consumer Software, Developer APIs, Software","New York, New York, United States",
VectorShift,https://www.crunchbase.com/organization/vectorshift,Growing,Private,For Profit,1-10,,Seed,2024-02-21,,2023-01-01,year,Active,,,2,2,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,"Soma Capital, Y Combinator, 1984 Ventures, Pioneer Fund, Formus Capital",9,"San Francisco Bay Area, West Coast, Western US","Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,High,,,,"Apps, Artificial Intelligence (AI), Generative AI, Search Engine, Software","San Francisco, California, United States",
Bendi,https://www.crunchbase.com/organization/bendi-7e9d,,Private,For Profit,1-10,,Seed,2024-08-09,,2020-08-14,day,Active,,,3,3,Seed,815000,GBP,1037657,815000,GBP,1037657,Seed,1867657,USD,1867657,2249617,USD,2249617,"Innovate UK, APX, Midven",3,"Europe, Middle East, and Africa (EMEA)","Data and Analytics, Information Technology, Software",,,,,,"Data Management, Information Services, Information Technology, Software","London, England, United Kingdom",
Luma,https://www.crunchbase.com/organization/zmurl,,Private,For Profit,1-10,,Seed,2020-12-07,,2020-03-31,day,Active,,,2,1,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,"Venrock, Maven Ventures, Progression Fund",3,"San Francisco Bay Area, West Coast, Western US","Events, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",,,,,,"Event Management, Media and Entertainment, Software, Video Conferencing","San Francisco, California, United States",
Otto,https://www.crunchbase.com/organization/otto-7513,,Private,,1-10,,Seed,2024-08-22,,2024-01-01,year,Active,,,,1,Seed,6000000,USD,6000000,6000000,USD,6000000,Seed,6000000,USD,6000000,6000000,USD,6000000,"Madrona, Direct Travel, Couchsurfing, Aman Bhutani, John Kim",9,"Greater Seattle Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Travel and Tourism",,,,,,"Artificial Intelligence (AI), Travel, Travel Agency","Seattle, Washington, United States",
Nerio Therapeutics,https://www.crunchbase.com/organization/nerio-therapeutics,,Private,For Profit,1-10,Was Acquired,Venture - Series Unknown,2021-10-07,,2019-01-01,year,Active,,,3,2,M&A,3500003,USD,3500003,3500003,USD,3500003,Venture - Series Unknown,6502853,USD,6502853,6502853,USD,6502853,Viva BioInnovator,1,"Greater San Diego Area, West Coast, Western US","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Life Science, Therapeutics","La Jolla, California, United States",
Reduced,https://www.crunchbase.com/organization/reduced,,Private,For Profit,1-10,,Series A,2024-09-04,,2020-01-01,year,Active,,,2,4,Early Stage Venture,8000000,EUR,8836918,8000000,EUR,8836918,Series A,17285000,EUR,18875283,17285000,EUR,18875283,"Pollen Street Capital, Rockstart, Export and Investment Fund, Novo Holdings, Vaekstfonden",8,"European Union (EU), Nordic Countries, Scandinavia","Food and Beverage, Sustainability",,,,,,"Food and Beverage, Food Processing, Organic, Sustainability, Waste Management","Copenhagen, Hovedstaden, Denmark",
Latigo Biotherapeutics,https://www.crunchbase.com/organization/latigo-biotherapeutics,Growing,Private,For Profit,1-10,,Series A,2024-02-14,,2018-01-01,year,Active,,,,2,Early Stage Venture,135000000,USD,135000000,135000000,USD,135000000,Series A,150000000,USD,150000000,150000000,USD,150000000,"Foresite Capital, 5AM Ventures, Corner Ventures, Westlake Village BioPartners",4,"Greater Los Angeles Area, West Coast, Western US",Health Care,,High,,,,"Health Care, Medical, Therapeutics","Thousand Oaks, California, United States",
Sublime Security,https://www.crunchbase.com/organization/sublime-security,Growing,Private,For Profit,1-10,,Series A,2024-04-24,,2019-01-01,year,Active,,,2,2,Early Stage Venture,20000000,USD,20000000,20000000,USD,20000000,Series A,29800000,USD,29800000,29800000,USD,29800000,"Decibel Partners, Kevin Mahaffey, Index Ventures, Slow Ventures, Dmitri Alperovitch",11,"Washington DC Metro Area, Southern US","Information Technology, Privacy and Security, Software",,High,,,,"Cyber Security, PaaS, Security","Washington, District of Columbia, United States",
Depot,https://www.crunchbase.com/organization/depot-2f77,,Private,For Profit,1-10,,Seed,2024-08-22,,2022-01-01,month,Active,,,2,3,Seed,4100000,USD,4100000,4100000,USD,4100000,Seed,5900000,USD,5900000,5900000,USD,5900000,"Y Combinator, Pioneer Fund, Felicis, Tokyo Black, Kima Ventures",10,"West Coast, Western US","Internet Services, Science and Engineering, Software",,,,,,"Cloud Computing, Developer Tools, Software, Software Engineering","Beaverton, Oregon, United States",
FanCircles,https://www.crunchbase.com/organization/gig-rev,,Private,For Profit,1-10,,Venture - Series Unknown,2024-08-29,,2014-01-01,year,Active,,,1,5,,2000000,USD,2000000,2000000,USD,2000000,Venture - Series Unknown,4047643,USD,4047643,4712068,USD,4712068,,,"Europe, Middle East, and Africa (EMEA)","Internet Services, Media and Entertainment, Music and Audio, Other, Software",,,,,,"Media and Entertainment, Music, Music Streaming, SaaS, Social Network, Subscription Service","London, England, United Kingdom",
Mala'a Technologies,https://www.crunchbase.com/organization/mala-a-technologies,,Private,For Profit,1-10,,Series A,2024-09-03,,2020-01-01,year,Active,,,2,2,Early Stage Venture,65000000,SAR,17320982,65000000,SAR,17320982,Series A,71400000,SAR,19026524,71400000,SAR,19026524,"Woken Investment, VentureSouq, Khwarizmi Ventures, Impact46, SNB Capital",7,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Apps, Artificial Intelligence (AI), Data and Analytics, Financial Services, Mobile, Software",,,,,,"Financial Services, FinTech, Mobile Apps, Predictive Analytics","Riyadh, Ar Riyad, Saudi Arabia",
Piramidal,https://www.crunchbase.com/organization/piramidal-8584,,Private,For Profit,1-10,,Seed,2024-08-21,,2024-01-01,year,Active,,,2,2,Seed,6000000,USD,6000000,6000000,USD,6000000,Seed,6500000,USD,6500000,6500000,USD,6500000,"Y Combinator, Lionheart Ventures, Adverb Ventures, 10 BOND, CoreNest Capital",6,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Biotechnology, Wellness","San Francisco, California, United States",
Lemniscap,https://www.crunchbase.com/organization/lemniscap,,Private,,1-10,,Seed,2022-04-01,"Hedge Fund, Venture Capital",2017-11-01,month,Active,,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Seed, Venture",1,1,Seed,,,,,,,Seed,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",,,,,,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Hedge Funds, Venture Capital","George Town, Midland, Cayman Islands",109
Goodfire,https://www.crunchbase.com/organization/goodfire-b4cb,,Private,For Profit,1-10,,Seed,2024-08-15,,2024-06-01,month,Active,,,3,1,Seed,7000000,USD,7000000,7000000,USD,7000000,Seed,7000000,USD,7000000,7000000,USD,7000000,"Menlo Ventures, Lightspeed Venture Partners, South Park Commons, Work-Bench, Mythos Ventures",7,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,Artificial Intelligence (AI),"San Francisco, California, United States",
Aplantex,https://www.crunchbase.com/organization/aplantex,Growing,Private,For Profit,1-10,,Venture - Series Unknown,2024-08-28,,2019-01-01,year,Active,,,1,4,,2800000,CAD,2082130,2800000,CAD,2082130,Venture - Series Unknown,6682130,USD,6682130,6682130,USD,6682130,"Cycle Momentum, Investissement Quebec, Frederick Perrault, Esplanade Quebec",4,,"Health Care, Manufacturing",,High,,,,"Manufacturing, Pharmaceutical","Montréal, Quebec, Canada",
Brisk Teaching,https://www.crunchbase.com/organization/brisk-teaching,,Private,For Profit,1-10,,Venture - Series Unknown,2024-08-09,,2023-03-01,month,Active,,,1,1,,6899995,USD,6899995,6899995,USD,6899995,Venture - Series Unknown,6899995,USD,6899995,6899995,USD,6899995,,,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), EdTech, Education","Los Altos, California, United States",
Vayu Robotics,https://www.crunchbase.com/organization/vayu-robotics,Growing,Private,For Profit,1-10,,Seed,2023-10-03,,2022-01-01,year,Active,,,4,2,Seed,12700000,USD,12700000,12700000,USD,12700000,Seed,12700000,USD,12700000,12700000,USD,12700000,"Khosla Ventures, Alumni Ventures, Lockheed Martin Ventures, ReMY",4,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Intelligent Systems, Robotics","Palo Alto, California, United States",
Medbill AI,https://www.crunchbase.com/organization/medbill-ai,,Private,For Profit,1-10,,Seed,2024-07-23,,2023-01-01,year,Active,,,1,2,Seed,16254985,USD,16254985,16254985,USD,16254985,Seed,16254985,USD,16254985,16254985,USD,16254985,"RRE Ventures, Red Sea Ventures, Factorial Capital",3,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Consumer Software, FinTech, Health Care","New York, New York, United States",
HDAX Therapeutics,https://www.crunchbase.com/organization/hdax-therapeutics,,Private,For Profit,1-10,,Seed,2024-09-05,,2021-08-10,day,Active,,,3,3,Seed,4300000,CAD,3183829,4300000,CAD,3183829,Seed,4300000,CAD,3183829,4800000,CAD,3550544,"Ontario Centre of Innovation, Anges Quebec, Toronto Innovation Acceleration Partners, SeedFolio, FACIT",8,Great Lakes,"Biotechnology, Health Care, Science and Engineering",,,,,,"Biopharma, Biotechnology, Life Science, Pharmaceutical","Toronto, Ontario, Canada",
Donut Media,https://www.crunchbase.com/organization/donut-media,Growing,Private,For Profit,1-10,Was Acquired,Pre-Seed,2021-11-04,,2015-07-01,day,Active,Yes,,2,6,M&A,,,,,,,Pre-Seed,920000,USD,920000,920000,USD,920000,"Techstars, Right Side Capital Management, Fontinalis Partners, Luma Launch, Prototype Capital",10,"Greater Los Angeles Area, West Coast, Western US","Media and Entertainment, Transportation",,,,,,"Automotive, Digital Entertainment, Digital Media","Los Angeles, California, United States",
Pelage Pharma,https://www.crunchbase.com/organization/pelage-pharma,Growing,Private,For Profit,1-10,,Series A,2024-08-13,,,,Active,,,3,2,Early Stage Venture,14000000,USD,14000000,14000000,USD,14000000,Series A,30750000,USD,30750000,30750000,USD,30750000,"Google Ventures, Main Street Advisors, YK Bioventures, Visionary Venture Fund, Visionary Ventures",5,"Greater Los Angeles Area, West Coast, Western US",Health Care,,High,,,,"Health Care, Medical, Pharmaceutical","Los Angeles, California, United States",
Enavate Sciences,https://www.crunchbase.com/organization/enavate-sciences,Growing,Private,For Profit,1-10,,Private Equity,2022-05-02,Private Equity Firm,2019-01-01,year,Active,,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Venture",,1,Private Equity,300000000,USD,300000000,300000000,USD,300000000,Private Equity,300000000,USD,300000000,300000000,USD,300000000,Patient Square Capital,1,"Greater New York Area, East Coast, Northeastern US","Biotechnology, Health Care, Science and Engineering",,,,,,"Health Care, Life Science, Medical","New York, New York, United States",13
Blitzy,https://www.crunchbase.com/organization/blitzy,,Private,,1-10,,Seed,2024-09-03,,2023-01-01,year,Active,,,2,1,Seed,4400000,USD,4400000,4400000,USD,4400000,Seed,4400000,USD,4400000,4400000,USD,4400000,"Bessemer Venture Partners, Asymmetric, NFX, Picus Capital, Link Ventures",6,"Greater Boston Area, East Coast, New England","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Software","Boston, Massachusetts, United States",
Digantara,https://www.crunchbase.com/organization/digantara,Growing,Private,For Profit,1-10,,Series A,2024-02-27,,2018-01-01,year,Active,,,3,4,Early Stage Venture,155400000,INR,1873543,155400000,INR,1873543,Series A,14373543,USD,14373543,14436710,USD,14436710,"SIDBI Venture Capital, Global Brain Corporation, Peak XV Partners, Kalaari Capital, Campus Fund",9,Asia-Pacific (APAC),"Hardware, Transportation",,High,,,,"Satellite Communication, Space Travel","Bengaluru, Karnataka, India",
Graceview,https://www.crunchbase.com/organization/graceview,,Private,For Profit,1-10,,Seed,2024-08-05,,2023-05-09,day,Active,,,,1,Seed,1500000,USD,1500000,1500000,USD,1500000,Seed,1500000,USD,1500000,1500000,USD,1500000,Patrick Linton,1,"Asia-Pacific (APAC), Australasia",Professional Services,,,,,,Compliance,"Melbourne, Victoria, Australia",
Volt Money,https://www.crunchbase.com/organization/volt-money,Growing,Private,For Profit,1-10,,Pre-Seed,2023-06-20,,2022-01-01,year,Active,,,,1,Seed,123000000,INR,1500147,123000000,INR,1500147,Pre-Seed,123000000,INR,1500147,123000000,INR,1500147,"Titan Capital, Kunal Shah, Pravin Jadhav, Gemba Capital, All In Capital",8,Asia-Pacific (APAC),Financial Services,,,,,,"Finance, Financial Services","Bangalore, Karnataka, India",
Entalpic,https://www.crunchbase.com/organization/entalpic,,Private,For Profit,1-10,,Seed,2024-09-04,,2024-01-01,year,Active,,,,1,Seed,8500000,USD,8500000,8500000,USD,8500000,Seed,8500000,USD,8500000,8500000,USD,8500000,"Michal Valko, Felicis, Cathay Innovation, Breega, Yoshua Bengio",9,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Chemical, Product Research","Paris, Ile-de-France, France",
Vayana Network,https://www.crunchbase.com/organization/vayana-network,,Private,For Profit,1-10,Made Acquisitions,Series D,2024-07-30,,2016-01-01,year,Active,,,2,4,Late Stage Venture,1708000000,INR,20398252,1708000000,INR,20398252,Series D,77584475,USD,77584475,77584475,USD,77584475,"International Finance Corporation, Jungle Ventures, Marshall Wace, March Capital, PayU GPO",14,Asia-Pacific (APAC),Financial Services,,,,,,"Finance, Financial Services, FinTech","Bengaluru, Karnataka, India",
Sproutx,https://www.crunchbase.com/organization/sproutx,,Private,For Profit,1-10,,Grant,2022-02-14,Accelerator,2016-01-01,year,Active,,Seed,1,1,,600000,USD,600000,,,,,,,,600000,USD,600000,LaunchVic,1,"Asia-Pacific (APAC), Australasia",,,,,,,,"Melbourne, Victoria, Australia",32
Bombay Shaving Company,https://www.crunchbase.com/organization/bombay-shaving-company,Not Growing,Private,For Profit,1-10,,Debt Financing,2024-04-01,,2015-01-01,year,Active,,,4,9,Late Stage Venture,240000000,INR,2877251,500000000,INR,6698439,Series C,45891354,USD,45891354,48768605,USD,48768605,"Colgate Palmolive, Alteria Capital, Reckitt, Fireside Ventures, McKinsey & Company",21,Asia-Pacific (APAC),"Commerce and Shopping, Community and Lifestyle, Consumer Goods",,High,,,,"Consumer Goods, E-Commerce, Lifestyle, Men's","New Delhi, Delhi, India",
Amlogenyx,https://www.crunchbase.com/organization/amlogenyx,,Private,For Profit,1-10,,Seed,2024-08-02,,2023-01-01,year,Active,,,,1,Seed,14000000,USD,14000000,14000000,USD,14000000,Seed,14000000,USD,14000000,14000000,USD,14000000,"Ultragenyx Pharmaceutical, GordonMD Global Investments",2,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Genetics, Therapeutics","Somerville, Massachusetts, United States",
nsave,https://www.crunchbase.com/organization/nsave,Growing,Private,For Profit,1-10,,Seed,2024-03-22,,2022-09-01,month,Active,,,3,3,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"Sequoia Capital, Y Combinator, Basis Set Ventures, Edward Lando, Pioneer Fund",17,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,High,,,,"Banking, Financial Services, FinTech","Oxford, Oxfordshire, United Kingdom",
Paradigm,https://www.crunchbase.com/organization/paradigm-6409,,Private,For Profit,1-10,,Seed,2024-09-04,,2023-01-01,year,Active,,,2,2,Seed,2000000,USD,2000000,2000000,USD,2000000,Seed,2500000,USD,2500000,2500000,USD,2500000,"Y Combinator, Soma Capital, Pioneer Fund, Arash Ferdowsi, Eoghan McCabe",7,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Productivity Tools, Software","San Francisco, California, United States",
Judo Bio,https://www.crunchbase.com/organization/judo-bio,,Private,For Profit,1-10,,Venture - Series Unknown,2024-08-16,,2021-01-01,year,Active,,,1,2,,25000000,USD,25000000,25000000,USD,25000000,Venture - Series Unknown,50000000,USD,50000000,50000000,USD,50000000,,,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Life Science, Medical, Therapeutics","Cambridge, Massachusetts, United States",
Retell AI,https://www.crunchbase.com/organization/retell-ai,Growing,Private,For Profit,1-10,,Seed,2024-04-03,,2023-01-01,year,Active,,,6,2,Seed,4555000,USD,4555000,4555000,USD,4555000,Seed,4680000,USD,4680000,4680000,USD,4680000,"Y Combinator, Richard Aberman, Carya Venture Partners, Alt Capital, Michael Seibel",12,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Audio, Developer APIs, Developer Tools","San Francisco, California, United States",
itselectric,https://www.crunchbase.com/organization/itselectric,Growing,Private,For Profit,1-10,,Seed,2024-07-16,,2021-07-05,day,Active,,,2,6,Seed,6500000,USD,6500000,6500000,USD,6500000,Seed,8800000,USD,8800000,8925000,USD,8925000,"Uber, gener8tor, AcceliCITY powered by Leading Cities, Newlab, Los Angeles Cleantech Incubator",22,"Greater New York Area, East Coast, Northeastern US","Energy, Sustainability, Transportation",,High,,,,"Clean Energy, CleanTech, Electric Vehicle, Power Grid","Brooklyn, New York, United States",
SydeLabs,https://www.crunchbase.com/organization/sydelabs,Growing,Private,For Profit,1-10,Was Acquired,Seed,2024-03-28,,2023-01-01,year,Active,,,2,1,M&A,2500000,USD,2500000,2500000,USD,2500000,Seed,2500000,USD,2500000,2500000,USD,2500000,"Picus Capital, Kunal Shah, RTP Global, Sai Srinivas Kiran G",4,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Privacy and Security, Professional Services, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Risk Management, Security, Web Development","San Francisco, California, United States",
100XBIO,https://www.crunchbase.com/organization/100x-bioassay,,Private,For Profit,1-10,,Pre-Seed,2024-07-30,,2023-05-15,day,Active,,,2,9,Seed,25000,USD,25000,25000,USD,25000,Pre-Seed,200000,USD,200000,200000,USD,200000,,,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biopharma, Biotechnology, Life Science","Woburn, Massachusetts, United States",
DcubeD,https://www.crunchbase.com/organization/dcubed,Growing,Private,For Profit,1-10,,Series A,2024-08-05,,2019-01-01,year,Active,,,1,2,Early Stage Venture,4400000,EUR,4799511,4400000,EUR,4799511,Series A,4400000,EUR,4799511,4400000,EUR,4799511,"HTGF | High-Tech Gruenderfonds, Decisive Point, Expansion Ventures, VENTIS CAPITAL, Aurelia Foundry",8,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Hardware, Manufacturing",,Medium,,,,"Manufacturing, Satellite Communication","Germering, Bayern, Germany",
ShearShare,https://www.crunchbase.com/organization/shearshare,Growing,Private,For Profit,1-10,,Seed,2022-03-25,,2017-09-01,month,Active,,,2,3,Seed,2300000,USD,2300000,2300000,USD,2300000,Seed,5460000,USD,5460000,5460000,USD,5460000,"500 Global, Lightspeed Venture Partners, Backstage Capital, Revolution’s Rise of the Rest Seed Fund, Precursor Ventures",19,"Dallas/Fort Worth Metroplex, Southern US","Apps, Commerce and Shopping, Consumer Goods, Mobile, Other, Software",,,,,,"B2B, Beauty, Marketplace, Mobile, Mobile Apps, SaaS, Sharing Economy","Mckinney, Texas, United States",
ZipBio,https://www.crunchbase.com/organization/zipbio,,Private,For Profit,1-10,,Seed,2024-09-05,,2022-09-01,month,Active,,,,1,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"NFX, MoreVC",2,"Greater Seattle Area, West Coast, Western US","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Genetics, Therapeutics","Seattle, Washington, United States",
Boson White Water,https://www.crunchbase.com/organization/boson-white-water,,Private,For Profit,1-10,,Seed,2024-09-04,,2011-01-01,year,Active,,,,2,Seed,100000000,INR,1190644,100000000,INR,1190644,Seed,134500000,INR,1648152,134500000,INR,1648152,"Rainmatter Capital, IAN Group",2,Asia-Pacific (APAC),"Sustainability, Transportation",,,,,,"Water Purification, Water Transportation","Bangalore, Karnataka, India",
Launch NY,https://www.crunchbase.com/organization/launch-ny,,Private,Non-profit,1-10,,Grant,2023-04-10,"Entrepreneurship Program, Venture Capital",2012-01-01,year,Active,,Seed,1,8,,500000,USD,500000,,,,,,,,9243000,USD,9243000,"JP Morgan Chase, US Department of Commerce, Economic Development Administation, Community Development Financial Institutions Fund, Ralph C. Wilson, Jr. Foundation",4,"Great Lakes, East Coast, Northeastern US","Community and Lifestyle, Other, Social Impact",,,,,,"Non Profit, Social Entrepreneurship","Buffalo, New York, United States",175
Alpenglow Biosciences,https://www.crunchbase.com/organization/lightspeed-microscopy-inc,Growing,Private,For Profit,1-10,,Grant,2024-08-15,,2018-01-01,year,Active,,,4,4,Early Stage Venture,2000000,USD,2000000,4000000,USD,4000000,Series A,4000000,USD,4000000,7600000,USD,7600000,"Creative Destruction Lab (CDL), Dynamk Capital, National Institute of Health, Andy Hill Cancer Research Endowment (CARE) Fund",4,"Greater Seattle Area, West Coast, Western US","Biotechnology, Hardware, Health Care, Science and Engineering, Software",,,,,,"3D Technology, Life Science, Medical","Seattle, Washington, United States",
Sage Geosystems,https://www.crunchbase.com/organization/sage-geosystems,,Private,For Profit,1-10,,Series A,2024-02-15,,2020-01-01,year,Active,,,1,2,Early Stage Venture,17000000,USD,17000000,17000000,USD,17000000,Series A,17000000,USD,17000000,17000000,USD,17000000,"Nabors, Chesapeake Energy, Helium-3 Ventures, Virya, ignis H2 Energy Inc",7,"Greater Houston Area, Southern US",,,,,,,,"Houston, Texas, United States",
Myricx Bio,https://www.crunchbase.com/organization/myricx-pharma,Growing,Private,For Profit,1-10,,Series A,2024-07-08,,2019-01-01,year,Active,,,3,2,Early Stage Venture,90000000,GBP,115311437,90000000,GBP,115311437,Series A,94500000,GBP,121260434,94500000,GBP,121260434,"Eli Lilly, Brandon Capital, Sofinnova Partners, Novo Holdings, Abingworth",7,"Europe, Middle East, and Africa (EMEA)","Biotechnology, Health Care, Science and Engineering",,High,,,,"Biotechnology, Life Science, Therapeutics","London, England, United Kingdom",
Lend Street Financial,https://www.crunchbase.com/organization/lend-street-financial-inc-,,Private,For Profit,1-10,,Venture - Series Unknown,2021-06-30,,2010-06-01,day,Active,,,2,8,,4500000,USD,4500000,4500000,USD,4500000,Venture - Series Unknown,43803264,USD,43803264,153803264,USD,153803264,"Accion, Prudential Financial, Kapor Capital, Accion Venture Lab, MaC Venture Capital",16,"San Francisco Bay Area, West Coast, Western US","Financial Services, Lending and Investments",$100M to $500M,,,,,"Credit, Financial Services, FinTech, Lending","Oakland, California, United States",
CurlMix,https://www.crunchbase.com/organization/curlmix,Growing,Private,For Profit,1-10,,Equity Crowdfunding,2024-02-02,,2015-01-01,year,Active,,,2,5,,1152188,USD,1152188,1152188,USD,1152188,Equity Crowdfunding,4377621,USD,4377621,4377621,USD,4377621,"Backstage Capital, Unpopular Ventures, Next Play Ventures, Cleveland Avenue",4,"Greater Chicago Area, Great Lakes, Midwestern US","Consumer Goods, Health Care",,High,,,,"Beauty, Cosmetics, Health Care","Chicago, Illinois, United States",
LeetCode,https://www.crunchbase.com/organization/leetcode,Growing,Private,For Profit,1-10,,Series A,2021-12-01,,2015-01-01,day,Active,,,2,1,Early Stage Venture,10000000,USD,10000000,10000000,USD,10000000,Series A,10000000,USD,10000000,10000000,USD,10000000,Lightspeed China Partners,1,"San Francisco Bay Area, Silicon Valley, West Coast","Community and Lifestyle, Information Technology",,,,,,"Information Technology, Social","Palo Alto, California, United States",
Pagedip,https://www.crunchbase.com/organization/beneath-the-ink,,Private,For Profit,1-10,,Grant,2024-06-25,,2017-12-13,day,Active,,,2,6,Seed,150000,USD,150000,100000,USD,100000,Seed,2663000,USD,2663000,2813000,USD,2813000,"Google for Startups, Rockies Venture Club, Portfolia, Farvatn Venture, Marc Bell Ventures",8,"Greater Denver Area, Western US","Data and Analytics, Information Technology, Media and Entertainment, Sales and Marketing, Software",,,,,,"Analytics, Contact Management, Content, Content Creators, Content Marketing, Digital Marketing, SaaS, Sales, Sales Automation, Software","Boulder, Colorado, United States",
Moonwalk Biosciences,https://www.crunchbase.com/organization/moonwalk-biosciences,Growing,Private,For Profit,1-10,,Series A,2024-01-04,,2022-01-01,year,Active,,,1,2,Early Stage Venture,57000000,USD,57000000,57000000,USD,57000000,Series A,57000000,USD,57000000,57000000,USD,57000000,"Khosla Ventures, Google Ventures, Alpha Wave Global, ARCH Venture Partners, Future Ventures",6,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Biopharma, Biotechnology, Life Science","San Francisco, California, United States",
