Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
PastPay,https://www.crunchbase.com/organization/pastpay,,Private,For Profit,1-10,,Series A,2024-09-10,,2019-03-01,month,Active,,,2,7,Early Stage Venture,12000000,EUR,13243805,12000000,EUR,13243805,Series A,13280000,EUR,14724515,17080000,EUR,18806194,"Mark Ransford, Jared Schrieber, Platina Partners, Advance Global Capital, BnL Start Partners",12,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Other, Payments",,,,,,"B2B, Financial Services, FinTech, Payments","Budapest, Budapest, Hungary",
Agency AI,https://www.crunchbase.com/organization/agentops,,Private,For Profit,1-10,,Pre-Seed,2024-08-28,,2023-10-01,month,Active,,,3,1,Seed,2600000,USD,2600000,2600000,USD,2600000,Pre-Seed,2600000,USD,2600000,2600000,USD,2600000,"Afore Capital, 645 Ventures",2,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Data Management, Generative AI","San Francisco, California, United States",
Create Wellness,https://www.crunchbase.com/organization/create-wellness,,Private,For Profit,1-10,,Series A,2024-09-04,,2022-01-01,year,Active,,,,1,Early Stage Venture,5000000,USD,5000000,5000000,USD,5000000,Series A,5000000,USD,5000000,5000000,USD,5000000,Unilever Ventures,1,"Greater New York Area, East Coast, Northeastern US","Commerce and Shopping, Consumer Goods, Food and Beverage, Health Care",,,,,,"Consumer Goods, Dietary Supplements, E-Commerce, Food and Beverage","New York, New York, United States",
CodeRabbit,https://www.crunchbase.com/organization/coderabbit,,Private,For Profit,1-10,Made Acquisitions,Series A,2024-08-14,,2023-01-01,year,Active,,,2,2,Early Stage Venture,16000000,USD,16000000,16000000,USD,16000000,Series A,19605233,USD,19605233,19605233,USD,19605233,"CRV, Flex Capital, Engineering Capital, Olivier Pomel",4,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), SaaS, Software","Walnut Creek, California, United States",
Berachain,https://www.crunchbase.com/organization/berachain,Growing,Private,For Profit,1-10,,Series B,2024-04-12,,2021-01-01,year,Active,,,3,2,Early Stage Venture,100000000,USD,100000000,100000000,USD,100000000,Series B,142000000,USD,142000000,142000000,USD,142000000,"Polychain, Amber Group, Hack VC, Sandeep Nailwal, Robot Ventures",27,,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,High,,,,"Blockchain, Cryptocurrency, Ethereum","George Town, Midland, Cayman Islands",1
BeyondMath,https://www.crunchbase.com/organization/beyondmath,Growing,Private,For Profit,1-10,,Seed,2024-08-20,,2022-01-01,year,Active,,,,2,Seed,6500000,GBP,8463354,6500000,GBP,8463354,Seed,8000000,GBP,10302137,8000000,GBP,10302137,"Insight Partners, Creator Fund, InMotion Ventures, UP Partners, Exfi",5,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,Artificial Intelligence (AI),"Cambridge, Cambridgeshire, United Kingdom",
Skydo,https://www.crunchbase.com/organization/skydo,Growing,Private,For Profit,1-10,,Seed,2024-08-13,,2022-01-01,year,Active,,,1,2,Seed,5000000,USD,5000000,5000000,USD,5000000,Seed,10200000,USD,10200000,10200000,USD,10200000,"Elevation Capital, Speciale Invest, Eximius Ventures",3,Asia-Pacific (APAC),"Financial Services, Payments",,,,,,"Financial Services, Payments","Bengaluru, Karnataka, India",
LiaPlus AI,https://www.crunchbase.com/organization/write-fe69,,Private,For Profit,1-10,,Seed,2024-09-04,,2023-04-18,day,Active,,,2,4,Seed,20000000,INR,238129,20000000,INR,238129,Seed,314224,USD,314224,673859,USD,673859,"Inflection Point Ventures, Chandigarh Angels Network, Amity Innovation Incubator, Growth Sense, National Technology Development Program, Kingdom of Saudi Arabia",7,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), B2C, Chatbot, SaaS","New Delhi, Delhi, India",
Cognosys,https://www.crunchbase.com/organization/cognosys-815a,,Private,For Profit,1-10,,Seed,2023-05-25,,2023-04-20,day,Active,,,2,1,Seed,2000000,USD,2000000,2000000,USD,2000000,Seed,2000000,USD,2000000,2000000,USD,2000000,"Amjad Masad, Google Ventures, Untapped Capital, Aidan Gomez, Ivan Zhang",7,,"Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Intelligent Systems, Web Apps","Vancouver, British Columbia, Canada",
Pika,https://www.crunchbase.com/organization/pika-2a05,,Private,For Profit,1-10,,Series B,2024-06-05,,2023-01-01,year,Active,,,2,4,Early Stage Venture,80000000,USD,80000000,80000000,USD,80000000,Series B,135000000,USD,135000000,135000000,USD,135000000,"Sahin Boydas, Nat Friedman, Lightspeed Venture Partners, Daniel Gross, Neo",26,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Design, Media and Entertainment, Science and Engineering, Software, Video",,,,,,"Artificial Intelligence (AI), Generative AI, Graphic Design, Video","Palo Alto, California, United States",
Cassidy,https://www.crunchbase.com/organization/cassidyai,,Private,For Profit,1-10,,Seed,2024-08-20,,2023-01-01,year,Active,,,2,1,Seed,3650000,USD,3650000,3650000,USD,3650000,Seed,3650000,USD,3650000,3650000,USD,3650000,"Neo, Comma Capital, The General Partnership, Spacecadet Ventures, Ride Ventures",8,"Greater New York Area, East Coast, Northeastern US",,,,,,,,"New York, New York, United States",
Pienso,https://www.crunchbase.com/organization/pienso,Growing,Private,For Profit,1-10,,Series A,2024-03-12,,2016-05-01,month,Active,,,2,7,Early Stage Venture,10000000,USD,10000000,10000000,USD,10000000,Series A,17017854,USD,17017854,17017854,USD,17017854,"Alumni Ventures, Eniac Ventures, The E14 Fund, Good Growth Capital, Indicator Ventures",15,"Washington DC Metro Area, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",$50M to $100M,High,,,,"Artificial Intelligence (AI), Big Data, Generative AI, Machine Learning, Software","Arlington, Virginia, United States",
Solace,https://www.crunchbase.com/organization/solace-f37a,,Private,For Profit,1-10,,Series A,2024-08-22,,2022-01-01,year,Active,,,2,1,Early Stage Venture,14000000,USD,14000000,14000000,USD,14000000,Series A,14000000,USD,14000000,14000000,USD,14000000,"Torch Capital, Craft Ventures, Inspired Capital Partners, RiverPark Ventures, Anne Wojcicki",7,Southern US,"Health Care, Internet Services",,,,,,"Health Care, Medical, Online Portals","Austin, Texas, United States",
Arch,https://www.crunchbase.com/organization/arch-ef99,,Private,For Profit,1-10,,Debt Financing,2024-08-22,,2022-01-01,year,Active,,,2,3,Seed,70000000,USD,70000000,5000000,USD,5000000,Seed,7750000,USD,7750000,77750000,USD,77750000,"BitGo, Galaxy Digital, Edward Lando, Global Founders Capital, Castle Island Ventures",14,"Greater New York Area, East Coast, Northeastern US","Financial Services, Lending and Investments",,,,,,"Credit, Financial Services, FinTech, Lending","New York, New York, United States",
Planera,https://www.crunchbase.com/organization/planera,,Private,For Profit,1-10,,Series A,2024-08-27,,2021-11-01,month,Active,,,2,2,Early Stage Venture,13500000,USD,13500000,13500000,USD,13500000,Series A,18900000,USD,18900000,18900000,USD,18900000,"Sierra Ventures, Brick & Mortar Ventures, Sorenson Capital, Firebolt Ventures, Prudence",6,"San Francisco Bay Area, West Coast, Western US","Information Technology, Real Estate, Software",,,,,,"Construction, Scheduling, Software","Pleasanton, California, United States",
Cercli,https://www.crunchbase.com/organization/cercli,,Private,For Profit,1-10,,Seed,2024-09-03,,2023-01-01,year,Active,,,2,2,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,4500000,USD,4500000,4500000,USD,4500000,"Y Combinator, Afore Capital, Rebel Fund, COTU Ventures, Karim Atiyeh",9,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Professional Services, Software",,,,,,"Business Development, Software","Dubai, Dubai, United Arab Emirates",
Auki Labs,https://www.crunchbase.com/organization/auki-labs,Growing,Private,For Profit,1-10,,Seed,2022-02-28,,2020-04-01,day,Active,,,2,2,Seed,13000000,USD,13000000,13000000,USD,13000000,Seed,13250000,USD,13250000,13250000,USD,13250000,"Animoca Brands, Outlier Ventures, Kenetic, Primal Capital, Shima Capital",7,Asia-Pacific (APAC),"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Hardware, Media and Entertainment, Other, Payments, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Augmented Reality, Blockchain, Cryptocurrency, Metaverse","Kowloon City, Kowloon, Hong Kong",
WOMBO,https://www.crunchbase.com/organization/wombo,,Private,For Profit,1-10,,Venture - Series Unknown,2024-09-04,,2020-08-04,day,Active,,,6,5,,12200000,CAD,9001265,12200000,CAD,9001265,Venture - Series Unknown,15001265,USD,15001265,15001265,USD,15001265,"NVIDIA, CoreWeave, 500 Global, Global Founders Capital, Founders, Inc.",19,Great Lakes,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Mobile, Music and Audio, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Digital Entertainment, Machine Learning, Mobile, Music, Social Media, Software","Toronto, Ontario, Canada",
TravelJoy,https://www.crunchbase.com/organization/traveljoy,Growing,Private,For Profit,1-10,,Series A,2024-03-01,,2016-01-01,year,Active,,,2,3,Early Stage Venture,10000000,USD,10000000,10000000,USD,10000000,Series A,10000000,USD,10000000,10000000,USD,10000000,"Acrew Capital, Derrick Li, NFX, Forerunner, Base Ventures",8,"San Francisco Bay Area, West Coast, Western US","Internet Services, Other, Software, Travel and Tourism",,High,,,,"Professional Services, Social Network, Software, Travel","San Francisco, California, United States",
Arcee.ai,https://www.crunchbase.com/organization/arcee-ai,Growing,Private,For Profit,1-10,,Series A,2024-07-18,,2023-02-01,month,Active,,,3,2,Early Stage Venture,24000000,USD,24000000,24000000,USD,24000000,Series A,29500000,USD,29500000,29500000,USD,29500000,"Emergence, Long Journey Ventures, Centre Street Partners, AIN Ventures, WndrCo",11,"Greater Miami Area, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Generative AI, Intelligent Systems, Machine Learning","Miami, Florida, United States",
Inversion,https://www.crunchbase.com/organization/inversion-space,,Private,For Profit,1-10,,Seed,2022-07-01,,2021-01-22,day,Active,,,2,4,Seed,,,,,,,Seed,10125000,USD,10125000,10125000,USD,10125000,"Y Combinator, Pioneer Fund, Liquid 2 Ventures, Arjun Sethi, Spark Capital",12,"Greater Los Angeles Area, West Coast, Western US","Science and Engineering, Transportation",,,,,,"Aerospace, Space Travel, Transportation","Los Angeles, California, United States",
Mudstack,https://www.crunchbase.com/organization/mudstack,,Private,For Profit,1-10,,Seed,2024-08-19,,2019-01-01,year,Active,,,3,3,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,6300000,USD,6300000,6300000,USD,6300000,"Khosla Ventures, Andreessen Horowitz, Pioneer Square Labs, Forum Ventures, Right Side Capital Management",8,"Greater Atlanta Area, East Coast, Southern US","Gaming, Media and Entertainment, Software",,,,,,"Digital Entertainment, Digital Media, Enterprise Software, Gaming, Software","Roswell, Georgia, United States",
PreciseDx,https://www.crunchbase.com/organization/precisedx,Growing,Private,For Profit,1-10,,Series B,2024-08-21,,2019-01-01,year,Active,,,4,2,Early Stage Venture,20700000,USD,20700000,20700000,USD,20700000,Series B,31450000,USD,31450000,31450000,USD,31450000,"Quest Diagnostics, Agilent Technologies, LabCorp, Mount Sinai Health System, IBM Ventures",8,"Greater New York Area, East Coast, Northeastern US",Health Care,,,,,,Health Care,"New York, New York, United States",
MolecuLight,https://www.crunchbase.com/organization/moleculight,Growing,Private,For Profit,1-10,Was Acquired,Series C,2024-08-15,,2013-01-01,year,Active,,,1,7,M&A,11700000,CAD,8537155,11700000,CAD,8537155,Series C,16304005,USD,16304005,37744364,USD,37744364,"Prosegur, Azahar, Export Development Canada, SWK Holdings, BDC Capital Corporation",8,Great Lakes,Health Care,,,,,,"Health Care, Medical, Medical Device","Toronto, Ontario, Canada",
Thunderbirds,https://www.crunchbase.com/organization/thunderbirds-me-inc,,Private,For Profit,1-10,,Undisclosed,2024-08-15,,2021-10-16,day,Active,,,2,2,,3000000,USD,3000000,3000000,USD,3000000,Undisclosed,8500000,USD,8500000,8500000,USD,8500000,"Del Morgan & Co, EST Global, Aura Investment",3,"East Coast, Southern US","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Design, Hardware, Information Technology, Internet Services, Media and Entertainment, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Blockchain, Cloud Computing, Computer Vision, Generative AI, Human Computer Interaction, Information Technology, Machine Learning, Metaverse, Virtual Reality","Orlando, Florida, United States",
Venova Medical,https://www.crunchbase.com/organization/venova-medical,,Private,For Profit,1-10,,Series B,2024-09-04,,2018-01-01,year,Active,,,2,2,Early Stage Venture,30000000,USD,30000000,30000000,USD,30000000,Series B,38008364,USD,38008364,38008364,USD,38008364,"Mirae Asset Capital, Catalyst Health Ventures, Aphelion Capital, Shangbay Capital, KOFA Healthcare Investments",6,"San Francisco Bay Area, Silicon Valley, West Coast",Health Care,,,,,,"Health Care, Medical, Medical Device, Therapeutics","Los Gatos, California, United States",
AmorSui,https://www.crunchbase.com/organization/amorsui,,Private,For Profit,1-10,,Grant,2024-08-27,,2020-10-20,day,Active,,,1,5,Seed,50000,USD,50000,3500000,USD,3500000,Seed,3620000,USD,3620000,3670000,USD,3670000,"Techstars, Ben Franklin Technology Partners of Southeastern Pennsylvania, Gaingels, Goodwater Capital, Gold House Ventures",11,"Greater Philadelphia Area, Great Lakes, Northeastern US","Apps, Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Financial Services, Health Care, Mobile, Software, Sustainability, Transportation",,,,,,"Consumer Goods, Fashion, Gift Card, Health Care, Logistics, Mobile Apps, Retail, Sustainability","Philadelphia, Pennsylvania, United States",
Superluminal Medicines,https://www.crunchbase.com/organization/superluminal-medicines,Growing,Private,For Profit,1-10,,Series A,2024-09-09,,2022-01-01,year,Active,,,2,2,Early Stage Venture,120000000,USD,120000000,120000000,USD,120000000,Series A,153000000,USD,153000000,153000000,USD,153000000,"NVIDIA, Eli Lilly, RA Capital Management, Insight Partners, NVentures",8,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Medical, Pharmaceutical","Boston, Massachusetts, United States",
Inventive AI,https://www.crunchbase.com/organization/inventive-ai,,Private,For Profit,1-10,,Seed,2024-08-28,,2023-01-01,year,Active,,,3,2,Seed,4000000,USD,4000000,4000000,USD,4000000,Seed,4500000,USD,4500000,4500000,USD,4500000,"General Catalyst, Soma Capital, Y Combinator, Sierra Ventures",4,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Technology, Software","Mountain View, California, United States",
Skyfire Systems,https://www.crunchbase.com/organization/skyfire-systems,,Private,For Profit,1-10,,Seed,2024-08-21,,,,Active,,,2,1,Seed,8500000,USD,8500000,8500000,USD,8500000,Seed,8500000,USD,8500000,8500000,USD,8500000,"Circle, Ripple, Gemini, Arca, Neuberger Berman",16,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Financial Services, Payments","San Francisco, California, United States",
GalaxEye,https://www.crunchbase.com/organization/galaxeye,Growing,Private,For Profit,1-10,,Series A,2024-07-10,,2020-01-01,year,Active,,,6,4,Early Stage Venture,550000000,INR,6587248,550000000,INR,6587248,Series A,10087248,USD,10087248,10087248,USD,10087248,"Google, Rainmatter Capital, Anicut Capital, Artha Group, ideaForge",16,Asia-Pacific (APAC),"Hardware, Transportation",,High,,,,"Satellite Communication, Space Travel","Chennai, Tamil Nadu, India",
Solayer,https://www.crunchbase.com/organization/solayer-7f10,,Private,For Profit,1-10,,Seed,2024-08-27,,2023-01-01,year,Active,,,,2,Seed,12000000,USD,12000000,12000000,USD,12000000,Seed,12000000,USD,12000000,12000000,USD,12000000,"Polychain, Wormhole, Hack VC, Sandeep Nailwal, Big Brain Holdings",34,"San Francisco Bay Area, West Coast, Western US","Blockchain and Cryptocurrency, Commerce and Shopping, Internet Services, Other",,,,,,"Blockchain, Decentralized Finance (DeFi), Infrastructure, Marketplace, Web3","San Francisco, California, United States",
Darkhive,https://www.crunchbase.com/organization/darkhive,Growing,Private,For Profit,1-10,,Series A,2024-09-10,,2021-01-01,year,Active,,,2,3,Early Stage Venture,21000000,USD,21000000,21000000,USD,21000000,Series A,25000000,USD,25000000,26100000,USD,26100000,"Capital Factory, Crosslink Capital, RTX Ventures, Ten Eleven Ventures, Stellar Ventures",7,Southern US,"Government and Military, Hardware, Information Technology, Science and Engineering, Software",,Medium,,,,"Military, Public Safety, Robotics","San Antonio, Texas, United States",
Farcaster,https://www.crunchbase.com/organization/farcaster,Growing,Private,For Profit,1-10,,Series A,2024-05-21,,2020-01-01,year,Active,,,2,2,Early Stage Venture,150000000,USD,150000000,150000000,USD,150000000,Series A,180000000,USD,180000000,180000000,USD,180000000,"Andreessen Horowitz, First Round Capital, Canonical Crypto, Union Square Ventures, Balaji Srinivasan",29,"Greater Los Angeles Area, West Coast, Western US","Blockchain and Cryptocurrency, Commerce and Shopping, Information Technology, Internet Services, Other",,High,,,,"Blockchain, E-Commerce, Information Technology, Internet","Los Angeles, California, United States",
Clare&me,https://www.crunchbase.com/organization/clare-me,Growing,Private,For Profit,1-10,,Grant,2024-08-08,,2021-01-01,year,Active,,,3,5,Seed,,,,3700000,EUR,4041953,Seed,4870000,EUR,5375737,4870000,EUR,5375737,"Antler, YZR Capital, Material Ventures, German Federal Ministry of Education and Research, Kodori AG",13,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Health Care, Mental Health, Wellness","Berlin, Berlin, Germany",
Chpter,https://www.crunchbase.com/organization/chpter,,Private,For Profit,1-10,,Pre-Seed,2024-09-02,,2021-01-01,year,Active,,,4,2,Seed,1200000,USD,1200000,1200000,USD,1200000,Pre-Seed,1325000,USD,1325000,1325000,USD,1325000,"pani, Techstars, Renew Capital, Norrsken Accelerator, Viktoria Ventures",10,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Digital Marketing, SMS, Software","Nairobi, Nairobi Area, Kenya",
FLock.io,https://www.crunchbase.com/organization/flock-io,Growing,Private,For Profit,1-10,,Grant,2024-09-03,,2022-04-01,month,Active,,,1,3,Seed,,,,6000000,USD,6000000,Seed,8000000,USD,8000000,8000000,USD,8000000,"OKX Ventures, Digital Currency Group, Ethereum Foundation, Inception Capital, Lightspeed Faction",15,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Internet Services, Other, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Blockchain, Machine Learning, Web3","London, England, United Kingdom",
