Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Y Combinator,https://www.crunchbase.com/organization/y-combinator,Growing,Private,For Profit,101-250,,Undisclosed,2020-10-25,Accelerator,2005-03-01,day,Active,,"Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",4,1,,,,,,,,Undisclosed,,,,,,,Y Combinator,,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Lending and Investments, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Augmented Reality, Finance, Financial Services, Robotics, Venture Capital","Mountain View, California, United States","6,687"
Edward Jones,https://www.crunchbase.com/organization/edward-jones,Growing,Private,For Profit,10001+,Was Acquired,Undisclosed,2024-07-10,,1922-01-01,year,Active,,,1,14,M&A,276664,USD,276664,276664,USD,276664,Undisclosed,327743186,USD,327743186,327743186,USD,327743186,,,Midwestern US,"Financial Services, Media and Entertainment, Professional Services",,High,,,,"Advice, Consulting, Finance, Financial Services, Insurance, Wealth Management","St Louis, Missouri, United States",3
Matternet,https://www.crunchbase.com/organization/matternet,Growing,Private,For Profit,51-100,,Undisclosed,2024-09-04,,2011-12-06,day,Active,,,3,5,,,,,,,,Undisclosed,74000000,USD,74000000,74000000,USD,74000000,"Andreessen Horowitz, Mercedes-Benz Group AG, Sahin Boydas, UpHonest Capital, Legend Star",19,"San Francisco Bay Area, Silicon Valley, West Coast","Consumer Electronics, Consumer Goods, Hardware, Transportation",$100M to $500M,,,,,"Drones, Logistics, Transportation","Mountain View, California, United States",
HashKey Capital,https://www.crunchbase.com/organization/hashkey-capital-a772,,Private,For Profit,51-100,,Undisclosed,2023-09-14,Venture Capital,2015-01-01,year,Active,,"Early Stage Venture, Seed",2,1,,500000000,USD,500000000,500000000,USD,500000000,Undisclosed,500000000,USD,500000000,500000000,USD,500000000,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Financial Services, Lending and Investments",,,,,,"Financial Services, Venture Capital","Singapore, Central Region, Singapore",28
Braintrust,https://www.crunchbase.com/organization/braintrust-bac9,,Private,Non-profit,11-50,,Undisclosed,2021-12-09,,2018-05-22,day,Active,,,5,5,,100000000,USD,100000000,100000000,USD,100000000,Undisclosed,123500000,USD,123500000,123500000,USD,123500000,"Galaxy Digital, Tiger Global Management, Multicoin Capital, HOF Capital, Galaxy Interactive",33,"San Francisco Bay Area, West Coast, Western US","Administrative Services, Blockchain and Cryptocurrency, Commerce and Shopping, Internet Services, Other, Professional Services",,,,,,"Blockchain, Freelance, Human Resources, Internet, Marketplace, Web3","San Francisco, California, United States",
Thirty Madison,https://www.crunchbase.com/organization/thirty-madison,Growing,Private,For Profit,251-500,Made Acquisitions,Undisclosed,2024-04-20,,2017-01-01,year,Active,,,2,6,,1250000,USD,1250000,1250000,USD,1250000,Undisclosed,211000000,USD,211000000,229500000,USD,229500000,"First Round Capital, (ERA) Entrepreneurs Roundtable Accelerator, Johnson & Johnson Innovation – JJDC, Bracket Capital, Greycroft",20,"Greater New York Area, East Coast, Northeastern US",Health Care,$1B to $10B,,,,,"Health Care, Personal Health, Pharmaceutical, Wellness","New York, New York, United States",
ipsy,https://www.crunchbase.com/organization/personalized-beauty-discovery,Growing,Private,For Profit,101-250,Made Acquisitions,Undisclosed,2020-12-15,,2011-11-01,month,Active,,,3,4,,133983121,USD,133983121,133983121,USD,133983121,Undisclosed,237218914,USD,237218914,237218914,USD,237218914,"500 Global, ACME Capital, Crosscut Ventures, TPG Growth, Omega Venture Partners",8,"San Francisco Bay Area, Silicon Valley, West Coast","Commerce and Shopping, Consumer Goods",$500M to $1B,Medium,,,,"Beauty, Cosmetics, E-Commerce","San Mateo, California, United States",
Beequip,https://www.crunchbase.com/organization/beequip,,Private,For Profit,101-250,Was Acquired,Undisclosed,2021-12-31,,2015-01-01,year,Active,,,3,4,M&A,16000000,EUR,18198321,16000000,EUR,18198321,Undisclosed,89120000,EUR,100528148,89120000,EUR,100528148,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Information Technology, Sales and Marketing",,,,,,"Finance, Financial Services, FinTech, Information Technology, Leasing, Sales","Rotterdam, Zuid-Holland, The Netherlands",
Apptronik,https://www.crunchbase.com/organization/apptronik,Growing,Private,For Profit,51-100,,Undisclosed,2023-02-07,,2016-01-01,day,Active,,,3,3,,13900000,USD,13900000,13900000,USD,13900000,Undisclosed,28500000,USD,28500000,28724924,USD,28724924,"Terex, Capital Factory, Perot Jain, Grit Ventures",4,Southern US,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Industrial Automation, Real Time, Robotics","Austin, Texas, United States",
Lead,https://www.crunchbase.com/organization/lead-bank,,Private,For Profit,101-250,Was Acquired,Undisclosed,2022-08-01,,1928-01-01,year,Active,,,4,1,M&A,100000000,USD,100000000,100000000,USD,100000000,Undisclosed,100000000,USD,100000000,100000000,USD,100000000,"Khosla Ventures, Andreessen Horowitz, Coatue, Zeev Ventures, Ribbit Capital",6,Midwestern US,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",,,,,,"Banking, Cryptocurrency, Finance, Financial Services, FinTech","Kansas City, Missouri, United States",
Biconomy,https://www.crunchbase.com/organization/biconomy,,Private,For Profit,101-250,,Undisclosed,2023-11-09,,2019-10-08,day,Active,,,3,4,,,,,,,,Undisclosed,22000000,USD,22000000,22000000,USD,22000000,"Creative Destruction Lab (CDL), NFX, ZBS CAPITAL, Blockchain Founders Fund, HTX",34,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Information Technology, Software","Singapore, Central Region, Singapore",2
bit.bio,https://www.crunchbase.com/organization/bit-bio,Growing,Private,For Profit,101-250,,Undisclosed,2024-05-01,,2016-01-01,year,Active,,,2,4,,,,,,,,Undisclosed,144961991,USD,144961991,144961991,USD,144961991,"Tencent, Metaplanet, Resilience, Charles River Laboratories International, Foresite Capital",17,"Europe, Middle East, and Africa (EMEA)","Biotechnology, Health Care, Other, Science and Engineering",,,,,,"Biotechnology, Commercial, Health Care","Cambridge, Cambridgeshire, United Kingdom",
Mosaic Manufacturing,https://www.crunchbase.com/organization/mosaic-manufacturing,Growing,Private,For Profit,51-100,,Undisclosed,2024-09-18,,2014-06-01,day,Active,,,3,6,,20500000,USD,20500000,20500000,USD,20500000,Undisclosed,28500000,USD,28500000,42500000,USD,42500000,"Techstars, Business Development Bank of Canada, FounderFuel, Idealist Capital, China Canada Angel Alliance",6,Great Lakes,"Hardware, Manufacturing, Science and Engineering, Software, Transportation",,,,,,"3D Printing, Manufacturing, Robotics, Supply Chain Management","Toronto, Ontario, Canada",
C-Zero,https://www.crunchbase.com/organization/c-zero,Growing,Private,For Profit,11-50,,Undisclosed,2024-09-03,,2020-01-01,year,Active,,,1,4,,5000000,USD,5000000,5000000,USD,5000000,Undisclosed,50500000,USD,50500000,50500000,USD,50500000,"Trafigura, Breakthrough Energy Ventures, Mitsubishi Heavy Industries, Eni Next, ENGIE New Ventures",7,"West Coast, Western US","Energy, Manufacturing, Natural Resources, Sustainability",,,,,,"Energy, Industrial, Oil and Gas, Renewable Energy","Santa Barbara, California, United States",
Thunderbirds,https://www.crunchbase.com/organization/thunderbirds-me-inc,,Private,For Profit,1-10,,Undisclosed,2024-08-15,,2021-10-16,day,Active,,,2,2,,3000000,USD,3000000,3000000,USD,3000000,Undisclosed,8500000,USD,8500000,8500000,USD,8500000,"Del Morgan & Co, EST Global, Aura Investment",3,"East Coast, Southern US","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Design, Hardware, Information Technology, Internet Services, Media and Entertainment, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Blockchain, Cloud Computing, Computer Vision, Generative AI, Human Computer Interaction, Information Technology, Machine Learning, Metaverse, Virtual Reality","Orlando, Florida, United States",
Filecoin,https://www.crunchbase.com/organization/filecoin,Growing,Private,For Profit,11-50,,Undisclosed,2023-11-05,,2014-01-01,year,Active,,,1,7,,,,,,,,Undisclosed,258220000,USD,258220000,258220000,USD,258220000,"Y Combinator, Andreessen Horowitz, Alumni Ventures, Sequoia Capital, Union Square Ventures",38,"San Francisco Bay Area, Silicon Valley, West Coast","Blockchain and Cryptocurrency, Financial Services, Hardware, Payments, Software",,,,,,"Bitcoin, Data Storage","Palo Alto, California, United States",2
Curio,https://www.crunchbase.com/organization/curio-io,,Private,For Profit,11-50,,Undisclosed,2023-05-19,,2016-04-25,day,Active,,,3,5,,,,,,,,Undisclosed,9000000,USD,9000000,9000000,USD,9000000,"500 Global, Earlybird Venture Capital, Molten Ventures, Cherry Ventures, Horizons Ventures",9,"Europe, Middle East, and Africa (EMEA)","Apps, Content and Publishing, Media and Entertainment, Music and Audio, Software",,,,,,"Apps, Audio, Content, Digital Media, News, Publishing","London, England, United Kingdom",
"Koch, Inc.",https://www.crunchbase.com/organization/koch-industries,,Private,For Profit,10001+,Made Acquisitions,Undisclosed,2024-03-08,,1940-01-01,year,Active,,,1,14,,76950380,USD,76950380,76950380,USD,76950380,Undisclosed,754758298,USD,754758298,754758298,USD,754758298,,,Midwestern US,"Agriculture and Farming, Consumer Electronics, Energy, Hardware, Natural Resources",,,,,,"Electronics, Energy, Farming, Oil and Gas","Wichita, Kansas, United States",11
Vi Labs,https://www.crunchbase.com/organization/vi-558e,,Private,For Profit,101-250,,Undisclosed,2024-06-28,,2016-01-01,year,Active,,,2,6,,111000000,USD,111000000,111000000,USD,111000000,Undisclosed,149600000,USD,149600000,149665676,USD,149665676,"General Atlantic, Alpha Partners, New Era Ventures, Savano Capital Partners, World Trade Ventures",14,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software, Sports",,,,,,"Artificial Intelligence (AI), Fitness, Health Care, Information Technology, Life Science, Pharmaceutical, Software, Web Development, Wellness","New York, New York, United States",
Johnson Energy Storage,https://www.crunchbase.com/organization/johnson-energy-storage,,Private,For Profit,11-50,,Undisclosed,2024-09-03,,2021-03-21,day,Active,,,1,2,,15000000,USD,15000000,15000000,USD,15000000,Undisclosed,17618254,USD,17618254,17618254,USD,17618254,Myles Garrett,1,"Greater Atlanta Area, East Coast, Southern US",Energy,,,,,,"Battery, Energy, Energy Storage","Atlanta, Georgia, United States",
Xerotech,https://www.crunchbase.com/organization/xerotech,,Private,For Profit,101-250,,Undisclosed,2024-09-06,,2015-01-01,year,Active,,,1,1,,44000000,EUR,48796717,44000000,EUR,48796717,Undisclosed,44000000,EUR,48796717,44000000,EUR,48796717,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Energy, Manufacturing, Transportation",,,,,,"Battery, Electric Vehicle, Energy Storage, Manufacturing","Claregalway, Galway, Ireland",
Akasa Air,https://www.crunchbase.com/organization/akasa-air,Growing,Private,For Profit,1001-5000,,Undisclosed,2021-07-28,,2021-01-01,year,Active,,,9,1,,2600000000,INR,34950821,2600000000,INR,34950821,Undisclosed,2600000000,INR,34950821,2600000000,INR,34950821,Rakesh Jhunjhunwala,1,Asia-Pacific (APAC),Transportation,,Medium,,,,"Air Transportation, Transportation","Mumbai, Maharashtra, India",
Zenith Bank,https://www.crunchbase.com/organization/zenith-bank,Growing,Private,For Profit,5001-10000,,Undisclosed,2023-09-04,Investment Bank,1990-01-01,year,Active,,,1,3,,40000,USD,40000,40000,USD,40000,Undisclosed,40000,USD,40000,100148519,USD,100148519,"Zenith Bank, International Finance Corporation, Bitcoin Capital",3,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,High,,,,"Banking, Finance, Financial Services","Lagos, Lagos, Nigeria",5
Aleph Farms,https://www.crunchbase.com/organization/aleph-farms,Growing,Private,For Profit,51-100,,Undisclosed,2023-06-07,,2017-01-01,year,Active,,,3,5,,,,,,,,Undisclosed,119400000,USD,119400000,119400000,USD,119400000,"Alumni Ventures, L Catterton, BRF, Cargill, Millenium Food-Tech",23,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Consumer Goods, Food and Beverage, Sustainability",,Medium,,,,"Food and Beverage, Green Consumer Goods, GreenTech","Rehovot, HaMerkaz, Israel",
Crimson Education,https://www.crunchbase.com/organization/crimson-education,Growing,Private,For Profit,1001-5000,Made Acquisitions,Undisclosed,2024-07-23,,2013-01-01,year,Active,,,1,7,,,,,,,,Undisclosed,82000000,USD,82000000,82000000,USD,82000000,"Tiger Global Management, Icehouse Ventures, U.S. News & World Report, SpringCapital Investment, HighSage Ventures",11,"Asia-Pacific (APAC), Australasia","Education, Professional Services, Software",,,,,,"Consulting, EdTech, Education, Tutoring","Parnell, Auckland, New Zealand",
MatX,https://www.crunchbase.com/organization/matx,,Private,For Profit,11-50,,Undisclosed,2023-12-19,,2022-01-01,year,Active,,,2,2,,24908675,USD,24908675,24908675,USD,24908675,Undisclosed,24908675,USD,24908675,24908675,USD,24908675,AIspace Ventures,1,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Hardware, Manufacturing","Mountain View, California, United States",
MoBagel,https://www.crunchbase.com/organization/mobagel,,Private,For Profit,101-250,,Undisclosed,2024-07-01,,2015-03-01,month,Active,,,3,9,,20000000,USD,20000000,20000000,USD,20000000,Undisclosed,40000000,USD,40000000,40500000,USD,40500000,"500 Global, UpHonest Capital, CyberAgent Capital, SkyDeck Berkeley, Microsoft Accelerator",23,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Education, Financial Services, Information Technology, Internet Services, Professional Services, Sales and Marketing, Software, Transportation",,,,,,"Digital Marketing, Education, Finance, Generative AI, Internet of Things, Risk Management, Robotic Process Automation (RPA), Sales Automation, Sales Enablement, Supply Chain Management","Santa Clara, California, United States",
team.blue,https://www.crunchbase.com/organization/team-blue,Growing,Private,For Profit,1001-5000,Made Acquisitions,Undisclosed,2024-07-22,,2019-01-01,year,Active,,,,4,,,,,,,,Undisclosed,,,,811000000,CAD,595283097,"CPP Investments, Hg, Sofina",3,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Internet Services",,High,,,,"Information Technology, Internet, Web Hosting","Gent, Oost-Vlaanderen, Belgium",
Startup Wise Guys,https://www.crunchbase.com/organization/startup-wise-guys,Growing,Private,For Profit,51-100,,Undisclosed,2019-01-01,"Accelerator, Venture Capital",2012-01-01,year,Active,,"Early Stage Venture, Seed, Venture",5,1,,8800000,EUR,10086122,8800000,EUR,10086122,Undisclosed,8800000,EUR,10086122,8800000,EUR,10086122,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Hardware, Information Technology, Other, Privacy and Security, Software, Sustainability",,Medium,,,,"Augmented Reality, B2B, Cyber Security, FinTech, SaaS, Sustainability, Virtual Reality","Tallinn, Harjumaa, Estonia",584
PAX Labs,https://www.crunchbase.com/organization/pax-labs,Growing,Private,For Profit,251-500,,Undisclosed,2022-04-11,,2007-01-01,year,Active,,,2,4,,,,,,,,Undisclosed,492200000,USD,492200000,492200000,USD,492200000,"Fidelity, Tiger Global Management, Arjun Sethi, Bracket Capital, Tao Capital Partners",15,"San Francisco Bay Area, West Coast, Western US","Community and Lifestyle, Consumer Electronics, Design, Food and Beverage, Hardware, Health Care, Manufacturing",$1B to $10B,,,,,"Cannabis, Consumer Electronics, Manufacturing, Product Design","San Francisco, California, United States",
THINK Surgical,https://www.crunchbase.com/organization/think-surgical,Growing,Private,For Profit,101-250,,Undisclosed,2023-06-28,,2007-01-01,year,Active,,,1,4,,5000000,USD,5000000,5000000,USD,5000000,Undisclosed,244207685,USD,244207685,244207685,USD,244207685,"KDB Investment, David C. Dvorak",2,"San Francisco Bay Area, Silicon Valley, West Coast","Biotechnology, Hardware, Health Care, Science and Engineering, Software",,,,,,"Biotechnology, Health Care, Medical, Robotics","Fremont, California, United States",
Natural Fiber Welding,https://www.crunchbase.com/organization/natural-fiber-welding,Growing,Private,For Profit,101-250,,Undisclosed,2024-03-05,,2015-01-01,year,Active,,,1,11,,23679632,USD,23679632,23679632,USD,23679632,Undisclosed,174024061,USD,174024061,223965388,USD,223965388,"Allbirds, Ralph Lauren, Collaborative Fund, Louis Dreyfus Company, National Science Foundation",27,"Great Lakes, Midwestern US","Manufacturing, Sustainability",,High,,,,"CleanTech, Manufacturing, Sustainability, Textiles","Peoria, Illinois, United States",
Nabis,https://www.crunchbase.com/organization/nabis,Growing,Private,For Profit,101-250,,Undisclosed,2022-05-01,,2018-03-01,month,Active,,,2,6,,4000000,USD,4000000,4000000,USD,4000000,Undisclosed,45000000,USD,45000000,50000000,USD,50000000,"Y Combinator, Soma Capital, FJ Labs, Gaingels, Liquid 2 Ventures",33,"San Francisco Bay Area, West Coast, Western US","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Transportation",$100M to $500M,Medium,,,,"Cannabis, Logistics, Marketplace","San Francisco, California, United States",
Voltage Park,https://www.crunchbase.com/organization/voltage-park,Growing,Private,,1-10,,Undisclosed,2023-10-30,,2023-01-01,year,Active,,,,1,,500000000,USD,500000000,500000000,USD,500000000,Undisclosed,500000000,USD,500000000,500000000,USD,500000000,,,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Internet Services, Software",,High,,,,"Cloud Computing, Machine Learning","Berkeley, California, United States",
GoUrban,https://www.crunchbase.com/organization/gourban,,Private,For Profit,11-50,Was Acquired,Undisclosed,2024-03-19,,2016-04-02,day,Active,,,2,5,M&A,3000000,EUR,3258511,3000000,EUR,3258511,Undisclosed,3000000,EUR,3258511,3000000,EUR,3258511,"MassChallenge, UNIQA Ventures, aws Gründungsfonds, Elevator Ventures",4,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Software, Sports, Transportation",,,,,,"Automotive, Boating, Last Mile Transportation, Railroad, SaaS, Software, Transportation","Vienna, Wien, Austria",
Favcy,https://www.crunchbase.com/organization/favcy-com,,Private,For Profit,11-50,,Undisclosed,2024-08-19,,2015-04-01,month,Active,,,3,3,,18000000,INR,214682,18000000,INR,214682,Undisclosed,18000000,INR,214682,18000000,INR,214682,"Singapore Angel Network, Windrose Capital",2,Asia-Pacific (APAC),Information Technology,,,,,,Information Technology,"Gurgaon, Haryana, India",
ALKU,https://www.crunchbase.com/organization/alku,,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Undisclosed,2024-05-07,,2008-01-01,year,Active,,,1,2,M&A,960582504,USD,960582504,960582504,USD,960582504,Undisclosed,960582504,USD,960582504,960582504,USD,960582504,WestView Capital Partners,1,"Greater Boston Area, East Coast, New England","Administrative Services, Professional Services",,,,,,"Consulting, Recruiting, Staffing Agency","Andover, Massachusetts, United States",
Lyric,https://www.crunchbase.com/organization/lyric-5e53,,Private,For Profit,251-500,Was Acquired,Undisclosed,2023-08-18,,2007-01-01,year,Active,,,,1,M&A,90900000,USD,90900000,90900000,USD,90900000,Undisclosed,90900000,USD,90900000,90900000,USD,90900000,,,"Greater Philadelphia Area, Great Lakes, Northeastern US","Financial Services, Health Care, Information Technology, Payments, Professional Services, Software",,,,,,"Billing, Consulting, Consumer Software, Health Care, Information Technology, Payments, Transaction Processing","King Of Prussia, Pennsylvania, United States",
AUI™ (Augmented Intelligence) Inc.,https://www.crunchbase.com/organization/augmentedintelligence,,Private,For Profit,11-50,,Undisclosed,2024-03-11,,2017-09-01,day,Active,,,2,5,,10000000,USD,10000000,10000000,USD,10000000,Undisclosed,43135000,USD,43135000,43135000,USD,43135000,"The Kraft Group, eGateway Capital, New Era Capital Partners, New England Development, Bradley M. Bloom",13,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,Artificial Intelligence (AI),"New York, New York, United States",
0XVM,https://www.crunchbase.com/organization/0xvm,,Private,,,,Undisclosed,2024-03-01,,,,Active,,,,1,,5200000,USD,5200000,5200000,USD,5200000,Undisclosed,5200000,USD,5200000,5200000,USD,5200000,"Razer, Ancient8, Good Games Guild, Jump Crypto, UOB Venture",12,,"Blockchain and Cryptocurrency, Internet Services",,,,,,Web3,,
