Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Swift Solar,https://www.crunchbase.com/organization/swift-solar,Growing,Private,For Profit,11-50,,Series A,2024-06-12,,2017-01-01,year,Active,,,6,7,Early Stage Venture,27000000,USD,27000000,27000000,USD,27000000,Series A,42162512,USD,42162512,50387512,USD,50387512,"Stanford University, US Department of Energy, Climate Capital, National Science Foundation, Fontinalis Partners",18,"San Francisco Bay Area, Silicon Valley, West Coast","Energy, Manufacturing, Natural Resources, Sustainability",,High,,,,"Energy, Manufacturing, Renewable Energy, Solar","San Carlos, California, United States",
Heal,https://www.crunchbase.com/organization/heal,,Private,For Profit,101-250,Made Acquisitions,Series D,2020-07-29,,2014-10-01,day,Active,,,6,10,Late Stage Venture,100000000,USD,100000000,100000000,USD,100000000,Series D,164100000,USD,164100000,164100000,USD,164100000,"Fidelity, Humana, Alumni Ventures, Qualcomm, Plug and Play",35,"Greater Los Angeles Area, West Coast, Western US","Apps, Health Care, Software",,,,,,"Apps, Health Care, Health Diagnostics, Home Health Care, Personal Health, Primary and Urgent Care","Los Angeles, California, United States",
Retell AI,https://www.crunchbase.com/organization/retell-ai,Growing,Private,For Profit,1-10,,Seed,2024-04-03,,2023-01-01,year,Active,,,6,2,Seed,4555000,USD,4555000,4555000,USD,4555000,Seed,4680000,USD,4680000,4680000,USD,4680000,"Y Combinator, Richard Aberman, Carya Venture Partners, Alt Capital, Michael Seibel",12,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Audio, Developer APIs, Developer Tools","San Francisco, California, United States",
Cogoport,https://www.crunchbase.com/organization/cogoport,Growing,Private,For Profit,501-1000,Made Acquisitions,Debt Financing,2023-05-18,,2016-05-03,day,Active,,,6,7,Early Stage Venture,,,,50000000,USD,50000000,Series B,57039911,USD,57039911,143610203,USD,143610203,"Accel, InnoVen Capital, Trifecta Capital Advisors, Tiger Global Management, DST Global",5,Asia-Pacific (APAC),"Information Technology, Transportation",,,,,,"Air Transportation, Freight Service, Information Technology, Logistics, Marine Transportation, Transportation","Mumbai, Maharashtra, India",
Insider,https://www.crunchbase.com/organization/useinsider,,Private,For Profit,1001-5000,Made Acquisitions,Venture - Series Unknown,2023-05-24,,2012-01-01,year,Active,Yes,,6,8,,105000000,USD,105000000,105000000,USD,105000000,Venture - Series Unknown,272100000,USD,272100000,272100000,USD,272100000,"Sequoia Capital, 500 Global, Peak XV Partners, Riverwood Capital, Endeavor Catalyst",13,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,,,,,"Analytics, Artificial Intelligence (AI), Digital Marketing, Lead Management, Productivity Tools, SaaS","New York, New York, United States",
Addverb,https://www.crunchbase.com/organization/addverb-technologies-pvt-ltd,Growing,Private,For Profit,501-1000,Was Acquired,Series B,2022-02-15,,2016-06-24,day,Active,,,6,1,M&A,132000000,USD,132000000,132000000,USD,132000000,Series B,132000000,USD,132000000,132000000,USD,132000000,Reliance Industries,1,Asia-Pacific (APAC),"Hardware, Information Technology, Manufacturing, Science and Engineering, Software, Transportation",,,,,,"Industrial Automation, Information Technology, Logistics, Robotics","Noida, Uttar Pradesh, India",
Bright Money,https://www.crunchbase.com/organization/bright-money,Growing,Private,For Profit,101-250,,Debt Financing,2023-09-27,,2019-01-01,year,Active,,,6,5,Early Stage Venture,50000000,USD,50000000,12000000,USD,12000000,Series B,43000000,USD,43000000,93000000,USD,93000000,"Sequoia Capital, Alpha Wave Global, Peak XV Partners, FJ Labs, Hummingbird Ventures",14,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Personal Finance","San Francisco, California, United States",
99.co,https://www.crunchbase.com/organization/99-co,,Private,For Profit,251-500,Made Acquisitions,Non-equity Assistance,2023-04-25,,2014-01-08,day,Active,,,6,9,Late Stage Venture,,,,11000000,USD,11000000,Series C,81060000,USD,81060000,81060000,USD,81060000,"Allianz, 500 Global, East Ventures, REA Group, Gaw Capital Partners",16,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Financial Services, Internet Services, Real Estate",,,,,,"Internet, PropTech, Real Estate, Real Estate Investment, Search Engine","Singapore, Central Region, Singapore",
Ndustrial,https://www.crunchbase.com/organization/ndustrial-io,,Private,For Profit,11-50,,Grant,2024-08-08,,2011-01-01,year,Active,,,6,5,Early Stage Venture,,,,18500000,USD,18500000,Series B,26200000,USD,26200000,26200000,USD,26200000,"Lineage Logistics, ABB, US Department of Energy, Clean Energy Ventures, ENGIE New Ventures",9,"Research Triangle, East Coast, Southern US","Energy, Manufacturing, Sustainability",,,,,,"Energy, Energy Efficiency, Manufacturing, Sustainability","Raleigh, North Carolina, United States",
QuEra Computing,https://www.crunchbase.com/organization/quera-computing,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2021-11-17,,2018-01-01,year,Active,,,6,1,,17000000,USD,17000000,17000000,USD,17000000,Venture - Series Unknown,17000000,USD,17000000,17000000,USD,17000000,"Rakuten, Day One Ventures, Fintech Ventures Fund, Carbide Ventures, Frontiers Capital",7,"Greater Boston Area, East Coast, New England","Data and Analytics, Design",,Medium,,,,Consumer Research,"Boston, Massachusetts, United States",
Descartes Labs,https://www.crunchbase.com/organization/descartes-labs,Growing,Private,For Profit,51-100,"Made Acquisitions, Was Acquired",Series B,2019-10-11,,2014-01-01,year,Active,Yes,,6,4,M&A,20000000,USD,20000000,20000000,USD,20000000,Series B,58000000,USD,58000000,58000000,USD,58000000,"DCVC, Correlation Ventures, Crosslink Capital, Cargill, March Capital",14,Western US,"Agriculture and Farming, Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Government and Military, Natural Resources, Navigation and Mapping, Science and Engineering, Software",$100M to $500M,Medium,,,,"Agriculture, Analytics, Artificial Intelligence (AI), Consumer Goods, Geospatial, Government, Image Recognition, Machine Learning, Mining, SaaS","Santa Fe, New Mexico, United States",
Affinia Therapeutics,https://www.crunchbase.com/organization/affinia-therapeutics,Growing,Private,For Profit,51-100,,Series B,2021-05-03,,2019-01-01,year,Active,,,6,2,Early Stage Venture,110000000,USD,110000000,110000000,USD,110000000,Series B,170000000,USD,170000000,170000000,USD,170000000,"Lonza, RA Capital Management, F-Prime Capital, Google Ventures, New Enterprise Associates",17,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Health Care, Life Science, Therapeutics","Waltham, Massachusetts, United States",
Dyno Therapeutics,https://www.crunchbase.com/organization/dyno-therapeutics,Growing,Private,For Profit,101-250,,Series A,2021-05-06,,2018-01-01,year,Active,,,6,3,Early Stage Venture,100000000,USD,100000000,100000000,USD,100000000,Series A,109000000,USD,109000000,109000000,USD,109000000,"Andreessen Horowitz, Google Ventures, Casdin Capital, Obvious Ventures, CRV",9,"Greater Boston Area, East Coast, New England","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Biotechnology, Health Care","Cambridge, Massachusetts, United States",
proteanTecs,https://www.crunchbase.com/organization/proteantecs,Growing,Private,For Profit,101-250,,Venture - Series Unknown,2022-05-10,,2017-01-01,year,Active,,,6,6,,45000000,USD,45000000,45000000,USD,45000000,Venture - Series Unknown,192000005,USD,192000005,192000005,USD,192000005,"Intel Capital, Mitsubishi UFJ Capital, Viola Ventures, Celesta Capital, Valor Equity Partners",17,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",,,,,,"Analytics, Artificial Intelligence (AI), Electronics, Semiconductor, Software","Haifa, Hefa, Israel",
Judo Bank,https://www.crunchbase.com/organization/judo-capital,Growing,Private,For Profit,251-500,,Venture - Series Unknown,2021-06-21,,2016-01-01,year,Active,,,6,9,,124000000,USD,124000000,124000000,USD,124000000,Venture - Series Unknown,868470074,USD,868470074,1868470074,USD,1868470074,"Tikehau Capital, Goldman Sachs, Global Investors, Moore Strategic Ventures, UniSuper",15,"Asia-Pacific (APAC), Australasia","Financial Services, Lending and Investments",,High,,,,"Banking, Finance, Financial Services","Melbourne, Victoria, Australia",
Button,https://www.crunchbase.com/organization/button,,Private,For Profit,51-100,,Series C,2019-06-24,,2014-05-01,day,Active,,,6,5,Late Stage Venture,30000000,USD,30000000,30000000,USD,30000000,Series C,64550000,USD,64550000,64550000,USD,64550000,"FJ Labs, DCM Ventures, Redpoint, Norwest Venture Partners, Greycroft",26,"Greater New York Area, East Coast, Northeastern US","Apps, Mobile, Software",$100M to $500M,,,,,"Enterprise Software, Mobile, Mobile Apps, Software","New York, New York, United States",
Fetcher,https://www.crunchbase.com/organization/scout-technologies,,Private,For Profit,101-250,,Series B,2022-05-19,,2015-01-01,year,Active,,,6,7,Early Stage Venture,27000000,USD,27000000,27000000,USD,27000000,Series B,40300000,USD,40300000,47300000,USD,47300000,"K Fund, Slow Ventures, Picus Capital, G20 Ventures, Accomplice",12,"Greater New York Area, East Coast, Northeastern US","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Employment, Human Resources, Recruiting","New York, New York, United States",
Pratilipi,https://www.crunchbase.com/organization/pratilipi,Growing,Private,For Profit,251-500,,Series D,2021-07-14,,2015-03-12,day,Active,,,6,7,Late Stage Venture,3580000000,INR,48073472,3580000000,INR,48073472,Series D,77906527,USD,77906527,80601201,USD,80601201,"Krafton, Tencent, Qiming Venture Partners, Alteria Capital, Shunwei Capital",21,Asia-Pacific (APAC),"Apps, Media and Entertainment, Music and Audio, Software",,,,,,"Apps, Audio, Reading Apps","Bengaluru, Karnataka, India",
DNEG,https://www.crunchbase.com/organization/double-negative,Growing,Private,For Profit,1001-5000,"Made Acquisitions, Was Acquired",Private Equity,2024-07-02,,1998-01-01,year,Active,Yes,,6,3,M&A,200000000,USD,200000000,200000000,USD,200000000,Private Equity,850000000,USD,850000000,850000000,USD,850000000,"Fairfax Financial Holdings, United Al Saqer Group, Arbor Ventures, Novator",4,"Europe, Middle East, and Africa (EMEA)","Advertising, Media and Entertainment, Sales and Marketing, Video",,,,,,"Advertising, Digital Entertainment, Film, Motion Capture","London, England, United Kingdom",
Portea Medical,https://www.crunchbase.com/organization/portea-medical,Growing,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2024-04-29,,2013-01-01,year,Active,,,6,7,Private Equity,20000000,USD,20000000,20000000,USD,20000000,Private Equity,92500000,USD,92500000,96066894,USD,96066894,"International Finance Corporation, Accel, Alteria Capital, InnoVen Capital, Brand Capital",11,Asia-Pacific (APAC),Health Care,,,,,,"Health Care, Home Health Care, Hospital, Medical","Bangalore, Karnataka, India",
Microblink,https://www.crunchbase.com/organization/microblink,Growing,Private,For Profit,251-500,,Private Equity,2020-12-16,,2013-01-01,year,Active,,,6,2,Private Equity,60000000,USD,60000000,60000000,USD,60000000,Private Equity,60000000,USD,60000000,60000000,USD,60000000,"Silversmith Capital Partners, Cherubic Ventures",2,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Computer Vision, Developer Tools, Identity Management, Image Recognition, Machine Learning","Brooklyn, New York, United States",
Data Sutram,https://www.crunchbase.com/organization/data-sutram,Growing,Private,For Profit,11-50,,Series A,2023-09-26,,2018-09-20,day,Active,,,6,5,Early Stage Venture,249600000,INR,2996404,249600000,INR,2996404,Series A,5299514,USD,5299514,5299514,USD,5299514,"IIFL Finance, IAN Group, 100X.VC, Bharat Innovation Fund, White Venture Capital",12,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",,High,,,,"Analytics, Artificial Intelligence (AI), Data Integration, Data Visualization, Information Technology, Machine Learning, SaaS","Kolkata, West Bengal, India",
Quindar,https://www.crunchbase.com/organization/quindar,Growing,Private,For Profit,1-10,,Seed,2024-07-11,,2022-01-01,year,Active,,,6,6,Seed,,,,,,,Seed,8500000,USD,8500000,8750000,USD,8750000,"Creative Destruction Lab (CDL), Y Combinator, Soma Capital, K5 Global, Liquid 2 Ventures",9,"Washington DC Metro Area, Southern US","Hardware, Internet Services, Software",,High,,,,"Cloud Infrastructure, SaaS, Satellite Communication","Washington, District of Columbia, United States",
Mercato,https://www.crunchbase.com/organization/mercato-2,,Private,For Profit,51-100,,Series A,2021-04-08,,2015-01-01,year,Active,,,6,7,Early Stage Venture,26000000,USD,26000000,26000000,USD,26000000,Series A,34700000,USD,34700000,34700000,USD,34700000,"Correlation Ventures, NuFund Venture Group, Greycroft, Wilson Sonsini Goodrich & Rosati, Velvet Sea Ventures",23,"Greater San Diego Area, West Coast, Western US","Commerce and Shopping, Food and Beverage",,,,,,"E-Commerce, Grocery, Marketplace","San Diego, California, United States",
Graft,https://www.crunchbase.com/organization/graft-13a7,,Private,For Profit,11-50,,Seed,2023-10-30,,2021-01-01,year,Active,,,6,3,Seed,,,,,,,Seed,14500000,USD,14500000,14500000,USD,14500000,"Alumni Ventures, Google Ventures, Radical Ventures, New Enterprise Associates, SV Angel",7,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing","San Francisco, California, United States",
Healthily,https://www.crunchbase.com/organization/your-md,,Private,For Profit,101-250,,Venture - Series Unknown,2022-09-07,,2013-01-01,month,Active,,,6,7,,20000000,USD,20000000,20000000,USD,20000000,Venture - Series Unknown,67300000,USD,67300000,67300000,USD,67300000,"Reckitt, Smedvig Ventures, iStarter, Canica, Orkla Ventures",5,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Mobile, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Assistive Technology, Health Care, Health Diagnostics, Information Technology, mHealth, Personal Health","London, England, United Kingdom",
Foxhog Ventures Corp.,https://www.crunchbase.com/organization/foxhog-ventures-corp,,Private,For Profit,5001-10000,Made Acquisitions,Series A,2021-04-11,,2020-01-01,year,Active,,,6,3,Early Stage Venture,63000000,USD,63000000,63000000,USD,63000000,Series A,175000000,USD,175000000,175000000,USD,175000000,"Tiger Global Management, GGV Capital",2,"San Francisco Bay Area, Silicon Valley, West Coast","Financial Services, Lending and Investments",,,,,,"Banking, Hedge Funds, Venture Capital","San Jose, California, United States",
Clasp Therapeutics,https://www.crunchbase.com/organization/clasp-therapeutics,Growing,Private,,11-50,,Series A,2024-03-20,,2020-01-01,year,Active,,,6,1,Early Stage Venture,150000000,USD,150000000,150000000,USD,150000000,Series A,150000000,USD,150000000,150000000,USD,150000000,"Blackbird Ventures, Alexandria Venture Investments, Novo Holdings, Vivo Capital, Catalio Capital Management",9,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,High,,,,"Biotechnology, Therapeutics","Cambridge, Massachusetts, United States",
planqc,https://www.crunchbase.com/organization/planqc,Growing,Private,For Profit,11-50,,Series A,2024-07-08,,2022-01-01,year,Active,,,6,4,Early Stage Venture,50000000,EUR,54160971,50000000,EUR,54160971,Series A,50000000,EUR,54160971,50000000,EUR,54160971,"CATRON Holding, Speedinvest, Bayern Kapital, DeepTech & Climate Fonds, Amadeus Capital Partners",9,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Hardware, Science and Engineering",,,,,,"Computer, Hardware, Quantum Computing","Munich, Bayern, Germany",
Candivore,https://www.crunchbase.com/organization/candivore,Growing,Private,For Profit,11-50,,Private Equity,2023-08-14,,2018-01-01,year,Active,,,6,3,Private Equity,100000000,USD,100000000,100000000,USD,100000000,Private Equity,122000000,USD,122000000,122000000,USD,122000000,"Haveli Investments, Tiger Global Management, O.G. Venture Partners, Velo Partners, vgames",5,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Apps, Gaming, Media and Entertainment, Mobile, Software",,High,,,,"Digital Entertainment, Gaming, Mobile Apps","Tel Aviv, Tel Aviv, Israel",
Got It AI,https://www.crunchbase.com/organization/got-it,Growing,Private,For Profit,51-100,,Series A,2020-07-01,,2011-01-01,year,Active,,,6,8,Early Stage Venture,10000000,USD,10000000,10000000,USD,10000000,Series A,22325000,USD,22325000,22475000,USD,22475000,"Intel Capital, Capricorn Investment Group, TSVC, Fosun RZ Capital, Brad Bao",10,"San Francisco Bay Area, Silicon Valley, West Coast","Administrative Services, Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Mobile, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Generative AI, Knowledge Management, Machine Learning, Mobile, Q&A, SaaS","Palo Alto, California, United States",
Packhelp,https://www.crunchbase.com/organization/packhelp,,Private,For Profit,101-250,,Series B,2021-11-18,,2015-04-01,month,Active,,,6,4,Early Stage Venture,40000000,EUR,45471391,40000000,EUR,45471391,Series B,58187361,USD,58187361,58187361,USD,58187361,"European Investment Bank, FJ Labs, White Star Capital, PortfoLion Capital Partners, Inovo.vc",12,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Administrative Services, Apps, Commerce and Shopping, Internet Services, Software",,,,,,"E-Commerce, E-Commerce Platforms, Packaging Services, Software, Web Apps","Warsaw, Mazowieckie, Poland",
Raiinmaker,https://www.crunchbase.com/organization/raiinmaker,Growing,Private,For Profit,11-50,,Seed,2024-04-03,,2018-01-01,year,Active,,,6,2,Seed,7500000,USD,7500000,7500000,USD,7500000,Seed,12500000,USD,12500000,12500000,USD,12500000,"Gate.io, Almora Capital, MEXC Global, Arcanum Capital, Sheesha Finance",30,"Greater Los Angeles Area, West Coast, Western US","Apps, Community and Lifestyle, Information Technology, Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Software",,,,,,"Communities, Information Technology, Marketing Automation, Mobile Apps, Social Media","Santa Monica, California, United States",
Telr,https://www.crunchbase.com/organization/telr,Growing,Private,For Profit,51-100,Was Acquired,Series A,2017-05-17,,2013-01-01,year,Active,,,6,3,M&A,5500000,USD,5500000,5500000,USD,5500000,Series A,13900000,USD,13900000,13900000,USD,13900000,"iMENA Group, Harveen Narulla, Innovations East fund",3,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Commerce and Shopping, Financial Services, Internet Services, Mobile, Payments, Software",,,,,,"E-Commerce, Financial Services, FinTech, Internet, Mobile, Payments, Web Development","Dubai, Dubai, United Arab Emirates",
DreaMed Diabetes,https://www.crunchbase.com/organization/dreamed-diabetes,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2024-08-19,,2014-01-01,year,Active,,,6,4,,3000000,USD,3000000,3000000,USD,3000000,Venture - Series Unknown,8300000,USD,8300000,13300000,USD,13300000,"Medtronic, Millhouse, eHealth Ventures, The Leona M. and Harry B. Helmsley Charitable Trust",4,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Biotechnology, Diabetes, Enterprise Software, Health Care, Medical Device","Petah Tiqva, HaMerkaz, Israel",
SignalRank Corporation,https://www.crunchbase.com/organization/signalrank-corporation,,Private,For Profit,1-10,,Series A,2024-07-01,,2021-06-01,day,Active,,,6,2,Early Stage Venture,7545000,USD,7545000,7545000,USD,7545000,Series A,12645000,USD,12645000,12645000,USD,12645000,"Garry Tan, AltaIR Capital, Tim Draper, Lip-Bu Tan, Candou Ventures",13,"San Francisco Bay Area, Silicon Valley, West Coast","Data and Analytics, Financial Services, Lending and Investments, Software",,,,,,"Business Intelligence, FinTech, Software, Venture Capital","Palo Alto, California, United States",
Anetac,https://www.crunchbase.com/organization/anetac,,Private,For Profit,11-50,,Venture - Series Unknown,2024-05-06,,2022-01-01,year,Active,,,6,1,,16000000,USD,16000000,16000000,USD,16000000,Venture - Series Unknown,16000000,USD,16000000,16000000,USD,16000000,"Liberty Global, The General Partnership, Shield Capital, Timothy Eades, Jason Witty",5,"San Francisco Bay Area, Silicon Valley, West Coast","Information Technology, Privacy and Security",,,,,,"Cyber Security, Information Technology, Security","Los Altos, California, United States",
Aiwyn,https://www.crunchbase.com/organization/anduin-inc,Growing,Private,For Profit,11-50,,Seed,2021-06-29,,2020-01-01,year,Active,,,6,2,Seed,14000000,USD,14000000,14000000,USD,14000000,Seed,14000000,USD,14000000,14000000,USD,14000000,"Touchdown Ventures, Revolution Ventures, Relevance Ventures (formerly Relevance Capital), Merian Ventures",4,"East Coast, Southern US","Financial Services, Software",,,,,,"FinTech, Software","Charlotte, North Carolina, United States",
ProGlove,https://www.crunchbase.com/organization/proglove,Growing,Private,For Profit,251-500,Was Acquired,Venture - Series Unknown,2022-01-01,,2014-01-01,year,Active,,,6,7,M&A,,,,,,,Venture - Series Unknown,48900000,USD,48900000,49076900,USD,49076900,"Summit Partners, Intel Capital, Bayern Kapital, Nordic Capital, DI Technology",6,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Hardware, Manufacturing, Transportation",,,,,,"Automotive, Industrial, Logistics, Manufacturing, Supply Chain Management, Wearables","Munich, Bayern, Germany",
Montonio,https://www.crunchbase.com/organization/montonio,Growing,Private,For Profit,51-100,,Series A,2022-04-12,,2018-10-01,month,Active,,,6,6,Early Stage Venture,11000000,EUR,11908731,11000000,EUR,11908731,Series A,14450000,EUR,15953565,14450000,EUR,15953565,"Startup Wise Guys, Index Ventures, Charlie Songhurst, ff Venture Capital, Practica Capital",17,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Financial Services, Payments",,,,,,"E-Commerce, Finance, FinTech, Payments","Tallinn, Harjumaa, Estonia",
Look North World,https://www.crunchbase.com/organization/look-north-world,Growing,Private,For Profit,1-10,,Seed,2024-07-26,,2023-05-08,day,Active,,,6,2,Seed,2500000,USD,2500000,2500000,USD,2500000,Seed,4750000,USD,4750000,4750000,USD,4750000,"Overwolf, LVP, Crush Ventures, BANDAI NAMCO Entertainment (021 Fund)",4,"East Coast, Southern US","Gaming, Software",,High,,,,"Developer Tools, Software, Video Games","Dover, Delaware, United States",
Tmunity Therapeutics,https://www.crunchbase.com/organization/tmunity-therapeutics,Growing,Private,For Profit,1-10,Was Acquired,Series B,2019-10-31,,2015-01-01,year,Active,,,6,5,M&A,75000000,USD,75000000,75000000,USD,75000000,Series B,230000000,USD,230000000,230000000,USD,230000000,"Gilead Sciences, Andreessen Horowitz, University of Pennsylvania, Kleiner Perkins, Lilly Asia Ventures",11,"Greater Philadelphia Area, Great Lakes, Northeastern US","Biotechnology, Health Care, Manufacturing, Science and Engineering",$100M to $500M,Medium,,,,"Biotechnology, Genetics, Health Care, Manufacturing, Therapeutics","Philadelphia, Pennsylvania, United States",
Pensa Systems,https://www.crunchbase.com/organization/pensa-systems,Growing,Private,For Profit,11-50,,Series A,2021-06-08,,2016-01-01,year,Active,,,6,4,Early Stage Venture,11000000,USD,11000000,11000000,USD,11000000,Series A,28200000,USD,28200000,28200000,USD,28200000,"Capital Factory, Signia Venture Partners, ATX Venture Partners, ZX Ventures, RevTech Ventures",11,Southern US,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",$50M to $100M,,,,,"Artificial Intelligence (AI), Computer, Information Technology, Machine Learning, Retail, Retail Technology, Robotics, Software","Austin, Texas, United States",
Engageli,https://www.crunchbase.com/organization/engageli,,Private,For Profit,51-100,,Series A,2021-05-11,,2020-08-01,month,Active,,,6,3,Early Stage Venture,33000000,USD,33000000,33000000,USD,33000000,Series A,47500000,USD,47500000,47500000,USD,47500000,"Lip-Bu Tan, Educapital, Corner Ventures, Maveron, BRM Capital",11,"San Francisco Bay Area, Silicon Valley, West Coast","Education, Software",,,,,,"E-Learning, Higher Education","San Mateo, California, United States",
Federated Wireless,https://www.crunchbase.com/organization/allied-communications,Growing,Private,For Profit,101-250,,Grant,2023-09-28,,2012-01-01,year,Active,,,6,8,Late Stage Venture,5000000,USD,5000000,14000000,USD,14000000,Series D,205700000,USD,205700000,210700000,USD,210700000,"Charter Communications, SBA Communications, Fortress Investment Group, Cerberus Capital Management, GIC",13,"Washington DC Metro Area, East Coast, Southern US","Hardware, Internet Services, Mobile, Other, Software",$500M to $1B,Medium,,,,"Cloud Computing, Infrastructure, Wireless","Arlington, Virginia, United States",
Fanatics,https://www.crunchbase.com/organization/fanatics,,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Private Equity,2022-12-06,,2002-01-01,year,Active,Yes,,6,11,M&A,700000000,USD,700000000,700000000,USD,700000000,Private Equity,4824999955,USD,4824999955,4899999955,USD,4899999955,"Fidelity, BlackRock, Alibaba Group, Bank of America, Andreessen Horowitz",27,"East Coast, Southern US","Commerce and Shopping, Manufacturing, Sports",,,,,,"eSports, Manufacturing, Retail, Sporting Goods, Sports","Jacksonville, Florida, United States",
EyeMyEye,https://www.crunchbase.com/organization/eyemyeye,Growing,Private,For Profit,501-1000,,Seed,2024-04-11,,2021-01-01,year,Active,,,6,3,Seed,208000000,INR,2495514,208000000,INR,2495514,Seed,806500000,INR,10208292,806500000,INR,10208292,"LetsVenture, Hyderabad Angels, LC Nueva Investment Partners, Ashish Kacholia, Turbostart",11,Asia-Pacific (APAC),"Commerce and Shopping, Consumer Goods, Internet Services",,High,,,,"Eyewear, Internet, Retail","Gurgaon, Haryana, India",
JuliaHub,https://www.crunchbase.com/organization/julia-computing,Growing,Private,For Profit,51-100,,Venture - Series Unknown,2023-06-27,,2015-07-01,day,Active,,,6,4,,13000000,USD,13000000,13000000,USD,13000000,Venture - Series Unknown,42600000,USD,42600000,42824676,USD,42824676,"Menlo Ventures, General Catalyst, National Science Foundation, In-Q-Tel, HighSage Ventures",9,"Greater Boston Area, East Coast, New England","Internet Services, Software",,High,,,,"Cloud Computing, Simulation, Software","Cambridge, Massachusetts, United States",
Science,https://www.crunchbase.com/organization/science,,Private,For Profit,51-100,Made Acquisitions,Initial Coin Offering,2017-12-21,Venture Capital,2011-09-14,day,Active,,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",6,4,,12298073,USD,12298073,12298073,USD,12298073,Initial Coin Offering,52298073,USD,52298073,72298073,USD,72298073,"White Star Capital, Wavemaker Partners, Hearst Ventures, Silver Lake Waterman, TomorrowVentures",9,"Greater Los Angeles Area, West Coast, Western US","Financial Services, Lending and Investments",,,,,,"Finance, Financial Services, Incubators, Venture Capital","Santa Monica, California, United States",63
